model_id	alphabet_model	rate_model	rsa_scale	controls	term	coefficient	marker_cluster_standard_error	t_statistic	p_value_conditional_cluster_t	ci95_lower	ci95_upper	bh_q_across_all_72_focal_tests
3di_af_empirical__gamma__tien2013__coverage_confidence	3di_af_empirical	gamma	tien2013	coverage_confidence	aa_by_rsa	0.06588485881788131	0.05399076998972527	1.2202985590022062	0.22638933046516516	-0.04176967892800999	0.1735393965637726	0.2910719963123552
3di_af_empirical__gamma__tien2013__composition_adjusted	3di_af_empirical	gamma	tien2013	composition_adjusted	aa_log1p_rate	0.0634680181847556	0.02404215753614344	2.639863668197908	0.010189638340333035	0.015529317616862673	0.11140671875264853	0.017893999036682404
3di_af_empirical__gamma__tien2013__composition_adjusted	3di_af_empirical	gamma	tien2013	composition_adjusted	rsa_centered	-0.19440000910290842	0.037240457264087215	-5.220129487786333	1.7014807846917056e-06	-0.2686553718801735	-0.12014464632564328	6.429912436062852e-06
3di_af_empirical__gamma__tien2013__composition_adjusted	3di_af_empirical	gamma	tien2013	composition_adjusted	aa_by_rsa	0.07677636587870093	0.05249406959678986	1.4625721813611494	0.1479971429185941	-0.027893836045044876	0.18144656780244672	0.2131158858027755
3di_af_empirical__gamma__miller1987__coverage_confidence	3di_af_empirical	gamma	miller1987	coverage_confidence	aa_log1p_rate	0.16229069431125545	0.01550812999521067	10.464878380654225	4.932730754514783e-16	0.13136836135961732	0.19321302726289358	7.103132286501287e-15
3di_af_empirical__gamma__miller1987__coverage_confidence	3di_af_empirical	gamma	miller1987	coverage_confidence	rsa_centered	-0.14169540759532429	0.033849753578784864	-4.186010018227461	8.021447430471627e-05	-0.20918989924695108	-0.07420091594369749	0.00017678775947963925
3di_af_empirical__gamma__miller1987__coverage_confidence	3di_af_empirical	gamma	miller1987	coverage_confidence	aa_by_rsa	0.06073262668770404	0.04654520544926341	1.3048095094113532	0.1961710934330073	-0.03207587702286679	0.15354113039827486	0.26409422048287184
3di_af_empirical__gamma__miller1987__composition_adjusted	3di_af_empirical	gamma	miller1987	composition_adjusted	aa_log1p_rate	0.059937739626145736	0.02426085339987405	2.4705536379217765	0.015893636205287935	0.01156297189119189	0.10831250736109958	0.02600776833592571
3di_af_empirical__gamma__miller1987__composition_adjusted	3di_af_empirical	gamma	miller1987	composition_adjusted	rsa_centered	-0.16626769525669874	0.03192741824294076	-5.207677426077538	1.7860867877952368e-06	-0.2299291591146439	-0.10260623139875359	6.429912436062852e-06
3di_af_empirical__gamma__miller1987__composition_adjusted	3di_af_empirical	gamma	miller1987	composition_adjusted	aa_by_rsa	0.06880697812188676	0.04518938970914049	1.5226357019813683	0.13229160494124512	-0.02129810578564527	0.15891206202941877	0.1943876644034622
