model_id	alphabet_model	rate_model	rsa_scale	controls	contrast	point_estimate	bootstrap_percentile_lower	bootstrap_percentile_upper	bootstrap_estimable_draws	bootstrap_singular_draws	loo_minimum	loo_maximum	loo_sign_reversals	most_influential_marker	largest_absolute_loo_change	observed_mean_log1p_aa_rate	observed_mean_rsa
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	rsa_at_aa_log1p_rate_0	-0.18567800812136287	-0.25245887114079124	-0.11907776081236178	2000	0	-0.20101848018131344	-0.17181556343526586	0	649304at2759	0.015340472059950566	0.6171019888828265	0.31139463967197273
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	interaction	0.06636609286415315	-0.0250671456977761	0.15619415611951545	2000	0	0.052452953869972556	0.08808002954857785	0	649304at2759	0.0217139366844247	0.6171019888828265	0.31139463967197273
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	aa_log1p_rate_at_observed_mean_RSA	0.0578206886856486	0.009107354820645026	0.10743153425395477	2000	0	0.04907565854722181	0.06444228021986687	0	4970387at2759	0.008745030138426792	0.6171019888828265	0.31139463967197273
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	rsa_at_observed_mean_aa_log1p_rate	-0.1447233602205116	-0.19449737670077696	-0.09745335510724953	2000	0	-0.15322641711387738	-0.13717567179723072	0	5013067at2759	0.008503056893365779	0.6171019888828265	0.31139463967197273
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	aa_log1p_rate_at_RSA_0.25	0.16425349003679654	0.13410221681865858	0.1961942831931326	2000	0	0.15775417728524632	0.16769436489246542	0	649304at2759	0.006499312751550218	0.60622722227587	0.2663357935377736
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	rsa_at_aa_log1p_rate_0	-0.17265033316215483	-0.24799107222852548	-0.09639998452139383	2000	0	-0.19421205173002057	-0.15939811214045885	0	649304at2759	0.021561718567865734	0.60622722227587	0.2663357935377736
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	interaction	0.05202044439663035	-0.05057588258404582	0.15889357437347568	2000	0	0.03220858479204773	0.07668611533043689	0	649304at2759	0.024665670933806533	0.60622722227587	0.2663357935377736
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	aa_log1p_rate_at_observed_mean_RSA	0.16510328527620313	0.13515887411676542	0.19654275748557945	2000	0	0.15900690583249824	0.1683908681768362	0	649304at2759	0.006096379443704891	0.60622722227587	0.2663357935377736
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	rsa_at_observed_mean_aa_log1p_rate	-0.14111412365402926	-0.19295027340473303	-0.09351776488107923	2000	0	-0.14993661987001136	-0.13325894067327274	0	5000452at2759	0.008822496215982106	0.60622722227587	0.2663357935377736
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	aa_log1p_rate_at_RSA_0.25	0.06573946377523195	0.015463159501506183	0.1158101160645088	2000	0	0.057056601472233674	0.07472455145747874	0	5013259at2759	0.00898508768224679	0.60622722227587	0.2663357935377736
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	rsa_at_aa_log1p_rate_0	-0.20409532367683217	-0.2813188505410359	-0.12945020396176704	2000	0	-0.22260901293838217	-0.19198939858285222	0	649304at2759	0.018513689261550004	0.60622722227587	0.2663357935377736
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	interaction	0.06537577104283251	-0.03424237073403526	0.1673872036982994	2000	0	0.04908813525701975	0.08965846189964909	0	649304at2759	0.02428269085681657	0.60622722227587	0.2663357935377736
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	aa_log1p_rate_at_observed_mean_RSA	0.06680742887336041	0.016770017794689826	0.1165753520142248	2000	0	0.058223555895889484	0.07581246018371328	0	5013259at2759	0.009005031310352865	0.60622722227587	0.2663357935377736
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	rsa_at_observed_mean_aa_log1p_rate	-0.16446275159339255	-0.21927994108774637	-0.11654987455299098	2000	0	-0.1739782145978383	-0.15685920262952857	0	5000452at2759	0.009515463004445751	0.60622722227587	0.2663357935377736
3di_llm__gamma__miller1987__coverage_confidence	3di_llm	gamma	miller1987	coverage_confidence	aa_log1p_rate_at_RSA_0.25	0.1610395506645821	0.13019961430501398	0.19400493855274026	2000	0	0.1537946740571406	0.16482161166194398	0	649304at2759	0.007244876607441497	0.60622722227587	0.31139463967197273
3di_llm__gamma__miller1987__coverage_confidence	3di_llm	gamma	miller1987	coverage_confidence	rsa_at_aa_log1p_rate_0	-0.14424098285159107	-0.20930574360530607	-0.07677238032103306	2000	0	-0.1634123451381256	-0.1326165245513722	0	649304at2759	0.019171362286534543	0.60622722227587	0.31139463967197273
3di_llm__gamma__miller1987__coverage_confidence	3di_llm	gamma	miller1987	coverage_confidence	interaction	0.048497011689319226	-0.04132917107563438	0.14166931737682498	2000	0	0.031862964921015334	0.06973377740314907	0	649304at2759	0.02123676571382984	0.60622722227587	0.31139463967197273
