tree_type	tree_id	fungal_entries	outgroup_entries	status	separating_edge_length	marker_sh_alrt_percent	outgroup_taxa_json	fungal_taxa_sha256	tree_sha256
marker	4976279at2759	441	23	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	6966b2a34b865dc010db15ca07dcc4f76d71ad01a4eda084ad88af3336e9f8b7	11b80e5718c6b9b3e6f7f170fa03332e0718b3f0203cf7a47a8f1de1814d2a8c
marker	4977163at2759	449	20	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O6239"", ""O691883"", ""O72019"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	12f3254b86708def4d78445e0d679f1dcc8c94a79f431b618e6f27fd500a4166	42eff35975ad17b6d5092dcdaf9502fa098d4379b9056ecf87d430879c13e774
marker	4977863at2759	462	20	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	328e2cdc83ce389b788f637354b9968bf31ebf227ec0223c4582f291dcf88c8d	952c6ae2b538decf1bbacc89298b6986244435c5abda727583208d95c74348a5
marker	4983000at2759	465	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	227235675a26f5eeb7c12bedd110a0f26a23164fc9d300856562c20804227d1b	a4393c37482a76291e8457394edaf341909c3c8259d47e9406548b1b5d189cf0
marker	4985971at2759	471	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470""]"	289db4c9f59831ca02e792722e3f7c3819c83ac2e03caa6ff07069d7919108ed	70fac59a3a2e8696ee750d6de1b89b5736376d494c9d1998fa6c59d33e33bd1f
marker	4986044at2759	476	18	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O5755"", ""O5786"", ""O691883"", ""O72019"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	f03b5ec88729141a42e5e6dd7e51b6e205644103eb0dfb99121e2218b80f4ad8	454a30e168c0a40599e408bc0dce92026d900148c44abc0b554547ea266f13f9
marker	4987397at2759	461	19	exact_fungal_outgroup_split	0.1068039262	98.4	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O27923"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	b8d243e10b8d0d9677b976a462e4f258b8415f05f5f743670350facc82a46f2d	94992aeb020bce5c684497fb93f746ced12977459f10dc2ca367d3a3ca8c4d85
marker	4988239at2759	461	19	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5786"", ""O6239"", ""O691883"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	d8231e12a272b71d9b5d0a00772faefce59ccb10c4301518c1c7b523ed4e98a8	44b8a5cda016588f0ae415f53203388ca2e3b9f0a04636aa847bf7c4cecfa383
marker	4999134at2759	453	22	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	12316f619fa0ffd8eff1cdc19b3d50c2df56bd4726c3a85e9661124473f4d521	b94811715cdf11a6c274d775d2dba5015aec4ea92b6b28e59cde3c38c3fd21f7
marker	5000045at2759	461	21	exact_fungal_outgroup_split	0.1548105441	96.5	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O72019"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	80a85fa420ac67d8c329b843f6e64a5fb3da0fca03d39c41045586fc45073593	4c17f725f8c2883bc016345f47976fa3a9ba3319dc0bf0a5802e2e8f7817ca5f
marker	5000152at2759	456	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O44689"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	22a06a40e4d5b7ba7596d8a7f9675ae93d56bb534b78874bd670dd4136dd7205	415114cf7f9ec2e10b28c5547cdac47396cef381c53018122df4abd114cfe5d1
marker	5000362at2759	454	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	b20a628fbe6a6f4f4a9e1703971ec9b984adbc3db7977ed4ec35ec551f9186cd	2230921f8152541411b13d877bffde8335434b67dd3759977125d3a9bf1252fc
marker	5000371at2759	446	19	exact_fungal_outgroup_split	0.1191129758	97.7	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O5755"", ""O5786"", ""O6239"", ""O7227"", ""O81824"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	b795cbb1b59d71b6916ff98a438376936986d03cfb1fe611c99e5276c0e685fa	1e36d362186612117ea71a1bcd842f28699605b31217ffb24bbed21b4a64cc9a
marker	5000452at2759	441	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O7227"", ""O81824"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494"", ""OFS5426506""]"	63e3e927312255d8e17b731fa02f526f34c29b96c363c8dc9b6a785a38465c3a	e47502b2dd8fa618d73b6049b1b5a4c7a747560a492545e3bddf07906f191b05
marker	5000476at2759	457	22	exact_fungal_outgroup_split	0.0762756009	92.1	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	014ca7c9887cc4dbe5e75ba2ea6a390e3178f6be8fa4bbe8eee7182b734c854d	10ef129fc4a76eef9372d14872e37ce47d2621e17618a30ed1ed90fbd17450d7
marker	5000743at2759	472	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	d3efcf991b29fc7c1693d95f80983ea339efdab2fc885cb793c06fe52c3c051e	9cd4115998df9eb38ad8f84847359da8eea97161abe488ecdc68cb9cb75ded4f
marker	5000823at2759	451	19	fungal_outgroup_split_absent			"[""O133409"", ""O1890364"", ""O225164"", ""O2700040"", ""O283909"", ""O400682"", ""O44689"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426458"", ""OFS5426470"", ""OFS5426494""]"	72b6a90e21391c8b695bcc93d4069873901ecf9ee3e28854e40442857e33cb83	905b5ee9952db7e1aa8b2faedf0b1d62a6c00da701d35863a1f75fae4d49dab3
marker	5000870at2759	466	20	exact_fungal_outgroup_split	0.1700433482	99.7	"[""O10228"", ""O133409"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	82ff00da5d280e32988703ea2a94353e8b37e8d6faa52ae735631cb195fca070	d6b058d27c88ca85449452292b2d734de06a975fc1532e7a2d1f6f9c55840218
marker	5000986at2759	450	22	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	2880a0d1aae70c166431c2ace2f075c1f066eb13c7886866b1ba635bee7ad857	62dcc2bb1f4497e225533b44da49f2f5435ed5699723ed5819d55ce002020fd8
marker	5001156at2759	456	19	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	27c3a08cea6e6aba37cbe7c39495a164fe64a6b1f56728080de4490ded59d876	cb22ff8256dee6982258b720dfabb1b8eaffe1433e29d5285e9905ccaf7fd241
marker	5001273at2759	432	21	exact_fungal_outgroup_split	0.1032385878	93.5	"[""O10228"", ""O133409"", ""O1890364"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	a19a028852fd1a71d4f0b1b6394854fbe64b5b8f9ef83874dafe480644f8f9aa	5a4cdd83e8f1ddfb8f9974987936a1cfadd60df096b4a207e4ba93ac15143e97
marker	5001280at2759	470	23	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	c5add8c17e37718ca80c2665cc0bdc2959412ce9568283e4cf4f6fa84968c23f	6fcdd3da06e2a097d2f44c500b4d8e5554614d8719a9d8c338309d42ba4393e1
marker	5001318at2759	431	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426494""]"	d92c24d0f11982a9714d669cbedbf3bafffae8f0f9aeb1fc8896b0f7a6199bce	8e4eb7357125d25ce5fede532e7868e165b462ff3c2e982f0c0d287602367402
marker	5001413at2759	470	21	fungal_outgroup_split_absent			"[""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	2cc5beb27f2d219a888d6730493fe904e585b1c22bebdc0cc158cb8e3d397562	0503d611eb89398452354620c7641face065c9260f4454eceae9020275baadf2
marker	5001473at2759	463	22	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	5ce2ae15154cb6b7350cdec8ef53f90c77fc4c96e5eb1b7f8a28dc7ef824c41d	0bf8be2420fdd76f7597b0d705607ed893d1b071a96809186f79755f173ab663
marker	5001660at2759	462	22	exact_fungal_outgroup_split	0.0461954158	50.4	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494"", ""OFS5426506""]"	ea16f5f3f304ac22a28b48c0833e108cd689409cd546d7f66ce1eddf4db2635c	b5f3f6a2904fd65229d90e9f9cad3b99a1c896001346983261ecf314bf807483
marker	5001734at2759	457	19	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	1b0f41156e811c9e79150c1a482e54472d505c6c29c3c8bc2fcbf2c4809e9abd	c9d9fa8fc633d2897586deac9eda0f31ac168b99b54ae22e0823b30048a4bcf4
marker	5001941at2759	433	18	exact_fungal_outgroup_split	0.0497729949	80.6	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O81824"", ""O946362"", ""OFS5426470"", ""OFS5426494""]"	2a76f0e87fc6ff3e543134affa55a676bb49624cce4a9d1d37dc96f689072ff3	de1c0d32ff8f2a66a8f3f75429d08903937e556764d99fc07b6ef0ac71c4d60a
marker	5002334at2759	445	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	ec9ffbc0359d10a9dd2e3b43ccf4f2518e6448b40b6a69e804334ab655ce80da	e6d3906bc4a9b8308e5bfb28f6d325e1b089912759d134b03f9dba1ecfb3d302
marker	5003192at2759	447	22	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	1843b8e3d039110ad4b8323d1ba0b19207aaedafa7e353b2238958fc57d00581	f4d9a53c6e2669450ab8ec58233631bca2c579a473bfd90915736f0ff170a9ab
