split_smaller_side_taxa	smaller_side_taxa	status	profile_branch_length	mafft_branch_length
F103449;F1081669;F109760;F109889;F109932;F110093;F1123529;F1176355;F1243177;F1246581;F1300064;F1396493;F1498855;F1555241;F1604274;F164912;F174680;F174688;F1754190;F1754191;F1754192;F1774096;F1806994;F2020955;F2109901;F2725673;F2735257;F2767002;F281847;F291195;F3039483;F3108450;F382532;F6035;F6039;F64517;F70536;F73868;F82268;O10228;O133409;O1890364;O192875;O225164;O2700040;O27923;O283909;O400682;O44689;O45351;O529818;O5755;O5786;O6239;O691883;O72019;O7227;O81824;O946362;OFS1403592;OFS5426458;OFS5426470;OFS5426494;OFS5426506	64	profile_only	0.0279256387	
F1004511;F104341;F104355;F109899;F112417;F113071;F116603;F1314805;F1331295;F135208;F135589;F139363;F1419009;F150792;F152956;F156515;F170446;F1750568;F1759441;F1904413;F1912936;F1912939;F202697;F202698;F208960;F2282107;F231932;F235537;F2600213;F2600215;F2600216;F264124;F27342;F2748771;F2829486;F2831993;F2834505;F29883;F370292;F378194;F38799;F40492;F41956;F456999;F467971;F48021;F48563;F48565;F48578;F48586;F48587;F48593;F50990;F5219;F5364;F5365;F5630;F56493;F599839;F65672;F67723;F68786;F71933;F80663;F87326;F89243;F933333;F984962	68	shared	0.0608223456	0.0602690161
F1006475;F1042397;F1048829;F1069201;F1116844;F1130053;F1145299;F1145321;F116794;F116821;F116982;F1217826;F1220207;F129515;F136370;F1397036;F1453789;F1453791;F158046;F1590129;F162425;F164576;F1670608;F1690604;F169141;F174425;F1810926;F1810928;F182096;F1940652;F199306;F209136;F209281;F223409;F2486360;F265104;F2704026;F2732470;F273283;F2796175;F2871812;F2918522;F293227;F2939403;F2939404;F2939405;F2939408;F2977754;F3058885;F3060298;F315204;F318760;F318763;F318774;F364733;F400354;F41759;F443868;F460848;F460854;F5059;F5062;F52883;F560253;F63402;F669869;F746128;F87287;F90408	69	mafft_only		0.0199572418
F101028;F101201;F1042133;F1093897;F1093900;F1095194;F1141098;F117187;F1209916;F1209934;F1214568;F1276059;F1328300;F145971;F148304;F148305;F148313;F1506992;F1658444;F1671311;F1682393;F173216;F1738374;F177197;F177199;F1825666;F195108;F2019550;F2034170;F2035830;F223192;F223376;F226899;F2283408;F2609844;F2656787;F2939399;F29908;F326681;F326684;F3342545;F339359;F342668;F34406;F36050;F36779;F393283;F398673;F40559;F41990;F474922;F5101;F5116;F5127;F5128;F5147;F549676;F5507;F5518;F5544;F563466;F58853;F61273;F63577;F65468;F655981;F710243;F72144;F80884;F91930	70	shared	0.1082236862	0.0966830057
F1004511;F104341;F104355;F109899;F112417;F113071;F116603;F1314805;F1331295;F135208;F135589;F139363;F1419009;F150792;F152956;F156515;F170446;F1750568;F1759441;F1858805;F1904413;F1912936;F1912939;F202697;F202698;F208960;F2282107;F231932;F235537;F2600213;F2600215;F2600216;F264124;F27342;F2748771;F2829486;F2831993;F2834505;F29883;F29889;F370292;F378194;F38799;F40492;F41956;F456999;F467971;F48021;F48563;F48565;F48578;F48586;F48587;F48593;F50990;F5219;F5364;F5365;F5630;F56493;F599839;F63146;F65672;F67723;F68786;F71933;F80663;F87326;F89243;F933333;F984962	71	shared	0.0871771725	0.0902630483
F101028;F101201;F1042133;F1093897;F1093900;F1095194;F1141098;F117187;F1209916;F1209934;F1214568;F1276059;F1328300;F145971;F148304;F148305;F148313;F1506992;F1658444;F1671311;F1682393;F173216;F1738374;F177197;F177199;F1825666;F195108;F2019550;F2034170;F2035830;F223192;F223376;F226899;F2283408;F2609844;F2656787;F2939399;F2939405;F2939408;F29908;F326681;F326684;F3342545;F339359;F342668;F34406;F36050;F36779;F393283;F398673;F40559;F41990;F474922;F5101;F5116;F5127;F5128;F5147;F549676;F5507;F5518;F5544;F563466;F58853;F61273;F63577;F65468;F655981;F710243;F72144;F80884;F91930	72	profile_only	0.0212216965	
F103449;F1081669;F109760;F109876;F109889;F109932;F110093;F1123529;F1176355;F1246581;F1300064;F1396493;F1498855;F1500003;F1555241;F1604274;F164912;F174680;F174688;F1754190;F1754191;F1754192;F1774096;F1806994;F2020955;F2109901;F2725673;F2735257;F2767002;F281847;F28583;F291195;F3039483;F3075319;F3108450;F382532;F4808;F6035;F6039;F64504;F64505;F64508;F64517;F70536;F73868;F82268;F945690;O10228;O133409;O1890364;O192875;O225164;O2700040;O27923;O283909;O400682;O44689;O45351;O529818;O5755;O5786;O6239;O691883;O72019;O7227;O81824;O946362;OFS1403592;OFS5426458;OFS5426470;OFS5426494;OFS5426506	72	mafft_only		0.0425448549
F103449;F1081669;F109760;F109876;F109889;F109932;F110093;F1123529;F1176355;F1243177;F1246581;F1300064;F1396493;F1498855;F1500003;F1555241;F1604274;F164912;F174680;F174688;F1754190;F1754191;F1754192;F1774096;F1806994;F2020955;F2109901;F2725673;F2735257;F2767002;F281847;F28583;F291195;F3039483;F3075319;F3108450;F382532;F4808;F6035;F6039;F64504;F64505;F64508;F64517;F70536;F73868;F82268;F945690;O10228;O133409;O1890364;O192875;O225164;O2700040;O27923;O283909;O400682;O44689;O45351;O529818;O5755;O5786;O6239;O691883;O72019;O7227;O81824;O946362;OFS1403592;OFS5426458;OFS5426470;OFS5426494;OFS5426506	73	profile_only	0.0546199098	
F1004511;F104341;F104355;F104408;F104669;F105984;F109899;F112417;F113071;F116603;F1314805;F1331295;F135208;F135589;F139363;F1419009;F1424756;F143232;F150792;F152956;F156515;F170446;F1750568;F1759441;F1858805;F1859096;F1859121;F1859122;F1890679;F1904413;F1912936;F1912939;F202697;F202698;F208960;F2282107;F231932;F235537;F257869;F2600213;F2600215;F2600216;F264124;F264483;F27342;F2748771;F279322;F2829486;F2831993;F2834505;F29883;F29889;F29902;F370292;F37769;F378194;F38799;F40410;F40492;F41956;F456999;F467971;F48021;F48563;F48565;F48578;F48586;F48587;F48593;F50990;F5207;F5208;F5210;F5219;F5364;F5365;F552467;F5619;F5630;F56493;F599839;F610337;F63146;F65672;F67723;F68786;F71933;F80663;F82508;F87326;F89243;F89922;F933333;F984962	94	shared	0.0483098972	0.0432463432
F103449;F1081669;F109760;F109876;F109889;F109932;F110093;F1123529;F1176355;F1213189;F1243177;F1246581;F1286916;F1300064;F133377;F133385;F1396493;F1498855;F1500003;F1520584;F1555241;F1604274;F164912;F1712513;F174680;F174688;F1754190;F1754191;F1754192;F1774096;F1806994;F1851185;F1851187;F1907219;F2020955;F2109901;F215637;F2650707;F2725673;F2735257;F2767002;F281847;F28583;F291195;F3039483;F304332;F3075319;F3108450;F34485;F34488;F348617;F382532;F4808;F4866;F6035;F6039;F61395;F61397;F61424;F64504;F64505;F64508;F64517;F70536;F73868;F76012;F78915;F78921;F82268;F945690;O10228;O133409;O1890364;O192875;O225164;O2700040;O27923;O283909;O400682;O44689;O45351;O529818;O5755;O5786;O6239;O691883;O72019;O7227;O81824;O946362;OFS1403592;OFS5426458;OFS5426470;OFS5426494;OFS5426506	95	profile_only	0.0263252889	
F1004511;F104341;F104355;F104408;F104669;F105984;F109899;F112417;F113071;F116603;F1230402;F1314805;F1331295;F135208;F135589;F139363;F1419009;F1424756;F143232;F150792;F152956;F1540922;F156515;F170446;F1708541;F1708542;F1750568;F1759441;F1858805;F1859096;F1859121;F1859122;F1890679;F1904413;F1912936;F1912939;F202697;F202698;F208960;F2282107;F231932;F235537;F245174;F257869;F2600213;F2600215;F2600216;F264124;F264483;F27342;F2748771;F279322;F2829486;F2831993;F2834505;F29883;F29889;F29902;F370292;F37769;F378194;F38799;F40410;F40492;F41956;F456999;F467971;F48021;F48563;F48565;F48578;F48586;F48587;F48593;F50990;F5207;F5208;F5210;F5219;F5364;F5365;F552467;F5619;F5630;F56493;F599839;F610337;F63146;F65672;F67723;F68786;F71933;F80663;F82508;F87326;F89243;F89922;F933333;F984962	99	shared	0.0500041664	0.0500101175
F1006475;F1042397;F1048519;F1048829;F1048955;F1052096;F1069201;F1116844;F1130053;F1145299;F1145321;F116794;F116821;F116982;F1176130;F121624;F1217826;F1220207;F122368;F129515;F1341166;F136370;F1397036;F1453789;F1453791;F147570;F147573;F1504668;F1507870;F1507873;F1542792;F158046;F1590129;F162425;F164576;F1670608;F1690604;F1690608;F169141;F174425;F1810926;F1810928;F182096;F1940652;F199306;F2024903;F2082308;F209136;F209281;F223409;F236234;F2486360;F253628;F2601811;F265104;F2704026;F2732470;F273283;F2781224;F2796175;F2871812;F2918522;F293227;F2939400;F2939403;F2939404;F2939405;F2939406;F2939408;F2977754;F3058885;F3060298;F315204;F318760;F318763;F318774;F3384825;F364730;F364733;F390894;F400354;F41759;F443868;F460848;F460854;F462254;F470096;F48095;F5022;F50376;F5059;F5062;F52883;F5454;F5570;F5580;F560253;F574656;F574774;F574789;F578093;F63402;F669869;F703497;F703506;F703511;F705562;F741139;F746128;F87287;F90408;F91480;F92988	113	mafft_only		0.0284106581
F1006475;F101028;F101201;F1042133;F1042397;F1093897;F1093900;F1095194;F1116844;F1141098;F1145299;F1145321;F116794;F116821;F116982;F117187;F1209916;F1209934;F1214568;F1217826;F1276059;F129515;F1328300;F136370;F1397036;F1453789;F1453791;F145971;F148304;F148305;F148313;F1506992;F1590129;F164576;F1658444;F1670608;F1671311;F1682393;F169141;F173216;F1738374;F174425;F177197;F177199;F1825666;F1940652;F195108;F2019550;F2034170;F2035830;F209136;F209281;F223192;F223376;F223409;F226899;F2283408;F2609844;F265104;F2656787;F2704026;F2732470;F273283;F2796175;F2871812;F2918522;F2939399;F2939403;F2939404;F2939405;F2939408;F29908;F3058885;F315204;F318760;F318763;F318774;F326681;F326684;F3342545;F339359;F342668;F34406;F36050;F36779;F393283;F398673;F400354;F40559;F41990;F443868;F460848;F460854;F474922;F5101;F5116;F5127;F5128;F5147;F52883;F549676;F5507;F5518;F5544;F560253;F563466;F58853;F61273;F63577;F65468;F655981;F669869;F710243;F72144;F80884;F87287;F90408;F91930	118	profile_only	0.0226559584	
F1004511;F1031713;F104341;F104355;F104408;F104669;F105984;F109899;F112417;F113071;F116603;F117179;F120017;F1230402;F1269715;F1280837;F1314805;F13290;F13291;F1331295;F135208;F135589;F139363;F1419009;F1424756;F143232;F1463510;F150792;F1522189;F152956;F1540922;F156515;F1569628;F157183;F1673888;F1684307;F170446;F1708541;F1708542;F1750568;F1759441;F1858805;F1859096;F1859121;F1859122;F1882483;F1890679;F1904413;F1912936;F1912939;F2020962;F202697;F202698;F208960;F215250;F223818;F2282107;F231932;F235537;F245174;F257869;F2600213;F2600215;F2600216;F264124;F264483;F27342;F2748771;F279322;F280036;F2829486;F2831993;F2834505;F2878321;F29883;F29889;F29902;F370292;F37769;F378194;F38799;F401625;F40410;F40492;F41956;F456999;F467971;F48021;F48563;F48565;F48578;F48586;F48587;F48593;F50990;F5207;F5208;F5210;F5219;F5281;F5364;F5365;F552467;F5619;F5630;F56493;F574677;F58919;F599839;F610337;F63146;F63378;F65672;F67723;F68786;F71933;F76775;F76777;F77020;F80663;F82508;F84751;F84753;F87326;F89243;F89922;F933333;F984962	128	shared	0.0349613276	0.0353166122
F101097;F101098;F103449;F1081669;F109760;F109876;F109889;F109932;F110093;F1117311;F1123529;F1176355;F1213189;F1243177;F1246581;F1286916;F1300064;F133377;F133385;F1343610;F1343614;F1348612;F1396493;F1440133;F144530;F144538;F144539;F144679;F1498855;F1500003;F1520584;F1555241;F1604274;F164912;F1712513;F174680;F174688;F1754190;F1754191;F1754192;F1774096;F1806994;F1851185;F1851187;F1897645;F1907219;F1938954;F2020955;F2109901;F215637;F2340872;F2562287;F2650707;F2725673;F2735257;F27376;F2767002;F281847;F28583;F291195;F3039483;F304332;F3075319;F3108450;F34480;F34485;F34488;F348617;F382532;F41833;F423460;F44442;F4808;F4837;F4840;F4866;F4874;F50956;F58291;F588596;F6035;F6039;F604196;F61395;F61397;F61424;F64504;F64505;F64508;F64517;F64525;F64526;F64571;F64632;F658196;F70536;F708070;F73868;F76012;F78915;F78921;F82268;F911321;F91625;F945690;F979620;F979690;F979761;F994334;O10228;O133409;O1890364;O192875;O225164;O2700040;O27923;O283909;O400682;O44689;O45351;O529818;O5755;O5786;O6239;O691883;O72019;O7227;O81824;O946362;OFS1403592;OFS5426458;OFS5426470;OFS5426494;OFS5426506	134	profile_only	0.0299008949	
F101097;F101098;F103449;F1081669;F109760;F109876;F109889;F109932;F110093;F1117311;F1123529;F1176355;F1213189;F1246581;F1286916;F1300064;F133377;F133385;F1343610;F1343614;F1348612;F1396493;F1440133;F144530;F144538;F144539;F144679;F1498855;F1500003;F1520584;F1555241;F1604274;F164912;F1712513;F174680;F174688;F1754190;F1754191;F1754192;F1774096;F1806994;F1851185;F1851187;F1897645;F1907219;F1938954;F2020955;F2109901;F215637;F2340872;F2562287;F2650707;F2725673;F2735257;F27376;F2767002;F278681;F281847;F28583;F291195;F3039483;F304332;F3075319;F3108450;F34480;F34485;F34488;F348617;F382532;F41833;F423460;F44442;F4808;F4837;F4840;F4866;F4874;F50956;F58291;F588596;F6035;F6039;F604196;F61395;F61397;F61424;F64504;F64505;F64508;F64517;F64525;F64526;F64571;F64632;F658196;F70536;F708070;F73868;F76012;F78915;F78921;F82268;F911321;F91625;F945690;F979620;F979690;F979761;F994334;O10228;O133409;O1890364;O192875;O225164;O2700040;O27923;O283909;O400682;O44689;O45351;O529818;O5755;O5786;O6239;O691883;O72019;O7227;O81824;O946362;OFS1403592;OFS5426458;OFS5426470;OFS5426494;OFS5426506	134	mafft_only		0.1167805977
F101097;F101098;F103449;F1081669;F109760;F109876;F109889;F109932;F110093;F1117311;F1123529;F1176355;F1213189;F1243177;F1246581;F1286916;F1300064;F133377;F133385;F1343610;F1343614;F1348612;F1396493;F1440133;F144530;F144538;F144539;F144679;F1498855;F1500003;F1520584;F1555241;F1604274;F164912;F1712513;F174680;F174688;F1754190;F1754191;F1754192;F1774096;F1806994;F1851185;F1851187;F1897645;F1907219;F1938954;F2020955;F2109901;F215637;F2340872;F2562287;F2650707;F2725673;F2735257;F27376;F2767002;F278681;F281847;F28583;F291195;F3039483;F304332;F3075319;F3108450;F34480;F34485;F34488;F348617;F382532;F41833;F423460;F44442;F4808;F4837;F4840;F4866;F4874;F50956;F58291;F588596;F6035;F6039;F604196;F61395;F61397;F61424;F64504;F64505;F64508;F64517;F64525;F64526;F64571;F64632;F658196;F70536;F708070;F73868;F76012;F78915;F78921;F82268;F911321;F91625;F945690;F979620;F979690;F979761;F994334;O10228;O133409;O1890364;O192875;O225164;O2700040;O27923;O283909;O400682;O44689;O45351;O529818;O5755;O5786;O6239;O691883;O72019;O7227;O81824;O946362;OFS1403592;OFS5426458;OFS5426470;OFS5426494;OFS5426506	135	profile_only	0.0990108946	
F1006475;F101028;F101201;F1042133;F1042397;F1048829;F1069201;F1093897;F1093900;F1095194;F1116844;F1130053;F1141098;F1145299;F1145321;F116794;F116821;F116982;F117187;F1209916;F1209934;F1214568;F1217826;F1220207;F1276059;F129515;F1328300;F136370;F1397036;F1453789;F1453791;F145971;F148304;F148305;F148313;F1506992;F158046;F1590129;F162425;F164576;F1658444;F1670608;F1671311;F1682393;F1690604;F169141;F173216;F1738374;F174425;F177197;F177199;F1810926;F1810928;F182096;F1825666;F1940652;F195108;F199306;F2019550;F2034170;F2035830;F209136;F209281;F223192;F223376;F223409;F226899;F2283408;F2486360;F2609844;F265104;F2656787;F2704026;F2732470;F273283;F2796175;F2871812;F2918522;F293227;F2939399;F2939403;F2939404;F2939405;F2939408;F2977754;F29908;F3058885;F3060298;F315204;F318760;F318763;F318774;F326681;F326684;F3342545;F339359;F342668;F34406;F36050;F364733;F36779;F393283;F398673;F400354;F40559;F41759;F41990;F443868;F460848;F460854;F474922;F5059;F5062;F5101;F5116;F5127;F5128;F5147;F52883;F549676;F5507;F5518;F5544;F560253;F563466;F58853;F61273;F63402;F63577;F65468;F655981;F669869;F710243;F72144;F746128;F80884;F87287;F90408;F91930	139	profile_only	0.0238548254	
F1004511;F100910;F1031713;F104341;F104355;F104408;F104669;F1055551;F105984;F106004;F109899;F112072;F112417;F113071;F116603;F117179;F120017;F1230402;F1269715;F1280837;F1314805;F1323573;F13290;F13291;F1331295;F135208;F135589;F139363;F1419009;F1424756;F143232;F1463510;F150792;F1522189;F152956;F1540922;F156515;F1569628;F157183;F1673888;F1684307;F170000;F170446;F1708541;F1708542;F1750568;F1759441;F181123;F183962;F1858805;F1859096;F1859121;F1859122;F1882483;F1890679;F1904413;F1912936;F1912939;F1938712;F2020962;F202697;F202698;F203533;F203908;F208348;F208960;F215250;F223818;F2282107;F231932;F235537;F245174;F257869;F2600213;F2600215;F2600216;F264124;F264483;F269621;F27342;F2748771;F2778381;F279322;F280036;F2829486;F2831993;F2834505;F2878321;F288795;F289078;F29883;F29889;F29898;F29899;F29902;F3038894;F34349;F370292;F37769;F378194;F38799;F401625;F40410;F40492;F418498;F41956;F44565;F45228;F456999;F467971;F48021;F48563;F48565;F48578;F48586;F48587;F48593;F500713;F50990;F5207;F5208;F5210;F5219;F5281;F5286;F5364;F5365;F5414;F552467;F5619;F5630;F56493;F574677;F58919;F599839;F60197;F610337;F63146;F63378;F65672;F67723;F68786;F69979;F71933;F76775;F76777;F77020;F796604;F80663;F82508;F84751;F84753;F87326;F89243;F89922;F933333;F984962	157	shared	0.1969209667	0.1955797651
F1006475;F101028;F101201;F1042133;F1042397;F1048519;F1048829;F1048955;F1052096;F1069201;F1093897;F1093900;F1095194;F1116844;F1130053;F1141098;F1145299;F1145321;F116794;F116821;F116982;F117187;F1176130;F1209916;F1209934;F1214568;F121624;F1217826;F1220207;F122368;F1276059;F129515;F1328300;F1341166;F136370;F1397036;F1453789;F1453791;F145971;F147570;F147573;F148304;F148305;F148313;F1504668;F1506992;F1507870;F1507873;F1542792;F158046;F1590129;F162425;F164576;F1658444;F1670608;F1671311;F1682393;F1690604;F1690608;F169141;F173216;F1738374;F174425;F177197;F177199;F1810926;F1810928;F182096;F1825666;F1940652;F195108;F199306;F2019550;F2024903;F2034170;F2035830;F2082308;F209136;F209281;F223192;F223376;F223409;F226899;F2283408;F236234;F2486360;F253628;F2601811;F2609844;F265104;F2656787;F2704026;F2732470;F273283;F2781224;F2796175;F2871812;F2918522;F293227;F2939399;F2939400;F2939403;F2939404;F2939405;F2939406;F2939408;F2977754;F29908;F3058885;F3060298;F315204;F318760;F318763;F318774;F326681;F326684;F3342545;F3384825;F339359;F342668;F34406;F36050;F364730;F364733;F36779;F390894;F393283;F398673;F400354;F40559;F41759;F41990;F443868;F460848;F460854;F462254;F470096;F474922;F48095;F5022;F50376;F5059;F5062;F5101;F5116;F5127;F5128;F5147;F52883;F5454;F549676;F5507;F5518;F5544;F5570;F5580;F560253;F563466;F574656;F574774;F574789;F578093;F58853;F61273;F63402;F63577;F65468;F655981;F669869;F703497;F703506;F703511;F705562;F710243;F72144;F741139;F746128;F80884;F87287;F90408;F91480;F91930;F92988	183	shared	0.1830802209	0.1574574736
F1006475;F101028;F101201;F1042133;F1042397;F1048519;F1048829;F1048955;F1052096;F1069201;F1093897;F1093900;F1095194;F1116844;F1130053;F1141098;F1145299;F1145321;F116794;F116821;F116982;F117187;F1174673;F1176130;F1209916;F1209934;F1214568;F121624;F1217826;F1220207;F122368;F1276059;F129515;F1328300;F1341166;F136370;F1397036;F1453789;F1453791;F145971;F147570;F147573;F148304;F148305;F148313;F1504668;F1506992;F1507870;F1507873;F1542792;F158046;F1590129;F162425;F164576;F1658444;F1670608;F1671311;F1682393;F1690604;F1690608;F169141;F173216;F1738374;F174425;F177197;F177199;F1810926;F1810928;F182096;F1825666;F1940652;F195108;F199306;F2019550;F2024903;F2034170;F2035830;F2082308;F209136;F209281;F223192;F223376;F223409;F226899;F2283408;F236234;F2486360;F253628;F2601811;F2609844;F265104;F2656787;F2704026;F2732470;F273283;F2781224;F2796175;F2871812;F2918522;F293227;F2939399;F2939400;F2939403;F2939404;F2939405;F2939406;F2939408;F2977754;F29908;F3058885;F3060298;F315204;F318760;F318763;F318774;F326681;F326684;F3342545;F3384825;F339359;F342668;F34406;F36050;F364730;F364733;F36779;F390894;F393283;F39416;F398673;F400354;F40559;F41759;F41990;F43433;F443868;F460848;F460854;F462254;F470096;F474922;F48095;F5022;F50376;F5059;F5062;F5101;F5116;F5127;F5128;F5147;F52883;F5454;F549676;F5507;F5518;F5544;F5570;F5580;F560253;F563466;F574656;F574774;F574789;F578093;F58853;F61273;F63402;F63577;F65468;F655981;F669869;F703497;F703506;F703511;F705562;F710243;F72144;F741139;F746128;F80884;F87287;F90408;F91480;F91930;F92988	186	profile_only	0.0389725989	
F1006475;F101028;F101201;F1042133;F1042397;F1048519;F1048829;F1048955;F1052096;F1069201;F1093897;F1093900;F1095194;F1116844;F1130053;F1141098;F1145299;F1145321;F116794;F116821;F116982;F117187;F1174673;F1176130;F1209916;F1209934;F1214568;F121624;F1217826;F1220207;F122368;F1276059;F129515;F1328300;F1341166;F136370;F1397036;F1453789;F1453791;F145971;F147570;F147573;F148304;F148305;F148313;F1504668;F1506992;F1507870;F1507873;F1542792;F158046;F1590129;F162425;F164576;F1658444;F1670608;F1671311;F1682393;F1690604;F1690608;F169141;F173216;F1738374;F174425;F177197;F177199;F1810926;F1810928;F1814901;F182096;F1825666;F1940652;F195108;F199306;F2019550;F2024903;F2034170;F2035830;F2082308;F209136;F209281;F223192;F223376;F223409;F226899;F2283408;F236234;F2486360;F253628;F2601811;F2609844;F265104;F2656787;F2704026;F2732470;F273283;F2781224;F2796175;F2813651;F2871812;F2918522;F293227;F2939399;F2939400;F2939403;F2939404;F2939405;F2939406;F2939408;F2977754;F29908;F3058885;F3060298;F315204;F318760;F318763;F318774;F326681;F326684;F3342545;F3384825;F339359;F342668;F34406;F36050;F364730;F364733;F36779;F390894;F393283;F39416;F398673;F400354;F40559;F41759;F41990;F43433;F443868;F460848;F460854;F462254;F470096;F474922;F48095;F5022;F50376;F5059;F5062;F5101;F5116;F5127;F5128;F5147;F52883;F5454;F549676;F5507;F5518;F5544;F5570;F5580;F560253;F563466;F574656;F574774;F574789;F578093;F58853;F61273;F63402;F63577;F65468;F655981;F669869;F703497;F703506;F703511;F705562;F710243;F72144;F741139;F746128;F80884;F87287;F90408;F91480;F91930;F92988;F97331	189	shared	0.1640657043	0.1623372636
F1005962;F1006475;F101028;F101201;F1042133;F1042397;F1048519;F1048829;F1048955;F1052096;F1069201;F1080349;F1093897;F1093900;F1095194;F1116844;F1125753;F1130053;F1141098;F114524;F114525;F1145299;F1145321;F116794;F116821;F116982;F117187;F1174673;F1176130;F1209916;F1209934;F1214568;F121624;F1217826;F1220207;F122368;F1276059;F129515;F1328300;F1341166;F13502;F136370;F1397036;F1453789;F1453791;F145971;F147570;F147573;F148304;F148305;F148313;F1504668;F1506992;F1507870;F1507873;F1542792;F158046;F1590129;F162425;F164576;F1658444;F1670608;F1671311;F1682393;F1690604;F1690608;F169141;F173216;F1738374;F174425;F177197;F177199;F1810926;F1810928;F1814901;F182096;F1825666;F1940652;F195108;F199306;F2019550;F2024903;F2034170;F2035830;F2082308;F209136;F209281;F223192;F223376;F223409;F226899;F2268995;F2283408;F230603;F236234;F241526;F2486360;F253628;F2601811;F2606893;F2609844;F265104;F2656787;F2704026;F27291;F27292;F2732470;F273283;F2781224;F2796175;F2813651;F2871812;F2918522;F293227;F2939399;F2939400;F2939403;F2939404;F2939405;F2939406;F2939408;F2977754;F29833;F29908;F3058885;F3060298;F315204;F318760;F318763;F318774;F326681;F326684;F332112;F3342545;F3384825;F339359;F342668;F34406;F36035;F36050;F364730;F364733;F36779;F383834;F390894;F393283;F39416;F398673;F400354;F40559;F41759;F41990;F42374;F43433;F43959;F44089;F443868;F460848;F460854;F462254;F470096;F474922;F48095;F4903;F4909;F4918;F4927;F4932;F5022;F50376;F5059;F5062;F5101;F5116;F5127;F5128;F5147;F51930;F52883;F54195;F5454;F5476;F5479;F5482;F5486;F549676;F5507;F5518;F5544;F5570;F5580;F560253;F563466;F56409;F574656;F574774;F574789;F578093;F58853;F599730;F61273;F63402;F63577;F65468;F655981;F669869;F703497;F703506;F703511;F705562;F706196;F710243;F72144;F741139;F746128;F796027;F80884;F87287;F90408;F91480;F91930;F92988;F97331	223	shared	0.0836669748	0.07205669
F1005962;F1006475;F101028;F101201;F1042133;F1042397;F1048519;F1048829;F1048955;F1052096;F1069201;F1080349;F1093897;F1093900;F1095194;F1099800;F1116844;F1125753;F1130053;F1141098;F114524;F114525;F1145299;F1145321;F116794;F116821;F116982;F117187;F1174673;F1176130;F1209916;F1209934;F1214568;F121624;F1217826;F1220207;F122368;F1276059;F129515;F1328300;F1341166;F13502;F136370;F1397036;F1453789;F1453791;F145971;F147570;F147573;F148304;F148305;F148313;F1504668;F1506992;F1507870;F1507873;F1542792;F158046;F1590129;F162425;F164576;F1658444;F1670608;F1671311;F1682393;F1690604;F1690608;F169141;F173216;F1738374;F174425;F177197;F177199;F1810926;F1810928;F1814901;F182096;F1825666;F1940652;F195108;F199306;F2019550;F2024903;F2034170;F2035830;F2082308;F209136;F209281;F223192;F223376;F223409;F226899;F2268995;F2283408;F230603;F236234;F241526;F2486360;F253628;F2545709;F2601811;F2606893;F2609844;F263815;F265104;F2656787;F2704026;F27291;F27292;F2732470;F273283;F2754530;F2781224;F2796175;F2813651;F2871812;F2918522;F293227;F2939399;F2939400;F2939403;F2939404;F2939405;F2939406;F2939408;F2977754;F29833;F29908;F3058885;F3060298;F315204;F318760;F318763;F318774;F326681;F326684;F332112;F3342545;F3384825;F339359;F342668;F34406;F36035;F36050;F364730;F364733;F36779;F383834;F390894;F393283;F39416;F398673;F400354;F40559;F41759;F41990;F42068;F42374;F43433;F43959;F44089;F443868;F460848;F460854;F462254;F470096;F474922;F4754;F48095;F48691;F4896;F4897;F4903;F4909;F4918;F4927;F4932;F5011;F5022;F50376;F5059;F5062;F5101;F5116;F5127;F5128;F5147;F51930;F52883;F54195;F5454;F5476;F5479;F5482;F5486;F549676;F5507;F5518;F5544;F5570;F5580;F560253;F5606;F563466;F56409;F574656;F574774;F574789;F578093;F58853;F599730;F61273;F63402;F63577;F65468;F655981;F669869;F703497;F703506;F703511;F705562;F706196;F710243;F72144;F741139;F746128;F796027;F80884;F87287;F90408;F91480;F91930;F92988;F97331	234	profile_only	0.176444577	
