split_smaller_side_taxa	smaller_side_taxa	status	profile_branch_length	mafft_branch_length
F109899;F1331295;F2600213;F2600215;F2600216;F2829486;F5219;F65672	8	shared	0.0351418412	0.0360182742
F116603;F1912936;F1912939;F48563;F48565;F48586;F48587;F48593	8	shared	0.0116941965	0.0118517352
F1209916;F1209934;F145971;F1671311;F2283408;F34406;F710243;F80884	8	shared	0.0194716253	0.0198907722
F1213189;F133377;F133385;F2650707;F4866;F61395;F61397;F61424	8	shared	0.1362596637	0.1318942549
F129515;F1397036;F1590129;F1940652;F209281;F223409;F2704026;F443868	8	profile_only	0.017812942	
F1859096;F1859121;F1859122;F37769;F40410;F5207;F5208;F552467	8	shared	0.0259661294	0.0261088114
F2545709;F263815;F2754530;F42068;F4754;F4896;F4897;F5011	8	profile_only	0.0489314812	
F390894;F48095;F5022;F5454;F5570;F574774;F574789;F741139	8	shared	0.0572656441	0.0574600957
O10228;O225164;O2700040;O283909;O400682;O45351;O6239;O7227	8	shared	0.0439310128	0.0518842416
F1004511;F235537;F29883;F41956;F67723;F71933;F87326;F89243;F933333	9	shared	0.0558947896	0.0594160442
F101097;F101098;F1343614;F1440133;F1897645;F64525;F64571;F979620;F979690	9	shared	0.0149597731	0.0146140328
F1052096;F122368;F147573;F1507870;F1507873;F1690608;F574656;F705562;F92988	9	shared	0.1129110146	0.1159207566
F1055551;F112072;F203533;F2778381;F29899;F34349;F44565;F5414;F69979	9	shared	0.0292587953	0.0333592734
F1069201;F1220207;F162425;F1810926;F1810928;F41759;F5059;F5062;F746128	9	shared	0.0192874169	0.018818581
F1080349;F114524;F114525;F230603;F27291;F27292;F332112;F4932;F706196	9	shared	0.3148668788	0.2874055428
F109760;F109932;F110093;F1396493;F1604274;F1774096;F2735257;F382532;F64517	9	profile_only	0.031546988	
F109876;F1500003;F28583;F3075319;F4808;F64504;F64505;F64508;F945690	9	shared	0.1662303715	0.1632792318
F1123529;F1754190;F1754191;F1754192;F2725673;F2767002;F3108450;F73868;F82268	9	shared	0.0364458791	0.0355012998
F1145299;F1145321;F116794;F116821;F116982;F209136;F2732470;F3058885;F560253	9	shared	0.0156426123	0.0176080249
F116603;F1904413;F1912936;F1912939;F48563;F48565;F48586;F48587;F48593	9	shared	0.0136916286	0.013233644
F1213189;F133377;F133385;F2650707;F304332;F4866;F61395;F61397;F61424	9	shared	0.0543410695	0.0530671085
F1243177;F2545709;F263815;F2754530;F42068;F4754;F4896;F4897;F5011	9	mafft_only		0.0466946521
F390894;F470096;F48095;F5022;F5454;F5570;F574774;F574789;F741139	9	shared	0.0256714186	0.0248268354
F41833;F44442;F4837;F4840;F58291;F64526;F64632;F708070;F91625	9	shared	0.0853822372	0.075149553
O10228;O225164;O2700040;O27923;O283909;O400682;O45351;O6239;O7227	9	shared	0.0996708235	0.1036860254
F1005962;F13502;F241526;F42374;F4909;F4918;F5476;F5479;F5482;F5486	10	shared	0.0430690297	0.0407464743
F1006475;F129515;F1397036;F1590129;F1940652;F209281;F223409;F2704026;F443868;F90408	10	shared	0.020318607	0.0214340984
F101028;F1042133;F117187;F1328300;F195108;F36050;F5127;F5128;F5507;F5518	10	shared	0.0600844362	0.0621558383
F101097;F101098;F1343614;F1440133;F1897645;F604196;F64525;F64571;F979620;F979690	10	shared	0.0285959684	0.0310361344
F101201;F173216;F1738374;F2034170;F398673;F549676;F5544;F58853;F63577;F65468	10	shared	0.1047897515	0.1105520989
F104669;F1859096;F1859121;F1859122;F37769;F40410;F5207;F5208;F552467;F5619	10	shared	0.1291486088	0.134187746
F1069201;F1220207;F162425;F1810926;F1810928;F182096;F41759;F5059;F5062;F746128	10	shared	0.1019554479	0.1067460555
F1093897;F1506992;F177197;F177199;F1825666;F223376;F2609844;F5147;F72144;F91930	10	shared	0.0356244531	0.0367331112
F1095194;F1209916;F1209934;F145971;F1671311;F2283408;F34406;F474922;F710243;F80884	10	shared	0.1155833568	0.1177553318
F109760;F109932;F110093;F1396493;F1604274;F1774096;F1806994;F2735257;F382532;F64517	10	mafft_only		0.0396060603
F1116844;F164576;F1670608;F174425;F265104;F2796175;F2939403;F2939404;F315204;F318774	10	profile_only	0.0189988911	
F1117311;F1348612;F144530;F144679;F2562287;F27376;F4874;F50956;F588596;F658196	10	mafft_only		0.031454752
F116603;F1904413;F1912936;F1912939;F48563;F48565;F48578;F48586;F48587;F48593	10	shared	0.1769971522	0.1834519485
F1938954;F41833;F44442;F4837;F4840;F58291;F64526;F64632;F708070;F91625	10	mafft_only		0.0283124102
F101097;F101098;F1343614;F1440133;F1897645;F604196;F64525;F64571;F979620;F979690;F979761	11	shared	0.0598211585	0.0599571679
F103449;F1081669;F1176355;F1300064;F174680;F174688;F291195;F3039483;F6035;F6039;F70536	11	shared	0.1464536799	0.1223209514
F109760;F109889;F109932;F110093;F1396493;F1555241;F1604274;F1774096;F2735257;F382532;F64517	11	profile_only	0.0247295743	
F1099800;F2545709;F263815;F2754530;F42068;F4754;F48691;F4896;F4897;F5011;F5606	11	profile_only	0.0323027952	
F1280837;F1463510;F1522189;F1569628;F1684307;F215250;F2878321;F401625;F574677;F58919;F63378	11	shared	0.0492687525	0.0465980927
O10228;O225164;O2700040;O27923;O283909;O400682;O45351;O6239;O7227;O81824;O946362	11	shared	0.0649954478	0.0589938385
F1005962;F13502;F241526;F42374;F43959;F4909;F4918;F54195;F5476;F5479;F5482;F5486	12	shared	0.0375764828	0.0345545999
F1006475;F1042397;F129515;F1397036;F1590129;F1940652;F209281;F223409;F2704026;F2918522;F443868;F90408	12	shared	0.013572731	0.0132056883
F101097;F101098;F1343610;F1343614;F1440133;F1897645;F604196;F64525;F64571;F979620;F979690;F979761	12	shared	0.2977883356	0.316187066
F103449;F1081669;F1176355;F1300064;F164912;F174680;F174688;F291195;F3039483;F6035;F6039;F70536	12	shared	1.0950624741	0.9983114626
F1080349;F114524;F114525;F230603;F27291;F27292;F29833;F332112;F36035;F4932;F56409;F706196	12	shared	0.2703153336	0.2529641223
F1093900;F1214568;F148304;F148305;F148313;F223192;F226899;F29908;F36779;F41990;F5116;F61273	12	shared	0.0155052395	0.0152398096
F109760;F109889;F109932;F110093;F1396493;F1555241;F1604274;F1774096;F1806994;F2735257;F382532;F64517	12	shared	0.0519228219	0.0532424499
F1099800;F1243177;F2545709;F263815;F2754530;F42068;F4754;F48691;F4896;F4897;F5011;F5606	12	mafft_only		0.0370950174
F1116844;F164576;F1670608;F174425;F265104;F2796175;F2939403;F2939404;F2939405;F2939408;F315204;F318774	12	mafft_only		0.0232609592
F1117311;F1348612;F144530;F144538;F144539;F144679;F2562287;F27376;F4874;F50956;F588596;F658196	12	shared	0.1415006303	0.1426488479
F1145299;F1145321;F116794;F116821;F116982;F169141;F209136;F2732470;F3058885;F52883;F560253;F669869	12	shared	0.0268495835	0.0274152119
F120017;F1269715;F1673888;F1882483;F2020962;F223818;F280036;F76775;F76777;F77020;F84751;F84753	12	shared	0.034454683	0.0363033398
F1213189;F133377;F133385;F1520584;F215637;F2650707;F304332;F4866;F61395;F61397;F61424;F78921	12	shared	0.0689426537	0.0645028132
F121624;F236234;F390894;F462254;F470096;F48095;F5022;F5454;F5570;F574774;F574789;F741139	12	shared	0.019495166	0.0193828002
F1938954;F2340872;F41833;F44442;F4837;F4840;F58291;F64526;F64632;F708070;F91625;F994334	12	shared	0.0627247498	0.0651574671
F1004511;F1759441;F235537;F2748771;F2831993;F29883;F41956;F67723;F71933;F80663;F87326;F89243;F933333	13	shared	0.0132335115	0.0134360169
F1006475;F1042397;F129515;F1397036;F1590129;F1940652;F209281;F223409;F2704026;F2918522;F400354;F443868;F90408	13	shared	0.0218226687	0.0226356352
F100910;F106004;F1323573;F183962;F269621;F288795;F289078;F29898;F3038894;F418498;F500713;F5286;F796604	13	shared	0.0671331948	0.0685919234
F1048829;F1069201;F1220207;F162425;F1810926;F1810928;F182096;F199306;F41759;F5059;F5062;F63402;F746128	13	shared	0.0712486475	0.0786719273
F1145299;F1145321;F116794;F116821;F116982;F1453789;F169141;F209136;F2732470;F3058885;F52883;F560253;F669869	13	shared	0.0217298812	0.0221334351
F1938954;F2340872;F41833;F44442;F4837;F4840;F58291;F64526;F64632;F708070;F911321;F91625;F994334	13	shared	0.0357273427	0.0366411469
F100910;F106004;F1323573;F183962;F269621;F288795;F289078;F29898;F3038894;F418498;F45228;F500713;F5286;F796604	14	shared	0.1585912812	0.140909011
F103449;F1081669;F1176355;F1300064;F164912;F174680;F174688;F2020955;F2109901;F291195;F3039483;F6035;F6039;F70536	14	shared	0.3118422529	0.264975298
F104341;F1314805;F135208;F152956;F231932;F370292;F378194;F40492;F48021;F5365;F5630;F56493;F599839;F984962	14	shared	0.012831382	0.0130419208
F121624;F236234;F390894;F462254;F470096;F48095;F5022;F5454;F5570;F574774;F574789;F578093;F703506;F741139	14	shared	0.0142259618	0.0166210772
F100910;F106004;F1323573;F183962;F1938712;F269621;F288795;F289078;F29898;F3038894;F418498;F45228;F500713;F5286;F796604	15	mafft_only		0.0438374752
F103449;F1081669;F1176355;F1246581;F1300064;F164912;F174680;F174688;F2020955;F2109901;F291195;F3039483;F6035;F6039;F70536	15	shared	0.1039972503	0.085911727
F104669;F105984;F143232;F1859096;F1859121;F1859122;F1890679;F279322;F37769;F40410;F5207;F5208;F552467;F5619;F82508	15	shared	0.1098444491	0.1065245392
F1052096;F122368;F147570;F147573;F1507870;F1507873;F1690608;F2024903;F2082308;F2601811;F2781224;F5580;F574656;F705562;F92988	15	shared	0.0838296773	0.0859292365
F1080349;F114524;F114525;F230603;F27291;F27292;F29833;F332112;F36035;F4903;F4927;F4932;F56409;F599730;F706196	15	shared	0.0669226527	0.0628484686
O10228;O192875;O225164;O2700040;O27923;O283909;O400682;O45351;O6239;O72019;O7227;O81824;O946362;OFS1403592;OFS5426494	15	mafft_only		0.0377209166
F103449;F1081669;F1176355;F1246581;F1300064;F164912;F174680;F174688;F2020955;F2109901;F281847;F291195;F3039483;F6035;F6039;F70536	16	shared	0.0770461134	0.0661926658
F104669;F105984;F143232;F1859096;F1859121;F1859122;F1890679;F257869;F279322;F37769;F40410;F5207;F5208;F552467;F5619;F82508	16	shared	0.1049517113	0.1050115534
F1213189;F133377;F133385;F1520584;F215637;F2650707;F304332;F34485;F34488;F348617;F4866;F61395;F61397;F61424;F76012;F78921	16	shared	0.035670316	0.0481070947
F1031713;F117179;F1280837;F13290;F13291;F1463510;F1522189;F1569628;F157183;F1684307;F215250;F2878321;F401625;F5281;F574677;F58919;F63378	17	shared	0.027595012	0.0267510364
F103449;F1081669;F1176355;F1246581;F1300064;F1498855;F164912;F174680;F174688;F2020955;F2109901;F281847;F291195;F3039483;F6035;F6039;F70536	17	mafft_only		0.0701176531
F103449;F1081669;F1176355;F1243177;F1246581;F1300064;F1498855;F164912;F174680;F174688;F2020955;F2109901;F281847;F291195;F3039483;F6035;F6039;F70536	18	profile_only	0.0767704727	
F1048519;F1052096;F122368;F147570;F147573;F1507870;F1507873;F1690608;F2024903;F2082308;F2601811;F2781224;F2939406;F364730;F5580;F574656;F705562;F92988	18	shared	0.0296188883	0.0288584623
O10228;O192875;O225164;O2700040;O27923;O283909;O400682;O45351;O6239;O72019;O7227;O81824;O946362;OFS1403592;OFS5426458;OFS5426470;OFS5426494;OFS5426506	18	shared	0.0873034695	0.0683570623
F104341;F104355;F1314805;F135208;F152956;F202697;F202698;F231932;F370292;F378194;F38799;F40492;F48021;F5364;F5365;F5630;F56493;F599839;F984962	19	shared	0.0124417388	0.0143689708
F100910;F106004;F1323573;F170000;F181123;F183962;F1938712;F203908;F208348;F269621;F288795;F289078;F29898;F3038894;F418498;F45228;F500713;F5286;F60197;F796604	20	profile_only	0.0297454571	
F101028;F101201;F1042133;F117187;F1328300;F173216;F1738374;F195108;F2034170;F36050;F398673;F5127;F5128;F549676;F5507;F5518;F5544;F58853;F63577;F65468	20	shared	0.0653490531	0.0672559211
F1048829;F1069201;F1220207;F158046;F162425;F1690604;F1810926;F1810928;F182096;F199306;F2486360;F293227;F2977754;F3060298;F364733;F41759;F5059;F5062;F63402;F746128	20	shared	0.057385261	0.057748927
F104408;F104669;F105984;F1424756;F143232;F1859096;F1859121;F1859122;F1890679;F257869;F279322;F37769;F40410;F5207;F5208;F5210;F552467;F5619;F610337;F82508;F89922	21	shared	0.1405675306	0.1386275662
F1048829;F1069201;F1130053;F1220207;F158046;F162425;F1690604;F1810926;F1810928;F182096;F199306;F2486360;F293227;F2977754;F3060298;F364733;F41759;F5059;F5062;F63402;F746128	21	shared	0.0442754328	0.0463727533
F109760;F109889;F109932;F110093;F1123529;F1396493;F1555241;F1604274;F1754190;F1754191;F1754192;F1774096;F1806994;F2725673;F2735257;F2767002;F3108450;F382532;F64517;F73868;F82268	21	shared	0.0821151033	0.0800044879
F1048955;F1176130;F121624;F1341166;F1504668;F236234;F253628;F390894;F462254;F470096;F48095;F5022;F50376;F5454;F5570;F574774;F574789;F578093;F703497;F703506;F703511;F741139	22	shared	0.0279268817	0.029338386
F1093897;F1093900;F1214568;F148304;F148305;F148313;F1506992;F177197;F177199;F1825666;F223192;F223376;F226899;F2609844;F29908;F36779;F41990;F5116;F5147;F61273;F72144;F91930	22	shared	0.0371028297	0.0385349119
F1213189;F1286916;F133377;F133385;F1520584;F1712513;F1851185;F1851187;F1907219;F215637;F2650707;F304332;F34485;F34488;F348617;F4866;F61395;F61397;F61424;F76012;F78915;F78921	22	profile_only	0.0356448917	
F1004511;F116603;F1759441;F1904413;F1912936;F1912939;F235537;F2748771;F2831993;F29883;F41956;F48563;F48565;F48578;F48586;F48587;F48593;F67723;F71933;F80663;F87326;F89243;F933333	23	shared	0.0321434158	0.0320372131
F104408;F104669;F105984;F1424756;F143232;F1859096;F1859121;F1859122;F1890679;F257869;F264483;F279322;F29902;F37769;F40410;F5207;F5208;F5210;F552467;F5619;F610337;F82508;F89922	23	shared	0.0883643287	0.0880245834
F100910;F1055551;F106004;F112072;F1323573;F183962;F1938712;F203533;F269621;F2778381;F288795;F289078;F29898;F29899;F3038894;F34349;F418498;F44565;F45228;F500713;F5286;F5414;F69979;F796604	24	mafft_only		0.0306455311
O10228;O133409;O1890364;O192875;O225164;O2700040;O27923;O283909;O400682;O44689;O45351;O529818;O5755;O5786;O6239;O72019;O7227;O81824;O946362;OFS1403592;OFS5426458;OFS5426470;OFS5426494;OFS5426506	24	shared	0.0699236256	0.0648217415
F1117311;F1348612;F144530;F144538;F144539;F144679;F1938954;F2340872;F2562287;F27376;F41833;F44442;F4837;F4840;F4874;F50956;F58291;F588596;F64526;F64632;F658196;F708070;F911321;F91625;F994334	25	shared	0.0232455107	0.0263318244
O10228;O133409;O1890364;O192875;O225164;O2700040;O27923;O283909;O400682;O44689;O45351;O529818;O5755;O5786;O6239;O691883;O72019;O7227;O81824;O946362;OFS1403592;OFS5426458;OFS5426470;OFS5426494;OFS5426506	25	shared	0.0695540359	0.059788186
F1006475;F1042397;F1145299;F1145321;F116794;F116821;F116982;F129515;F1397036;F1453789;F1590129;F169141;F1940652;F209136;F209281;F223409;F2704026;F2732470;F2918522;F3058885;F400354;F443868;F52883;F560253;F669869;F90408	26	shared	0.0151439339	0.015911169
F1005962;F1080349;F114524;F114525;F13502;F230603;F241526;F27291;F27292;F29833;F332112;F36035;F42374;F43959;F4903;F4909;F4918;F4927;F4932;F54195;F5476;F5479;F5482;F5486;F56409;F599730;F706196	27	shared	0.2886559243	0.2831832362
F1006475;F1042397;F1145299;F1145321;F116794;F116821;F116982;F129515;F136370;F1397036;F1453789;F1590129;F169141;F1940652;F209136;F209281;F223409;F2704026;F2732470;F2918522;F3058885;F318760;F400354;F443868;F52883;F560253;F669869;F87287;F90408	29	shared	0.0453369329	0.0494161598
F100910;F1055551;F106004;F112072;F1323573;F170000;F181123;F183962;F1938712;F203533;F203908;F208348;F269621;F2778381;F288795;F289078;F29898;F29899;F3038894;F34349;F418498;F44565;F45228;F500713;F5286;F5414;F60197;F69979;F796604	29	shared	0.1149884209	0.0960875725
F1031713;F117179;F120017;F1269715;F1280837;F13290;F13291;F1463510;F1522189;F1569628;F157183;F1673888;F1684307;F1882483;F2020962;F215250;F223818;F280036;F2878321;F401625;F5281;F574677;F58919;F63378;F76775;F76777;F77020;F84751;F84753	29	shared	0.2536512158	0.2617970129
F1005962;F1080349;F114524;F114525;F13502;F2268995;F230603;F241526;F2606893;F27291;F27292;F29833;F332112;F36035;F42374;F43959;F4903;F4909;F4918;F4927;F4932;F54195;F5476;F5479;F5482;F5486;F56409;F599730;F706196;F796027	30	shared	0.0707138692	0.069361433
F101028;F101201;F1042133;F1095194;F117187;F1209916;F1209934;F1328300;F145971;F1671311;F173216;F1738374;F195108;F2034170;F2283408;F34406;F36050;F398673;F474922;F5127;F5128;F549676;F5507;F5518;F5544;F58853;F63577;F65468;F710243;F80884	30	shared	0.0213517844	0.0219337752
F109760;F109876;F109889;F109932;F110093;F1123529;F1396493;F1500003;F1555241;F1604274;F1754190;F1754191;F1754192;F1774096;F1806994;F2725673;F2735257;F2767002;F28583;F3075319;F3108450;F382532;F4808;F64504;F64505;F64508;F64517;F73868;F82268;F945690	30	mafft_only		0.0292761107
F1005962;F1080349;F114524;F114525;F13502;F2268995;F230603;F241526;F2606893;F27291;F27292;F29833;F332112;F36035;F42374;F43959;F4903;F4909;F4918;F4927;F4932;F51930;F54195;F5476;F5479;F5482;F5486;F56409;F599730;F706196;F796027	31	shared	0.0766598536	0.0660655095
F1006475;F1042397;F1145299;F1145321;F116794;F116821;F116982;F129515;F136370;F1397036;F1453789;F1590129;F169141;F1940652;F209136;F209281;F223409;F2704026;F2732470;F2871812;F2918522;F3058885;F318760;F318763;F400354;F443868;F52883;F560253;F669869;F87287;F90408	31	shared	0.0360892173	0.0388869189
F101028;F101201;F1042133;F1095194;F117187;F1209916;F1209934;F1328300;F145971;F1671311;F173216;F1738374;F195108;F2019550;F2034170;F2035830;F2283408;F34406;F36050;F398673;F474922;F5127;F5128;F549676;F5507;F5518;F5544;F563466;F58853;F63577;F65468;F710243;F80884	33	shared	0.0402845546	0.0400733937
F1005962;F1080349;F1125753;F114524;F114525;F13502;F2268995;F230603;F241526;F2606893;F27291;F27292;F29833;F332112;F36035;F383834;F42374;F43959;F44089;F4903;F4909;F4918;F4927;F4932;F51930;F54195;F5476;F5479;F5482;F5486;F56409;F599730;F706196;F796027	34	shared	0.1273462756	0.1244055875
F1006475;F1042397;F1145299;F1145321;F116794;F116821;F116982;F129515;F136370;F1397036;F1453789;F1453791;F1590129;F169141;F1940652;F209136;F209281;F223409;F2704026;F2732470;F2871812;F2918522;F3058885;F318760;F318763;F400354;F443868;F460848;F460854;F52883;F560253;F669869;F87287;F90408	34	shared	0.0175306939	0.0183052712
F1006475;F1042397;F1145299;F1145321;F116794;F116821;F116982;F1217826;F129515;F136370;F1397036;F1453789;F1453791;F1590129;F169141;F1940652;F209136;F209281;F223409;F2704026;F2732470;F273283;F2871812;F2918522;F3058885;F318760;F318763;F400354;F443868;F460848;F460854;F52883;F560253;F669869;F87287;F90408	36	shared	0.0183562862	0.0183038211
F101097;F101098;F1117311;F1343610;F1343614;F1348612;F1440133;F144530;F144538;F144539;F144679;F1897645;F1938954;F2340872;F2562287;F27376;F41833;F44442;F4837;F4840;F4874;F50956;F58291;F588596;F604196;F64525;F64526;F64571;F64632;F658196;F708070;F911321;F91625;F979620;F979690;F979761;F994334	37	shared	0.0281725449	0.0345074198
F101097;F101098;F1117311;F1343610;F1343614;F1348612;F1440133;F144530;F144538;F144539;F144679;F1897645;F1938954;F2340872;F2562287;F27376;F34480;F41833;F423460;F44442;F4837;F4840;F4874;F50956;F58291;F588596;F604196;F64525;F64526;F64571;F64632;F658196;F708070;F911321;F91625;F979620;F979690;F979761;F994334	39	shared	0.043550946	0.0445828106
F1048519;F1048955;F1052096;F1176130;F121624;F122368;F1341166;F147570;F147573;F1504668;F1507870;F1507873;F1690608;F2024903;F2082308;F236234;F253628;F2601811;F2781224;F2939406;F364730;F390894;F462254;F470096;F48095;F5022;F50376;F5454;F5570;F5580;F574656;F574774;F574789;F578093;F703497;F703506;F703511;F705562;F741139;F92988	40	shared	0.0238732867	0.0275374264
F1004511;F104341;F104355;F116603;F1314805;F135208;F152956;F1759441;F1904413;F1912936;F1912939;F202697;F202698;F231932;F235537;F2748771;F2831993;F29883;F370292;F378194;F38799;F40492;F41956;F48021;F48563;F48565;F48578;F48586;F48587;F48593;F5364;F5365;F5630;F56493;F599839;F67723;F71933;F80663;F87326;F89243;F933333;F984962	42	shared	0.0481952639	0.0496875193
F103449;F1081669;F1176355;F1246581;F1300064;F1498855;F164912;F174680;F174688;F2020955;F2109901;F281847;F291195;F3039483;F6035;F6039;F70536;O10228;O133409;O1890364;O192875;O225164;O2700040;O27923;O283909;O400682;O44689;O45351;O529818;O5755;O5786;O6239;O691883;O72019;O7227;O81824;O946362;OFS1403592;OFS5426458;OFS5426470;OFS5426494;OFS5426506	42	mafft_only		0.0766259225
F103449;F1081669;F1176355;F1243177;F1246581;F1300064;F1498855;F164912;F174680;F174688;F2020955;F2109901;F281847;F291195;F3039483;F6035;F6039;F70536;O10228;O133409;O1890364;O192875;O225164;O2700040;O27923;O283909;O400682;O44689;O45351;O529818;O5755;O5786;O6239;O691883;O72019;O7227;O81824;O946362;OFS1403592;OFS5426458;OFS5426470;OFS5426494;OFS5426506	43	profile_only	0.0889569125	
F1048519;F1048955;F1052096;F1176130;F121624;F122368;F1341166;F147570;F147573;F1504668;F1507870;F1507873;F1542792;F1690608;F2024903;F2082308;F236234;F253628;F2601811;F2781224;F2939400;F2939406;F3384825;F364730;F390894;F462254;F470096;F48095;F5022;F50376;F5454;F5570;F5580;F574656;F574774;F574789;F578093;F703497;F703506;F703511;F705562;F741139;F91480;F92988	44	shared	0.0596707619	0.0677839269
F1006475;F1042397;F1116844;F1145299;F1145321;F116794;F116821;F116982;F1217826;F129515;F136370;F1397036;F1453789;F1453791;F1590129;F164576;F1670608;F169141;F174425;F1940652;F209136;F209281;F223409;F265104;F2704026;F2732470;F273283;F2796175;F2871812;F2918522;F2939403;F2939404;F3058885;F315204;F318760;F318763;F318774;F400354;F443868;F460848;F460854;F52883;F560253;F669869;F87287;F90408	46	profile_only	0.023176015	
F101097;F101098;F1117311;F1286916;F1343610;F1343614;F1348612;F1440133;F144530;F144538;F144539;F144679;F1712513;F1851185;F1851187;F1897645;F1907219;F1938954;F2340872;F2562287;F27376;F278681;F34480;F41833;F423460;F44442;F4837;F4840;F4874;F50956;F58291;F588596;F604196;F64525;F64526;F64571;F64632;F658196;F708070;F78915;F911321;F91625;F979620;F979690;F979761;F994334	46	mafft_only		0.0329379571
F1004511;F104341;F104355;F116603;F1314805;F135208;F135589;F152956;F1759441;F1904413;F1912936;F1912939;F202697;F202698;F208960;F2282107;F231932;F235537;F27342;F2748771;F2831993;F29883;F370292;F378194;F38799;F40492;F41956;F48021;F48563;F48565;F48578;F48586;F48587;F48593;F50990;F5364;F5365;F5630;F56493;F599839;F67723;F71933;F80663;F87326;F89243;F933333;F984962	47	shared	0.046326037	0.0503031979
F1006475;F1042397;F1116844;F1145299;F1145321;F116794;F116821;F116982;F1217826;F129515;F136370;F1397036;F1453789;F1453791;F1590129;F164576;F1670608;F169141;F174425;F1940652;F209136;F209281;F223409;F265104;F2704026;F2732470;F273283;F2796175;F2871812;F2918522;F2939403;F2939404;F2939405;F2939408;F3058885;F315204;F318760;F318763;F318774;F400354;F443868;F460848;F460854;F52883;F560253;F669869;F87287;F90408	48	mafft_only		0.0319903885
F1004511;F104341;F104355;F112417;F113071;F116603;F1314805;F135208;F135589;F1419009;F150792;F152956;F1759441;F1904413;F1912936;F1912939;F202697;F202698;F208960;F2282107;F231932;F235537;F27342;F2748771;F2831993;F2834505;F29883;F370292;F378194;F38799;F40492;F41956;F467971;F48021;F48563;F48565;F48578;F48586;F48587;F48593;F50990;F5364;F5365;F5630;F56493;F599839;F67723;F68786;F71933;F80663;F87326;F89243;F933333;F984962	54	shared	0.0364173761	0.0377618527
F101028;F101201;F1042133;F1093897;F1093900;F1095194;F117187;F1209916;F1209934;F1214568;F1328300;F145971;F148304;F148305;F148313;F1506992;F1671311;F173216;F1738374;F177197;F177199;F1825666;F195108;F2019550;F2034170;F2035830;F223192;F223376;F226899;F2283408;F2609844;F29908;F34406;F36050;F36779;F398673;F41990;F474922;F5116;F5127;F5128;F5147;F549676;F5507;F5518;F5544;F563466;F58853;F61273;F63577;F65468;F710243;F72144;F80884;F91930	55	shared	0.0154831172	0.0214372569
F101028;F101201;F1042133;F1093897;F1093900;F1095194;F117187;F1209916;F1209934;F1214568;F1328300;F145971;F148304;F148305;F148313;F1506992;F1671311;F173216;F1738374;F177197;F177199;F1825666;F195108;F2019550;F2034170;F2035830;F223192;F223376;F226899;F2283408;F2609844;F29908;F339359;F34406;F36050;F36779;F398673;F41990;F474922;F5116;F5127;F5128;F5147;F549676;F5507;F5518;F5544;F563466;F58853;F61273;F63577;F65468;F710243;F72144;F80884;F91930	56	profile_only	0.0186319093	
F1004511;F104341;F104355;F109899;F112417;F113071;F116603;F1314805;F1331295;F135208;F135589;F1419009;F150792;F152956;F1759441;F1904413;F1912936;F1912939;F202697;F202698;F208960;F2282107;F231932;F235537;F2600213;F2600215;F2600216;F27342;F2748771;F2829486;F2831993;F2834505;F29883;F370292;F378194;F38799;F40492;F41956;F467971;F48021;F48563;F48565;F48578;F48586;F48587;F48593;F50990;F5219;F5364;F5365;F5630;F56493;F599839;F65672;F67723;F68786;F71933;F80663;F87326;F89243;F933333;F984962	62	shared	0.0481026382	0.0463602497
F101028;F101201;F1042133;F1093897;F1093900;F1095194;F1141098;F117187;F1209916;F1209934;F1214568;F1276059;F1328300;F145971;F148304;F148305;F148313;F1506992;F1658444;F1671311;F1682393;F173216;F1738374;F177197;F177199;F1825666;F195108;F2019550;F2034170;F2035830;F223192;F223376;F226899;F2283408;F2609844;F29908;F326681;F326684;F34406;F36050;F36779;F393283;F398673;F41990;F474922;F5116;F5127;F5128;F5147;F549676;F5507;F5518;F5544;F563466;F58853;F61273;F63577;F65468;F710243;F72144;F80884;F91930	62	mafft_only		0.0237924016
F101097;F101098;F1117311;F1213189;F1286916;F133377;F133385;F1343610;F1343614;F1348612;F1440133;F144530;F144538;F144539;F144679;F1520584;F1712513;F1851185;F1851187;F1897645;F1907219;F1938954;F215637;F2340872;F2562287;F2650707;F27376;F278681;F304332;F34480;F34485;F34488;F348617;F41833;F423460;F44442;F4837;F4840;F4866;F4874;F50956;F58291;F588596;F604196;F61395;F61397;F61424;F64525;F64526;F64571;F64632;F658196;F708070;F76012;F78915;F78921;F911321;F91625;F979620;F979690;F979761;F994334	62	mafft_only		0.0275423073
F101028;F101201;F1042133;F1093897;F1093900;F1095194;F1141098;F117187;F1209916;F1209934;F1214568;F1276059;F1328300;F145971;F148304;F148305;F148313;F1506992;F1658444;F1671311;F1682393;F173216;F1738374;F177197;F177199;F1825666;F195108;F2019550;F2034170;F2035830;F223192;F223376;F226899;F2283408;F2609844;F29908;F326681;F326684;F339359;F34406;F36050;F36779;F393283;F398673;F41990;F474922;F5116;F5127;F5128;F5147;F549676;F5507;F5518;F5544;F563466;F58853;F61273;F63577;F65468;F710243;F72144;F80884;F91930	63	shared	0.1388893021	0.1221552632
