taxon_id	species_name	study_role	marker_slots	recovered_sequence_links	missing_marker_sequences	both	esmfold_only	alphafold_only	neither_catalog
F64504	Allomyces arbusculus	ingroup	125	125	0	0	105	9	11
F64505	Allomyces javanicus	ingroup	125	106	19	0	91	7	8
F28583	Allomyces macrogynus	ingroup	125	25	100	0	0	25	0
F64508	Blastocladiella britannica	ingroup	125	122	3	0	109	0	13
F4808	Blastocladiella emersonii	ingroup	125	123	2	0	110	0	13
F109876	Catenaria anguillulae	ingroup	125	116	9	0	0	113	3
F945690	Coelomomyces lativittatus	ingroup	125	108	17	0	101	0	7
F3075319	Sorochytrium milnesiophthora	ingroup	125	120	5	0	109	0	11
F1500003	Paraphysoderma sedebokerense	ingroup	125	118	7	0	108	0	10
F911321	Calcarisporiella thermophila	ingroup	125	121	4	0	113	0	8
F1555241	Caulochytrium protostelioides	ingroup	125	123	2	0	0	121	2
F1774096	Dinochytrium kinnereticum	ingroup	125	107	18	0	95	0	12
F109932	Entophlyctis luteolus	ingroup	125	115	10	0	103	0	12
F1604274	Cladochytrium tenue	ingroup	125	69	56	0	59	0	10
F109889	Lobulomyces angularis	ingroup	125	117	8	0	97	0	20
F110093	Polychytrium aggregatum	ingroup	125	122	3	0	113	0	9
F2735257	Borealophlyctis nickersoniae	ingroup	125	117	8	0	105	0	12
F64517	Rhizophlyctis rosea	ingroup	125	123	2	0	111	0	12
F382532	Globomyces pollinis-pini	ingroup	125	124	1	0	117	0	7
F1396493	Fimicolochytrium jonesii	ingroup	125	119	6	0	108	0	11
F109760	Spizellomyces punctatus	ingroup	125	120	5	0	0	119	1
F1806994	Synchytrium microbalum	ingroup	125	122	3	0	0	119	3
F34488	Conidiobolus coronatus	ingroup	125	121	4	0	0	119	2
F34485	Entomophthora muscae	ingroup	125	29	96	0	29	0	0
F348617	Massospora cicadina	ingroup	125	81	44	0	71	0	10
F76012	Neoconidiobolus thromboides	ingroup	125	120	5	0	116	0	4
F144530	Ambispora gerdemannii	ingroup	125	123	2	0	0	119	4
F144679	Ambispora leptoticha	ingroup	125	121	4	0	0	117	4
F50956	Geosiphon pyriformis	ingroup	125	120	5	0	109	0	11
F27376	Acaulospora colombiana	ingroup	125	86	39	0	81	0	5
F1348612	Diversispora epigaea	ingroup	125	120	5	0	0	119	1
F4874	Gigaspora margarita	ingroup	125	98	27	0	0	96	2
F2562287	Entrophospora sp. SA101	ingroup	125	116	9	0	105	0	11
F1117311	Funneliformis geosporum	ingroup	125	121	4	0	0	117	4
F658196	Glomus cerebriforme	ingroup	125	124	1	0	0	122	2
F588596	Rhizophagus irregularis	ingroup	125	118	7	0	18	96	4
F144538	Paraglomus brasilianum	ingroup	125	121	4	0	0	120	1
F144539	Paraglomus occultum	ingroup	125	114	11	0	0	113	1
F215637	Dimargaris cristalligena	ingroup	125	121	4	0	75	34	12
F1520584	Dispira parvispora	ingroup	125	100	25	0	0	96	4
F78921	Tieghemiomyces parasiticus	ingroup	125	23	102	0	0	23	0
F61424	Furculomyces boomerangus	ingroup	125	97	28	0	0	94	3
F133377	Smittium angustum	ingroup	125	88	37	0	0	83	5
F133385	Smittium simulii	ingroup	125	93	32	0	0	90	3
F1213189	Zancudomyces culisetae	ingroup	125	57	68	0	0	55	2
F2650707	Coemansia brasiliensis	ingroup	125	97	28	0	0	92	5
F4866	Dipsacomyces acuminosporus	ingroup	125	101	24	0	93	0	8
F61397	Kickxella alabastrina	ingroup	125	117	8	0	107	0	10
F61395	Linderina pennispora	ingroup	125	117	8	0	0	116	1
F304332	Ramicandelaber brevisporus	ingroup	125	113	12	0	104	0	9
F164912	Astathelohania contejeani	ingroup	125	64	61	0	62	0	2
F70536	Edhazardia aedis	ingroup	125	54	71	0	0	54	0
F6035	Encephalitozoon cuniculi	ingroup	125	62	63	0	0	61	1
F174680	Glugoides intestinalis	ingroup	125	49	76	0	49	0	0
F174688	Gurleya vavrai	ingroup	125	42	83	0	42	0	0
F1176355	Hamiltosporidium tvaerminnensis	ingroup	125	46	79	0	29	16	1
F1081669	Hepatospora eriocheir	ingroup	125	36	89	0	0	33	3
F1300064	Nucleospora cyclopteri	ingroup	125	51	74	0	51	0	0
F3039483	Ordospora pajunii	ingroup	125	60	65	0	59	0	1
F291195	Tubulinosema ratisbonensis	ingroup	125	49	76	0	0	22	27
F6039	Vairimorpha necatrix	ingroup	125	60	65	0	0	59	1
F103449	Vavraia culicis	ingroup	125	52	73	0	0	51	1
F82268	Hyaloraphidium curvatum	ingroup	125	123	2	0	111	0	12
F1123529	Gonapodya prolifera	ingroup	125	122	3	0	0	116	6
F2725673	Gonapodya sp. JEL0774	ingroup	125	104	21	0	78	0	26
F1343610	Actinomortierella ambigua	ingroup	125	125	0	0	0	121	4
F979620	Dissophora ornata	ingroup	125	119	6	0	108	1	10
F101097	Entomortierella chlamydospora	ingroup	125	120	5	0	47	64	9
F101098	Gamsiella multidivaricata	ingroup	125	118	7	0	110	1	7
F979690	Gryganskiella cystojenkinii	ingroup	125	119	6	0	107	0	12
F1897645	Haplosporangium bisporale	ingroup	125	100	25	0	83	2	15
F604196	Linnemannia exigua	ingroup	125	114	11	0	0	110	4
F64571	Lobosporangium transversale	ingroup	125	121	4	0	0	120	1
F979761	Lunasporangiospora selenospora	ingroup	125	116	9	0	0	113	3
F1440133	Modicella reniformis	ingroup	125	107	18	0	0	103	4
F1343614	Mortierella claussenii	ingroup	125	121	4	0	109	1	11
F64525	Podila minutissima	ingroup	125	118	7	0	90	16	12
F1938954	Bifiguratus adelaidae	ingroup	125	98	27	0	0	88	10
F2340872	Endogone sp. FLAS-F59071	ingroup	125	91	34	0	81	0	10
F994334	Jimgerdemannia flammicorona	ingroup	125	85	40	0	0	82	3
F708070	Mucor velutinosus	ingroup	125	121	4	0	0	119	2
F64632	Mycotypha africana	ingroup	125	122	3	0	113	0	9
F4837	Phycomyces blakesleeanus	ingroup	125	113	12	0	0	113	0
F4840	Rhizomucor pusillus	ingroup	125	125	0	0	116	0	9
F58291	Rhizopus microsporus	ingroup	125	121	4	0	0	119	2
F91625	Umbelopsis isabellina	ingroup	125	122	3	0	0	118	4
F64526	Umbelopsis nana	ingroup	125	122	3	0	113	0	9
F41833	Umbelopsis ramanniana	ingroup	125	120	5	0	0	119	1
F44442	Umbelopsis vinacea	ingroup	125	123	2	0	105	0	18
F1754192	Anaeromyces robustus	ingroup	125	109	16	0	0	108	1
F1754190	Neocallimastix californiae	ingroup	125	65	60	0	61	0	4
F2767002	Neocallimastix lanati (nom. inval.)	ingroup	125	63	62	0	58	0	5
F3108450	Neocallimastix sp. 'constans'	ingroup	125	68	57	0	62	0	6
F1754191	Piromyces finnis	ingroup	125	117	8	0	0	116	1
F73868	Piromyces sp. E2	ingroup	125	70	55	0	65	0	5
F278681	Olpidium bornovanus	ingroup	125	52	73	0	0	52	0
F1246581	Paramicrosporidium saccamoebae	ingroup	125	108	17	0	0	101	7
F281847	Rozella allomycis	ingroup	125	117	8	0	0	112	5
F1907219	Piptocephalis cylindrospora	ingroup	125	65	60	0	0	65	0
F1286916	Piptocephalis tieghemiana	ingroup	125	111	14	0	102	0	9
F1851187	Syncephalis fuscata	ingroup	125	123	2	0	115	0	8
F1851185	Syncephalis plumigaleata	ingroup	125	120	5	0	114	0	6
F1712513	Syncephalis pseudoplumigaleata	ingroup	125	80	45	0	0	79	1
F78915	Thamnocephalis sphaerospora	ingroup	125	96	29	0	0	95	1
F2109901	Amoeboradix gromovi	ingroup	125	98	27	0	96	0	2
F2020955	Sanchytrium tribonematis	ingroup	125	91	34	0	88	0	3
O691883	Fonticula alba	outgroup	125	109	16	0	0	106	3
O81824	Monosiga brevicollis	outgroup	125	115	10	0	0	111	4
O946362	Salpingoeca rosetta	outgroup	125	118	7	0	0	115	3
O192875	Capsaspora owczarzaki	outgroup	125	119	6	0	26	84	9
O72019	Sphaeroforma arctica	outgroup	125	87	38	0	0	85	2
O529818	Thecamonas trahens	outgroup	125	115	10	0	0	112	3
O5755	Acanthamoeba castellanii	outgroup	125	104	21	0	0	101	3
O44689	Dictyostelium discoideum	outgroup	125	121	4	0	0	121	0
O5786	Dictyostelium purpureum	outgroup	125	118	7	0	0	115	3
O133409	Polysphondylium violaceum	outgroup	125	122	3	0	0	120	2
O1890364	Planoprotostelium fungivorum	outgroup	125	116	9	0	0	106	10
O400682	Amphimedon queenslandica	outgroup	125	110	15	0	0	106	4
O45351	Nematostella vectensis	outgroup	125	100	25	0	69	28	3
O10228	Trichoplax adhaerens	outgroup	125	121	4	0	0	120	1
O27923	Mnemiopsis leidyi	outgroup	125	110	15	0	99	0	11
O7227	Drosophila melanogaster	outgroup	125	80	45	0	2	78	0
O6239	Caenorhabditis elegans	outgroup	125	115	10	0	0	114	1
O283909	Capitella teleta	outgroup	125	118	7	0	3	112	3
O225164	Lottia gigantea	outgroup	125	120	5	0	0	118	2
O2700040	Branchiostoma floridae	outgroup	125	100	25	0	92	0	8
OFS5426470	Corallochytrium limacisporum	outgroup	125	125	0	0	113	0	12
OFS5426494	Chromosphaera perkinsii	outgroup	125	121	4	0	111	0	10
OFS5426506	Pirum gemmata	outgroup	125	7	118	0	7	0	0
OFS5426458	Abeoforma whisleri	outgroup	125	7	118	0	7	0	0
OFS1403592	Creolimax fragrantissima	outgroup	125	122	3	0	109	0	13
