model_id	alphabet_model_full	rate_model_full	rsa_scale_full	controls_full	term	coefficient_full	marker_cluster_standard_error_full	t_statistic_full	p_value_conditional_cluster_t_full	ci95_lower_full	ci95_upper_full	bh_q_across_all_72_focal_tests_full	alphabet_model_omission	rate_model_omission	rsa_scale_omission	controls_omission	coefficient_omission	marker_cluster_standard_error_omission	t_statistic_omission	p_value_conditional_cluster_t_omission	ci95_lower_omission	ci95_upper_omission	bh_q_across_all_72_focal_tests_omission	omission_minus_full
3di_af__gamma__miller1987__composition_adjusted	3di_af	gamma	miller1987	composition_adjusted	rsa_centered	-0.2405905628592184	0.0312855160290362	-7.690158047446787	1.980416294584156e-11	-0.3027639517797352	-0.1784171739387016	9.505998214003945e-11	3di_af	gamma	miller1987	composition_adjusted	-0.2412571702499024	0.0314880712014034	-7.661859270667224	2.3957518315091134e-11	-0.3038431213410781	-0.1786712191587266	1.1499608791243746e-10	-0.0006666073906839987
3di_af__gamma__miller1987__composition_adjusted	3di_af	gamma	miller1987	composition_adjusted	aa_by_rsa	-0.0024607011720193	0.0418485329323145	-0.0588001776788499	0.9532445873776912	-0.0856258665264614	0.0807044641824228	0.9759879982983334	3di_af	gamma	miller1987	composition_adjusted	0.0004249472410214	0.0420245394499867	0.0101118833563231	0.9919551735153644	-0.0831033753997387	0.0839532698817816	0.9919551735153644	0.0028856484130407
3di_af__freerate__tien2013__coverage_confidence	3di_af	freerate	tien2013	coverage_confidence	aa_log1p_rate	0.2137627358650035	0.0142067718891622	15.04653819549774	4.6346901363649326e-26	0.185529762077703	0.2419957096523041	8.342442245456881e-25	3di_af	freerate	tien2013	coverage_confidence	0.2132566295046736	0.0142840831784088	14.929668697744816	1.0042877602871896e-25	0.1848654674843611	0.2416477915249862	1.807717968516941e-24	-0.0005061063603298832
3di_af__freerate__tien2013__coverage_confidence	3di_af	freerate	tien2013	coverage_confidence	rsa_centered	-0.2456278797926857	0.036747955981646	-6.684123599020466	2.041415412778404e-09	-0.3186567202682728	-0.1725990393170985	6.3905178139150044e-09	3di_af	freerate	tien2013	coverage_confidence	-0.2479162024140013	0.0369097321678594	-6.716824746560585	1.8316926378778387e-09	-0.3212782917420732	-0.1745541130859295	5.733994344661061e-09	-0.0022883226213156194
3di_af__freerate__tien2013__coverage_confidence	3di_af	freerate	tien2013	coverage_confidence	aa_by_rsa	-0.0388792161194733	0.0509210566247809	-0.7635194298099592	0.4471958555193472	-0.1400741158563946	0.0623156836174478	0.6571041142325103	3di_af	freerate	tien2013	coverage_confidence	-0.0341546336641499	0.0509826625810889	-0.6699264403820883	0.5046789451749244	-0.1354881960277834	0.0671789286994835	0.7267376810518912	0.004724582455323402
3di_af__freerate__tien2013__composition_adjusted	3di_af	freerate	tien2013	composition_adjusted	aa_log1p_rate	0.0973804130370832	0.0228098646070904	4.2692236326037865	4.936673004090952e-05	0.0520506002852411	0.1427102257889252	9.113857853706374e-05	3di_af	freerate	tien2013	composition_adjusted	0.0993795995736569	0.0230839752678558	4.305133687785643	4.361299144549756e-05	0.0534976991592693	0.1452614999880445	8.051629189938011e-05	0.001999186536573702
3di_af__freerate__tien2013__composition_adjusted	3di_af	freerate	tien2013	composition_adjusted	rsa_centered	-0.3050422127105028	0.0376481762971325	-8.102443271169456	2.8623452718849484e-12	-0.3798600518951713	-0.2302243735258343	1.472063282683688e-11	3di_af	freerate	tien2013	composition_adjusted	-0.3066068149892569	0.0378925200094713	-8.091486523266859	3.2250390863533068e-12	-0.3819223015703617	-0.2312913284081522	1.658591530124558e-11	-0.0015646022787541014
3di_af__freerate__tien2013__composition_adjusted	3di_af	freerate	tien2013	composition_adjusted	aa_by_rsa	-0.0212502912301062	0.0504213742424598	-0.4214540271734872	0.6744512617493004	-0.121452177233006	0.0789515947727935	0.8829180153809023	3di_af	freerate	tien2013	composition_adjusted	-0.0174764655308463	0.0506268081302287	-0.345201804662288	0.7307758770623736	-0.1181027286409098	0.0831497975792171	0.9071700542843256	0.003773825699259898
3di_af__freerate__miller1987__coverage_confidence	3di_af	freerate	miller1987	coverage_confidence	aa_log1p_rate	0.2134042958757183	0.0150530411369343	14.176822738636307	1.923693962552204e-24	0.1834895397894021	0.2433190519620346	1.5389551700417632e-23	3di_af	freerate	miller1987	coverage_confidence	0.2127540771064158	0.0151261337631575	14.065330932390507	4.002498980550208e-24	0.1826892483703399	0.2428189058424918	3.2019991844401664e-23	-0.0006502187693024908
3di_af__freerate__miller1987__coverage_confidence	3di_af	freerate	miller1987	coverage_confidence	rsa_centered	-0.209786852066076	0.0315701415812883	-6.64510330198889	2.43543260515434e-09	-0.2725258744618554	-0.1470478296702966	7.306297815463019e-09	3di_af	freerate	miller1987	coverage_confidence	-0.2119489889137168	0.0317069710298604	-6.6846179887101576	2.118199198604681e-09	-0.2749700271167721	-0.1489279507106615	6.354597595814044e-09	-0.0021621368476408
3di_af__freerate__miller1987__coverage_confidence	3di_af	freerate	miller1987	coverage_confidence	aa_by_rsa	-0.0232322423788022	0.0429968593960303	-0.5403241703031736	0.5903383928155765	-0.1086794652761041	0.0622149805184995	0.8173916208215676	3di_af	freerate	miller1987	coverage_confidence	-0.0190734876825917	0.0430369414900197	-0.4431887355892818	0.658729338307287	-0.1046140690024193	0.0664670936372358	0.8583296210962916	0.004158754696210503
3di_af__freerate__miller1987__composition_adjusted	3di_af	freerate	miller1987	composition_adjusted	aa_log1p_rate	0.0971475083781618	0.023320977310066	4.165670550017223	7.230009281103892e-05	0.05080196653191	0.1434930502244136	0.0001269660166437	3di_af	freerate	miller1987	composition_adjusted	0.0989923929482308	0.0236091691309725	4.192963860738494	6.599712184017663e-05	0.0520666128620726	0.1459181730343889	0.0001158973846949	0.001844884570068997
3di_af__freerate__miller1987__composition_adjusted	3di_af	freerate	miller1987	composition_adjusted	rsa_centered	-0.2650310295912656	0.0320902825208919	-8.258918550147408	1.3691639534048833e-12	-0.328803722804603	-0.2012583363779282	7.583061895780892e-12	3di_af	freerate	miller1987	composition_adjusted	-0.2664314607578599	0.0323036243392035	-8.247726569632006	1.5501567818226237e-12	-0.3306384120198031	-0.2022245094959167	8.585483714709916e-12	-0.0014004311665942737
3di_af__freerate__miller1987__composition_adjusted	3di_af	freerate	miller1987	composition_adjusted	aa_by_rsa	-0.0099490738622342	0.0423622111883988	-0.2348572839596922	0.814865124675833	-0.0941350668087767	0.0742369190843083	0.937619488832068	3di_af	freerate	miller1987	composition_adjusted	-0.0065935614858128	0.042519167657717	-0.1550726848392599	0.8771232277859192	-0.0911050112485654	0.0779178882769398	0.9568617030391846	0.0033555123764214
3di_af_empirical__gamma__tien2013__coverage_confidence	3di_af_empirical	gamma	tien2013	coverage_confidence	aa_log1p_rate	0.1942673308167359	0.0124955086426397	15.546972626133645	5.671053490378392e-27	0.1694351331353077	0.219099528498164	3.0108747048881678e-25	3di_af_empirical	gamma	tien2013	coverage_confidence	0.1935327277007391	0.0125520195809847	15.41845329766093	1.3026322077086776e-26	0.1685842296309056	0.2184812257705725	6.813663901672265e-25	-0.0007346031159967958
3di_af_empirical__gamma__tien2013__coverage_confidence	3di_af_empirical	gamma	tien2013	coverage_confidence	rsa_centered	-0.1720335486090221	0.0340760335611469	-5.048520342026322	2.3820956190590724e-06	-0.2397525047387363	-0.104314592479308	4.900310987778664e-06	3di_af_empirical	gamma	tien2013	coverage_confidence	-0.172612632184592	0.0342576506000585	-5.038659369837149	2.519707795532329e-06	-0.2407034222250531	-0.1045218421441309	5.183398893666506e-06	-0.0005790835755699053
3di_af_empirical__gamma__tien2013__coverage_confidence	3di_af_empirical	gamma	tien2013	coverage_confidence	aa_by_rsa	-0.0179220212341447	0.0494331063646697	-0.362550981561495	0.7178096196185353	-0.116159932499774	0.0803158900314845	0.8910740105609404	3di_af_empirical	gamma	tien2013	coverage_confidence	-0.0125992043041078	0.0494350735452628	-0.2548636706805333	0.7994298905076449	-0.110856765883637	0.0856583572754214	0.9354250052061476	0.005322816930036899
3di_af_empirical__gamma__tien2013__composition_adjusted	3di_af_empirical	gamma	tien2013	composition_adjusted	aa_log1p_rate	0.0952935076441072	0.0209881465352306	4.540348881410173	1.7734471634263192e-05	0.0535839767530519	0.1370030385351625	3.451032318018784e-05	3di_af_empirical	gamma	tien2013	composition_adjusted	0.0963237184749335	0.0212897189642308	4.524424142787817	1.9067269400686288e-05	0.0540080967489245	0.1386393402009426	3.710387559052467e-05	0.0010302108308263003
3di_af_empirical__gamma__tien2013__composition_adjusted	3di_af_empirical	gamma	tien2013	composition_adjusted	rsa_centered	-0.2164898249238135	0.0354445961309691	-6.107837260266006	2.675190457035766e-08	-0.2869285115779226	-0.1460511382697045	6.879061175234827e-08	3di_af_empirical	gamma	tien2013	composition_adjusted	-0.2167921397611099	0.0356703831466027	-6.077650998872357	3.1454566522388724e-08	-0.2876908887107527	-0.145893390811467	8.0883171057571e-08	-0.00030231483729639685
3di_af_empirical__gamma__tien2013__composition_adjusted	3di_af_empirical	gamma	tien2013	composition_adjusted	aa_by_rsa	-0.0023199913130276	0.0491154714915685	-0.0472354482726678	0.9624326094330788	-0.0999266700146261	0.0952866873885707	0.9759879982983334	3di_af_empirical	gamma	tien2013	composition_adjusted	0.0026238793942545	0.0492139640600938	0.0533157497951323	0.9576025670088444	-0.0951942031414147	0.1004419619299239	0.984962640351954	0.0049438707072821005
3di_af_empirical__gamma__miller1987__coverage_confidence	3di_af_empirical	gamma	miller1987	coverage_confidence	aa_log1p_rate	0.1935652822304094	0.0132379414578709	14.622007722758184	2.8232519045491302e-25	0.1672576553399541	0.2198729091208646	2.9039162446791052e-24	3di_af_empirical	gamma	miller1987	coverage_confidence	0.1926771471593252	0.0132885796416777	14.499453843435695	6.214787736451242e-25	0.1662646562129706	0.2190896381056797	6.3923531003498486e-24	-0.0008881350710841784
3di_af_empirical__gamma__miller1987__coverage_confidence	3di_af_empirical	gamma	miller1987	coverage_confidence	rsa_centered	-0.1466506093218184	0.0292092928753858	-5.020683312926016	2.666370198277497e-06	-0.2046979410119579	-0.0886032776316788	5.332740396554994e-06	3di_af_empirical	gamma	miller1987	coverage_confidence	-0.1473053456323091	0.0293684905441154	-5.015761549305256	2.7637070858662416e-06	-0.2056784006555633	-0.088932290609055	5.527414171732483e-06	-0.0006547363104907056
3di_af_empirical__gamma__miller1987__coverage_confidence	3di_af_empirical	gamma	miller1987	coverage_confidence	aa_by_rsa	-0.0082712344577332	0.0416966992560193	-0.1983666478477714	0.8432157610443476	-0.0911346622861338	0.0745921933706674	0.937619488832068	3di_af_empirical	gamma	miller1987	coverage_confidence	-0.0037271788151685	0.0416950162848332	-0.0893914704267512	0.9289762687075976	-0.0866005384838943	0.0791461808535571	0.9836219315727504	0.004544055642564699
3di_af_empirical__gamma__miller1987__composition_adjusted	3di_af_empirical	gamma	miller1987	composition_adjusted	aa_log1p_rate	0.0946235118177369	0.0214922818855693	4.402674053948199	2.995669298001073e-05	0.0519121178544504	0.1373349057810233	5.676004985686243e-05	3di_af_empirical	gamma	miller1987	composition_adjusted	0.0954704585943213	0.021805904756114	4.378192955628349	3.3189453496496944e-05	0.0521288617135265	0.1388120554751162	6.28852803091521e-05	0.0008469467765843952
3di_af_empirical__gamma__miller1987__composition_adjusted	3di_af_empirical	gamma	miller1987	composition_adjusted	rsa_centered	-0.1893204963940246	0.0302126296482626	-6.266270053222971	1.3287964493589625e-08	-0.2493617490839146	-0.1292792437041346	3.8269337741538125e-08	3di_af_empirical	gamma	miller1987	composition_adjusted	-0.1895806897109425	0.0304116739431212	-6.233813043817126	1.5838246178503718e-08	-0.2500271846972767	-0.1291341947246082	4.561414899409071e-08	-0.0002601933169179005
3di_af_empirical__gamma__miller1987__composition_adjusted	3di_af_empirical	gamma	miller1987	composition_adjusted	aa_by_rsa	0.0041505842167385	0.0413011891508147	0.1004955136178363	0.9201795489585004	-0.0779268503881506	0.0862280188216277	0.974307757720765	3di_af_empirical	gamma	miller1987	composition_adjusted	0.0084000299680162	0.0413745232296314	0.2030242118173899	0.8395901842284021	-0.0738363150499986	0.090636374986031	0.9568617030391846	0.0042494457512777
3di_af_empirical__freerate__tien2013__coverage_confidence	3di_af_empirical	freerate	tien2013	coverage_confidence	aa_log1p_rate	0.2091361504210638	0.013887066510247	15.059778842907212	4.382319996773825e-26	0.1815385238930135	0.2367337769491141	8.342442245456881e-25	3di_af_empirical	freerate	tien2013	coverage_confidence	0.2087122670559668	0.0139594907631546	14.951280859531884	9.169794202808436e-26	0.1809662676083544	0.2364582665035792	1.807717968516941e-24	-0.0004238833650969942
3di_af_empirical__freerate__tien2013__coverage_confidence	3di_af_empirical	freerate	tien2013	coverage_confidence	rsa_centered	-0.2169436887993025	0.037166463153003	-5.83708188498355	8.711440366272624e-08	-0.2908042243348865	-0.1430831532637185	2.16284036679872e-07	3di_af_empirical	freerate	tien2013	coverage_confidence	-0.2180969416947951	0.0373624977215062	-5.837322315024363	8.93055941594718e-08	-0.2923589515869137	-0.1438349318026766	2.143334259827323e-07	-0.0011532528954925902
3di_af_empirical__freerate__tien2013__coverage_confidence	3di_af_empirical	freerate	tien2013	coverage_confidence	aa_by_rsa	0.0098968081972555	0.0519942473062047	0.1903442921093026	0.8494777618712952	-0.0934308325038904	0.1132244488984015	0.937619488832068	3di_af_empirical	freerate	tien2013	coverage_confidence	0.016518941347111	0.0518402068543463	0.3186511464648231	0.750754799903851	-0.0865190831158782	0.1195569658101003	0.916175349035208	0.006622133149855498
3di_af_empirical__freerate__tien2013__composition_adjusted	3di_af_empirical	freerate	tien2013	composition_adjusted	aa_log1p_rate	0.0978020865524578	0.023630720222984	4.138768756499097	7.976290786438542e-05	0.0508409957546606	0.144763177350255	0.0001367364134818	3di_af_empirical	freerate	tien2013	composition_adjusted	0.0990927452112375	0.0239936998781373	4.129948516257357	8.306088413779302e-05	0.0514026686274891	0.1467828217949859	0.0001423900870933	0.0012906586587796975
3di_af_empirical__freerate__tien2013__composition_adjusted	3di_af_empirical	freerate	tien2013	composition_adjusted	rsa_centered	-0.2673594762479256	0.0388689825249161	-6.878478902207966	8.439423418579357e-10	-0.3446034112759913	-0.19011554121986	2.8935166006557796e-09	3di_af_empirical	freerate	tien2013	composition_adjusted	-0.2678695698731805	0.0391605422320483	-6.840292667192956	1.047446154637285e-09	-0.3457053879251184	-0.1900337518212426	3.591243958756406e-09	-0.0005100936252548927
3di_af_empirical__freerate__tien2013__composition_adjusted	3di_af_empirical	freerate	tien2013	composition_adjusted	aa_by_rsa	0.0228247138964843	0.0513297636387456	0.4446682057046408	0.6576512912967983	-0.0791824051469742	0.1248318329399429	0.8768683883957311	3di_af_empirical	freerate	tien2013	composition_adjusted	0.0285756140192622	0.05135851273826	0.5563948894878051	0.5793692620532187	-0.0735049912294011	0.1306562192679255	0.802203593612149	0.005750900122777899
3di_af_empirical__freerate__miller1987__coverage_confidence	3di_af_empirical	freerate	miller1987	coverage_confidence	aa_log1p_rate	0.2070756617098312	0.0146904109337267	14.09597475822957	2.73288279478997e-24	0.1778815569510312	0.2362697664686313	1.9402525923269217e-23	3di_af_empirical	freerate	miller1987	coverage_confidence	0.2064361028722877	0.0147550692195003	13.990859670076	5.522124876572147e-24	0.1771088050961887	0.2357634006483866	3.9759299111319457e-23	-0.0006395588375434913
3di_af_empirical__freerate__miller1987__coverage_confidence	3di_af_empirical	freerate	miller1987	coverage_confidence	rsa_centered	-0.1842138605413853	0.0318048938814239	-5.791997333120412	1.0582780929451925e-07	-0.2474194038039701	-0.1210083172788006	2.457936215872705e-07	3di_af_empirical	freerate	miller1987	coverage_confidence	-0.1853596510701163	0.0319752381639529	-5.796974837831863	1.062383208753008e-07	-0.2489138992505721	-0.1218054028896605	2.393089251560515e-07	-0.0011457905287309833
3di_af_empirical__freerate__miller1987__coverage_confidence	3di_af_empirical	freerate	miller1987	coverage_confidence	aa_by_rsa	0.0164673525507421	0.0437322826161302	0.3765491203669373	0.7074150963686292	-0.0704413694582257	0.10337607455971	0.8910740105609404	3di_af_empirical	freerate	miller1987	coverage_confidence	0.0221813066700904	0.0435860504482004	0.5089083879359901	0.6121046810313512	-0.0644506881625118	0.1088133015026927	0.831538434608628	0.005713954119348302
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	aa_log1p_rate	0.0961611427635942	0.0241930280115035	3.9747460598098967	0.00014400647498	0.0480825833967566	0.1442397021304318	0.0002356469590583	3di_af_empirical	freerate	miller1987	composition_adjusted	0.0972146761454783	0.0245676283898573	3.9570232259623785	0.0001544865125079	0.048383854498795	0.1460454977921615	0.0002527961113766	0.0010535333818840892
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	rsa_centered	-0.2328721080774002	0.0329972252210612	-7.057323957311543	3.7219593337105023e-10	-0.2984471593267666	-0.1672970568280337	1.410426694879769e-09	3di_af_empirical	freerate	miller1987	composition_adjusted	-0.23328279156731	0.0332519263881039	-7.015617346331196	4.715264766375664e-10	-0.2993745958350955	-0.1671909872995245	1.7868371746265672e-09	-0.0004106834899098022
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	aa_by_rsa	0.0266262323764884	0.0430368398049635	0.6186846547551929	0.5377223316640674	-0.0589004431822782	0.112152907935255	0.759137409408095	3di_af_empirical	freerate	miller1987	composition_adjusted	0.0316239328037232	0.0430399691136681	0.7347573303364769	0.4644632182430109	-0.0539226662459414	0.1171705318533879	0.6824765655815671	0.0049977004272348
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	aa_log1p_rate	0.19595361895192	0.013197391496981	14.84790528467269	1.0763748818113904e-25	0.1697265765877604	0.2221806613160796	1.2916498581736685e-24	3di_llm	gamma	tien2013	coverage_confidence	0.1951971342856779	0.0132635611156293	14.71679683789169	2.467567986572709e-25	0.1688343703688901	0.2215598982024657	2.961081583887252e-24	-0.0007564846662421187
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	rsa_centered	-0.1900487639155899	0.035183672637349	-5.401618127660858	5.558245623680246e-07	-0.2599689199553314	-0.1201286078758484	1.21270813607569e-06	3di_llm	gamma	tien2013	coverage_confidence	-0.1913592073281812	0.0353727922089784	-5.40978518737376	5.481874428283736e-07	-0.261666462065676	-0.1210519525906864	1.1960453298073607e-06	-0.0013104434125913167
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	aa_by_rsa	-0.012048639055666	0.0500038772817398	-0.2409540961749756	0.810151201873484	-0.1114208375799291	0.0873235594685971	0.937619488832068	3di_llm	gamma	tien2013	coverage_confidence	-0.0085536688095383	0.0501614954502929	-0.1705226036973823	0.8649951007232959	-0.1082550725834329	0.0911477349643563	0.9568617030391846	0.0034949702461277
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	aa_log1p_rate	0.0807144619036523	0.0216415770740109	3.729601665702139	0.0003389332574807	0.0377063751255078	0.1237225486817968	0.0005305042291002	3di_llm	gamma	tien2013	composition_adjusted	0.0827988311287504	0.021839191587975	3.7912956070379695	0.0002758396778407	0.0393910730652808	0.12620658919222	0.0004317490609681	0.0020843692250981094
