taxon_id	species_name	species_taxid	study_role	lineage	assembly_accession	annotation_source_version	proteome_url	cds_url	genome_url	assembly_level	busco_complete_pct	contamination_status	ecology	ecology_source	structure_coverage	inclusion_reason	status
F1498855	Amoeboaphelidium occidentale	1498855	ingroup	Aphelidiomycota;Aphelidea;Amoeboaphelidium	GCA_023515795.1	A.N. Belozersky Institute of Physico-Chemical Biology, Lomonosov Moscow State University | Annotation submitted by A.N. Belozersky Institute of Physico-Chemical Biology, Lomonosov Moscow State University | 2022-05-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/515/795/GCA_023515795.1_ASM2351579v1/GCA_023515795.1_ASM2351579v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/515/795/GCA_023515795.1_ASM2351579v1/GCA_023515795.1_ASM2351579v1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/515/795/GCA_023515795.1_ASM2351579v1/GCA_023515795.1_ASM2351579v1_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad coverage of sparsely sampled phylum; quality exceptions subject to QC	provisional_file_QC_passed
F1243177	Amoeboaphelidium protococcarum	1243177	ingroup	Aphelidiomycota;Aphelidea;Amoeboaphelidium	GCA_023515745.1	A.N. Belozersky Institute of Physico-Chemical Biology, Lomonosov Moscow State University | Annotation submitted by A.N. Belozersky Institute of Physico-Chemical Biology, Lomonosov Moscow State University | 2022-05-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/515/745/GCA_023515745.1_ASM2351574v1/GCA_023515745.1_ASM2351574v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/515/745/GCA_023515745.1_ASM2351574v1/GCA_023515745.1_ASM2351574v1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/515/745/GCA_023515745.1_ASM2351574v1/GCA_023515745.1_ASM2351574v1_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad coverage of sparsely sampled phylum; quality exceptions subject to QC	provisional_file_QC_passed
F2871812	Acarospora aff. strigata	2871812	ingroup	Ascomycota;Lecanoromycetes;Acarosporales;Acarosporaceae;Acarospora	GCA_022814355.1	University of Graz | Annotation submitted by University of Graz | 2022-04-04	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/814/355/GCA_022814355.1_ASM2281435v1/GCA_022814355.1_ASM2281435v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/814/355/GCA_022814355.1_ASM2281435v1/GCA_022814355.1_ASM2281435v1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/814/355/GCA_022814355.1_ASM2281435v1/GCA_022814355.1_ASM2281435v1_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F318763	Pleopsidium flavum	318763	ingroup	Ascomycota;Lecanoromycetes;Acarosporales;Acarosporaceae;Pleopsidium	GCA_026027315.1	University of Alberta | Annotation submitted by University of Alberta | 2022-11-07	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/027/315/GCA_026027315.1_ASM2602731v1/GCA_026027315.1_ASM2602731v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/027/315/GCA_026027315.1_ASM2602731v1/GCA_026027315.1_ASM2602731v1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/027/315/GCA_026027315.1_ASM2602731v1/GCA_026027315.1_ASM2602731v1_genomic.fna.gz	Contig		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F470096	Pseudovirgaria hyperparasitica	470096	ingroup	Ascomycota;Dothideomycetes;Acrospermales;Acrospermaceae;Pseudovirgaria	GCF_010093815.1	DOE Joint Genome Institute | Annotation submitted by DOE Joint Genome Institute | 2020-04-21	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/093/815/GCF_010093815.1_Psehy1/GCF_010093815.1_Psehy1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/093/815/GCF_010093815.1_Psehy1/GCF_010093815.1_Psehy1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/093/815/GCF_010093815.1_Psehy1/GCF_010093815.1_Psehy1_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F4918	Pachysolen tannophilus	4918	ingroup	Ascomycota;Pichiomycetes;Alaninales;Pachysolenaceae;Pachysolen	GCA_001661245.1	JGI | Annotation submitted by JGI | 2016-09-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/661/245/GCA_001661245.1_Pacta1_2/GCA_001661245.1_Pacta1_2_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/661/245/GCA_001661245.1_Pacta1_2/GCA_001661245.1_Pacta1_2_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/661/245/GCA_001661245.1_Pacta1_2/GCA_001661245.1_Pacta1_2_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F1658444	Neoarthrinium moseri	1658444	ingroup	Ascomycota;Sordariomycetes;Amphisphaeriales;Apiosporaceae;Neoarthrinium	GCF_022829205.1	TU Wien | Annotation submitted by TU Wien | 2022-07-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/829/205/GCF_022829205.1_ASM2282920v1/GCF_022829205.1_ASM2282920v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/829/205/GCF_022829205.1_ASM2282920v1/GCF_022829205.1_ASM2282920v1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/829/205/GCF_022829205.1_ASM2282920v1/GCF_022829205.1_ASM2282920v1_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F393283	Pestalotiopsis fici	393283	ingroup	Ascomycota;Sordariomycetes;Amphisphaeriales;Sporocadaceae;Pestalotiopsis	GCF_000516985.1	Institute of microbiology, chinese academy of sciences | Annotation submitted by Institute of microbiology, chinese academy of sciences | 2024-01-05	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/516/985/GCF_000516985.1_PFICI/GCF_000516985.1_PFICI_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/516/985/GCF_000516985.1_PFICI/GCF_000516985.1_PFICI_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/516/985/GCF_000516985.1_PFICI/GCF_000516985.1_PFICI_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F1141098	Pseudomassariella vexata	1141098	ingroup	Ascomycota;Sordariomycetes;Amphisphaeriales;Pseudomassariaceae;Pseudomassariella	GCF_002105095.1	DOE Joint Genome Institute | Annotation submitted by DOE Joint Genome Institute | 2021-04-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/095/GCF_002105095.1_Pseve2/GCF_002105095.1_Pseve2_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/095/GCF_002105095.1_Pseve2/GCF_002105095.1_Pseve2_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/095/GCF_002105095.1_Pseve2/GCF_002105095.1_Pseve2_genomic.fna.gz	Contig		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F91480	Alyxoria varia	91480	ingroup	Ascomycota;Arthoniomycetes;Arthoniales;Lecanographaceae;Alyxoria	GCA_026054675.1	University of Alberta | Annotation submitted by University of Alberta | 2022-11-07	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/054/675/GCA_026054675.1_ASM2605467v1/GCA_026054675.1_ASM2605467v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/054/675/GCA_026054675.1_ASM2605467v1/GCA_026054675.1_ASM2605467v1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/054/675/GCA_026054675.1_ASM2605467v1/GCA_026054675.1_ASM2605467v1_genomic.fna.gz	Contig		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F2939400	Chrysothrix sp. TS-e1954	2939400	ingroup	Ascomycota;Arthoniomycetes;Arthoniales;Chrysotrichaceae;Chrysothrix	GCA_026023555.1	University of Alberta | Annotation submitted by University of Alberta | 2022-11-07	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/023/555/GCA_026023555.1_ASM2602355v1/GCA_026023555.1_ASM2602355v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/023/555/GCA_026023555.1_ASM2602355v1/GCA_026023555.1_ASM2602355v1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/023/555/GCA_026023555.1_ASM2602355v1/GCA_026023555.1_ASM2602355v1_genomic.fna.gz	Contig		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F1542792	Coniocarpon cinnabarinum	1542792	ingroup	Ascomycota;Arthoniomycetes;Arthoniales;Arthoniaceae;Coniocarpon	GCA_051942205.1	Royal Botanic Gardens Kew | Annotation submitted by Royal Botanic Gardens Kew | 2025-08-12	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/942/205/GCA_051942205.1_KEW_Coci211/GCA_051942205.1_KEW_Coci211_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/942/205/GCA_051942205.1_KEW_Coci211/GCA_051942205.1_KEW_Coci211_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/942/205/GCA_051942205.1_KEW_Coci211/GCA_051942205.1_KEW_Coci211_genomic.fna.gz	Contig		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F54195	Ascoidea rubescens	54195	ingroup	Ascomycota;Saccharomycetes;Ascoideales;Ascoideaceae;Ascoidea	GCF_001661345.1	DOE Joint Genome Institute | Annotation submitted by DOE Joint Genome Institute | 2025-07-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/345/GCF_001661345.1_Ascru1/GCF_001661345.1_Ascru1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/345/GCF_001661345.1_Ascru1/GCF_001661345.1_Ascru1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/345/GCF_001661345.1_Ascru1/GCF_001661345.1_Ascru1_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F43959	Saccharomycopsis crataegensis	43959	ingroup	Ascomycota;Saccharomycetes;Ascoideales;Saccharomycopsidaceae;Saccharomycopsis	GCF_037102585.1	Uemura Lab, Graduate School of Biostudies, Kyoto University | Annotation submitted by Uemura Lab, Graduate School of Biostudies, Kyoto University | 2025-07-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/102/585/GCF_037102585.1_ASM3710258v1/GCF_037102585.1_ASM3710258v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/102/585/GCF_037102585.1_ASM3710258v1/GCF_037102585.1_ASM3710258v1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/102/585/GCF_037102585.1_ASM3710258v1/GCF_037102585.1_ASM3710258v1_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F1176130	Aulographum hederae	1176130	ingroup	Ascomycota;Dothideomycetes;Aulographales;Aulographaceae;Aulographum	GCA_010015705.1	DOE Joint Genome Institute | Annotation submitted by DOE Joint Genome Institute | 2020-02-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/015/705/GCA_010015705.1_Aulhe2/GCA_010015705.1_Aulhe2_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/015/705/GCA_010015705.1_Aulhe2/GCA_010015705.1_Aulhe2_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/015/705/GCA_010015705.1_Aulhe2/GCA_010015705.1_Aulhe2_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F1504668	Rhizodiscina lignyota	1504668	ingroup	Ascomycota;Dothideomycetes;Aulographales;Rhizodiscinaceae;Rhizodiscina	GCA_010015805.1	DOE Joint Genome Institute | Annotation submitted by DOE Joint Genome Institute | 2020-02-11	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/015/805/GCA_010015805.1_Rhili1/GCA_010015805.1_Rhili1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/015/805/GCA_010015805.1_Rhili1/GCA_010015805.1_Rhili1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/015/805/GCA_010015805.1_Rhili1/GCA_010015805.1_Rhili1_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F1397036	Lambiella insularis	1397036	ingroup	Ascomycota;Lecanoromycetes;Baeomycetales;Xylographaceae;Lambiella	GCA_022814265.1	University of Graz | Annotation submitted by University of Graz | 2022-04-04	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/814/265/GCA_022814265.1_ASM2281426v1/GCA_022814265.1_ASM2281426v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/814/265/GCA_022814265.1_ASM2281426v1/GCA_022814265.1_ASM2281426v1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/814/265/GCA_022814265.1_ASM2281426v1/GCA_022814265.1_ASM2281426v1_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F223409	Ptychographa xylographoides	223409	ingroup	Ascomycota;Lecanoromycetes;Baeomycetales;Xylographaceae;Ptychographa	GCA_022814105.1	University of Graz | Annotation submitted by University of Graz | 2022-04-04	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/814/105/GCA_022814105.1_ASM2281410v1/GCA_022814105.1_ASM2281410v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/814/105/GCA_022814105.1_ASM2281410v1/GCA_022814105.1_ASM2281410v1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/814/105/GCA_022814105.1_ASM2281410v1/GCA_022814105.1_ASM2281410v1_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F1590129	Xylographa bjoerkii	1590129	ingroup	Ascomycota;Lecanoromycetes;Baeomycetales;Xylographaceae;Xylographa	GCA_022813905.1	University of Graz | Annotation submitted by University of Graz | 2022-04-04	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/813/905/GCA_022813905.1_ASM2281390v1/GCA_022813905.1_ASM2281390v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/813/905/GCA_022813905.1_ASM2281390v1/GCA_022813905.1_ASM2281390v1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/813/905/GCA_022813905.1_ASM2281390v1/GCA_022813905.1_ASM2281390v1_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F462254	Aplosporella prunicola	462254	ingroup	Ascomycota;Dothideomycetes;Botryosphaeriales;Aplosporellaceae;Aplosporella	GCF_010093885.1	DOE Joint Genome Institute | Annotation submitted by DOE Joint Genome Institute | 2020-04-21	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/093/885/GCF_010093885.1_Aplpr1/GCF_010093885.1_Aplpr1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/093/885/GCF_010093885.1_Aplpr1/GCF_010093885.1_Aplpr1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/093/885/GCF_010093885.1_Aplpr1/GCF_010093885.1_Aplpr1_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F236234	Diplodia corticola	236234	ingroup	Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;Diplodia	GCF_001883845.1	University of Aveiro | Annotation submitted by University of Aveiro | 2023-12-28	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/883/845/GCF_001883845.1_ASM188384v1/GCF_001883845.1_ASM188384v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/883/845/GCF_001883845.1_ASM188384v1/GCF_001883845.1_ASM188384v1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/883/845/GCF_001883845.1_ASM188384v1/GCF_001883845.1_ASM188384v1_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F121624	Phyllosticta capitalensis	121624	ingroup	Ascomycota;Dothideomycetes;Botryosphaeriales;Phyllostictaceae;Phyllosticta	GCF_038381095.1	DOE Joint Genome Institute | Annotation submitted by DOE Joint Genome Institute | 2024-07-31	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/381/095/GCF_038381095.1_Phycap1/GCF_038381095.1_Phycap1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/381/095/GCF_038381095.1_Phycap1/GCF_038381095.1_Phycap1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/381/095/GCF_038381095.1_Phycap1/GCF_038381095.1_Phycap1_genomic.fna.gz	Contig		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F3058885	Dirinaria sp. TL-2023a	3058885	ingroup	Ascomycota;Lecanoromycetes;Caliciales;Caliciaceae;Dirinaria	GCA_051941275.1	Royal Botanic Gardens Kew | Annotation submitted by Royal Botanic Gardens Kew | 2025-08-12	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/275/GCA_051941275.1_KEW_Dile/GCA_051941275.1_KEW_Dile_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/275/GCA_051941275.1_KEW_Dile/GCA_051941275.1_KEW_Dile_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/275/GCA_051941275.1_KEW_Dile/GCA_051941275.1_KEW_Dile_genomic.fna.gz	Contig		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F116794	Heterodermia speciosa	116794	ingroup	Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Heterodermia	GCA_905337345.1	Spribille Lab | Annotation submitted by Spribille Lab | 2021-03-26	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/337/345/GCA_905337345.1_GTX0163_lecanoromycete/GCA_905337345.1_GTX0163_lecanoromycete_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/337/345/GCA_905337345.1_GTX0163_lecanoromycete/GCA_905337345.1_GTX0163_lecanoromycete_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/337/345/GCA_905337345.1_GTX0163_lecanoromycete/GCA_905337345.1_GTX0163_lecanoromycete_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F116821	Physcia stellaris	116821	ingroup	Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Physcia	GCA_018902385.1	The Field Museum | Annotation submitted by The Field Museum | 2021-06-16	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/902/385/GCA_018902385.1_ASM1890238v1/GCA_018902385.1_ASM1890238v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/902/385/GCA_018902385.1_ASM1890238v1/GCA_018902385.1_ASM1890238v1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/902/385/GCA_018902385.1_ASM1890238v1/GCA_018902385.1_ASM1890238v1_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F41990	Pleurostoma richardsiae	41990	ingroup	Ascomycota;Sordariomycetes;Calosphaeriales;Pleurostomataceae;Pleurostoma	GCA_030052745.1	University of Ljubljana, Biotechnical Faculty | Annotation submitted by University of Ljubljana, Biotechnical Faculty | 2023-05-19	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/052/745/GCA_030052745.1_ASM3005274v1/GCA_030052745.1_ASM3005274v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/052/745/GCA_030052745.1_ASM3005274v1/GCA_030052745.1_ASM3005274v1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/052/745/GCA_030052745.1_ASM3005274v1/GCA_030052745.1_ASM3005274v1_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F460848	Candelaria pacifica	460848	ingroup	Ascomycota;Candelariomycetes;Candelariales;Candelariaceae;Candelaria	GCA_026023815.1	University of Alberta | Annotation submitted by University of Alberta | 2022-11-07	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/023/815/GCA_026023815.1_ASM2602381v1/GCA_026023815.1_ASM2602381v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/023/815/GCA_026023815.1_ASM2602381v1/GCA_026023815.1_ASM2602381v1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/023/815/GCA_026023815.1_ASM2602381v1/GCA_026023815.1_ASM2602381v1_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F460854	Candelina submexicana	460854	ingroup	Ascomycota;Candelariomycetes;Candelariales;Candelariaceae;Candelina	GCA_026023795.1	University of Alberta | Annotation submitted by University of Alberta | 2022-11-07	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/023/795/GCA_026023795.1_ASM2602379v1/GCA_026023795.1_ASM2602379v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/023/795/GCA_026023795.1_ASM2602379v1/GCA_026023795.1_ASM2602379v1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/023/795/GCA_026023795.1_ASM2602379v1/GCA_026023795.1_ASM2602379v1_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F1453791	Pycnora praestabilis	1453791	ingroup	Ascomycota;Candelariomycetes;Candelariales;Pycnoraceae;Pycnora	GCA_026026765.1	University of Alberta | Annotation submitted by University of Alberta | 2022-11-07	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/026/765/GCA_026026765.1_ASM2602676v1/GCA_026026765.1_ASM2602676v1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/026/765/GCA_026026765.1_ASM2602676v1/GCA_026026765.1_ASM2602676v1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/026/765/GCA_026026765.1_ASM2602676v1/GCA_026026765.1_ASM2602676v1_genomic.fna.gz	Contig		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F147573	Piedraia hortae	147573	ingroup	Ascomycota;Dothideomycetes;Capnodiales;Piedraiaceae;Piedraia	GCA_010093745.1	DOE Joint Genome Institute | Annotation submitted by DOE Joint Genome Institute | 2020-02-24	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/093/745/GCA_010093745.1_Pieho1_1/GCA_010093745.1_Pieho1_1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/093/745/GCA_010093745.1_Pieho1_1/GCA_010093745.1_Pieho1_1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/093/745/GCA_010093745.1_Pieho1_1/GCA_010093745.1_Pieho1_1_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F705562	Polychaeton citri	705562	ingroup	Ascomycota;Dothideomycetes;Capnodiales;Capnodiaceae;Polychaeton	GCA_010093785.1	DOE Joint Genome Institute | Annotation submitted by DOE Joint Genome Institute | 2020-02-21	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/093/785/GCA_010093785.1_Polci1/GCA_010093785.1_Polci1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/093/785/GCA_010093785.1_Polci1/GCA_010093785.1_Polci1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/093/785/GCA_010093785.1_Polci1/GCA_010093785.1_Polci1_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
F1093897	Phialemonium atrogriseum	1093897	ingroup	Ascomycota;Sordariomycetes;Cephalothecales;Cephalothecaceae;Phialemonium	GCF_030411735.1	DOE Joint Genome Institute | Annotation submitted by DOE Joint Genome Institute | 2023-10-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/411/735/GCF_030411735.1_Phiatr1/GCF_030411735.1_Phiatr1_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/411/735/GCF_030411735.1_Phiatr1/GCF_030411735.1_Phiatr1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/411/735/GCF_030411735.1_Phiatr1/GCF_030411735.1_Phiatr1_genomic.fna.gz	Scaffold		not_assessed	unknown		not_assessed	Broad order/family/genus coverage within Dikarya	provisional_file_QC_passed
