model_id	alphabet_model	rate_model	rsa_scale	controls	term	coefficient_baseline	marker_cluster_standard_error_baseline	t_statistic_baseline	p_value_conditional_cluster_t_baseline	ci95_lower_baseline	ci95_upper_baseline	bh_q_across_all_72_focal_tests_baseline	coefficient_sensitivity	marker_cluster_standard_error_sensitivity	t_statistic_sensitivity	p_value_conditional_cluster_t_sensitivity	ci95_lower_sensitivity	ci95_upper_sensitivity	bh_q_across_all_72_focal_tests_sensitivity	coefficient_change	coefficient_sign_changed
3di_af_empirical__freerate__tien2013__coverage_confidence	3di_af_empirical	freerate	tien2013	coverage_confidence	aa_by_rsa	0.016518941347111044	0.05184020685434634	0.3186511464648231	0.750754799903851	-0.08651908311587823	0.11955696581010032	0.916175349035208	0.02561107311247632	0.05118466567780276	0.5003661306238261	0.6180806925327651	-0.07612399227909229	0.12734613850404494	0.7946751761135551	0.009092131765365278	False
3di_af_empirical__freerate__tien2013__coverage_confidence	3di_af_empirical	freerate	tien2013	coverage_confidence	aa_log1p_rate	0.20871226705596685	0.013959490763154692	14.951280859531883	9.169794202808436e-26	0.18096626760835444	0.23645826650357926	1.8077179685169415e-24	0.2085024026078809	0.014032545793948178	14.858487238844559	1.3555976122127112e-25	0.1806111983760516	0.23639360683971017	2.44007570198288e-24	-0.00020986444808596127	False
3di_af_empirical__freerate__tien2013__coverage_confidence	3di_af_empirical	freerate	tien2013	coverage_confidence	rsa_centered	-0.21809694169479518	0.03736249772150622	-5.837322315024363	8.93055941594718e-08	-0.2923589515869137	-0.14383493180267665	2.143334259827323e-07	-0.22426074381433037	0.03713859898919548	-6.038481523753044	3.73254292255878e-08	-0.29807773073187077	-0.15044375689678996	8.958103014141072e-08	-0.006163802119535183	False
3di_af_empirical__gamma__miller1987__composition_adjusted	3di_af_empirical	gamma	miller1987	composition_adjusted	aa_by_rsa	0.008400029968016216	0.041374523229631456	0.2030242118173899	0.8395901842284021	-0.07383631504999864	0.09063637498603107	0.9568617030391846	0.01106168213120321	0.0412866794824199	0.26792375337215807	0.7893922058956283	-0.07100006392736814	0.09312342818977455	0.9281559365113959	0.002661652163186994	False
3di_af_empirical__gamma__miller1987__composition_adjusted	3di_af_empirical	gamma	miller1987	composition_adjusted	aa_log1p_rate	0.09547045859432135	0.021805904756114075	4.378192955628349	3.3189453496496944e-05	0.05212886171352652	0.1388120554751162	6.28852803091521e-05	0.09671296688172078	0.02203280686571596	4.389498236478009	3.180870615569324e-05	0.05292037748877121	0.14050555627467035	6.0269127452892446e-05	0.001242508287399427	False
3di_af_empirical__gamma__miller1987__composition_adjusted	3di_af_empirical	gamma	miller1987	composition_adjusted	rsa_centered	-0.1895806897109425	0.03041167394312122	-6.233813043817126	1.5838246178503718e-08	-0.25002718469727675	-0.12913419472460821	4.561414899409071e-08	-0.19202717569795738	0.030316607557023877	-6.334058826890996	1.0164370897489279e-08	-0.25228471594798385	-0.13176963544793094	2.9273388184769125e-08	-0.0024464859870148847	False
3di_af_empirical__gamma__miller1987__coverage_confidence	3di_af_empirical	gamma	miller1987	coverage_confidence	aa_by_rsa	-0.003727178815168583	0.041695016284833256	-0.08939147042675123	0.9289762687075975	-0.08660053848389432	0.07914618085355715	0.9836219315727504	-0.0011189631627455641	0.041616739450462625	-0.02688733373928758	0.9786111749521345	-0.08383673914721966	0.08159881282172853	0.9995786905329904	0.002608215652423019	False
3di_af_empirical__gamma__miller1987__coverage_confidence	3di_af_empirical	gamma	miller1987	coverage_confidence	aa_log1p_rate	0.1926771471593252	0.01328857964167771	14.499453843435697	6.214787736451242e-25	0.16626465621297068	0.21908963810567975	6.3923531003498486e-24	0.193018874180655	0.013371530577100034	14.435062094627927	8.18027453542899e-25	0.16644150926808948	0.2195962390932205	8.413996665012675e-24	0.00034172702132978516	False
3di_af_empirical__gamma__miller1987__coverage_confidence	3di_af_empirical	gamma	miller1987	coverage_confidence	rsa_centered	-0.14730534563230918	0.029368490544115434	-5.015761549305256	2.7637070858662416e-06	-0.2056784006555633	-0.08893229060905504	5.527414171732483e-06	-0.1492129503721844	0.029274720745040454	-5.096989709029527	1.9892778470667423e-06	-0.20739962776623416	-0.09102627297813465	3.978555694133485e-06	-0.0019076047398752238	False
3di_af_empirical__gamma__tien2013__composition_adjusted	3di_af_empirical	gamma	tien2013	composition_adjusted	aa_by_rsa	0.0026238793942545986	0.04921396406009383	0.05331574979513235	0.9576025670088443	-0.09519420314141477	0.10044196192992397	0.9849626403519541	0.006388080704282423	0.0491070221377682	0.1300848723093179	0.8967995818625396	-0.09121744318092345	0.10399360458948831	0.978326816577316	0.0037642013100278246	False
3di_af_empirical__gamma__tien2013__composition_adjusted	3di_af_empirical	gamma	tien2013	composition_adjusted	aa_log1p_rate	0.09632371847493358	0.021289718964230826	4.524424142787817	1.9067269400686288e-05	0.054008096748924504	0.13863934020094265	3.710387559052467e-05	0.09761350456324984	0.021524476592627063	4.535000149396716	1.831102177725722e-05	0.0548312766308742	0.14039573249562548	3.563225859358162e-05	0.0012897860883162582	False
3di_af_empirical__gamma__tien2013__composition_adjusted	3di_af_empirical	gamma	tien2013	composition_adjusted	rsa_centered	-0.21679213976110992	0.03567038314660276	-6.077650998872357	3.1454566522388724e-08	-0.28769088871075277	-0.14589339081146707	8.0883171057571e-08	-0.21998178146758823	0.03556832043408945	-6.184767196843878	1.9659571950346936e-08	-0.2906776697245982	-0.14928589321057828	5.0553185015177837e-08	-0.0031896417064783134	False
3di_af_empirical__gamma__tien2013__coverage_confidence	3di_af_empirical	gamma	tien2013	coverage_confidence	aa_by_rsa	-0.01259920430410782	0.049435073545262866	-0.25486367068053334	0.7994298905076449	-0.11085676588363706	0.08565835727542141	0.9354250052061475	-0.008939181425855383	0.049342520642738315	-0.18116588511111972	0.8566587643288949	-0.10701278408984172	0.08913442123813095	0.9633780840579239	0.0036600228782524367	False
3di_af_empirical__gamma__tien2013__coverage_confidence	3di_af_empirical	gamma	tien2013	coverage_confidence	aa_log1p_rate	0.1935327277007391	0.012552019580984763	15.41845329766093	1.3026322077086776e-26	0.1685842296309056	0.21848122577057258	6.813663901672266e-25	0.19394145283506808	0.01263062363729619	15.354859617730222	1.6962357020348574e-26	0.1688367206919435	0.21904618497819267	7.388793620081413e-25	0.00040872513432899105	False
3di_af_empirical__gamma__tien2013__coverage_confidence	3di_af_empirical	gamma	tien2013	coverage_confidence	rsa_centered	-0.17261263218459205	0.03425765060005851	-5.038659369837149	2.519707795532329e-06	-0.24070342222505314	-0.10452184214413097	5.183398893666506e-06	-0.17515023453464454	0.03416310206574432	-5.126883214456963	1.7614418518361993e-06	-0.2430530991252906	-0.10724736994399846	3.6235375237773242e-06	-0.002537602350052487	False
3di_llm__freerate__miller1987__composition_adjusted	3di_llm	freerate	miller1987	composition_adjusted	aa_by_rsa	0.0174536149365955	0.042105230783942786	0.4145236734636684	0.6795109500345642	-0.06623509046778825	0.10114232034097925	0.8583296210962916	0.023666786547139988	0.0415317055799679	0.569848654579581	0.5702489402938257	-0.05888197541212322	0.10621554850640319	0.7746778056821783	0.00621317161054449	False
3di_llm__freerate__miller1987__composition_adjusted	3di_llm	freerate	miller1987	composition_adjusted	aa_log1p_rate	0.09364736100418022	0.022935194603652825	4.083129121968089	9.840785991211579e-05	0.048061178270102915	0.13923354373825753	0.00016477595148075202	0.09448215651187394	0.023044720268953735	4.099948075271802	9.260508873807209e-05	0.048678279658397994	0.1402860333653499	0.00015875158069383785	0.0008347955076937197	False
