model_id	alphabet_model	rate_model	rsa_scale	controls	contrast	baseline_mean_rsa	baseline_mean_aa_log1p_rate	baseline_estimate	sensitivity_estimate	sensitivity_minus_baseline	paired_draws	excluded_singular_draws	percentile_lower	percentile_upper
3di_llm__gamma__miller1987__composition_adjusted	3di_llm	gamma	miller1987	composition_adjusted	interaction	0.30986614762374826	0.6052395704588825	0.016286816642075458	0.019532309402596294	0.0032454927605208364	2000	0	-0.0028279609019969533	0.00930359038164359
3di_llm__gamma__miller1987__composition_adjusted	3di_llm	gamma	miller1987	composition_adjusted	aa_at_baseline_mean_RSA	0.30986614762374826	0.6052395704588825	0.0802965136882042	0.07870484720299216	-0.0015916664852120427	2000	0	-0.005709873521515617	0.0019269705006645607
3di_llm__gamma__miller1987__composition_adjusted	3di_llm	gamma	miller1987	composition_adjusted	rsa_at_baseline_mean_aa_log_rate	0.30986614762374826	0.6052395704588825	-0.2021119786242231	-0.20015213944844606	0.001959839175777023	2000	0	-0.0018742737380018943	0.007164703874310079
3di_llm__freerate__tien2013__coverage_confidence	3di_llm	freerate	tien2013	coverage_confidence	aa_at_RSA_025	0.2650488784086919	0.6166660904694471	0.20976551493216733	0.2103858540367537	0.0006203391045863649	2000	0	-0.0007104464156997469	0.001989266581694682
3di_llm__freerate__tien2013__coverage_confidence	3di_llm	freerate	tien2013	coverage_confidence	rsa_at_aa_log_rate_0	0.2650488784086919	0.6166660904694471	-0.21912976258057795	-0.22456346321788667	-0.005433700637308719	2000	0	-0.013987618409263767	0.0005802492091192629
3di_llm__freerate__tien2013__coverage_confidence	3di_llm	freerate	tien2013	coverage_confidence	interaction	0.2650488784086919	0.6166660904694471	-0.008108435988321259	-0.0009557970285117116	0.007152638959809547	2000	0	-0.000808794564815922	0.01893511995372728
3di_llm__freerate__tien2013__coverage_confidence	3di_llm	freerate	tien2013	coverage_confidence	aa_at_baseline_mean_RSA	0.2650488784086919	0.6166660904694471	0.2096434920648944	0.21037147036348824	0.0007279782985938343	2000	0	-0.0006575162710462147	0.002183218920682736
3di_llm__freerate__tien2013__coverage_confidence	3di_llm	freerate	tien2013	coverage_confidence	rsa_at_baseline_mean_aa_log_rate	0.2650488784086919	0.6166660904694471	-0.2241299601013178	-0.2251528708347413	-0.0010229107334235044	2000	0	-0.002710929575242355	0.0005045010730380634
3di_llm__freerate__tien2013__composition_adjusted	3di_llm	freerate	tien2013	composition_adjusted	aa_at_RSA_025	0.2650488784086919	0.6166660904694471	0.09291636874413176	0.09397615108565943	0.0010597823415276764	2000	0	-0.005384867247290495	0.007183287030455554
3di_llm__freerate__tien2013__composition_adjusted	3di_llm	freerate	tien2013	composition_adjusted	rsa_at_aa_log_rate_0	0.2650488784086919	0.6166660904694471	-0.27606282327505927	-0.282475272177382	-0.006412448902322732	2000	0	-0.014864317168370993	-0.0003433401471164348
3di_llm__freerate__tien2013__composition_adjusted	3di_llm	freerate	tien2013	composition_adjusted	interaction	0.2650488784086919	0.6166660904694471	0.008850293997911448	0.016647547822156026	0.007797253824244578	2000	0	-0.0006810062972683252	0.019957322187870344
3di_llm__freerate__tien2013__composition_adjusted	3di_llm	freerate	tien2013	composition_adjusted	aa_at_baseline_mean_RSA	0.2650488784086919	0.6166660904694471	0.0930495557423875	0.09422667800863795	0.001177122266250441	2000	0	-0.005253656627958621	0.007300952431349476
3di_llm__freerate__tien2013__composition_adjusted	3di_llm	freerate	tien2013	composition_adjusted	rsa_at_baseline_mean_aa_log_rate	0.2650488784086919	0.6166660904694471	-0.270605147075862	-0.27220929394598986	-0.0016041468701278871	2000	0	-0.0033902539756279133	2.421061345574241e-05
3di_llm__freerate__miller1987__coverage_confidence	3di_llm	freerate	miller1987	coverage_confidence	aa_at_RSA_025	0.30986614762374826	0.6166660904694471	0.2084306396345947	0.20885718930116356	0.00042654966656885396	2000	0	-0.0008380694836224896	0.001712858215328204
3di_llm__freerate__miller1987__coverage_confidence	3di_llm	freerate	miller1987	coverage_confidence	rsa_at_aa_log_rate_0	0.30986614762374826	0.6166660904694471	-0.18629601660980555	-0.19071696745154829	-0.004420950841742738	2000	0	-0.011615214095970805	0.0006815024601437988
3di_llm__freerate__miller1987__coverage_confidence	3di_llm	freerate	miller1987	coverage_confidence	interaction	0.30986614762374826	0.6166660904694471	0.0011678082068195535	0.006788398101776623	0.005620589894957069	2000	0	-0.0011332048442902433	0.01560418912647927
3di_llm__freerate__miller1987__coverage_confidence	3di_llm	freerate	miller1987	coverage_confidence	aa_at_baseline_mean_RSA	0.30986614762374826	0.6166660904694471	0.2085005518131004	0.2092635845440533	0.0007630327309529061	2000	0	-0.000619190321303662	0.0022248078500344873
3di_llm__freerate__miller1987__coverage_confidence	3di_llm	freerate	miller1987	coverage_confidence	rsa_at_baseline_mean_aa_log_rate	0.30986614762374826	0.6166660904694471	-0.185575868888488	-0.1865307925335755	-0.0009549236450874798	2000	0	-0.002377266465274867	0.0003078354737952313
3di_llm__freerate__miller1987__composition_adjusted	3di_llm	freerate	miller1987	composition_adjusted	aa_at_RSA_025	0.30986614762374826	0.6166660904694471	0.09175433924397716	0.09260111035023877	0.0008467711062616068	2000	0	-0.005630248632235935	0.007040421382430722
3di_llm__freerate__miller1987__composition_adjusted	3di_llm	freerate	miller1987	composition_adjusted	rsa_at_aa_log_rate_0	0.30986614762374826	0.6166660904694471	-0.23947984531469257	-0.2447758111136118	-0.005295965798919222	2000	0	-0.01241906126699907	-0.00015443169816992163
3di_llm__freerate__miller1987__composition_adjusted	3di_llm	freerate	miller1987	composition_adjusted	interaction	0.30986614762374826	0.6166660904694471	0.014339281355671899	0.02051966555565877	0.00618038419998687	2000	0	-0.0008402099203865798	0.01640895726003946
3di_llm__freerate__miller1987__composition_adjusted	3di_llm	freerate	miller1987	composition_adjusted	aa_at_baseline_mean_RSA	0.30986614762374826	0.6166660904694471	0.09261277677843428	0.09382954367758378	0.001216766899149499	2000	0	-0.00521848194116565	0.007381678416173284
3di_llm__freerate__miller1987__composition_adjusted	3di_llm	freerate	miller1987	composition_adjusted	rsa_at_baseline_mean_aa_log_rate	0.30986614762374826	0.6166660904694471	-0.23063729674094896	-0.23212202917766314	-0.0014847324367141812	2000	0	-0.0030422313422596753	-0.00013913162185728487
