model_id	alphabet_model	rate_model	rsa_scale	controls	contrast	baseline_mean_rsa	baseline_mean_aa_log1p_rate	baseline_estimate	sensitivity_estimate	sensitivity_minus_baseline	paired_draws	excluded_singular_draws	percentile_lower	percentile_upper
3di_af_empirical__gamma__miller1987__coverage_confidence	3di_af_empirical	gamma	miller1987	coverage_confidence	rsa_at_baseline_mean_aa_log_rate	0.30986614762374826	0.6052395704588825	-0.15165668771218155	-0.15199396237462443	-0.00033727466244287685	2000	0	-0.0010475522638118803	0.0003291139640783214
3di_af_empirical__gamma__miller1987__composition_adjusted	3di_af_empirical	gamma	miller1987	composition_adjusted	aa_at_RSA_025	0.30986614762374826	0.6052395704588825	0.09462351181773693	0.09585317131842534	0.0012296595006884153	2000	0	-0.002849922447801135	0.005524796079351975
3di_af_empirical__gamma__miller1987__composition_adjusted	3di_af_empirical	gamma	miller1987	composition_adjusted	rsa_at_aa_log_rate_0	0.30986614762374826	0.6052395704588825	-0.18932049639402465	-0.19174401236890162	-0.002423515974876972	2000	0	-0.0056896567604448	0.0002382760610512335
3di_af_empirical__gamma__miller1987__composition_adjusted	3di_af_empirical	gamma	miller1987	composition_adjusted	interaction	0.30986614762374826	0.6052395704588825	0.004150584216738537	0.006768102867680043	0.0026175186509415057	2000	0	-0.0015009084986091752	0.008058693481420218
3di_af_empirical__gamma__miller1987__composition_adjusted	3di_af_empirical	gamma	miller1987	composition_adjusted	aa_at_baseline_mean_RSA	0.30986614762374826	0.6052395704588825	0.094871991305181	0.0962583515638346	0.0013863602586536017	2000	0	-0.0026074493752455173	0.005567137005007609
3di_af_empirical__gamma__miller1987__composition_adjusted	3di_af_empirical	gamma	miller1987	composition_adjusted	rsa_at_baseline_mean_aa_log_rate	0.30986614762374826	0.6052395704588825	-0.18680839858553241	-0.18764768869644544	-0.0008392901109130213	2000	0	-0.002243517246391457	0.000490097672997182
3di_af_empirical__freerate__tien2013__coverage_confidence	3di_af_empirical	freerate	tien2013	coverage_confidence	aa_at_RSA_025	0.2650488784086919	0.6166660904694471	0.20913615042106387	0.20892625808373613	-0.00020989233732773838	2000	0	-0.0017911092793668876	0.0012927751348455574
3di_af_empirical__freerate__tien2013__coverage_confidence	3di_af_empirical	freerate	tien2013	coverage_confidence	rsa_at_aa_log_rate_0	0.2650488784086919	0.6166660904694471	-0.2169436887993025	-0.22307450083625316	-0.00613081203695065	2000	0	-0.01488837409815281	-0.0003996650738580878
3di_af_empirical__freerate__tien2013__coverage_confidence	3di_af_empirical	freerate	tien2013	coverage_confidence	interaction	0.2650488784086919	0.6166660904694471	0.009896808197255559	0.018945275769973294	0.009048467572717735	2000	0	0.0008492894776515868	0.021673658708762936
3di_af_empirical__freerate__tien2013__coverage_confidence	3di_af_empirical	freerate	tien2013	coverage_confidence	aa_at_baseline_mean_RSA	0.2650488784086919	0.6166660904694471	0.20928508628425851	0.2092113632352176	-7.372304904090798e-05	2000	0	-0.0016137811014586116	0.0014546711636760235
