taxon_id	species_name	study_role	lineage	candidate_proteins	TFIIB_hit_proteins	BRF1_hit_proteins	Zn_Ribbon_TF_hit_proteins	unresolved_gene_candidates
F400354	Loxospora ochrophaea	ingroup	Ascomycota;Lecanoromycetes;Sarrameanales;Sarrameanaceae;Loxospora	2	2	1	1	0
F1042397	Schaereria dolodes	ingroup	Ascomycota;Lecanoromycetes;Sarrameanales;Schaereria	2	2	1	1	0
F4897	Schizosaccharomyces japonicus	ingroup	Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces	3	3	1	2	0
F2545709	Schizosaccharomyces osmophilus	ingroup	Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces	2	2	1	2	0
F4896	Schizosaccharomyces pombe	ingroup	Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces	3	3	1	2	0
F241526	Candida africana	ingroup	Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Candida	1	1	0	1	0
F5476	Candida albicans	ingroup	Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Candida	3	3	1	3	0
F42374	Candida dubliniensis	ingroup	Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Candida	3	3	1	3	0
F5479	Candida maltosa	ingroup	Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Candida	3	3	1	3	0
F5482	Candida tropicalis	ingroup	Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Candida	3	3	1	2	0
F5486	Candida viswanathii	ingroup	Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Candida	6	6	2	6	0
F2609844	Podospora pseudoanserina	ingroup	Ascomycota;Sordariomycetes;Sordariales;Podosporaceae;Podospora	2	2	1	1	0
F72144	Remersonia thermophila	ingroup	Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Remersonia	2	2	1	1	0
F5147	Sordaria macrospora	ingroup	Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Sordaria	2	2	1	1	0
F2754530	Protomyces lactucae-debilis	ingroup	Ascomycota;Taphrinomycetes;Taphrinales;Protomycetaceae;Protomyces	2	2	1	2	0
F5011	Taphrina deformans	ingroup	Ascomycota;Taphrinomycetes;Taphrinales;Taphrinaceae;Taphrina	1	1	0	1	0
F1145299	Brigantiaea leucoxantha	ingroup	Ascomycota;Lecanoromycetes;Teloschistales;Brigantiaeaceae;Brigantiaea	2	2	0	1	0
F1145321	Letrouitia subvulpina	ingroup	Ascomycota;Lecanoromycetes;Teloschistales;Letrouitiaceae;Letrouitia	2	2	1	1	0
F116982	Xanthoria calcicola	ingroup	Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Xanthoria	2	2	1	1	0
F3342545	Pseudogymnoascus australis	ingroup	Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Pseudogymnoascus	2	2	1	1	0
F655981	Pseudogymnoascus destructans	ingroup	Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Pseudogymnoascus	2	2	1	1	0
F342668	Pseudogymnoascus verrucosus	ingroup	Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Pseudogymnoascus	2	2	1	1	0
F1116844	Thelocarpon impressellum	ingroup	Ascomycota;Thelocarpales;Thelocarpaceae;Thelocarpon	2	2	1	1	0
F2939404	Thelocarpon superellum	ingroup	Ascomycota;Thelocarpales;Thelocarpaceae;Thelocarpon	3	2	1	1	0
F1093900	Thyridium curvatum	ingroup	Ascomycota;Sordariomycetes;Thyridiales;Thyridiaceae;Thyridium	2	2	1	1	0
F223192	Phaeoacremonium minimum	ingroup	Ascomycota;Sordariomycetes;Togniniales;Togniniaceae;Phaeoacremonium	2	2	1	1	0
F2918522	Lignoscripta atroalba	ingroup	Ascomycota;Lecanoromycetes;Trapeliales;Trapeliaceae;Lignoscripta	2	2	1	1	0
F129515	Trapelia coarctata	ingroup	Ascomycota;Lecanoromycetes;Trapeliales;Trapeliaceae;Trapelia	2	2	1	1	0
F51930	Tortispora caseinolytica	ingroup	Ascomycota;Trigonopsidomycetes;Trigonopsidales;Trigonopsidaceae;Tortispora	2	2	1	2	0
F2939406	Bogoriella megaspora	ingroup	Ascomycota;Dothideomycetes;Trypetheliales;Trypetheliaceae;Bogoriella	2	2	1	1	0
F364730	Trypethelium subeluteriae	ingroup	Ascomycota;Dothideomycetes;Trypetheliales;Trypetheliaceae;Trypethelium	2	2	1	1	0
F1048519	Viridothelium virens	ingroup	Ascomycota;Dothideomycetes;Trypetheliales;Trypetheliaceae;Viridothelium	2	2	1	1	0
F318760	Hypocenomyce scalaris	ingroup	Ascomycota;Lecanoromycetes;Umbilicariales;Ophioparmaceae;Hypocenomyce	2	2	1	1	0
F136370	Lasallia pustulata	ingroup	Ascomycota;Lecanoromycetes;Umbilicariales;Umbilicariaceae;Lasallia	2	2	1	1	0
F87287	Umbilicaria vellea	ingroup	Ascomycota;Lecanoromycetes;Umbilicariales;Umbilicariaceae;Umbilicaria	2	2	1	1	0
F1048955	Tothia fuscella	ingroup	Ascomycota;Dothideomycetes;Venturiales;Cylindrosympodiaceae;Tothia	2	2	1	1	0
F50376	Venturia effusa	ingroup	Ascomycota;Dothideomycetes;Venturiales;Venturiaceae;Venturia	2	2	1	1	0
F253628	Verruconis gallopava	ingroup	Ascomycota;Dothideomycetes;Venturiales;Sympoventuriaceae;Verruconis	1	1	1	0	0
F364733	Endocarpon pusillum	ingroup	Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Endocarpon	2	2	1	1	0
F2939408	Vezdaea acicularis	ingroup	Ascomycota;Vezdaeales;Vezdaeaceae;Vezdaea	2	2	1	1	0
F2939405	Vezdaea aestivalis	ingroup	Ascomycota;Vezdaeales;Vezdaeaceae;Vezdaea	2	2	1	1	0
F326681	Hypoxylon trugodes	ingroup	Ascomycota;Sordariomycetes;Xylariales;Hypoxylaceae;Hypoxylon	2	2	1	1	0
F1682393	Microdochium trichocladiopsis	ingroup	Ascomycota;Sordariomycetes;Xylariales;Microdochiaceae;Microdochium	3	3	1	2	0
F326684	Xylaria bambusicola	ingroup	Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylaria	2	2	1	1	0
F1130053	Cirrosporium novae-zelandiae	ingroup	Ascomycota;Xylobotryomycetes;Xylobotryales;Cirrosporiaceae;Cirrosporium	2	2	1	1	0
F1217826	Xylona heveae	ingroup	Ascomycota;Xylonomycetes;Xylonales;Xylonaceae;Xylona	2	2	1	1	0
F423460	Basidiobolus meristosporus	ingroup	Basidiobolomycota;Basidiobolomycetes;Basidiobolales;Basidiobolaceae;Basidiobolus	5	5	1	3	0
F34480	Basidiobolus ranarum	ingroup	Basidiobolomycota;Basidiobolomycetes;Basidiobolales;Basidiobolaceae;Basidiobolus	4	4	1	4	0
F87326	Amanita brunnescens	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	2	2	1	2	0
F933333	Amanita inopinata	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	2	2	1	2	0
F41956	Amanita muscaria	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	3	3	1	2	0
F67723	Amanita phalloides	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	2	2	1	2	0
F1004511	Amanita polypyramis	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	3	3	1	2	0
F71933	Amanita rubescens	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	2	2	1	2	0
F235537	Amanita thiersii	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	3	3	1	2	0
F89243	Laccaria amethystina	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Hydnangiaceae;Laccaria	3	3	1	2	0
F29883	Laccaria bicolor	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Hydnangiaceae;Laccaria	2	2	1	2	0
F44565	Sterigmatomyces hyphaenes	ingroup	Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Agaricostilbaceae;Sterigmatomyces	5	5	1	2	0
F2831993	Plicatura crispa	ingroup	Basidiomycota;Agaricomycetes;Amylocorticiales;Amylocorticiaceae;Plicatura	4	4	2	2	0
F1759441	Athelia psychrophila	ingroup	Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia	6	5	2	3	0
F2748771	Athelia sp. TMB	ingroup	Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia	5	5	2	3	0
F80663	Piloderma croceum	ingroup	Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Piloderma	3	3	1	2	0
F1938712	Atractiella rhizophila	ingroup	Basidiomycota;Atractiellomycetes;Atractiellales;Hoehnelomycetaceae;Atractiella	5	3	3	3	0
F1331295	Auricularia subglabra	ingroup	Basidiomycota;Agaricomycetes;Auriculariales;Auriculariaceae;Auricularia	4	4	1	3	0
F2829486	Auriculariales sp. MPI-PUGE-AT-0066	ingroup	Basidiomycota;Agaricomycetes;Auriculariales	2	2	1	2	0
F5219	Exidia glandulosa	ingroup	Basidiomycota;Agaricomycetes;Auriculariales;Exidiaceae;Exidia	4	4	1	1	0
F48563	Suillus bovinus	ingroup	Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	3	3	1	2	0
F48565	Suillus brevipes	ingroup	Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	3	3	1	2	0
F1904413	Suillus clintonianus	ingroup	Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	3	3	1	2	0
F1912936	Suillus discolor	ingroup	Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	3	3	1	2	0
F1912939	Suillus fuscotomentosus	ingroup	Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	4	3	1	3	0
F48578	Suillus paluster	ingroup	Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	3	3	1	2	0
F116603	Suillus plorans	ingroup	Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	3	3	1	2	0
F48586	Suillus subalutaceus	ingroup	Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	3	3	1	2	0
F48587	Suillus subaureus	ingroup	Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	3	3	1	2	0
F48593	Suillus weaverae	ingroup	Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	2	2	1	2	0
F264124	Botryobasidium botryosum	ingroup	Basidiomycota;Agaricomycetes;Cantharellales;Botryobasidiaceae;Botryobasidium	3	3	1	2	0
F1750568	Cantharellus anzutake	ingroup	Basidiomycota;Agaricomycetes;Cantharellales;Hydnaceae;Cantharellus	4	4	1	2	0
F170446	Ceratobasidium sp. AG-Ba	ingroup	Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Ceratobasidium	4	4	2	2	0
F139363	Hydnum rufescens	ingroup	Basidiomycota;Agaricomycetes;Cantharellales;Hydnaceae;Hydnum	3	3	1	2	0
F456999	Rhizoctonia solani	ingroup	Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Rhizoctonia	2	2	1	1	0
F156515	Tulasnella calospora	ingroup	Basidiomycota;Agaricomycetes;Cantharellales;Tulasnellaceae;Tulasnella	3	3	1	1	0
F401625	Ceraceosorus bombacis	ingroup	Basidiomycota;Exobasidiomycetes;Ceraceosorales;Ceraceosoraceae;Ceraceosorus	2	2	1	1	0
F1522189	Ceraceosorus guamensis	ingroup	Basidiomycota;Exobasidiomycetes;Ceraceosorales;Ceraceosoraceae;Ceraceosorus	2	2	1	1	0
F203533	Classicula fluitans	ingroup	Basidiomycota;Classiculomycetes;Classiculales;Classiculaceae;Classicula	3	3	1	1	0
F202698	Punctularia strigosozonata	ingroup	Basidiomycota;Agaricomycetes;Corticiales;Punctulariaceae;Punctularia	2	2	1	1	0
F2778381	Cyphobasidiales sp. Tagirdzhanova-0007	ingroup	Basidiomycota;Cystobasidiomycetes;Cyphobasidiales	3	3	1	1	0
F29899	Cystobasidium minutum	ingroup	Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;Cystobasidium	2	2	1	2	0
F29902	Mrakia frigida	ingroup	Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Mrakia	2	2	1	1	0
F264483	Phaffia rhodozyma	ingroup	Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Phaffia	2	2	1	2	2
F29889	Calocera cornea	ingroup	Basidiomycota;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;Calocera	3	2	1	2	0
F63146	Calocera viscosa	ingroup	Basidiomycota;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;Calocera	2	2	1	2	0
F1858805	Dacryopinax primogenitus	ingroup	Basidiomycota;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;Dacryopinax	2	2	1	2	0
F58919	Tilletiopsis washingtonensis	ingroup	Basidiomycota;Exobasidiomycetes;Entylomatales;Tilletiopsis	2	2	1	2	0
F5414	Erythrobasidium hasegawianum	ingroup	Basidiomycota;Cystobasidiomycetes;Erythrobasidiales;Erythrobasidiaceae;Erythrobasidium	4	4	1	2	0
F215250	Acaromyces ingoldii	ingroup	Basidiomycota;Exobasidiomycetes;Exobasidiales;Cryptobasidiaceae;Acaromyces	2	2	1	2	0
F63378	Exobasidium rhododendri	ingroup	Basidiomycota;Exobasidiomycetes;Exobasidiales;Exobasidiaceae;Exobasidium	2	2	1	2	0
F1280837	Meira miltonrushii	ingroup	Basidiomycota;Exobasidiomycetes;Exobasidiales;Brachybasidiaceae;Meira	2	2	1	2	0
F5210	Filobasidium floriforme	ingroup	Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium	2	2	1	1	0
F610337	Naganishia cerealis	ingroup	Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia	3	3	2	2	0
F89922	Naganishia friedmannii	ingroup	Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia	2	2	1	0	0
F104408	Naganishia liquefaciens	ingroup	Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia	2	2	1	1	0
F1424756	Naganishia vaughanmartiniae	ingroup	Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia	2	2	1	0	0
F68786	Sphaerobolus stellatus	ingroup	Basidiomycota;Agaricomycetes;Geastrales;Sphaerobolaceae;Sphaerobolus	4	4	1	1	0
F1230402	Basidioascus undulatus	ingroup	Basidiomycota;Geminibasidiomycetes;Geminibasidiales;Geminibasidiaceae;Basidioascus	2	2	1	2	0
F5281	Tilletiaria anomala	ingroup	Basidiomycota;Exobasidiomycetes;Georgefischeriales;Tilletiariaceae;Tilletiaria	2	2	1	1	0
F104355	Gloeophyllum trabeum	ingroup	Basidiomycota;Agaricomycetes;Gloeophyllales;Gloeophyllaceae;Gloeophyllum	2	2	1	2	0
F5364	Heliocybe sulcata	ingroup	Basidiomycota;Agaricomycetes;Gloeophyllales;Gloeophyllaceae;Heliocybe	1	1	0	1	0
F38799	Neolentinus lepideus	ingroup	Basidiomycota;Agaricomycetes;Gloeophyllales;Gloeophyllaceae;Neolentinus	3	3	1	2	0
F112417	Gautieria morchelliformis	ingroup	Basidiomycota;Agaricomycetes;Gomphales;Gomphaceae;Gautieria	3	3	1	2	0
F113071	Ramaria rubella	ingroup	Basidiomycota;Agaricomycetes;Gomphales;Gomphaceae;Ramaria	4	4	1	2	0
F45228	Heterogastridium pycnidioideum	ingroup	Basidiomycota;Microbotryomycetes;Heterogastridiales;Heterogastridiaceae;Heterogastridium	2	2	1	2	0
F257869	Holtermanniella festucosa	ingroup	Basidiomycota;Tremellomycetes;Holtermanniales;Holtermanniella	2	2	1	1	0
F135589	Coniferiporia weirii	ingroup	Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Coniferiporia	3	3	1	2	0
F208960	Fomitiporia mediterranea	ingroup	Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Fomitiporia	5	5	1	2	0
F2282107	Pyrrhoderma noxium	ingroup	Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Pyrrhoderma	3	3	1	2	0
F50990	Rickenella mellea	ingroup	Basidiomycota;Agaricomycetes;Hymenochaetales;Rickenellaceae;Rickenella	3	3	1	2	0
F27342	Schizopora paradoxa	ingroup	Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;Schizopora	3	3	1	2	0
F150792	Hysterangium stoloniferum	ingroup	Basidiomycota;Agaricomycetes;Hysterangiales;Hysterangiaceae;Hysterangium	4	4	1	2	0
F202697	Jaapia argillacea	ingroup	Basidiomycota;Agaricomycetes;Jaapiales;Jaapiaceae;Jaapia	3	3	1	2	0
F1323573	Meredithblackwellia eburnea	ingroup	Basidiomycota;Microbotryomycetes;Kriegeriales;Kriegeriaceae;Meredithblackwellia	3	3	1	2	0
F418498	Phenoliferia psychrophenolica	ingroup	Basidiomycota;Microbotryomycetes;Kriegeriales;Kriegeriaceae;Phenoliferia	3	3	1	1	0
F3038894	Phenoliferia sp. Uapishka_3	ingroup	Basidiomycota;Microbotryomycetes;Kriegeriales;Kriegeriaceae;Phenoliferia	2	2	1	1	0
F106004	Leucosporidium creatinivorum	ingroup	Basidiomycota;Microbotryomycetes;Leucosporidiales;Leucosporidiaceae;Leucosporidium	4	4	1	1	0
F223818	Malassezia japonica	ingroup	Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia	3	3	1	2	0
F77020	Malassezia pachydermatis	ingroup	Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia	2	2	1	2	0
F76775	Malassezia restricta	ingroup	Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia	2	2	1	2	0
F76777	Malassezia sympodialis	ingroup	Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia	3	1	1	2	0
F2020962	Malassezia vespertilionis	ingroup	Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia	4	4	1	2	0
F269621	Microbotryum intermedium	ingroup	Basidiomycota;Microbotryomycetes;Microbotryales;Microbotryaceae;Microbotryum	4	4	1	2	0
F288795	Microbotryum lychnidis-dioicae	ingroup	Basidiomycota;Microbotryomycetes;Microbotryales;Microbotryaceae;Microbotryum	4	4	1	2	0
F289078	Microbotryum saponariae	ingroup	Basidiomycota;Microbotryomycetes;Microbotryales;Microbotryaceae;Microbotryum	4	4	1	2	0
F796604	Microbotryum silenes-dioicae	ingroup	Basidiomycota;Microbotryomycetes;Microbotryales;Microbotryaceae;Microbotryum	4	4	1	2	0
F2878321	Jaminaea pallidilutea	ingroup	Basidiomycota;Exobasidiomycetes;Microstromatales;Jaminaea	2	2	1	1	0
F1569628	Jaminaea rosea	ingroup	Basidiomycota;Exobasidiomycetes;Microstromatales;Jaminaea	3	3	1	1	0
F1684307	Microstroma glucosiphilum	ingroup	Basidiomycota;Exobasidiomycetes;Microstromatales;Microstromataceae;Microstroma	2	2	1	1	0
F1463510	Parajaminaea phylloscopi	ingroup	Basidiomycota;Exobasidiomycetes;Microstromatales;Parajaminaea	2	2	1	2	0
F574677	Sympodiomycopsis kandeliae	ingroup	Basidiomycota;Exobasidiomycetes;Microstromatales;Sympodiomycopsis	2	2	1	1	0
F34349	Mixia osmundae	ingroup	Basidiomycota;Mixiomycetes;Mixiales;Mixiaceae;Mixia	3	3	1	2	0
F112072	Naohidea sebacea	ingroup	Basidiomycota;Cystobasidiomycetes;Naohideales;Naohideaceae;Naohidea	2	2	1	2	0
F1419009	Clathrus columnatus	ingroup	Basidiomycota;Agaricomycetes;Phallales;Clathraceae;Clathrus	2	2	1	1	0
F378194	Epithele typhae	ingroup	Basidiomycota;Agaricomycetes;Polyporales;Epitheliaceae;Epithele	2	2	1	2	0
F599839	Fibroporia radiculosa	ingroup	Basidiomycota;Agaricomycetes;Polyporales;Fibroporiaceae;Fibroporia	2	2	1	2	0
F5630	Laetiporus sulphureus	ingroup	Basidiomycota;Agaricomycetes;Polyporales;Laetiporaceae;Laetiporus	3	3	1	2	0
F5365	Lentinus tigrinus	ingroup	Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Lentinus	3	3	1	2	0
F231932	Phanerochaete carnosa	ingroup	Basidiomycota;Agaricomycetes;Polyporales;Phanerochaetaceae;Phanerochaete	3	3	1	2	0
F104341	Rhodonia placenta	ingroup	Basidiomycota;Agaricomycetes;Polyporales;Adustoporiaceae;Rhodonia	2	2	1	2	0
F181123	Austropuccinia psidii	ingroup	Basidiomycota;Pucciniomycetes;Pucciniales;Sphaerophragmiaceae;Austropuccinia	3	3	1	2	0
F60197	Cronartium quercuum	ingroup	Basidiomycota;Pucciniomycetes;Pucciniales;Coleosporiaceae;Cronartium	5	5	1	5	0
F203908	Melampsora laricis-populina	ingroup	Basidiomycota;Pucciniomycetes;Pucciniales;Melampsoraceae;Melampsora	2	2	1	2	0
F170000	Phakopsora pachyrhizi	ingroup	Basidiomycota;Pucciniomycetes;Pucciniales;Phakopsoraceae;Phakopsora	4	4	2	3	0
F208348	Puccinia triticina	ingroup	Basidiomycota;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia	4	4	1	3	0
F48021	Artomyces pyxidatus	ingroup	Basidiomycota;Agaricomycetes;Russulales;Auriscalpiaceae;Artomyces	3	2	1	3	0
F135208	Hericium alpestre	ingroup	Basidiomycota;Agaricomycetes;Russulales;Hericiaceae;Hericium	3	1	2	1	0
F984962	Heterobasidion irregulare	ingroup	Basidiomycota;Agaricomycetes;Russulales;Bondarzewiaceae;Heterobasidion	3	3	1	3	0
F152956	Russula decolorans	ingroup	Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula	2	2	1	2	0
F40492	Stereum hirsutum	ingroup	Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum	3	3	1	2	0
F1314805	Vararia minispora	ingroup	Basidiomycota;Agaricomycetes;Russulales;Lachnocladiaceae;Vararia	2	2	1	1	0
F65672	Serendipita indica	ingroup	Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;Serendipita	2	2	1	0	0
F2600213	Serendipita sp. 400	ingroup	Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;Serendipita	2	2	1	1	0
F2600215	Serendipita sp. 405	ingroup	Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;Serendipita	2	2	1	1	0
F2600216	Serendipita sp. 411	ingroup	Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;Serendipita	2	2	1	1	0
F109899	Serendipita vermifera	ingroup	Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;Serendipita	3	2	1	2	0
F2834505	Sertulicium niveocremeum	ingroup	Basidiomycota;Agaricomycetes;Sistotremastrales;Sistotremastraceae;Sertulicium	2	2	1	1	0
F467971	Sistotremastrum suecicum	ingroup	Basidiomycota;Agaricomycetes;Sistotremastrales;Sistotremastraceae;Sistotremastrum	2	2	1	1	0
F69979	Phyllozyma linderae	ingroup	Basidiomycota;Spiculogloeomycetes;Spiculogloeales;Spiculogloeaceae;Phyllozyma	2	2	0	1	0
F100910	Rhodosporidiobolus nylandii	ingroup	Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodosporidiobolus	3	3	1	1	0
F29898	Rhodotorula graminis	ingroup	Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula	4	4	1	1	0
F5286	Rhodotorula toruloides	ingroup	Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula	4	4	1	2	0
F500713	Sporobolomyces koalae	ingroup	Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Sporobolomyces	4	4	1	2	0
F183962	Sporobolomyces salmoneus	ingroup	Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Sporobolomyces	4	4	1	2	0
F370292	Thelephora ganbajun	ingroup	Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Thelephora	2	2	1	0	0
F56493	Thelephora terrestris	ingroup	Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Thelephora	4	4	1	2	0
F13290	Tilletia caries	ingroup	Basidiomycota;Exobasidiomycetes;Tilletiales;Tilletiaceae;Tilletia	3	3	1	2	0
F13291	Tilletia controversa	ingroup	Basidiomycota;Exobasidiomycetes;Tilletiales;Tilletiaceae;Tilletia	3	3	1	2	0
F157183	Tilletia laevis	ingroup	Basidiomycota;Exobasidiomycetes;Tilletiales;Tilletiaceae;Tilletia	3	3	1	2	0
F1031713	Tilletia maclaganii	ingroup	Basidiomycota;Exobasidiomycetes;Tilletiales;Tilletiaceae;Tilletia	3	3	1	2	0
F117179	Tilletia walkeri	ingroup	Basidiomycota;Exobasidiomycetes;Tilletiales;Tilletiaceae;Tilletia	3	3	1	2	0
F104669	Cryptococcus amylolentus	ingroup	Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus	2	2	1	2	0
F552467	Cryptococcus bacillisporus	ingroup	Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus	3	2	1	2	0
F1859122	Cryptococcus decagattii	ingroup	Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus	3	2	1	2	0
F40410	Cryptococcus deneoformans	ingroup	Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus	2	2	1	2	0
F5208	Cryptococcus depauperatus	ingroup	Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus	2	2	1	2	0
F1859096	Cryptococcus deuterogattii	ingroup	Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus	2	2	1	2	0
F37769	Cryptococcus gattii	ingroup	Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus	2	2	1	1	0
F5207	Cryptococcus neoformans	ingroup	Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus	2	2	1	2	0
F1859121	Cryptococcus tetragattii	ingroup	Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus	3	2	1	2	0
F5619	Cryptococcus wingfieldii	ingroup	Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus	2	2	1	2	0
F105984	Apiotrichum porosum	ingroup	Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Apiotrichum	2	2	1	2	0
F1890679	Cryptotrichosporon argae	ingroup	Basidiomycota;Tremellomycetes;Trichosporonales;Tetragoniomycetaceae;Cryptotrichosporon	2	2	1	1	0
F279322	Cutaneotrichosporon cavernicola	ingroup	Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Cutaneotrichosporon	2	2	1	2	0
F82508	Trichosporon asahii	ingroup	Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Trichosporon	2	2	1	1	0
F143232	Vanrija pseudolonga	ingroup	Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Vanrija	2	2	1	2	0
F1055551	Tritirachium sp. CBS 265.96	ingroup	Basidiomycota;Tritirachiomycetes;Tritirachiales;Tritirachiaceae;Tritirachium	3	3	1	0	0
F1269715	Thecaphora frezii	ingroup	Basidiomycota;Ustilaginomycetes;Urocystidales;Glomosporiaceae;Thecaphora	2	2	1	2	0
