split_id	BRF1_enriched_side_tips	detected_on_enriched_side	undetected_on_enriched_side	detected_on_other_side	undetected_on_other_side	minimum_class_disagreements	SH_aLRT	UFBoot	branch_length
0x100000000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010000000000000000000000000800000000000000000000000000000000000000000000000000000000	5	0	5	473	562	478	84.2	76.0	0.0540677465
0x400000000000100000000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000000000000010000400000000000000000000800000000000000000000000000000000000000000010000000000000	9	0	9	473	558	482	75.3	20.0	0.0227296712
0x4000004000001400000020002000080000080000004640000000000ca000000000000000020000000100000800041000080000000008000000000000000000000000001000000008212000022008800000010001400028000010000000000809008000000000000200000000580080000000000050000000104100	988	473	515	0	52	515	28.7	19.0	0.0527305925
0x4000004000001400000020002000080000080000004640000000000ca000000000000000020000000100000800041000082000000008000000000000000000000000001000000008212000022008800000010001400028000010000000000809008000000000000200000000580080000000000050000000104100	987	473	514	0	53	514	78.8	90.0	0.069024937
0x8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000000000000	2	0	2	473	565	475	24.4	19.0	0.0473935952
0x18000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000000000000	3	0	3	473	564	476	82.4	14.0	0.0341745112
0x18000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000080000000000000000000000000000000000	4	0	4	473	563	477	75.5	14.0	0.0158550983
0x80000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	100.0	100.0	0.2451319922
0x80000000000018000000000000000000000000000000000000000000000000000000000000000000000000000101000000000000000000000000000000080000000000000000000000000000000000	6	0	6	473	561	479	82.9	16.0	0.0305750678
0x80000000000018000000000000000000000000000000000000000000000000000000000000000000000000000101000000000000000000000000000000080000000000002000000000000000000000	7	0	7	473	560	480	91.8	92.0	0.0695773379
0x4000004000001400000020002000080000080000004640000000000ca000000000000000020000000100000880041000082018000008000000000000000000000000001000000008212000022008800000010001400028000111000000000809008000000000000200080000580080002000000050000000104100	980	473	507	0	60	507	99.9	100.0	0.1703157506
0x800000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	86.5	70.0	0.0154850184
0x8400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	0.0	100.0	2.4093e-06
0x10000000000000000000000000000000000000000000000000000000000000000000000000000008400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	100.0	100.0	0.1321460715
0x10000000000000000000000000000000000000000000000000000000000000000000000000000008400000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	4	0	4	473	563	477	79.6	82.0	0.0159026413
0x10000000000000000000000000000000000000000000000000000000000000000400000000000008400000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	5	0	5	473	562	478	61.7	57.0	0.0098383814
0x10000000000000000000000000000000000000800000000000000000000000000400000000000008400000000000000400000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	7	0	7	473	560	480	98.0	95.0	0.0835457558
0x4000004000001400000120002000080000080000004640000000000ca80000000000000002000000010040088004100008a418000008000000400000000000000004001000000008212000022008800000010001400028000111000000000809008000000000000200080000580080002000000050000000104100	973	473	500	0	67	500	96.0	88.0	0.0770856615
0x804040804000001400000120002000080000080000004640000000000ca800000000000000020000840100404a8004100008a41a58000800002450020004000000008600100000000825200002200880000001080140006800011510400000080900a000082000000201080008580880002000400050000000504120	940	473	467	0	100	467	2.8	23.0	0.0126534745
0x4000000000000000000000000000000000000000000000000000000000000000000000000000000000400000000	2	0	2	473	565	475	73.4	29.0	0.0065911097
0x40000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000400000000	3	0	3	473	564	476	82.3	47.0	0.0281479729
0x2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	0.0	39.0	2.8221e-06
0x2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000400000000000	3	0	3	473	564	476	0.0	54.0	2.6961e-06
0x40000000000000000000000000000000000000000000000020000000000000000000000000000000	2	0	2	473	565	475	0.0	54.0	2.8249e-06
0xc0000000000000000000000000000000000000000000000020000000000000000000000000000000	3	0	3	473	564	476	0.0	84.0	2.5558e-06
0x800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	83.6	88.0	0.0180651832
0x8000000000000000000000000000000000000000000000000000000000000000000000000000000000c0000000000000040000000000000000000000000000000020000000000000000000000000000000	5	0	5	473	562	478	90.2	92.0	0.0246242069
0x20000000000000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000040c0000000000000040000000000000000000000000000000020000000000000000000400000000000	8	0	8	473	559	481	75.2	64.0	0.0059759315
0xa000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	85.2	100.0	0.0118762808
0x200000000000000000000000000000000000000000000000a0000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000040c0000000000000040000000000000000000000000000000020000000000000000000400000000000	10	0	10	473	557	483	86.0	96.0	0.0252274922
0x200000000000004000000000000000000000000000000000a0000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000040000000040c0000000000000040000000000000000000000000000000020000000000000000000400400000000	13	0	13	473	554	486	99.9	100.0	0.1628296615
0x200000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	78.3	77.0	0.0793214826
0x200000000000000000000000010000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	88.1	83.0	0.0948881938
0x8000000000000000000000200000000000000000000000010000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000	4	0	4	473	563	477	96.0	96.0	0.1753195379
0x1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	99.2	100.0	0.2293973831
0x8000000000001000001000200000000000000000000000010000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000	6	0	6	473	561	479	30.2	51.0	0.0626400595
0x8000000000001000001000200000000000000000000000010000000000000000000000000000000000000400002000000000000000000000000000000000000000000000000000000000000000	7	0	7	473	560	480	89.4	93.0	0.0955635561
0x200000000000000000000000000000000000000008000000000001000001000200000000000000000000000010000000000000000000000000000000000000400002000000000000000000000000000000000000000000000000000000000000000	8	0	8	473	559	481	50.3	61.0	0.0586269067
0x200000000000004000000000000000000000000020000000a0000000000000000000000008000000080000000000010000010002000000000000000000000000100000000000000040000000040c0000000000400042000000000000000000000000000000020000000000000000000400400000000	21	0	21	473	546	494	89.5	85.0	0.0871098532
0x200000000000004000000000000000000000000020000000a0000000000000000000000008000000080000000000010000010002000000000000000000000000100000000000000040000000040c0000000000400042000000000000000000000000000000020000400000000000000400400000000	22	0	22	473	545	495	73.5	57.0	0.0251681677
0x300000000000000000000000	2	0	2	473	565	475	97.8	99.0	0.0929512175
0x10300000000000000000000000	3	0	3	473	564	476	95.1	98.0	0.0784231344
0x20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	90.8	89.0	0.062458939
0x20000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	94.1	93.0	0.0621738709
0x20000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000010300000000000000000000000	6	0	6	473	561	479	75.9	60.0	0.015893745
0x200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	90.1	98.0	0.0326961692
0x200000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	99.0	100.0	0.0975023311
0x1000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	0.0	53.0	0.0070258505
0x200000000000000000000000000000001800000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000	5	0	5	473	562	478	87.6	75.0	0.0397382155
0x200000000000000000000020000000001800000000000000000000000000000000000000000000000000000400000000000000000000020000000000000000000020000000000000000000000000004000000000000000000000000000000000000000000010300000000000000000000000	11	0	11	473	556	484	92.6	92.0	0.0604057358
0x2000000200000040000000000000020000000001a0000000a0000000000000000000000008000000080000000000014000010002000000000000200000000000100000000200000040000000040c0000000004400042000000000000000000000000000000020000410300000000000400400000000	33	0	33	473	534	506	3.5	47.0	0.0147413458
0x2000000200000040000000000000020000000001a0000000a0000000000000000000000008000000080000000000014000018002000000000000200000000000100000000200000040000000040c0000000004400042000000000000000000000000000000020000410300000000000400400000000	34	0	34	473	533	507	90.7	71.0	0.0469945174
0x80404080400002140000212000240008000008000020464000001a000ca80a000000000000020000840100c04a8004900008a41a58140800182470020004000002008600100001000825202002200c8000000148c140006800451514600000080900a000082000000201080028580c90302000400050400400504120	906	473	433	0	134	433	91.0	54.0	0.0334269646
0x3000000000000000000000000	2	0	2	473	565	475	100.0	100.0	0.2978508183
0x240000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	99.6	100.0	0.1635008804
0x240000000000000000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	84.6	74.0	0.0250868219
0x240000000000000000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000000000000000000000000	5	0	5	473	562	478	19.5	52.0	0.0203901514
0x240000000000000000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000800000000000000000000000003000000000000000000000000	6	0	6	473	561	479	83.5	71.0	0.0294748717
0x80404080400002140000212000240008000008000020464000001a000ca80a000000000000020240840100c04a8004900008a41a5814080018247002000400000a008600100001000825202002200c8000000148c140006800451514600000080900a800082000000201080028580c93302000400050400400504120	900	473	427	0	140	427	92.0	79.0	0.0498523848
0x80404080400002140000212000240008000008000020464000001a000ca80a000000000000020240840100c04a8004900008a41a5814080018647002000400000a008600100001000825202002200c8000000148c140006800451514600000080900a800082000000201080028580c93302000400050400400504120	899	473	426	0	141	426	46.3	20.0	0.027672871
0x80404080400002140000212000240008000008000020464000001a000ca80a000000000000020240840100c04a8004900008a41a5814080018647002000400000a008600100001000825202002200c8000000148c140006800451514600000080900a800082000000201080028580c93302400400050400400504120	898	473	425	0	142	425	84.4	43.0	0.0523398793
0x2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000	2	0	2	473	565	475	98.6	100.0	0.1098575742
0x2000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000	3	0	3	473	564	476	100.0	100.0	0.3281093012
0x2000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000100000000	4	0	4	473	563	477	8.7	28.0	0.0215132998
0x2000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000200000000000000000000000000000000100000000	5	0	5	473	562	478	60.4	22.0	0.0595635861
0x80000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000200000000000000000000000000000000100000000	6	0	6	473	561	479	76.3	19.0	0.0380655168
0x20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000	2	0	2	473	565	475	88.3	88.0	0.1075863842
0x100000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	90.1	81.0	0.0838602604
0x120000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000	4	0	4	473	563	477	99.1	97.0	0.1623380597
0x1a0000000000000000000000000000000000000000000800000000000000000000000000000002000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000200000000000000000000000000000000900000000	10	0	10	473	557	483	15.7	7.0	0.0628887756
0x12000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	96.5	100.0	0.0795772716
0x12000000000000000000000000000000000000000000000004000000000	3	0	3	473	564	476	87.8	81.0	0.0567408418
0x10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	81.7	83.0	0.0368224058
0x10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000400000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	70.6	57.0	0.0533627865
0x10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000052000400000000000000000000000000000000000000000004000000000	6	0	6	473	561	479	74.7	55.0	0.0244374015
0x1000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	93.9	79.0	0.097608511
0x1000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	7.3	42.0	0.0268235479
0x1000000000000000800000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000052000400000000000000000000000000000000000000000004000000000	9	0	9	473	558	482	37.1	43.0	0.0296662571
0x800000000000000000000080000000000000000000000000000000	2	0	2	473	565	475	64.4	51.0	0.0132541648
0x1000000000000000800000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000052000c00000000000000000000080000000000000000000004000000000	11	0	11	473	556	484	96.0	87.0	0.093316513
0x4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	90.2	76.0	0.0859548008
0x4000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	94.6	55.0	0.066527868
0x4000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000400200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	4	0	4	473	563	477	77.1	37.0	0.0169364602
0x4000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000100000000000000400200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	5	0	5	473	562	478	69.0	43.0	0.0466196159
0x4000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000100000000000000400200000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000	6	0	6	473	561	479	99.4	96.0	0.1449854919
0x1000000000000000800000000000000000000010004000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000100000000000000400200000000000000000000001000000000052000c80000000000000000000080000000000000000000004000000000	17	0	17	473	550	490	99.1	99.0	0.1554367917
0x800000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	97.8	94.0	0.2064045445
0x1000000000000000800000000000000000000010004000000000000000000000000000000000000000000000000000000000800000000000002000000000800000000000100000000000000400200000000000000000000001000000000052000c80000000000000000000080000000000000000000004000000000	19	0	19	473	548	492	46.3	29.0	0.0183068018
0x800000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000	2	0	2	473	565	475	76.6	72.0	0.0793332025
0xc00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	98.2	100.0	0.1482414981
0xc00000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000	4	0	4	473	563	477	99.9	100.0	0.2183637574
0x1000000000000000800000000000000000000010004000000000000000000000000000000000c00000000000000000000000800000000000002000000000800000000000100000800000000400200000000000000000000001000000000052000c80000000000000000000081000000000000000000004000000000	23	0	23	473	544	496	42.2	34.0	0.0414477742
0x400000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	100.0	100.0	0.1421438282
0x400000000000000000000000400000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	65.9	76.0	0.0263967042
0x100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	94.5	100.0	0.0485614903
0x400000000000000000000000500001000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	5	0	5	473	562	478	96.8	99.0	0.1228881666
0x200000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	61.4	70.0	0.0386743857
0x400000000000200000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	99.7	100.0	0.21501616
0x400000000000000000000000500001000000400000000000200000000002000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8	0	8	473	559	481	98.7	100.0	0.1759164947
0x400000000000000000000000500001000000400000000000200000000002010000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	9	0	9	473	558	482	91.1	70.0	0.079413741
0x1000000000000400800000000000000000000510005000000400000000000200000000002010c00000000000020000000000800000000000002000000000800000000000100000800000000400200000000000000000000001000000000052000c80000000000000000000081000000000000000000004000000000	32	0	32	473	535	505	63.9	24.0	0.0288670798
0x10000000000004009a0000000000000000000510005000000400000000000a00000000002010c00000000000020002000000800000000000102000000000800000000000100000800000000400200000000000000000000001000000000052400c80000000000200000000081000000000000000000004900000000	42	0	42	473	525	515	92.2	20.0	0.0512075398
0x814040804000025409a0212000240008000008510025464000401a000ca80aa00000000002030e40840100c04aa004b00008ac1a5814080019667002000408000a008600110001080825202042220c8000000148c1400068005515146000052c09c8a8000820002002010800a9580c93302400400050404d00504120	856	473	383	0	184	383	0.0	7.0	2.6124e-06
0x40000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	86.3	76.0	0.2073304569
0x814040804000025409a0212000240008000008510025464000401a000ca80aa00000000002030e40840100c04aa004b00008ac1a5814080019667002000408000a008600110001080825206042220ca000000148c1400068005515146000052c09c8a8000820002002010800a9580c93302400400050404d00504120	854	473	381	0	186	381	88.9	22.0	0.0828407684
0x80000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	95.1	86.0	0.3189329461
0x814840804000025409a0212000240008000008510025464000401a000ca80aa00000000002030e40840100c04aa004b00008ac1a5814080019667002000408000a008600110001080825206042220ca000000148c1400068005515146020052c09c8a8000820002002010800a9580c93302400400050404d00504120	852	473	379	0	188	379	84.2	27.0	0.0743136451
0x2200000000000000000000000000	2	0	2	473	565	475	93.3	92.0	0.2366495323
0x814840804000025409a0212000240008000008510025464000401a000ca80aa00000000002030e40840100c04aa004b00008ac1a5814080019667002000408000a008600110001080825206042220ca000000148c1400068005515146020052c09c8a8000820002002010800a9582e93302400400050404d00504120	850	473	377	0	190	377	90.4	74.0	0.0769130241
0x814840824100025429a0212000240009000208512125666baed01a019ca80aa26500000002030e40b4c100c44aa224b20008acda5814080099667002000428000aa88600150081282925206042220ca0044c0148c1400068005515146020052c09c8a8010820802002010800a9582e9334a480400050c44d20504128	790	473	317	0	250	317	78.1	71.0	0.058406886
0x100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	100.0	100.0	0.2119239322
0x814840824100025429a0212000240009000208512125666baed01a019ca80ab26500000002030e40b4c100c44aa224b20008acda5814080099667002000428100aa88600150081282925206042220ca0044c0148c1400068005515146020052c09c8a8010820802002010800a9582e9334a480400050c44d20504128	788	473	315	0	252	315	30.6	27.0	0.0384091207
0x20000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	84.1	86.0	0.0230143769
0x60000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	99.0	100.0	0.1325169423
0x100000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	85.4	100.0	0.0287718847
0x100000000400000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	100.0	100.0	0.196714335
0x60000000100000000400000000000000000000000000000000000000000000000000002000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6	0	6	473	561	479	87.3	85.0	0.0499575203
0x814840824100025429a0212000240009000208512125666baed01a019ca80ab26560000002130e40b4c500c44aa224b20008acda5814080099667002000428100aa88600350085282925206042220ca0044c0148c1400068005515146020052c09c8a8010820802002010800a9582e9334a480400050c44d20504128	782	473	309	0	258	309	91.8	37.0	0.0720734315
0x814840824100025429a0212000240009000208512125666baed01a019ca80ab26560800002130e40b4c500c44aa224b20008acda5814080099667002000428100aa88600350085282925206042220ca0044c0148c1400068005515146020052c09c8a8010820802002010800a9582e9334a480400050c44d20504128	781	473	308	0	259	308	84.1	34.0	0.0525156644
0x40000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000	2	0	2	473	565	475	100.0	100.0	0.4996982801
0x814840824100025429a0212000240009000208512165666baed01a019ca80ab26560800002130e40b4c500c44aa224b20008acda5814080099667002000428100aa88600350085282925206042220ca0044c0148c1400068005515146020052c09c8a8010820802002010800a9582e9334a480480050c44d20504128	779	473	306	0	261	306	93.5	90.0	0.0749682235
0x40894865965300d25429aca32000268009007308556565666baed3bb659cac0aba6560855502534e58b4c528cd4aab2cb20009acda58142a99996670aa14852c152aa8a604b53285aaad3524674b2a8ca294cd054cc150106a555735146e258d2c09caa8015866802166512a02a95a2eb374acc4484050cd4d32d2416a	637	473	164	0	403	164	96.0	35.0	0.0857506914
0x20000000000000000000000000000000100000000000000	2	0	2	473	565	475	99.8	100.0	0.2169070932
0x80000000000000000000000000000000000000000000100000000000000000	2	0	2	473	565	475	71.3	54.0	0.023438548
0x80000000000000020000000000000000000000000000100100000000000000	4	0	4	473	563	477	64.5	65.0	0.0263393739
0x2000000000000000000000000000000000000000000000000000000000000020000000000000000	2	0	2	473	565	475	85.5	84.0	0.0937238582
0x4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000020000000000000000	3	0	3	473	564	476	30.9	44.0	0.0580502386
0x4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000022000000000000000	4	0	4	473	563	477	41.0	54.0	0.0355232191
0x4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000080000000000000020000000000000000000000000000122100000000000000	8	0	8	473	559	481	96.0	90.0	0.1207705801
0x100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000	2	0	2	473	565	475	98.5	100.0	0.2727726223
0x300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000	3	0	3	473	564	476	99.5	100.0	0.3747009309
0x20000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	0.0	100.0	2.2137e-06
0x20000000000000000000040000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	99.9	100.0	0.1586826293
0x20000000000000000000040000000000000000000000000000000000000000000042000000000000000000000000000000000000000000000000000000000000000000000000000	4	0	4	473	563	477	97.0	97.0	0.1131521232
0x20000000000000000000040000000000000000000000000000000000000000000062000000000000000000000000000000000000000000000000000000000000000000000000000	5	0	5	473	562	478	98.0	100.0	0.1779563217
0x20000000000000000000040000300000000000000000000000000000000000000062000000000000000000000000000000000000000000000000000000010000000000000000000	8	0	8	473	559	481	20.5	42.0	0.0950762701
0x4000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000040000300000000000000000000000000000000000002062000000000000080000000000000020000000000000000000000000010122100000000000000	16	0	16	473	551	489	98.3	85.0	0.1733554729
0xc000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	99.0	100.0	0.2028109092
0xc000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000	3	0	3	473	564	476	95.3	99.0	0.1381782249
0xc000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000001000000000000000000	4	0	4	473	563	477	96.0	98.0	0.2128122088
0xc000000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000040000000000000000000000001000000000000000000	5	0	5	473	562	478	81.0	76.0	0.113799612
0x4000000c000000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000040000000000000000000000001000000000000000000	6	0	6	473	561	479	99.6	100.0	0.3214894478
0x400000000000000000000000000000000004000000c000000000000000000000000000000000000020000000000000000000040000300000000400000000000000000000000000002062000000000000080000000000000020040000000000000000000000011122100000000000000	22	0	22	473	545	495	45.0	52.0	0.0437264748
0x40894865965300d25429aca32004268009007308556565666baed3bb659cac4aba656c855502534e58b4c528cd4aab2cb20009acda5a142a99996670aa14852c552aaba604b532c5aaad3524674b2a8ca294cd054cc356306a555735146ea58d2c09caa8015a66c02166512a02a95a2eb374acd55a6150cd4d32d2416a	615	473	142	0	425	142	76.9	15.0	0.0210220433
