taxon_id	species_name	study_role	lineage	input_models	retained_models	deferred_models	retained_representatives	retained_nonself_members	retained_fraction	nonself_retained_fraction	input_markers	retained_markers	input_taxa	retained_taxa
F109760	Spizellomyces punctatus	ingroup	Chytridiomycota;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;Spizellomyces	8	8	0	2	6	1.0	1.0	8	8	1	1
F1806994	Synchytrium microbalum	ingroup	Chytridiomycota;Chytridiomycetes;Synchytriales;Synchytriaceae;Synchytrium	8	8	0	3	5	1.0	1.0	8	8	1	1
F34488	Conidiobolus coronatus	ingroup	Entomophthoromycota;Entomophthoromycetes;Entomophthorales;Conidiobolaceae;Conidiobolus	7	7	0	3	4	1.0	1.0	7	7	1	1
F34485	Entomophthora muscae	ingroup	Entomophthoromycota;Entomophthoromycetes;Entomophthorales;Entomophthoraceae;Entomophthora	0	0	0	0	0			0	0	0	0
F348617	Massospora cicadina	ingroup	Entomophthoromycota;Entomophthoromycetes;Entomophthorales;Entomophthoraceae;Massospora	0	0	0	0	0			0	0	0	0
F76012	Neoconidiobolus thromboides	ingroup	Entomophthoromycota;Entomophthoromycetes;Entomophthorales;Neoconidiobolaceae;Neoconidiobolus	0	0	0	0	0			0	0	0	0
F144530	Ambispora gerdemannii	ingroup	Glomeromycota;Glomeromycetes;Archaeosporales;Ambisporaceae;Ambispora	8	8	0	2	6	1.0	1.0	8	8	1	1
F144679	Ambispora leptoticha	ingroup	Glomeromycota;Glomeromycetes;Archaeosporales;Ambisporaceae;Ambispora	8	8	0	1	7	1.0	1.0	8	8	1	1
F50956	Geosiphon pyriformis	ingroup	Glomeromycota;Glomeromycetes;Archaeosporales;Geosiphonaceae;Geosiphon	0	0	0	0	0			0	0	0	0
F27376	Acaulospora colombiana	ingroup	Glomeromycota;Glomeromycetes;Diversisporales;Acaulosporaceae;Acaulospora	0	0	0	0	0			0	0	0	0
F1348612	Diversispora epigaea	ingroup	Glomeromycota;Glomeromycetes;Diversisporales;Diversisporaceae;Diversispora	8	8	0	0	8	1.0	1.0	8	8	1	1
F4874	Gigaspora margarita	ingroup	Glomeromycota;Glomeromycetes;Diversisporales;Gigasporaceae;Gigaspora	7	7	0	2	5	1.0	1.0	7	7	1	1
F2562287	Entrophospora sp. SA101	ingroup	Glomeromycota;Glomeromycetes;Entrophosporales;Entrophosporaceae;Entrophospora	0	0	0	0	0			0	0	0	0
F1117311	Funneliformis geosporum	ingroup	Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis	8	7	1	1	6	0.875	0.8571428571428571	8	7	1	1
F658196	Glomus cerebriforme	ingroup	Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomus	6	5	1	0	5	0.8333333333333334	0.8333333333333334	6	5	1	1
F588596	Rhizophagus irregularis	ingroup	Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus	6	6	0	1	5	1.0	1.0	6	6	1	1
F144538	Paraglomus brasilianum	ingroup	Glomeromycota;Glomeromycetes;Paraglomerales;Paraglomeraceae;Paraglomus	8	8	0	3	5	1.0	1.0	8	8	1	1
F144539	Paraglomus occultum	ingroup	Glomeromycota;Glomeromycetes;Paraglomerales;Paraglomeraceae;Paraglomus	8	8	0	3	5	1.0	1.0	8	8	1	1
F215637	Dimargaris cristalligena	ingroup	Kickxellomycota;Dimargaritomycetes;Dimargaritales;Dimargaritaceae;Dimargaris	8	8	0	1	7	1.0	1.0	8	8	1	1
F1520584	Dispira parvispora	ingroup	Kickxellomycota;Dimargaritomycetes;Dimargaritales;Dimargaritaceae;Dispira	8	7	1	2	5	0.875	0.8333333333333334	8	7	1	1
F78921	Tieghemiomyces parasiticus	ingroup	Kickxellomycota;Dimargaritomycetes;Dimargaritales;Dimargaritaceae;Tieghemiomyces	6	6	0	1	5	1.0	1.0	6	6	1	1
F61424	Furculomyces boomerangus	ingroup	Kickxellomycota;Harpellomycetes;Harpellales;Harpellaceae;Furculomyces	7	7	0	1	6	1.0	1.0	7	7	1	1
F133377	Smittium angustum	ingroup	Kickxellomycota;Harpellomycetes;Harpellales;Legeriomycetaceae;Smittium	10	10	0	3	7	1.0	1.0	10	10	1	1
F133385	Smittium simulii	ingroup	Kickxellomycota;Harpellomycetes;Harpellales;Legeriomycetaceae;Smittium	8	8	0	3	5	1.0	1.0	8	8	1	1
F1213189	Zancudomyces culisetae	ingroup	Kickxellomycota;Harpellomycetes;Harpellales;Legeriomycetaceae;Zancudomyces	8	8	0	2	6	1.0	1.0	8	8	1	1
F2650707	Coemansia brasiliensis	ingroup	Kickxellomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia	8	7	1	4	3	0.875	0.75	8	7	1	1
F4866	Dipsacomyces acuminosporus	ingroup	Kickxellomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Dipsacomyces	0	0	0	0	0			0	0	0	0
F61397	Kickxella alabastrina	ingroup	Kickxellomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Kickxella	0	0	0	0	0			0	0	0	0
F61395	Linderina pennispora	ingroup	Kickxellomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Linderina	6	6	0	1	5	1.0	1.0	6	6	1	1
F304332	Ramicandelaber brevisporus	ingroup	Kickxellomycota;Ramicandelaberales;Ramicandelaberaceae;Ramicandelaber	0	0	0	0	0			0	0	0	0
F164912	Astathelohania contejeani	ingroup	Microsporidia;Astathelohaniidae;Astathelohania	0	0	0	0	0			0	0	0	0
F70536	Edhazardia aedis	ingroup	Microsporidia;Culicosporidae;Edhazardia	6	6	0	5	1	1.0	1.0	6	6	1	1
F6035	Encephalitozoon cuniculi	ingroup	Microsporidia;Unikaryonidae;Encephalitozoon	6	6	0	1	5	1.0	1.0	6	6	1	1
F174680	Glugoides intestinalis	ingroup	Microsporidia;Glugeidae;Glugoides	0	0	0	0	0			0	0	0	0
F174688	Gurleya vavrai	ingroup	Microsporidia;Gurleyidae;Gurleya	0	0	0	0	0			0	0	0	0
F1176355	Hamiltosporidium tvaerminnensis	ingroup	Microsporidia;Dubosqiidae;Hamiltosporidium	8	8	0	3	5	1.0	1.0	8	8	1	1
F1081669	Hepatospora eriocheir	ingroup	Microsporidia;Hepatosporidae;Hepatospora	8	8	0	5	3	1.0	1.0	8	8	1	1
F1300064	Nucleospora cyclopteri	ingroup	Microsporidia;Enterocytozoonidae;Nucleospora	0	0	0	0	0			0	0	0	0
F3039483	Ordospora pajunii	ingroup	Microsporidia;Ordosporidae;Ordospora	0	0	0	0	0			0	0	0	0
F291195	Tubulinosema ratisbonensis	ingroup	Microsporidia;Tubulinosematidae;Tubulinosema	8	8	0	3	5	1.0	1.0	8	8	1	1
F6039	Vairimorpha necatrix	ingroup	Microsporidia;Nosematidae;Vairimorpha	6	6	0	3	3	1.0	1.0	6	6	1	1
F103449	Vavraia culicis	ingroup	Microsporidia;Pleistophoridae;Vavraia	8	8	0	2	6	1.0	1.0	8	8	1	1
F82268	Hyaloraphidium curvatum	ingroup	Monoblepharomycota;Hyaloraphidiomycetes;Hyaloraphidiales;Hyaloraphidiaceae;Hyaloraphidium	0	0	0	0	0			0	0	0	0
F1123529	Gonapodya prolifera	ingroup	Monoblepharomycota;Monoblepharidomycetes;Monoblepharidales;Gonapodyaceae;Gonapodya	8	8	0	2	6	1.0	1.0	8	8	1	1
F2725673	Gonapodya sp. JEL0774	ingroup	Monoblepharomycota;Monoblepharidomycetes;Monoblepharidales;Gonapodyaceae;Gonapodya	0	0	0	0	0			0	0	0	0
F1343610	Actinomortierella ambigua	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Actinomortierella	8	8	0	2	6	1.0	1.0	8	8	1	1
F979620	Dissophora ornata	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Dissophora	0	0	0	0	0			0	0	0	0
F101097	Entomortierella chlamydospora	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Entomortierella	8	8	0	3	5	1.0	1.0	8	8	1	1
F101098	Gamsiella multidivaricata	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Gamsiella	0	0	0	0	0			0	0	0	0
F979690	Gryganskiella cystojenkinii	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Gryganskiella	0	0	0	0	0			0	0	0	0
F1897645	Haplosporangium bisporale	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Haplosporangium	0	0	0	0	0			0	0	0	0
F604196	Linnemannia exigua	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Linnemannia	6	6	0	2	4	1.0	1.0	6	6	1	1
F64571	Lobosporangium transversale	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Lobosporangium	6	6	0	0	6	1.0	1.0	6	6	1	1
F979761	Lunasporangiospora selenospora	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Lunasporangiospora	6	6	0	2	4	1.0	1.0	6	6	1	1
F1440133	Modicella reniformis	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Modicella	8	8	0	2	6	1.0	1.0	8	8	1	1
F1343614	Mortierella claussenii	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella	0	0	0	0	0			0	0	0	0
F64525	Podila minutissima	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Podila	6	6	0	1	5	1.0	1.0	6	6	1	1
F1938954	Bifiguratus adelaidae	ingroup	Mucoromycota;Endogonomycetes;Endogonales;Bifiguratus	8	8	0	3	5	1.0	1.0	8	8	1	1
F2340872	Endogone sp. FLAS-F59071	ingroup	Mucoromycota;Endogonomycetes;Endogonales;Endogonaceae;Endogone	0	0	0	0	0			0	0	0	0
F994334	Jimgerdemannia flammicorona	ingroup	Mucoromycota;Endogonomycetes;Endogonales;Endogonaceae;Jimgerdemannia	6	6	0	3	3	1.0	1.0	6	6	1	1
F708070	Mucor velutinosus	ingroup	Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae;Mucor	6	6	0	1	5	1.0	1.0	6	6	1	1
F64632	Mycotypha africana	ingroup	Mucoromycota;Mucoromycetes;Mucorales;Mycotyphaceae;Mycotypha	0	0	0	0	0			0	0	0	0
F4837	Phycomyces blakesleeanus	ingroup	Mucoromycota;Mucoromycetes;Mucorales;Phycomycetaceae;Phycomyces	7	7	0	4	3	1.0	1.0	7	7	1	1
F4840	Rhizomucor pusillus	ingroup	Mucoromycota;Mucoromycetes;Mucorales;Lichtheimiaceae;Rhizomucor	0	0	0	0	0			0	0	0	0
F58291	Rhizopus microsporus	ingroup	Mucoromycota;Mucoromycetes;Mucorales;Rhizopodaceae;Rhizopus	6	5	1	1	4	0.8333333333333334	0.8	6	5	1	1
F91625	Umbelopsis isabellina	ingroup	Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis	6	6	0	1	5	1.0	1.0	6	6	1	1
F64526	Umbelopsis nana	ingroup	Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis	0	0	0	0	0			0	0	0	0
F41833	Umbelopsis ramanniana	ingroup	Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis	7	7	0	2	5	1.0	1.0	7	7	1	1
F44442	Umbelopsis vinacea	ingroup	Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis	0	0	0	0	0			0	0	0	0
F1754192	Anaeromyces robustus	ingroup	Neocallimastigomycota;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Anaeromyces	8	8	0	0	8	1.0	1.0	8	8	1	1
F1754190	Neocallimastix californiae	ingroup	Neocallimastigomycota;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Neocallimastix	0	0	0	0	0			0	0	0	0
F2767002	Neocallimastix lanati (nom. inval.)	ingroup	Neocallimastigomycota;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Neocallimastix	0	0	0	0	0			0	0	0	0
F3108450	Neocallimastix sp. 'constans'	ingroup	Neocallimastigomycota;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Neocallimastix	0	0	0	0	0			0	0	0	0
F1754191	Piromyces finnis	ingroup	Neocallimastigomycota;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Piromyces	8	8	0	2	6	1.0	1.0	8	8	1	1
F73868	Piromyces sp. E2	ingroup	Neocallimastigomycota;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Piromyces	0	0	0	0	0			0	0	0	0
F278681	Olpidium bornovanus	ingroup	Olpidiomycota;Olpidiomycetes;Olpidiales;Olpidiaceae;Olpidium	8	8	0	6	2	1.0	1.0	8	8	1	1
F1246581	Paramicrosporidium saccamoebae	ingroup	Rozellomycota;Paramicrosporidium	8	8	0	4	4	1.0	1.0	8	8	1	1
F281847	Rozella allomycis	ingroup	Rozellomycota;Rozella	8	8	0	4	4	1.0	1.0	8	8	1	1
F1907219	Piptocephalis cylindrospora	ingroup	Zoopagomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Piptocephalis	8	7	1	1	6	0.875	0.8571428571428571	8	7	1	1
F1286916	Piptocephalis tieghemiana	ingroup	Zoopagomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Piptocephalis	0	0	0	0	0			0	0	0	0
F1851187	Syncephalis fuscata	ingroup	Zoopagomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Syncephalis	0	0	0	0	0			0	0	0	0
F1851185	Syncephalis plumigaleata	ingroup	Zoopagomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Syncephalis	0	0	0	0	0			0	0	0	0
F1712513	Syncephalis pseudoplumigaleata	ingroup	Zoopagomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Syncephalis	8	8	0	4	4	1.0	1.0	8	8	1	1
F78915	Thamnocephalis sphaerospora	ingroup	Zoopagomycota;Zoopagomycetes;Zoopagales;Sigmoideomycetaceae;Thamnocephalis	6	6	0	3	3	1.0	1.0	6	6	1	1
F2109901	Amoeboradix gromovi	ingroup	Sanchytriomycota	0	0	0	0	0			0	0	0	0
F2020955	Sanchytrium tribonematis	ingroup	Sanchytriomycota	0	0	0	0	0			0	0	0	0
O691883	Fonticula alba	outgroup	Nucleariida	6	6	0	2	4	1.0	1.0	6	6	1	1
O81824	Monosiga brevicollis	outgroup	Choanoflagellatea	6	6	0	2	4	1.0	1.0	6	6	1	1
O946362	Salpingoeca rosetta	outgroup	Choanoflagellatea	6	5	1	4	1	0.8333333333333334	0.5	6	5	1	1
O192875	Capsaspora owczarzaki	outgroup	Filasterea	6	5	1	1	4	0.8333333333333334	0.8	6	5	1	1
O72019	Sphaeroforma arctica	outgroup	Ichthyosporea	6	6	0	1	5	1.0	1.0	6	6	1	1
O529818	Thecamonas trahens	outgroup	Apusomonadida	6	6	0	0	6	1.0	1.0	6	6	1	1
O5755	Acanthamoeba castellanii	outgroup	Amoebozoa	6	6	0	3	3	1.0	1.0	6	6	1	1
O44689	Dictyostelium discoideum	outgroup	Amoebozoa	6	6	0	2	4	1.0	1.0	6	6	1	1
O5786	Dictyostelium purpureum	outgroup	Amoebozoa	6	6	0	2	4	1.0	1.0	6	6	1	1
O133409	Polysphondylium violaceum	outgroup	Amoebozoa	6	5	1	1	4	0.8333333333333334	0.8	6	5	1	1
O1890364	Planoprotostelium fungivorum	outgroup	Amoebozoa	6	6	0	0	6	1.0	1.0	6	6	1	1
O400682	Amphimedon queenslandica	outgroup	Metazoa;Porifera	6	6	0	3	3	1.0	1.0	6	6	1	1
O45351	Nematostella vectensis	outgroup	Metazoa;Cnidaria	6	6	0	2	4	1.0	1.0	6	6	1	1
O10228	Trichoplax adhaerens	outgroup	Metazoa;Placozoa	6	5	1	1	4	0.8333333333333334	0.8	6	5	1	1
O27923	Mnemiopsis leidyi	outgroup	Metazoa;Ctenophora	0	0	0	0	0			0	0	0	0
O7227	Drosophila melanogaster	outgroup	Metazoa;Arthropoda	6	6	0	2	4	1.0	1.0	6	6	1	1
O6239	Caenorhabditis elegans	outgroup	Metazoa;Nematoda	6	6	0	0	6	1.0	1.0	6	6	1	1
O283909	Capitella teleta	outgroup	Metazoa;Annelida	6	6	0	0	6	1.0	1.0	6	6	1	1
O225164	Lottia gigantea	outgroup	Metazoa;Mollusca	6	5	1	1	4	0.8333333333333334	0.8	6	5	1	1
O2700040	Branchiostoma floridae	outgroup	Metazoa;Chordata	0	0	0	0	0			0	0	0	0
OFS5426470	Corallochytrium limacisporum	outgroup	Corallochytrea	0	0	0	0	0			0	0	0	0
OFS5426494	Chromosphaera perkinsii	outgroup	Ichthyosporea	0	0	0	0	0			0	0	0	0
OFS5426506	Pirum gemmata	outgroup	Ichthyosporea	0	0	0	0	0			0	0	0	0
OFS5426458	Abeoforma whisleri	outgroup	Ichthyosporea	0	0	0	0	0			0	0	0	0
OFS1403592	Creolimax fragrantissima	outgroup	Ichthyosporea	0	0	0	0	0			0	0	0	0
