taxon_a	species_a	state_a	taxon_b	species_b	state_b	different_published_states	common_sequences	common_esmfold	common_alphafold	common_either_matched_source	common_any_model	common_only_mixed_sources	alphafold_marker_ids	esmfold_marker_ids
F48565	Suillus brevipes	ectomycorrhizal	F139363	Hydnum rufescens	ectomycorrhizal	False	115	0	3	3	109	106	201273at2759;207567at2759;4974767at2759	
F48565	Suillus brevipes	ectomycorrhizal	F264124	Botryobasidium botryosum	saprotrophic	True	120	0	3	3	114	111	201273at2759;207567at2759;4974767at2759	
F48565	Suillus brevipes	ectomycorrhizal	F156515	Tulasnella calospora	orchid_mycorrhizal	True	102	0	3	3	97	94	201273at2759;207567at2759;4974767at2759	
F48565	Suillus brevipes	ectomycorrhizal	F68786	Sphaerobolus stellatus	saprotrophic	True	98	39	2	41	93	52	201273at2759;207567at2759	129234at2759;2852757at2759;3643464at2759;4837017at2759;4843824at2759;4969990at2759;4974767at2759;4977163at2759;4977863at2759;4983000at2759;4986044at2759;5000371at2759;5000476at2759;5001280at2759;5001318at2759;5001413at2759;5001734at2759;5001941at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5004265at2759;5004327at2759;5005174at2759;5005217at2759;5005274at2759;5006326at2759;5013042at2759;5013726at2759;5015403at2759;5015647at2759;5015876at2759;5017019at2759;529759at2759;530740at2759;541070at2759;554735at2759;649304at2759
F1904413	Suillus clintonianus	ectomycorrhizal	F1912939	Suillus fuscotomentosus	ectomycorrhizal	False	115	65	2	65	107	42	207567at2759;260326at2759	115730at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969990at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005750at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015712at2759;5015742at2759;5017019at2759;529759at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F1904413	Suillus clintonianus	ectomycorrhizal	F48578	Suillus paluster	ectomycorrhizal	False	119	111	1	111	111	0	260326at2759	115730at2759;160487at2759;201273at2759;207567at2759;260326at2759;2852757at2759;288615at2759;319730at2759;340246at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4764044at2759;4803900at2759;4810093at2759;4823929at2759;4837017at2759;4838864at2759;4843240at2759;4843824at2759;4867008at2759;4888252at2759;4896098at2759;4900375at2759;4908955at2759;4911644at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4970538at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4977863at2759;4983000at2759;4985971at2759;4986044at2759;4987397at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5000823at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001413at2759;5001473at2759;5001660at2759;5001734at2759;5001941at2759;5002334at2759;5002573at2759;5003022at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004327at2759;5004478at2759;5004599at2759;5005010at2759;5005174at2759;5005196at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5006326at2759;5006412at2759;5011777at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5013992at2759;5014007at2759;5015403at2759;5015647at2759;5015712at2759;5015742at2759;5017019at2759;5018803at2759;529759at2759;530014at2759;530740at2759;538728at2759;538952at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759
F1904413	Suillus clintonianus	ectomycorrhizal	F116603	Suillus plorans	ectomycorrhizal	False	119	64	2	64	111	47	207567at2759;260326at2759	115730at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;352891at2759;4613677at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969990at2759;4970387at2759;4974767at2759;4977163at2759;4985971at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005750at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015742at2759;5017019at2759;529759at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F1904413	Suillus clintonianus	ectomycorrhizal	F48586	Suillus subalutaceus	ectomycorrhizal	False	118	110	2	110	110	0	207567at2759;260326at2759	115730at2759;160487at2759;201273at2759;207567at2759;260326at2759;2852757at2759;288615at2759;319730at2759;340246at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4747214at2759;4764044at2759;4803900at2759;4810093at2759;4823929at2759;4837017at2759;4838864at2759;4843240at2759;4843824at2759;4867008at2759;4888252at2759;4896098at2759;4900375at2759;4908955at2759;4911644at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4970538at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4977863at2759;4983000at2759;4986044at2759;4988239at2759;5000045at2759;5000362at2759;5000371at2759;5000452at2759;5000476at2759;5000823at2759;5000870at2759;5000986at2759;5001156at2759;5001280at2759;5001318at2759;5001413at2759;5001473at2759;5001660at2759;5001734at2759;5001941at2759;5002334at2759;5002573at2759;5003022at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004327at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5006326at2759;5006412at2759;5011777at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5013992at2759;5014007at2759;5015403at2759;5015647at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530014at2759;530740at2759;538728at2759;538952at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759
F1904413	Suillus clintonianus	ectomycorrhizal	F48587	Suillus subaureus	ectomycorrhizal	False	114	65	2	65	105	40	207567at2759;260326at2759	201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969990at2759;4974767at2759;4976279at2759;4977163at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005750at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015742at2759;5017019at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F1904413	Suillus clintonianus	ectomycorrhizal	F48593	Suillus weaverae	ectomycorrhizal	False	121	111	2	111	111	0	207567at2759;260326at2759	115730at2759;207567at2759;260326at2759;2852757at2759;288615at2759;319730at2759;340246at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4747214at2759;4764044at2759;4803900at2759;4810093at2759;4823929at2759;4837017at2759;4838864at2759;4843240at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4911644at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4970538at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4977863at2759;4983000at2759;4985971at2759;4986044at2759;4987397at2759;5000045at2759;5000362at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5000823at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001413at2759;5001473at2759;5001660at2759;5001734at2759;5001941at2759;5002334at2759;5002573at2759;5003022at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004327at2759;5004478at2759;5004599at2759;5005010at2759;5005174at2759;5005196at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5006326at2759;5006412at2759;5011777at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5013992at2759;5014007at2759;5015403at2759;5015647at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530014at2759;530740at2759;538728at2759;538952at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759
F1904413	Suillus clintonianus	ectomycorrhizal	F89243	Laccaria amethystina	ectomycorrhizal	False	120	72	2	72	111	39	207567at2759;260326at2759	115730at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4971272at2759;4974767at2759;4977163at2759;4985971at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005217at2759;5005274at2759;5005750at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5017019at2759;529759at2759;530740at2759;538952at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F1904413	Suillus clintonianus	ectomycorrhizal	F80663	Piloderma croceum	ectomycorrhizal	False	119	67	2	67	111	44	207567at2759;260326at2759	115730at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4900375at2759;4908955at2759;4969018at2759;4969990at2759;4970387at2759;4974767at2759;4976279at2759;4977163at2759;4985971at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005217at2759;5005274at2759;5005750at2759;5013042at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5017019at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F1904413	Suillus clintonianus	ectomycorrhizal	F5570	Cenococcum geophilum	ectomycorrhizal	False	119	106	0	106	106	0		115730at2759;160487at2759;201273at2759;207567at2759;260326at2759;2852757at2759;288615at2759;319730at2759;340246at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4747214at2759;4764044at2759;4803900at2759;4810093at2759;4823929at2759;4837017at2759;4838864at2759;4843240at2759;4843824at2759;4867008at2759;4888252at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4970538at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4977863at2759;4983000at2759;4985971at2759;4986044at2759;5000045at2759;5000362at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001413at2759;5001473at2759;5001660at2759;5001734at2759;5001941at2759;5002334at2759;5002573at2759;5003022at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004327at2759;5004478at2759;5004599at2759;5005010at2759;5005174at2759;5005196at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5006326at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5013992at2759;5015403at2759;5015647at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;538728at2759;538952at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759
F1904413	Suillus clintonianus	ectomycorrhizal	F39416	Tuber melanosporum	ectomycorrhizal	False	116	63	2	63	109	46	207567at2759;260326at2759	115730at2759;201273at2759;207567at2759;260326at2759;319730at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4985971at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001273at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004478at2759;5005010at2759;5005174at2759;5005217at2759;5005274at2759;5005750at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015712at2759;529759at2759;538952at2759;539632at2759;541070at2759;554735at2759;649304at2759;707076at2759;727964at2759;801816at2759
F1904413	Suillus clintonianus	ectomycorrhizal	F574774	Glonium stellatum	saprotrophic	True	119	63	2	63	111	48	207567at2759;260326at2759	115730at2759;201273at2759;207567at2759;260326at2759;345792at2759;352891at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4971272at2759;4974767at2759;4977163at2759;4985971at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003856at2759;5003972at2759;5004118at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005750at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015712at2759;5015742at2759;529759at2759;530740at2759;539632at2759;541070at2759;554735at2759;649304at2759;707076at2759;727964at2759;760428at2759;801816at2759
F1904413	Suillus clintonianus	ectomycorrhizal	F741139	Lepidopterella palustris	saprotrophic	True	123	67	2	67	115	48	207567at2759;260326at2759	115730at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4971272at2759;4974767at2759;4977163at2759;4985971at2759;5000045at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002573at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005750at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015712at2759;5015742at2759;529759at2759;530740at2759;539632at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F1904413	Suillus clintonianus	ectomycorrhizal	F1750568	Cantharellus anzutake	ectomycorrhizal	False	104	94	0	94	94	0		115730at2759;160487at2759;201273at2759;207567at2759;260326at2759;2852757at2759;288615at2759;319730at2759;340246at2759;345792at2759;3643464at2759;4613677at2759;4747214at2759;4764044at2759;4803900at2759;4823929at2759;4838864at2759;4843240at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969636at2759;4969990at2759;4970538at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4977863at2759;4983000at2759;4985971at2759;4986044at2759;4987397at2759;5000045at2759;5000362at2759;5000371at2759;5000476at2759;5000743at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001473at2759;5001660at2759;5001734at2759;5001941at2759;5002334at2759;5002573at2759;5003022at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004327at2759;5004478at2759;5005010at2759;5005174at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5006326at2759;5006412at2759;5011777at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015647at2759;5015712at2759;5015742at2759;5015876at2759;529759at2759;530014at2759;530740at2759;538728at2759;539632at2759;540946at2759;541070at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759
F1904413	Suillus clintonianus	ectomycorrhizal	F139363	Hydnum rufescens	ectomycorrhizal	False	116	0	2	2	108	106	207567at2759;260326at2759	
F1904413	Suillus clintonianus	ectomycorrhizal	F264124	Botryobasidium botryosum	saprotrophic	True	121	0	2	2	113	111	207567at2759;260326at2759	
F1904413	Suillus clintonianus	ectomycorrhizal	F156515	Tulasnella calospora	orchid_mycorrhizal	True	104	0	2	2	98	96	207567at2759;260326at2759	
F1904413	Suillus clintonianus	ectomycorrhizal	F68786	Sphaerobolus stellatus	saprotrophic	True	99	41	1	42	91	49	207567at2759	2852757at2759;3643464at2759;4837017at2759;4843240at2759;4843824at2759;4896098at2759;4969990at2759;4974767at2759;4977163at2759;4977863at2759;4983000at2759;4986044at2759;4988239at2759;5000371at2759;5000476at2759;5001280at2759;5001318at2759;5001413at2759;5001734at2759;5001941at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5004265at2759;5004327at2759;5005174at2759;5005217at2759;5005274at2759;5006326at2759;5013042at2759;5013726at2759;5015403at2759;5015647at2759;5015876at2759;5017019at2759;529759at2759;530740at2759;541070at2759;554735at2759;649304at2759
F1912939	Suillus fuscotomentosus	ectomycorrhizal	F48578	Suillus paluster	ectomycorrhizal	False	114	67	1	67	106	39	260326at2759	115730at2759;129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969990at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015712at2759;5015742at2759;5017019at2759;529759at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F1912939	Suillus fuscotomentosus	ectomycorrhizal	F116603	Suillus plorans	ectomycorrhizal	False	115	62	112	112	112	0	115730at2759;129234at2759;160487at2759;201273at2759;207567at2759;260326at2759;2852757at2759;288615at2759;319730at2759;340246at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4695236at2759;4764044at2759;4803900at2759;4810093at2759;4813267at2759;4823929at2759;4837017at2759;4838864at2759;4843240at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4911644at2759;4940884at2759;4969018at2759;4969636at2759;4969990at2759;4970538at2759;4971272at2759;4974767at2759;4975094at2759;4977163at2759;4977863at2759;4983000at2759;4985971at2759;4986044at2759;4987397at2759;4988239at2759;5000152at2759;5000362at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5000823at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001413at2759;5001473at2759;5001660at2759;5001941at2759;5002334at2759;5002573at2759;5003022at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004327at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5011777at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5013992at2759;5015403at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530014at2759;538728at2759;538952at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759	115730at2759;129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;352891at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969990at2759;4974767at2759;4977163at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015742at2759;5017019at2759;529759at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F1912939	Suillus fuscotomentosus	ectomycorrhizal	F48586	Suillus subalutaceus	ectomycorrhizal	False	113	65	3	65	105	40	207567at2759;260326at2759;5005010at2759	115730at2759;129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969990at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;5000371at2759;5000452at2759;5000476at2759;5001156at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015712at2759;5015742at2759;5017019at2759;529759at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F1912939	Suillus fuscotomentosus	ectomycorrhizal	F48587	Suillus subaureus	ectomycorrhizal	False	109	62	105	105	105	0	129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;288615at2759;319730at2759;340246at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4695236at2759;4764044at2759;4803900at2759;4810093at2759;4813267at2759;4823929at2759;4837017at2759;4838864at2759;4843240at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4911644at2759;4940884at2759;4969018at2759;4969636at2759;4969990at2759;4970538at2759;4971272at2759;4974767at2759;4975094at2759;4976279at2759;4977163at2759;4977863at2759;4986044at2759;4987397at2759;4988239at2759;5000152at2759;5000362at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5000870at2759;5000986at2759;5001156at2759;5001280at2759;5001318at2759;5001413at2759;5001473at2759;5001660at2759;5001734at2759;5001941at2759;5002334at2759;5002573at2759;5003022at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5005010at2759;5005174at2759;5005196at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5011777at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5013992at2759;5015403at2759;5015712at2759;5015742at2759;5017019at2759;5018803at2759;529759at2759;530014at2759;538728at2759;538952at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759	129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969990at2759;4974767at2759;4976279at2759;4977163at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015742at2759;5017019at2759;529759at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F1912939	Suillus fuscotomentosus	ectomycorrhizal	F48593	Suillus weaverae	ectomycorrhizal	False	115	66	3	66	106	40	207567at2759;260326at2759;4974767at2759	115730at2759;129234at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4908955at2759;4969990at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;5000371at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013738at2759;5015403at2759;5015712at2759;5015742at2759;5017019at2759;529759at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
