taxon_a	species_a	state_a	taxon_b	species_b	state_b	different_published_states	common_sequences	common_esmfold	common_alphafold	common_either_matched_source	common_any_model	common_only_mixed_sources	alphafold_marker_ids	esmfold_marker_ids
F87326	Amanita brunnescens	ectomycorrhizal	F1004511	Amanita polypyramis	ectomycorrhizal	False	93	68	0	68	68	0		129234at2759;201273at2759;207567at2759;260326at2759;288615at2759;352891at2759;3643464at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4843824at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4970387at2759;4974767at2759;4977163at2759;4983000at2759;4985971at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003972at2759;5004265at2759;5004478at2759;5005174at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013726at2759;5015403at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530740at2759;539632at2759;541070at2759;554735at2759;707076at2759;707202at2759;730114at2759;760428at2759;776280at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F41956	Amanita muscaria	ectomycorrhizal	False	98	71	0	71	72	1		129234at2759;201273at2759;207567at2759;288615at2759;352891at2759;3643464at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4970387at2759;4974767at2759;4977163at2759;4983000at2759;4986044at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001473at2759;5002334at2759;5002573at2759;5003192at2759;5003972at2759;5004265at2759;5004478at2759;5005174at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013726at2759;5013738at2759;5015403at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530014at2759;530740at2759;538952at2759;539632at2759;541070at2759;554735at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F933333	Amanita inopinata	asymbiotic	True	99	69	0	69	69	0		129234at2759;201273at2759;207567at2759;260326at2759;288615at2759;352891at2759;3643464at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4970387at2759;4974767at2759;4983000at2759;4985971at2759;4986044at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003972at2759;5004265at2759;5004478at2759;5005174at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013726at2759;5015403at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530740at2759;538952at2759;539632at2759;541070at2759;554735at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F235537	Amanita thiersii	asymbiotic	True	102	54	0	54	74	20		129234at2759;201273at2759;207567at2759;260326at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969636at2759;4970387at2759;4974767at2759;4977163at2759;4983000at2759;4985971at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003972at2759;5004478at2759;5005174at2759;5005274at2759;5005892at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013726at2759;5013738at2759;5015403at2759;5015742at2759;5017019at2759;529759at2759;530740at2759;539632at2759;541070at2759;554735at2759;707076at2759;707202at2759;727964at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F29883	Laccaria bicolor	ectomycorrhizal	False	92	51	0	51	65	14		129234at2759;201273at2759;207567at2759;260326at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4970387at2759;4974767at2759;4977163at2759;4985971at2759;4986044at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5001273at2759;5001318at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5004478at2759;5005174at2759;5005217at2759;5005274at2759;5005750at2759;5005892at2759;5013259at2759;5013726at2759;5013738at2759;5017019at2759;529759at2759;530740at2759;539632at2759;541070at2759;554735at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F48563	Suillus bovinus	ectomycorrhizal	False	101	73	0	73	73	0		129234at2759;201273at2759;207567at2759;260326at2759;288615at2759;352891at2759;3643464at2759;4613677at2759;4803900at2759;4823929at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4970387at2759;4974767at2759;4977163at2759;4983000at2759;4985971at2759;4986044at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003972at2759;5004265at2759;5004478at2759;5005174at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013726at2759;5013738at2759;5015403at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530014at2759;530740at2759;538952at2759;539632at2759;541070at2759;554735at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F48565	Suillus brevipes	ectomycorrhizal	False	100	72	0	72	72	0		129234at2759;201273at2759;207567at2759;260326at2759;288615at2759;352891at2759;3643464at2759;4613677at2759;4803900at2759;4823929at2759;4843824at2759;4867008at2759;4900375at2759;4969018at2759;4969636at2759;4970387at2759;4974767at2759;4977163at2759;4983000at2759;4985971at2759;4986044at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003972at2759;5004265at2759;5004478at2759;5005174at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013726at2759;5013738at2759;5015403at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530014at2759;530740at2759;538952at2759;539632at2759;541070at2759;554735at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F1904413	Suillus clintonianus	ectomycorrhizal	False	100	72	0	72	72	0		201273at2759;207567at2759;260326at2759;288615at2759;352891at2759;3643464at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4970387at2759;4974767at2759;4977163at2759;4983000at2759;4985971at2759;4986044at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003972at2759;5004265at2759;5004478at2759;5005174at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5006326at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013726at2759;5013738at2759;5015403at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530014at2759;530740at2759;538952at2759;539632at2759;541070at2759;554735at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F1912939	Suillus fuscotomentosus	ectomycorrhizal	False	94	49	0	49	70	21		129234at2759;201273at2759;207567at2759;260326at2759;352891at2759;4803900at2759;4823929at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4974767at2759;4977163at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003972at2759;5004265at2759;5004478at2759;5005174at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013726at2759;5013738at2759;5015403at2759;5015712at2759;5015742at2759;5017019at2759;529759at2759;539632at2759;541070at2759;554735at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F48578	Suillus paluster	ectomycorrhizal	False	99	72	0	72	72	0		129234at2759;201273at2759;207567at2759;260326at2759;288615at2759;352891at2759;3643464at2759;4613677at2759;4803900at2759;4823929at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4970387at2759;4974767at2759;4977163at2759;4983000at2759;4985971at2759;4986044at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003972at2759;5004265at2759;5004478at2759;5005174at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013726at2759;5013738at2759;5015403at2759;5015712at2759;5015742at2759;5017019at2759;5018803at2759;529759at2759;530014at2759;530740at2759;538952at2759;539632at2759;541070at2759;554735at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F116603	Suillus plorans	ectomycorrhizal	False	98	51	0	51	71	20		129234at2759;201273at2759;207567at2759;260326at2759;352891at2759;4613677at2759;4803900at2759;4823929at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4970387at2759;4974767at2759;4977163at2759;4985971at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001473at2759;5002334at2759;5002573at2759;5003192at2759;5003972at2759;5004265at2759;5004478at2759;5005174at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013726at2759;5013738at2759;5015403at2759;5015742at2759;5017019at2759;529759at2759;539632at2759;541070at2759;554735at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F48586	Suillus subalutaceus	ectomycorrhizal	False	98	71	0	71	71	0		129234at2759;201273at2759;207567at2759;260326at2759;288615at2759;352891at2759;3643464at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4970387at2759;4974767at2759;4977163at2759;4983000at2759;4986044at2759;5000045at2759;5000452at2759;5000476at2759;5000870at2759;5000986at2759;5001156at2759;5001280at2759;5001318at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003972at2759;5004265at2759;5004478at2759;5005174at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013726at2759;5013738at2759;5015403at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530014at2759;530740at2759;538952at2759;539632at2759;541070at2759;554735at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F48587	Suillus subaureus	ectomycorrhizal	False	94	51	0	51	68	17		129234at2759;201273at2759;207567at2759;260326at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4974767at2759;4977163at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001318at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003972at2759;5004265at2759;5005174at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013726at2759;5013738at2759;5015403at2759;5015742at2759;5017019at2759;529759at2759;530740at2759;539632at2759;541070at2759;554735at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F48593	Suillus weaverae	ectomycorrhizal	False	100	73	0	73	73	0		129234at2759;207567at2759;260326at2759;288615at2759;352891at2759;3643464at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4970387at2759;4974767at2759;4977163at2759;4983000at2759;4985971at2759;4986044at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003972at2759;5004265at2759;5004478at2759;5005174at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013726at2759;5013738at2759;5015403at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530014at2759;530740at2759;538952at2759;539632at2759;541070at2759;554735at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F89243	Laccaria amethystina	ectomycorrhizal	False	98	56	0	56	72	16		201273at2759;207567at2759;260326at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4970387at2759;4974767at2759;4977163at2759;4985971at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003972at2759;5004265at2759;5004478at2759;5005174at2759;5005217at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013726at2759;5013738at2759;5015403at2759;5017019at2759;529759at2759;530740at2759;538952at2759;539632at2759;541070at2759;554735at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F80663	Piloderma croceum	ectomycorrhizal	False	99	52	0	52	71	19		129234at2759;201273at2759;207567at2759;260326at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4843824at2759;4867008at2759;4900375at2759;4969018at2759;4970387at2759;4974767at2759;4977163at2759;4985971at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001473at2759;5002334at2759;5002573at2759;5003192at2759;5003972at2759;5004265at2759;5004478at2759;5005174at2759;5005217at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013259at2759;5013726at2759;5013738at2759;5015403at2759;5017019at2759;529759at2759;530740at2759;539632at2759;541070at2759;554735at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F5570	Cenococcum geophilum	ectomycorrhizal	False	98	71	0	71	71	0		129234at2759;201273at2759;207567at2759;260326at2759;288615at2759;352891at2759;3643464at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4970387at2759;4974767at2759;4977163at2759;4983000at2759;4985971at2759;4986044at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003972at2759;5004265at2759;5004478at2759;5005174at2759;5005217at2759;5005274at2759;5005697at2759;5005892at2759;5006326at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013726at2759;5013738at2759;5015403at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;538952at2759;539632at2759;541070at2759;554735at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F39416	Tuber melanosporum	ectomycorrhizal	False	97	51	0	51	72	21		129234at2759;201273at2759;207567at2759;260326at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4970387at2759;4974767at2759;4977163at2759;4985971at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5001273at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003972at2759;5004265at2759;5004478at2759;5005174at2759;5005217at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013726at2759;5013738at2759;5015403at2759;5015712at2759;529759at2759;538952at2759;539632at2759;541070at2759;554735at2759;707076at2759;727964at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F574774	Glonium stellatum	saprotrophic	True	99	51	0	51	72	21		129234at2759;201273at2759;207567at2759;260326at2759;352891at2759;4747214at2759;4803900at2759;4823929at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4970387at2759;4974767at2759;4977163at2759;4985971at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5001273at2759;5001318at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003972at2759;5004478at2759;5005174at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013726at2759;5013738at2759;5015403at2759;5015712at2759;5015742at2759;529759at2759;530740at2759;539632at2759;541070at2759;554735at2759;707076at2759;727964at2759;760428at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F741139	Lepidopterella palustris	saprotrophic	True	102	53	0	53	74	21		129234at2759;201273at2759;207567at2759;260326at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4970387at2759;4974767at2759;4977163at2759;4985971at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5001273at2759;5001318at2759;5001473at2759;5001734at2759;5002573at2759;5003972at2759;5004265at2759;5004478at2759;5005174at2759;5005274at2759;5005750at2759;5005892at2759;5013042at2759;5013067at2759;5013259at2759;5013726at2759;5013738at2759;5015403at2759;5015712at2759;5015742at2759;529759at2759;530740at2759;539632at2759;541070at2759;554735at2759;707076at2759;707202at2759;727964at2759;760428at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F1750568	Cantharellus anzutake	ectomycorrhizal	False	85	65	0	65	65	0		129234at2759;201273at2759;207567at2759;260326at2759;288615at2759;3643464at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4843824at2759;4867008at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4974767at2759;4977163at2759;4983000at2759;4985971at2759;4986044at2759;5000045at2759;5000476at2759;5000743at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003972at2759;5004478at2759;5005174at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013726at2759;5013738at2759;5015403at2759;5015712at2759;5015742at2759;5015876at2759;529759at2759;530014at2759;530740at2759;539632at2759;541070at2759;707076at2759;707202at2759;727964at2759;730114at2759;760428at2759;776280at2759;801816at2759
F87326	Amanita brunnescens	ectomycorrhizal	F139363	Hydnum rufescens	ectomycorrhizal	False	96	0	0	0	72	72		
F87326	Amanita brunnescens	ectomycorrhizal	F264124	Botryobasidium botryosum	saprotrophic	True	100	0	0	0	73	73		
F87326	Amanita brunnescens	ectomycorrhizal	F156515	Tulasnella calospora	orchid_mycorrhizal	True	85	0	0	0	63	63		
F87326	Amanita brunnescens	ectomycorrhizal	F68786	Sphaerobolus stellatus	saprotrophic	True	83	29	0	29	62	33		129234at2759;3643464at2759;4843824at2759;4896098at2759;4974767at2759;4977163at2759;4983000at2759;4986044at2759;5000476at2759;5001280at2759;5001318at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5004265at2759;5005174at2759;5005217at2759;5005274at2759;5006326at2759;5013042at2759;5013726at2759;5015403at2759;5015876at2759;5017019at2759;529759at2759;530740at2759;541070at2759;554735at2759
F1004511	Amanita polypyramis	ectomycorrhizal	F41956	Amanita muscaria	ectomycorrhizal	False	105	95	0	95	96	1		129234at2759;201273at2759;207567at2759;2852757at2759;288615at2759;319730at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4747214at2759;4764044at2759;4803900at2759;4810093at2759;4823929at2759;4837017at2759;4838864at2759;4843824at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4970538at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4983000at2759;5000045at2759;5000362at2759;5000452at2759;5000476at2759;5000743at2759;5000823at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001413at2759;5001473at2759;5001660at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004327at2759;5004478at2759;5004599at2759;5005010at2759;5005174at2759;5005196at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5011777at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013992at2759;5014007at2759;5015403at2759;5015647at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;730114at2759;760428at2759;776280at2759;801816at2759
F1004511	Amanita polypyramis	ectomycorrhizal	F933333	Amanita inopinata	asymbiotic	True	105	91	0	91	91	0		129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;288615at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4747214at2759;4764044at2759;4803900at2759;4810093at2759;4823929at2759;4837017at2759;4843824at2759;4896098at2759;4900375at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4970538at2759;4974767at2759;4976279at2759;4977863at2759;4983000at2759;4985971at2759;5000045at2759;5000362at2759;5000452at2759;5000476at2759;5000743at2759;5000823at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001413at2759;5001473at2759;5001660at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004327at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5011777at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013992at2759;5014007at2759;5015403at2759;5015647at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;730114at2759;760428at2759;776280at2759;801816at2759
F1004511	Amanita polypyramis	ectomycorrhizal	F235537	Amanita thiersii	asymbiotic	True	109	67	0	67	100	33		129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4896098at2759;4900375at2759;4908955at2759;4969636at2759;4969990at2759;4970387at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4983000at2759;4985971at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5001156at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004478at2759;5005010at2759;5005174at2759;5005196at2759;5005274at2759;5005892at2759;5006412at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5015403at2759;5015742at2759;5017019at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;801816at2759
F1004511	Amanita polypyramis	ectomycorrhizal	F29883	Laccaria bicolor	ectomycorrhizal	False	96	62	0	62	88	26		129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;319730at2759;345792at2759;352891at2759;4613677at2759;4747214at2759;4803900at2759;4823929at2759;4837017at2759;4843824at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4971272at2759;4974767at2759;4977163at2759;4977863at2759;4985971at2759;5000045at2759;5000452at2759;5000476at2759;5000743at2759;5001273at2759;5001318at2759;5001413at2759;5001473at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5004118at2759;5004478at2759;5005010at2759;5005174at2759;5005217at2759;5005274at2759;5005750at2759;5005892at2759;5013259at2759;5013539at2759;5013726at2759;5017019at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;760428at2759;801816at2759
F1004511	Amanita polypyramis	ectomycorrhizal	F48563	Suillus bovinus	ectomycorrhizal	False	108	98	0	98	98	0		129234at2759;201273at2759;207567at2759;260326at2759;2852757at2759;288615at2759;319730at2759;345792at2759;352891at2759;3643464at2759;4613677at2759;4764044at2759;4803900at2759;4810093at2759;4823929at2759;4837017at2759;4838864at2759;4843824at2759;4896098at2759;4900375at2759;4908955at2759;4969018at2759;4969636at2759;4969990at2759;4970387at2759;4970538at2759;4971272at2759;4974767at2759;4976279at2759;4977163at2759;4977863at2759;4983000at2759;4985971at2759;5000045at2759;5000362at2759;5000452at2759;5000476at2759;5000743at2759;5000823at2759;5000870at2759;5000986at2759;5001156at2759;5001273at2759;5001280at2759;5001318at2759;5001413at2759;5001473at2759;5001660at2759;5001734at2759;5002334at2759;5002573at2759;5003192at2759;5003856at2759;5003972at2759;5004118at2759;5004265at2759;5004327at2759;5004478at2759;5004599at2759;5005010at2759;5005174at2759;5005196at2759;5005215at2759;5005217at2759;5005274at2759;5005697at2759;5005750at2759;5005892at2759;5006326at2759;5006412at2759;5011777at2759;5013042at2759;5013067at2759;5013259at2759;5013539at2759;5013726at2759;5013992at2759;5014007at2759;5015403at2759;5015647at2759;5015712at2759;5015742at2759;5015876at2759;5017019at2759;5018803at2759;529759at2759;530740at2759;539632at2759;540946at2759;541070at2759;554735at2759;649304at2759;707076at2759;707202at2759;730114at2759;760428at2759;776280at2759;801816at2759
