taxon_id	species_name	study_role	lineage_group	dataset	selection_reason	broad_markers	broad_complete_percent	broad_single_copy_percent	broad_duplicated_percent	broad_fragmented_percent	broad_missing_percent	lineage_qc_status	lineage_markers	lineage_complete	lineage_single_copy	lineage_duplicated	lineage_fragmented	lineage_missing	lineage_complete_percent	lineage_single_copy_percent	lineage_duplicated_percent	lineage_fragmented_percent	lineage_missing_percent
F315204	Geoglossum umbratile	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	98.4	97.6	0.8	0.0	1.6	audited_lineage_panel	2557	2421	2412	9	30	106	94.6812671098944	94.32929213922566	0.35197497066875244	1.173249902229175	4.1454829878764174
F1670608	Glutinoglossum americanum	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	97.6	96.8	0.8	0.0	2.4	audited_lineage_panel	2557	2329	2324	5	38	190	91.08330074305827	90.88775909268674	0.19554165037152912	1.4861165428236214	7.430582714118107
F265104	Trichoglossum hirsutum	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	96.8	96.0	0.8	0.8	2.4	audited_lineage_panel	2557	2403	2396	7	31	123	93.97731716855691	93.70355885803676	0.27375831052014077	1.2123582323034807	4.810324599139617
F1671311	Colletotrichum abscissum	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	99.2	99.2	0.0	0.0	0.8	audited_lineage_panel	2557	2543	2539	4	3	11	99.45248337895971	99.2960500586625	0.15643332029722332	0.11732499022291748	0.4301916308173641
F1209916	Colletotrichum costaricense	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	99.2	99.2	0.0	0.0	0.8	audited_lineage_panel	2557	2544	2539	5	3	10	99.49159170903403	99.2960500586625	0.19554165037152912	0.11732499022291748	0.39108330074305825
F34406	Colletotrichum destructivum	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	99.2	98.4	0.8	0.8	0.0	audited_lineage_panel	2557	2552	2542	10	0	5	99.80445834962848	99.41337504888541	0.39108330074305825	0.0	0.19554165037152912
F710243	Colletotrichum fioriniae	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	96.8	96.0	0.8	0.8	2.4	audited_lineage_panel	2557	2441	2437	4	46	70	95.46343371138052	95.3070003910833	0.15643332029722332	1.798983183418068	2.737583105201408
F474922	Colletotrichum gloeosporioides	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	97.6	97.6	0.0	0.0	2.4	audited_lineage_panel	2557	2492	2484	8	3	62	97.45795854517011	97.14509190457568	0.31286664059444663	0.11732499022291748	2.4247164646069614
F80884	Colletotrichum higginsianum	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	98.4	97.6	0.8	0.0	1.6	audited_lineage_panel	2557	2513	2506	7	8	36	98.27923347673054	98.0054751662104	0.27375831052014077	0.31286664059444663	1.4078998826750098
F2283408	Colletotrichum jinshuiense	ingroup	Ascomycota	ascomycota_odb12.2	Exact manifest-group panel	125	100.0	99.2	0.8	0.0	0.0	audited_lineage_panel	2557	2536	2523	13	2	19	99.17872506843958	98.6703167774736	0.5084082909659757	0.07821666014861166	0.7430582714118107
