model_id	alphabet_model_full	rate_model_full	rsa_scale_full	controls_full	term	coefficient_full	marker_cluster_standard_error_full	t_statistic_full	p_value_conditional_cluster_t_full	ci95_lower_full	ci95_upper_full	bh_q_across_all_72_focal_tests_full	alphabet_model_omission	rate_model_omission	rsa_scale_omission	controls_omission	coefficient_omission	marker_cluster_standard_error_omission	t_statistic_omission	p_value_conditional_cluster_t_omission	ci95_lower_omission	ci95_upper_omission	bh_q_across_all_72_focal_tests_omission	omission_minus_full
3di_af_empirical__gamma__miller1987__composition_adjusted	3di_af_empirical	gamma	miller1987	composition_adjusted	rsa_centered	-0.1848553080560422	0.0179192632900858	-10.316010489020297	2.340522725920883e-18	-0.2203253910203408	-0.1493852250917436	9.912802133311976e-18	3di_af_empirical	gamma	miller1987	composition_adjusted	-0.1863359787489702	0.0180034747911823	-10.3500008143002	2.1031811446324078e-18	-0.2219756552574404	-0.1506963022405	8.907590730207843e-18	-0.00148067069292801
3di_af_empirical__gamma__miller1987__composition_adjusted	3di_af_empirical	gamma	miller1987	composition_adjusted	aa_by_rsa	-0.0926373696925439	0.025572561431551	-3.622529950333776	0.000425064485267	-0.1432566870664107	-0.0420180523186772	0.0004310513090031	3di_af_empirical	gamma	miller1987	composition_adjusted	-0.0892778985022287	0.0255803740357058	-3.490093552878156	0.0006726870496739	-0.1399168038342563	-0.0386389931702012	0.0006821615151622	0.003359471190315197
3di_af_empirical__freerate__tien2013__coverage_confidence	3di_af_empirical	freerate	tien2013	coverage_confidence	aa_log1p_rate	0.1783611504016207	0.01299810140995	13.722092540767882	1.452234357917385e-26	0.1526322056383404	0.204090095164901	8.713406147504309e-26	3di_af_empirical	freerate	tien2013	coverage_confidence	0.1787968220890419	0.0130501150627635	13.700785106424895	1.9226801556277804e-26	0.1529628158969149	0.2046308282811689	1.1536080933766685e-25	0.0004356716874212019
3di_af_empirical__freerate__tien2013__coverage_confidence	3di_af_empirical	freerate	tien2013	coverage_confidence	rsa_centered	-0.1848219521177418	0.0250957636673743	-7.364667382408411	2.2312311697552003e-11	-0.2344974775522438	-0.1351464266832399	5.3549548074124795e-11	3di_af_empirical	freerate	tien2013	coverage_confidence	-0.1859045645779868	0.0252375586108652	-7.366186541433177	2.2835881261808298e-11	-0.2358648325366659	-0.1359442966193076	5.4806115028339914e-11	-0.0010826124602449916
3di_af_empirical__freerate__tien2013__coverage_confidence	3di_af_empirical	freerate	tien2013	coverage_confidence	aa_by_rsa	-0.1420986306584413	0.0346687686748805	-4.098750434173904	7.485127552615939e-05	-0.210723332537142	-0.0734739287797406	8.420768496692932e-05	3di_af_empirical	freerate	tien2013	coverage_confidence	-0.1382445361729181	0.0346602656479084	-3.988559625516324	0.0001137828357817	-0.2068579938368859	-0.0696310785089504	0.0001260363719428	0.0038540944855232073
3di_af_empirical__freerate__tien2013__composition_adjusted	3di_af_empirical	freerate	tien2013	composition_adjusted	aa_log1p_rate	0.0833336971384749	0.0200058324197853	4.165470118407053	5.801600316287877e-05	0.0437333785197824	0.1229340157571674	6.737342302785922e-05	3di_af_empirical	freerate	tien2013	composition_adjusted	0.0822321177205159	0.0200846173616397	4.09428351259376	7.646899185304135e-05	0.0424726116325117	0.1219916238085201	8.880270021643511e-05	-0.0011015794179589922
3di_af_empirical__freerate__tien2013__composition_adjusted	3di_af_empirical	freerate	tien2013	composition_adjusted	rsa_centered	-0.2486269996499585	0.0242495754644668	-10.25283927194	3.3296699417421785e-18	-0.296627547420778	-0.200626451879139	1.1986811790271842e-17	3di_af_empirical	freerate	tien2013	composition_adjusted	-0.2505992270879476	0.0243484540693314	-10.292202797531791	2.900283399926296e-18	-0.2987994238042687	-0.2023990303716264	1.0441020239734664e-17	-0.0019722274379890825
3di_af_empirical__freerate__tien2013__composition_adjusted	3di_af_empirical	freerate	tien2013	composition_adjusted	aa_by_rsa	-0.1273438193183731	0.0339710262638444	-3.748600890927628	0.0002722640717455	-0.1945873828764568	-0.0601002557602893	0.000280043045224	3di_af_empirical	freerate	tien2013	composition_adjusted	-0.1235208533291966	0.0339576050329772	-3.637501914791749	0.0004045681818732	-0.1907433241252484	-0.0562983825331449	0.0004161272727838	0.003822965989176502
3di_af_empirical__freerate__miller1987__coverage_confidence	3di_af_empirical	freerate	miller1987	coverage_confidence	aa_log1p_rate	0.1817070748168657	0.0130367677435804	13.938046484439548	4.4853514696387326e-27	0.1559015924169879	0.2075125572167435	2.935866416490807e-26	3di_af_empirical	freerate	miller1987	coverage_confidence	0.1820414863323584	0.0130863140320753	13.910829732968658	6.1644278343663656e-27	0.1561358206649815	0.2079471519997354	4.034898218857985e-26	0.000334411515492683
3di_af_empirical__freerate__miller1987__coverage_confidence	3di_af_empirical	freerate	miller1987	coverage_confidence	rsa_centered	-0.1554731377362007	0.0217077166007909	-7.162113850820042	6.364195390289628e-11	-0.1984422317402792	-0.1125040437321221	1.4319439628151663e-10	3di_af_empirical	freerate	miller1987	coverage_confidence	-0.1561342614328413	0.0218429898756297	-7.148026086256658	7.039306401068716e-11	-0.1993746415358263	-0.1128938813298563	1.583843940240461e-10	-0.000661123696640592
