model_id	alphabet_model_full	rate_model_full	rsa_scale_full	controls_full	term	coefficient_full	marker_cluster_standard_error_full	t_statistic_full	p_value_conditional_cluster_t_full	ci95_lower_full	ci95_upper_full	bh_q_across_all_72_focal_tests_full	alphabet_model_omission	rate_model_omission	rsa_scale_omission	controls_omission	coefficient_omission	marker_cluster_standard_error_omission	t_statistic_omission	p_value_conditional_cluster_t_omission	ci95_lower_omission	ci95_upper_omission	bh_q_across_all_72_focal_tests_omission	omission_minus_full
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	rsa_centered	-0.2438169075203082	0.0357755360620369	-6.815185301417	1.126085994812099e-09	-0.3149132677452963	-0.1727205472953201	3.378257984436297e-09	3di_llm	gamma	tien2013	composition_adjusted	-0.2445739328193864	0.0360003950971305	-6.793645796372953	1.2941152772437876e-09	-0.3161286162549216	-0.1730192493838512	3.8823458317313645e-09	-0.0007570252990782012
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	aa_by_rsa	0.0153765210862802	0.0497110829834525	0.3093177650424284	0.7578110182049574	-0.0834138102965162	0.1141668524690767	0.9093732218459488	3di_llm	gamma	tien2013	composition_adjusted	0.0182660551942815	0.0499539542154765	0.3656578439314496	0.7155079689130064	-0.0810228379025209	0.117554948291084	0.8731622671480757	0.0028895341080012998
3di_llm__gamma__miller1987__coverage_confidence	3di_llm	gamma	miller1987	coverage_confidence	aa_log1p_rate	0.1944084425589144	0.0140234365726385	13.863109912603678	7.546606045279789e-24	0.166539809188007	0.2222770759298217	4.527963627167873e-23	3di_llm	gamma	miller1987	coverage_confidence	0.193552949004345	0.014087767100166	13.739079275527184	1.6475577510067624e-23	0.1655519864469569	0.2215539115617331	9.885346506040576e-23	-0.0008554935545694031
3di_llm__gamma__miller1987__coverage_confidence	3di_llm	gamma	miller1987	coverage_confidence	rsa_centered	-0.1623344171578825	0.030198181656233	-5.375635493747543	6.195977163669883e-07	-0.2223469574996451	-0.10232187681612	1.3120892817183285e-06	3di_llm	gamma	miller1987	coverage_confidence	-0.1636365960296483	0.0303644630163291	-5.389082492308502	5.976422218681931e-07	-0.2239892541869091	-0.1032839378723875	1.2655952933679382e-06	-0.0013021788717658134
3di_llm__gamma__miller1987__coverage_confidence	3di_llm	gamma	miller1987	coverage_confidence	aa_by_rsa	0.0008959722646277	0.0422228098732511	0.0212201003987495	0.9831181215642482	-0.0830129898611776	0.084804934390433	0.9847541591226832	3di_llm	gamma	miller1987	coverage_confidence	0.0039883280062473	0.0423510763611455	0.0941730021744245	0.925188280963306	-0.0801890221033765	0.0881656781158713	0.9835592408953066	0.0030923557416195997
3di_llm__gamma__miller1987__composition_adjusted	3di_llm	gamma	miller1987	composition_adjusted	aa_log1p_rate	0.0775355230848636	0.0219689843059315	3.5293176054538447	0.0006650366099921	0.0338767832330507	0.1211942629366764	0.0009975549149882	3di_llm	gamma	miller1987	composition_adjusted	0.0794419803128475	0.0221809092320195	3.581547513758727	0.0005620031117906	0.03535502143011	0.123528939195585	0.0008430046676859	0.001906457227983896
3di_llm__gamma__miller1987__composition_adjusted	3di_llm	gamma	miller1987	composition_adjusted	rsa_centered	-0.2119738660013434	0.0305872946705902	-6.930127959474512	6.666122604167113e-10	-0.2727596866928119	-0.1511880453098749	2.285527750000153e-09	3di_llm	gamma	miller1987	composition_adjusted	-0.2126613025638519	0.0307863692571708	-6.907644769261586	7.713216788002426e-10	-0.2738525450594639	-0.15147006006824	2.6445314701722603e-09	-0.0006874365625084977
3di_llm__gamma__miller1987__composition_adjusted	3di_llm	gamma	miller1987	composition_adjusted	aa_by_rsa	0.0195323094025962	0.0419761330827173	0.4653194081528735	0.6428522224642702	-0.0638864344374922	0.1029510532426848	0.8265242860254902	3di_llm	gamma	miller1987	composition_adjusted	0.0220764766654988	0.0421735020095478	0.5234679505747684	0.6019794929266205	-0.0617479251922916	0.1059008785232894	0.788045881649394	0.002544167262902599
3di_llm__freerate__tien2013__coverage_confidence	3di_llm	freerate	tien2013	coverage_confidence	aa_log1p_rate	0.2103858540367537	0.013631020837132	15.434343219815512	9.074018878045468e-27	0.1832970644798186	0.2374746435936887	3.266646796096368e-25	3di_llm	freerate	tien2013	coverage_confidence	0.2098620083982183	0.0137083865465197	15.309023252739934	2.0524426722448368e-26	0.1826151057711314	0.2371089110253051	7.388793620081413e-25	-0.0005238456385353862
3di_llm__freerate__tien2013__coverage_confidence	3di_llm	freerate	tien2013	coverage_confidence	rsa_centered	-0.2245634632178866	0.0374286865005125	-5.9997687392746535	4.2958220719171455e-08	-0.2989451125542985	-0.1501818138814748	1.007927544215181e-07	3di_llm	freerate	tien2013	coverage_confidence	-0.2272348953712801	0.0375874714049941	-6.045495663246134	3.620001285412029e-08	-0.3019440648198389	-0.1525257259227214	8.958103014141072e-08	-0.0026714321533935215
3di_llm__freerate__tien2013__coverage_confidence	3di_llm	freerate	tien2013	coverage_confidence	aa_by_rsa	-0.0009557970285117	0.0498762401672254	-0.0191633736886964	0.9847541591226832	-0.1000743436087241	0.0981627495517007	0.9847541591226832	3di_llm	freerate	tien2013	coverage_confidence	0.0035667634805117	0.0499455816477722	0.0714129931585424	0.943232978546798	-0.0957054882313833	0.1028390151924069	0.9842431080488324	0.0045225605090234
3di_llm__freerate__tien2013__composition_adjusted	3di_llm	freerate	tien2013	composition_adjusted	aa_log1p_rate	0.0939761510856594	0.0223419028690453	4.206273370558018	6.229396382386106e-05	0.0495763139529631	0.1383759882183557	0.0001121291348829	3di_llm	freerate	tien2013	composition_adjusted	0.0960010121778785	0.0225966922625049	4.248454201289214	5.380986317963271e-05	0.051087639500404	0.1409143848553529	9.685775372333888e-05	0.0020248610922190963
3di_llm__freerate__tien2013__composition_adjusted	3di_llm	freerate	tien2013	composition_adjusted	rsa_centered	-0.282475272177382	0.0381694064412165	-7.400567588401266	7.629562603279146e-11	-0.3583289467446332	-0.2066215976101307	3.051825041311659e-10	3di_llm	freerate	tien2013	composition_adjusted	-0.2845754018854591	0.0383959227081384	-7.411604717735821	7.642761868511969e-11	-0.3608914558394089	-0.2082593479315092	3.0571047474047877e-10	-0.002100129708077103
3di_llm__freerate__tien2013__composition_adjusted	3di_llm	freerate	tien2013	composition_adjusted	aa_by_rsa	0.016647547822156	0.0492492760787939	0.3380262441933485	0.7361484920520169	-0.0812250393795032	0.1145201350238152	0.8983507021651732	3di_llm	freerate	tien2013	composition_adjusted	0.0202090308883985	0.0494564536511555	0.4086227255788365	0.683820616259344	-0.0780910259666642	0.1185090877434613	0.8488807650115994	0.0035614830662424983
3di_llm__freerate__miller1987__coverage_confidence	3di_llm	freerate	miller1987	coverage_confidence	aa_log1p_rate	0.2088571893011635	0.0144097109657119	14.49419698966495	4.885627539676948e-25	0.1802209167438577	0.2374934618584694	4.397064785709254e-24	3di_llm	freerate	miller1987	coverage_confidence	0.2081959708682924	0.0144820807409391	14.37610897167196	1.052509393765745e-24	0.1794112672529602	0.2369806744836245	9.472584543891706e-24	-0.000661218432871119
3di_llm__freerate__miller1987__coverage_confidence	3di_llm	freerate	miller1987	coverage_confidence	rsa_centered	-0.1907169674515482	0.0321381922890723	-5.934277999711757	5.7152450757578935e-08	-0.254584871261617	-0.1268490636414795	1.2859301420455262e-07	3di_llm	freerate	miller1987	coverage_confidence	-0.1931787191052277	0.0322736541284831	-5.985647560582176	4.698690311167764e-08	-0.2573261013281421	-0.1290313368823134	1.0572053200127469e-07	-0.0024617516536794837
3di_llm__freerate__miller1987__coverage_confidence	3di_llm	freerate	miller1987	coverage_confidence	aa_by_rsa	0.0067883981017766	0.0420911712316025	0.1612784321069169	0.8722438016485774	-0.0768589598856603	0.0904357560892135	0.9518296537969212	3di_llm	freerate	miller1987	coverage_confidence	0.0107499266087713	0.0421395005555194	0.2551033227033189	0.7992453897737021	-0.0730068936774064	0.0945067468949491	0.928155936511396	0.0039615285069947
3di_llm__freerate__miller1987__composition_adjusted	3di_llm	freerate	miller1987	composition_adjusted	aa_log1p_rate	0.0926011103502387	0.022776986860225	4.06555576988746	0.0001040123717283	0.0473366352115208	0.1378655854889567	0.0001741602503359	3di_llm	freerate	miller1987	composition_adjusted	0.0944821565118739	0.0230447202689537	4.099948075271802	9.260508873807208e-05	0.0486782796583979	0.1402860333653499	0.0001587515806938	0.0018810461616352026
3di_llm__freerate__miller1987__composition_adjusted	3di_llm	freerate	miller1987	composition_adjusted	rsa_centered	-0.2447758111136118	0.0325555491879324	-7.518712392182422	4.405873773445056e-11	-0.3094731240588024	-0.1800784981684211	1.8660171275767295e-10	3di_llm	freerate	miller1987	composition_adjusted	-0.2466183493202215	0.0327547187990827	-7.529246421957606	4.4339210149686295e-11	-0.3117218996663997	-0.1815147989740434	1.8778959592808314e-10	-0.0018425382066097062
3di_llm__freerate__miller1987__composition_adjusted	3di_llm	freerate	miller1987	composition_adjusted	aa_by_rsa	0.0205196655556587	0.0413708440339009	0.4959933990914981	0.6211356017671437	-0.0616961934924236	0.1027355246037412	0.813122969586079	3di_llm	freerate	miller1987	composition_adjusted	0.0236667865471399	0.0415317055799679	0.569848654579581	0.5702489402938257	-0.0588819754121232	0.1062155485064031	0.7746778056821783	0.0031471209914812025
