model_id	alphabet_model_full	rate_model_full	rsa_scale_full	controls_full	term	coefficient_full	marker_cluster_standard_error_full	t_statistic_full	p_value_conditional_cluster_t_full	ci95_lower_full	ci95_upper_full	bh_q_across_all_72_focal_tests_full	alphabet_model_omission	rate_model_omission	rsa_scale_omission	controls_omission	coefficient_omission	marker_cluster_standard_error_omission	t_statistic_omission	p_value_conditional_cluster_t_omission	ci95_lower_omission	ci95_upper_omission	bh_q_across_all_72_focal_tests_omission	omission_minus_full
3di_af_empirical__freerate__tien2013__composition_adjusted	3di_af_empirical	freerate	tien2013	composition_adjusted	rsa_centered	-0.2741423302371078	0.0385529819650418	-7.110794451274556	2.910977439530781e-10	-0.3507582805552544	-0.1975263799189612	1.047951878231081e-09	3di_af_empirical	freerate	tien2013	composition_adjusted	-0.2746919281248509	0.038841921591545	-7.07204785111982	3.6432054873343853e-10	-0.3518944531530392	-0.1974894030966625	1.311553975440379e-09	-0.0005495978877430585
3di_af_empirical__freerate__tien2013__composition_adjusted	3di_af_empirical	freerate	tien2013	composition_adjusted	aa_by_rsa	0.0326080599458608	0.0505989811531363	0.6444410381935055	0.520965810469687	-0.0679467824705504	0.133162902362272	0.7315413303900928	3di_af_empirical	freerate	tien2013	composition_adjusted	0.0384018166622864	0.0506203991929711	0.758623347000762	0.4501282384488824	-0.0622117079910076	0.1390153413155804	0.6481846633663907	0.0057937567164255965
3di_af_empirical__freerate__miller1987__coverage_confidence	3di_af_empirical	freerate	miller1987	coverage_confidence	aa_log1p_rate	0.2066006724524048	0.0147685516538533	13.989230446879931	4.3498956627635636e-24	0.1772512794324664	0.2359500654723433	3.0558609321063294e-23	3di_af_empirical	freerate	miller1987	coverage_confidence	0.2059598668716366	0.0148333547708013	13.884914778486737	8.738962403362616e-24	0.176476968085443	0.2354427656578301	6.292052930421082e-23	-0.0006408055807682056
3di_af_empirical__freerate__miller1987__coverage_confidence	3di_af_empirical	freerate	miller1987	coverage_confidence	rsa_centered	-0.1893717831662656	0.0315754213017123	-5.997442800739312	4.3396880375931416e-08	-0.2521212978969328	-0.1266222684355984	1.007927544215181e-07	3di_af_empirical	freerate	miller1987	coverage_confidence	-0.1905462645426004	0.0317492583767019	-6.001597337543664	4.3835969191835714e-08	-0.2536513534264444	-0.1274411756587564	1.0181257360684423e-07	-0.0011744813763348017
3di_af_empirical__freerate__miller1987__coverage_confidence	3di_af_empirical	freerate	miller1987	coverage_confidence	aa_by_rsa	0.0238341479145852	0.0431598876093955	0.5522291468941822	0.5821912211656666	-0.0619370592988187	0.1096053551279893	0.790901281583547	3di_af_empirical	freerate	miller1987	coverage_confidence	0.0295832087888885	0.0430074701240584	0.6878621017128742	0.4933695167117556	-0.0558987949998846	0.1150652125776617	0.6965216706518903	0.0057490608743033
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	aa_log1p_rate	0.0959299292916175	0.0244973491751007	3.915931009756807	0.0001773680458339	0.0472465955607095	0.1446132630225255	0.0002902386204555	3di_af_empirical	freerate	miller1987	composition_adjusted	0.0969724355441618	0.0248803120162117	3.897557051574587	0.0001905357435121	0.0475201213322194	0.1464247497561042	0.0003117857621107	0.0010425062525442896
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	rsa_centered	-0.2385378230746905	0.0327092719198137	-7.292666851755746	1.2578478464408393e-10	-0.3035406276469431	-0.173535018502438	4.766581312828444e-10	3di_af_empirical	freerate	miller1987	composition_adjusted	-0.2389820907363491	0.0329616658761282	-7.250303781200159	1.6079757273707014e-10	-0.3044969708067135	-0.1734672106659847	6.093381703720553e-10	-0.0004442676616585872
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	aa_by_rsa	0.034617644560374	0.0423914361631938	0.8166188195914597	0.4163514973666253	-0.0496264268823785	0.1188617160031266	0.6117817920489189	3di_af_empirical	freerate	miller1987	composition_adjusted	0.039649142650411	0.0423887415326068	0.935369657528323	0.3521869114458794	-0.0446030710659368	0.123901356366759	0.517499135185782	0.005031498090037001
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	aa_log1p_rate	0.1956200675483289	0.0132543422776583	14.75894189620165	1.572387294500294e-25	0.1692798474749351	0.2219602876217226	1.886864753400353e-24	3di_llm	gamma	tien2013	coverage_confidence	0.1948581540512371	0.0133220152514151	14.626777583859772	3.615009459017571e-25	0.1683792062100684	0.2213371018924057	4.338011350821085e-24	-0.0007619134970917874
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	rsa_centered	-0.1903816315278777	0.0350826786564319	-5.426656082686944	5.004783983819827e-07	-0.2601010832529336	-0.1206621798028217	1.0919528691970532e-06	3di_llm	gamma	tien2013	coverage_confidence	-0.1916940051140561	0.0352713800772718	-5.434831432569308	4.936991897395316e-07	-0.2617996922587176	-0.1215883179693948	1.0771618685226144e-06	-0.0013123735861783892
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	aa_by_rsa	-0.008017580006491	0.0498175779013713	-0.1609387759148838	0.8725105159805111	-0.1070195476603235	0.0909843876473414	0.9518296537969212	3di_llm	gamma	tien2013	coverage_confidence	-0.0044708787153692	0.0499728292280668	-0.0894661916171472	0.9289170608455672	-0.1037972879435112	0.0948555305127728	0.9835592408953066	0.0035467012911218005
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	aa_log1p_rate	0.0790419565235503	0.0215491414257212	3.667986346277584	0.0004180673418199	0.0362175661724009	0.1218663468746997	0.0006543662741529	3di_llm	gamma	tien2013	composition_adjusted	0.0810587223908332	0.0217459915288488	3.7275247846619664	0.0003433832262021	0.0378362095367275	0.124281235244939	0.0005374693975337	0.002016765867282902
