taxon_id	species_name	study_role	lineage	stage	proteins	source_sha256	input_path	reason
F746128	Aspergillus fumigatus	ingroup	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus	core	9823	4f555121b79b912a3dc12991dedf2b36f2ef01f8d9bad96cdde1590d5daa375a	data/orthology_inputs/v1/core/F746128.faa	Additional core taxonomic-prefix diversity; QC tie-break
F76012	Neoconidiobolus thromboides	ingroup	Entomophthoromycota;Entomophthoromycetes;Entomophthorales;Neoconidiobolaceae;Neoconidiobolus	additional	8866	5e6b3b30fc1ed47aec1a0daae4e9eb97eae4314734f030f32f3aaea97cfe318a	data/orthology_inputs/v1/additional/F76012.faa	Included in full-cohort species assignment and gene-tree analysis
F76775	Malassezia restricta	ingroup	Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia	core	4406	5c24f93eac6da562347113c3e2f02c8c207d868eb11f42185d6be176af81db37	data/orthology_inputs/v1/core/F76775.faa	Additional core taxonomic-prefix diversity; QC tie-break
F76777	Malassezia sympodialis	ingroup	Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia	additional	3318	e551fa5e17127eb4eb4f9490fded3cf4420f08dd2927c554db3572dfc88c5152	data/orthology_inputs/v1/additional/F76777.faa	Included in full-cohort species assignment and gene-tree analysis
F77020	Malassezia pachydermatis	ingroup	Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia	additional	4202	0710359997a05413f14ef16948b5157845b92a575838914d7f30f790e082916c	data/orthology_inputs/v1/additional/F77020.faa	Included in full-cohort species assignment and gene-tree analysis
F78915	Thamnocephalis sphaerospora	ingroup	Zoopagomycota;Zoopagomycetes;Zoopagales;Sigmoideomycetaceae;Thamnocephalis	additional	6857	c33c111e430f76a0e20124a951658b7246aa274149d4de920a73be02fb345fc8	data/orthology_inputs/v1/additional/F78915.faa	Included in full-cohort species assignment and gene-tree analysis
F78921	Tieghemiomyces parasiticus	ingroup	Kickxellomycota;Dimargaritomycetes;Dimargaritales;Dimargaritaceae;Tieghemiomyces	additional	12150	1b6845c0f3e7d221f95acae8d406b8a4d44cdaad508f448083d7cdd2dda8b2cd	data/orthology_inputs/v1/additional/F78921.faa	Included in full-cohort species assignment and gene-tree analysis
F796027	Sugiyamaella lignohabitans	ingroup	Ascomycota;Dipodascomycetes;Dipodascales;Trichomonascaceae;Sugiyamaella	additional	5128	2dbca28e7f33a6d31fc96c81b4e1de6745ff430f3cec1f0ed672b439dfb920f3	data/orthology_inputs/v1/additional/F796027.faa	Included in full-cohort species assignment and gene-tree analysis
F796604	Microbotryum silenes-dioicae	ingroup	Basidiomycota;Microbotryomycetes;Microbotryales;Microbotryaceae;Microbotryum	additional	13241	355dba75dc279900c977c0d881d4fe9475147b9fd7652bd5afb9aab82e9908a7	data/orthology_inputs/v1/additional/F796604.faa	Included in full-cohort species assignment and gene-tree analysis
F80663	Piloderma croceum	ingroup	Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Piloderma	additional	21519	9c2669a48e56b342cabf441182b17b4a034c4253e3af1d9a8add1b2ee1ad3c2d	data/orthology_inputs/v1/additional/F80663.faa	Included in full-cohort species assignment and gene-tree analysis
F80884	Colletotrichum higginsianum	ingroup	Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum	additional	14651	358414e5e4123343fa554e80d67c0320315899009c21aaaf2b65721c56de7da6	data/orthology_inputs/v1/additional/F80884.faa	Included in full-cohort species assignment and gene-tree analysis
F82268	Hyaloraphidium curvatum	ingroup	Monoblepharomycota;Hyaloraphidiomycetes;Hyaloraphidiales;Hyaloraphidiaceae;Hyaloraphidium	core	15173	3efdfc11eb8f2e3182551f363a30d3ee13fdc7efc74a301079716aa1ec13bb25	data/orthology_inputs/v1/core/F82268.faa	Core coverage of ingroup group Monoblepharomycota
F82508	Trichosporon asahii	ingroup	Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Trichosporon	additional	8311	ba7a6fc7f3018531b1d4380c5265a11fbbff68f906cad952d82e188512a99fab	data/orthology_inputs/v1/additional/F82508.faa	Included in full-cohort species assignment and gene-tree analysis
F84751	Pseudozyma flocculosa	ingroup	Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Pseudozyma	additional	6877	279091b0b88d5ce364d2bdb6a8be25edd195d07b5edfdad83a0d2050a76b716c	data/orthology_inputs/v1/additional/F84751.faa	Included in full-cohort species assignment and gene-tree analysis
F84753	Moesziomyces antarcticus	ingroup	Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Moesziomyces	additional	6764	ed53430e946be7fbbb769a7acb1ef2d071a9911f3d13b253e5097c510080bd5e	data/orthology_inputs/v1/additional/F84753.faa	Included in full-cohort species assignment and gene-tree analysis
F87287	Umbilicaria vellea	ingroup	Ascomycota;Lecanoromycetes;Umbilicariales;Umbilicariaceae;Umbilicaria	additional	7084	98f292dc87557ba19c0ca49d8202c65725ada933575ba7d7a60858585bcc83fd	data/orthology_inputs/v1/additional/F87287.faa	Included in full-cohort species assignment and gene-tree analysis
F87326	Amanita brunnescens	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	additional	14506	31ac09d75fe2a057e72b240d31bac0bbaa0fab5e48fa512da23fcb0ac9aab85f	data/orthology_inputs/v1/additional/F87326.faa	Included in full-cohort species assignment and gene-tree analysis
F89243	Laccaria amethystina	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Hydnangiaceae;Laccaria	additional	17550	7a936ae9f6b2d6ca99dca6b0a47ee10dbafc86247390310e625f4fef0126033b	data/orthology_inputs/v1/additional/F89243.faa	Included in full-cohort species assignment and gene-tree analysis
F89922	Naganishia friedmannii	ingroup	Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia	additional	7205	d785cc26f9aa3ab6f0292415a752512b9053981e0d68c2e98155e11d2d2bff80	data/orthology_inputs/v1/additional/F89922.faa	Included in full-cohort species assignment and gene-tree analysis
F90408	Icmadophila ericetorum	ingroup	Ascomycota;Lecanoromycetes;Pertusariales;Icmadophilaceae;Icmadophila	additional	10886	43be29f5efc39dc0d75220f3533c2b802453e77a385b9b4f909bed54bab7e284	data/orthology_inputs/v1/additional/F90408.faa	Included in full-cohort species assignment and gene-tree analysis
F911321	Calcarisporiella thermophila	ingroup	Calcarisporiellomycota;Calcarisporiellomycetes;Calcarisporiellales;Calcarisporiellaceae;Calcarisporiella	core	11722	e0123b668b2add1719a3079d0c505d40f20a74ef31d43a768aedb5c9ae45b2b4	data/orthology_inputs/v1/core/F911321.faa	Core coverage of ingroup group Calcarisporiellomycota
F91480	Alyxoria varia	ingroup	Ascomycota;Arthoniomycetes;Arthoniales;Lecanographaceae;Alyxoria	additional	7578	ed6f7b1d8d4d41aba57707dad3a85bfed0e671b96dc873905495bb9c0aa88528	data/orthology_inputs/v1/additional/F91480.faa	Included in full-cohort species assignment and gene-tree analysis
F91625	Umbelopsis isabellina	ingroup	Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis	additional	9033	3224b08289a6e5fcb5631396e15c618f527a9b5c429c74716c6f4ece4bdb9931	data/orthology_inputs/v1/additional/F91625.faa	Included in full-cohort species assignment and gene-tree analysis
F91930	Coniochaeta hoffmannii	ingroup	Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetaceae;Coniochaeta	core	12275	310ed8783f06ead062addd7c06a0d99f8af3a14ca1acdb7cd8f46d34a4400845	data/orthology_inputs/v1/core/F91930.faa	Core coverage of ingroup group Ascomycota
F92988	Neophaeotheca triangularis	ingroup	Ascomycota;Dothideomycetes;Neophaeothecales;Neophaeothecaceae;Neophaeotheca	additional	9078	4b1c9111cfd5f2fdabb9e5734f7dfc1a95f80f95a549b8202991336ccd38d2a8	data/orthology_inputs/v1/additional/F92988.faa	Included in full-cohort species assignment and gene-tree analysis
F933333	Amanita inopinata	ingroup	Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	additional	7564	cb46138ff4e8286b643447a0966f380548bacdc27fa63c3e3665f73dbd5380c2	data/orthology_inputs/v1/additional/F933333.faa	Included in full-cohort species assignment and gene-tree analysis
F945690	Coelomomyces lativittatus	ingroup	Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Coelomomycetaceae;Coelomomyces	additional	7608	4139a687f8cbec7dd7e80227bb91314492309f534dadee34fa3e4cc3a066852b	data/orthology_inputs/v1/additional/F945690.faa	Included in full-cohort species assignment and gene-tree analysis
F97331	Arthrobotrys flagrans	ingroup	Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Arthrobotrys	additional	9897	fb3b2fbd0747025c81697cafb3133cbccbf7a269a8452f02e73d9d22374ead77	data/orthology_inputs/v1/additional/F97331.faa	Included in full-cohort species assignment and gene-tree analysis
F979620	Dissophora ornata	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Dissophora	additional	12578	11263012f6ed60150a68d7ac65069f80452a0bc8bac18fa42d74cd2d3d6181c7	data/orthology_inputs/v1/additional/F979620.faa	Included in full-cohort species assignment and gene-tree analysis
F979690	Gryganskiella cystojenkinii	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Gryganskiella	additional	12079	daf4319372be574500df790b87f34d16b6d1bbbf72b83493c4041381c18f3d0f	data/orthology_inputs/v1/additional/F979690.faa	Included in full-cohort species assignment and gene-tree analysis
F979761	Lunasporangiospora selenospora	ingroup	Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Lunasporangiospora	additional	10951	ac9e7b0f5eb47373b105e90a6ac95d597ff3d95e576c84613ae2f9e5ded59117	data/orthology_inputs/v1/additional/F979761.faa	Included in full-cohort species assignment and gene-tree analysis
F984962	Heterobasidion irregulare	ingroup	Basidiomycota;Agaricomycetes;Russulales;Bondarzewiaceae;Heterobasidion	additional	13269	8735260ca5bd96e422f42409ec462d93291cc2514b927914c5e0e0ae62537d80	data/orthology_inputs/v1/additional/F984962.faa	Included in full-cohort species assignment and gene-tree analysis
F994334	Jimgerdemannia flammicorona	ingroup	Mucoromycota;Endogonomycetes;Endogonales;Endogonaceae;Jimgerdemannia	additional	13124	adb9560b1f78934a9c6045049f64ba1c68a3684cf2ab08ca9d7f8309ef84e921	data/orthology_inputs/v1/additional/F994334.faa	Included in full-cohort species assignment and gene-tree analysis
O10228	Trichoplax adhaerens	outgroup	Metazoa;Placozoa	core	11304	af7817f2eaed8c085727ffd833ee32f2769cb68ed790ecf14fe6d4767ca8098b	data/orthology_inputs/v1/core/O10228.faa	Core coverage of outgroup group Metazoa
O133409	Polysphondylium violaceum	outgroup	Amoebozoa	core	10568	003966c7060d55cdfb8c4122ce6fcb4aa581bcb71e612bf741206c9054a4284c	data/orthology_inputs/v1/core/O133409.faa	Core coverage of outgroup group Amoebozoa
O1890364	Planoprotostelium fungivorum	outgroup	Amoebozoa	additional	17124	4beee5aebfe09284164f45ed66b635ed9181918dc3aa718c9ccd708adee23b3e	data/orthology_inputs/v1/additional/O1890364.faa	Included in full-cohort species assignment and gene-tree analysis
O192875	Capsaspora owczarzaki	outgroup	Filasterea	core	8621	c13c318c5ebe95e2e26a413181d2464aac1e7385648ddc1741e1f33eaa0eab2d	data/orthology_inputs/v1/core/O192875.faa	Core coverage of outgroup group Filasterea
O225164	Lottia gigantea	outgroup	Metazoa;Mollusca	additional	23818	17f1a9dd5c9e6ce33764cc9cab8bb5f652730141c2edb5ccfadea37c2cec853c	data/orthology_inputs/v1/additional/O225164.faa	Included in full-cohort species assignment and gene-tree analysis
O2700040	Branchiostoma floridae	outgroup	Metazoa;Chordata	additional	23795	e10533a0b69523dde952e3205409e37fdc4aa5b4fe4c378c27255940ea78c90b	data/orthology_inputs/v1/additional/O2700040.faa	Included in full-cohort species assignment and gene-tree analysis
O27923	Mnemiopsis leidyi	outgroup	Metazoa;Ctenophora	additional	19625	65bacb9f63ffbb1d88a7722d0cd1e17870dbad33ec953701a37dc9c6cfa90b1e	data/orthology_inputs/v1/additional/O27923.faa	Included in full-cohort species assignment and gene-tree analysis
O283909	Capitella teleta	outgroup	Metazoa;Annelida	additional	31977	cb55268c457dfe86b4a6e991a42b9c820364f8b97fad253f33ce7317d4e88ba8	data/orthology_inputs/v1/additional/O283909.faa	Included in full-cohort species assignment and gene-tree analysis
O400682	Amphimedon queenslandica	outgroup	Metazoa;Porifera	additional	20215	5c04235ba16e8828157feb9624396b1819618c18d38ec1bb52b5a15dd5c66b9d	data/orthology_inputs/v1/additional/O400682.faa	Included in full-cohort species assignment and gene-tree analysis
O44689	Dictyostelium discoideum	outgroup	Amoebozoa	additional	13291	aa9d65d2dde6663fc7d3337b1fb7da5911d9b0bac7815162a5fbd8e08984da52	data/orthology_inputs/v1/additional/O44689.faa	Included in full-cohort species assignment and gene-tree analysis
O45351	Nematostella vectensis	outgroup	Metazoa;Cnidaria	additional	19231	cefbf474e5a76ff4a9c2f1e01fac20c01d19a43d3190b1f82b301de5c7f95d2a	data/orthology_inputs/v1/additional/O45351.faa	Included in full-cohort species assignment and gene-tree analysis
O529818	Thecamonas trahens	outgroup	Apusomonadida	core	10515	86f36f85415c057211d10c6d06dc1c44c25b2c4c78ddbedb66cccb9c2b7b57f9	data/orthology_inputs/v1/core/O529818.faa	Core coverage of outgroup group Apusomonadida
O5755	Acanthamoeba castellanii	outgroup	Amoebozoa	additional	14968	4644aff494786639a3ff9df59db10e959a528633ea915abd9e7d8a49c7f0456b	data/orthology_inputs/v1/additional/O5755.faa	Included in full-cohort species assignment and gene-tree analysis
O5786	Dictyostelium purpureum	outgroup	Amoebozoa	additional	12395	78ea46be2a1ef42068974024ec2f940366ec1e48c65ffe365aa724993bca93d9	data/orthology_inputs/v1/additional/O5786.faa	Included in full-cohort species assignment and gene-tree analysis
O6239	Caenorhabditis elegans	outgroup	Metazoa;Nematoda	additional	19983	4a1fa82c601556357d4bb6faf2462bbcaeaaf28137af33c76d2d9f810dc7d837	data/orthology_inputs/v1/additional/O6239.faa	Included in full-cohort species assignment and gene-tree analysis
O691883	Fonticula alba	outgroup	Nucleariida	core	5901	0b97bfe532538cc6c8f145f5d4aacc7e53efb45e4a4a030716025b11e0942daa	data/orthology_inputs/v1/core/O691883.faa	Core coverage of outgroup group Nucleariida
O72019	Sphaeroforma arctica	outgroup	Ichthyosporea	additional	18213	de575b1249268efd9814b34472539029175382369d8c6ecb2f7f1c58898be26b	data/orthology_inputs/v1/additional/O72019.faa	Included in full-cohort species assignment and gene-tree analysis
O7227	Drosophila melanogaster	outgroup	Metazoa;Arthropoda	additional	13986	0ce447988a91ee764075b5c54f4f0e1682a51786efaae11f45bfb40ae4c91ddc	data/orthology_inputs/v1/additional/O7227.faa	Included in full-cohort species assignment and gene-tree analysis
O81824	Monosiga brevicollis	outgroup	Choanoflagellatea	core	9202	4eef23ed5f186e239cdc59007bcd8c888a76a0a6ba3b749ee0bad83a076fd3a8	data/orthology_inputs/v1/core/O81824.faa	Additional core representation of Choanoflagellatea
O946362	Salpingoeca rosetta	outgroup	Choanoflagellatea	core	11618	9a5360113b7f7df2ef523776d1bdbc65c68b68b00cf0c69b9ad8c1409b8557fc	data/orthology_inputs/v1/core/O946362.faa	Core coverage of outgroup group Choanoflagellatea
OFS1403592	Creolimax fragrantissima	outgroup	Ichthyosporea	core	8694	358bd2c3f79df2e83ec2c9177189c2579b58a6b29dbee0f99676123b8f2daef8	data/orthology_inputs/v1/core/OFS1403592.faa	Core coverage of outgroup group Ichthyosporea
OFS5426458	Abeoforma whisleri	outgroup	Ichthyosporea	additional	17283	b613c8f0e2fdc95c94dd3b2edf8a925b671b7f9cd8142c3809d6bed1fa625ee9	data/orthology_inputs/v1/additional/OFS5426458.faa	Included in full-cohort species assignment and gene-tree analysis
OFS5426470	Corallochytrium limacisporum	outgroup	Corallochytrea	core	7535	58adfea915735bfaec2d433938c7995abdaaf1e0e551d12ee9cdbbe0de8161f9	data/orthology_inputs/v1/core/OFS5426470.faa	Core coverage of outgroup group Corallochytrea
OFS5426494	Chromosphaera perkinsii	outgroup	Ichthyosporea	core	12463	030c6687e3a321d36d5be54b055f6a80d978a44124c454fa2d614114443ea777	data/orthology_inputs/v1/core/OFS5426494.faa	Additional core representation of Ichthyosporea
OFS5426506	Pirum gemmata	outgroup	Ichthyosporea	additional	21835	9592f640c993425c67b79d11ce4baf3a9365e3ab24a3c7188faaccec092f71b4	data/orthology_inputs/v1/additional/OFS5426506.faa	Included in full-cohort species assignment and gene-tree analysis
