split_id	BRF1_enriched_side_tips	detected_on_enriched_side	undetected_on_enriched_side	detected_on_other_side	undetected_on_other_side	minimum_class_disagreements	SH_aLRT	UFBoot	branch_length
0x1000000000000000800000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000100000000000000400200000000000000000000001000002000052000c80000000000000000000080000000000000000000004000000000	17	0	17	473	550	490	86.5	21.0	0.088190591
0x80000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	69.7	66.0	0.0712599377
0x80000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	62.5	66.0	0.0365315723
0x1080000000000000800000000000000000000010004000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000100000000000000400200000000000000000000001000002020052000c80000000000000000000080000000000000000000004000000000	20	0	20	473	547	493	37.9	16.0	0.1413994009
0x1080000000000000800000000000000000000010004000000000000000000000000000000000000000000000000000000000000000000000040000000000800000000000100000000000000400200000000000000000000001000002020052000c80000000000000000000080000000000000000000004000000000	21	0	21	473	546	494	83.2	11.0	0.0797553777
0x814840804000001408002120002000080000080100044640000018000ca800000000000000030240840100404a8004100008ac1a580408000866500200040800080086001100000008252040422208a00000010801400068005115106020052809c8a800082000000201080088580c93302400400050004000504120	897	473	424	0	143	424	92.1	16.0	0.0739047082
0x4000000000000000000000000000000000000000000000000000000000000000000000000000000000400000000	2	0	2	473	565	475	75.7	68.0	0.0150775979
0x40000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000400000000	3	0	3	473	564	476	90.8	97.0	0.0649367805
0x4000000000000000000000000000000000000000000000000000000000000000000000400000000000	2	0	2	473	565	475	0.0	92.0	2.4381e-06
0x800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	84.0	95.0	0.0127655673
0x800000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000040000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	0.0	33.0	2.47e-06
0x8000000000000000000000000000000000000000000000000000000000000000000000000000000000c0000000000000040000000000000000000000000000000000000000000000000000000000000000	4	0	4	473	563	477	0.0	47.0	2.558e-06
0x8000000000000000000000000000000000000000000000000000000000000000000000000000000000c0000000000000040000000000000000000000000000000020000000000000000000000000000000	5	0	5	473	562	478	95.9	91.0	0.0405457057
0x20000000000000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000c0000000000000040000000000000000000000000000000020000000000000000000000000000000	6	0	6	473	561	479	0.0	25.0	2.3879e-06
0x20000000000000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000040c0000000000000040000000000000000000000000000000020000000000000000000400000000000	8	0	8	473	559	481	0.0	31.0	2.473e-06
0xa000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	82.3	96.0	0.0127056501
0x200000000000000000000000000000000000000000000000a0000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000040c0000000000000040000000000000000000000000000000020000000000000000000400000000000	10	0	10	473	557	483	72.0	73.0	0.0150189084
0x200000000000004000000000000000000000000000000000a0000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000040000000040c0000000000000040000000000000000000000000000000020000000000000000000400400000000	13	0	13	473	554	486	98.8	99.0	0.2764992296
0x200000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	93.6	97.0	0.1954305252
0x8000000000000000000000200000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	0.0	68.0	0.0762701203
0x8000000000000000000000200000000000000000000000010000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000	4	0	4	473	563	477	90.9	65.0	0.1783082808
0x1000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	91.7	88.0	0.1825911934
0x200000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	0.0	26.0	0.0109676935
0x200000000000000000000000000000000000000000020000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	4	0	4	473	563	477	36.1	23.0	0.0517520895
0x200000000000000000000000000000000000000008020000000001000001000200000000000000000000000010000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000	8	0	8	473	559	481	82.1	41.0	0.070775617
0x200000000000004000000000000000000000000020000000a0000000000000000000000008000000080200000000010000010002000000000000000000000000100000000000000040000000040c0000000000400040000000000000000000000000000000020000000000000000000400400000000	21	0	21	473	546	494	93.8	80.0	0.1713475853
0x20000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	84.1	68.0	0.0982341185
0x20000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	90.5	85.0	0.09409663
0x200000000000004000000000000002000000000020000000a0000000000000000000000008000000080200000000010000010002000000000000200000000000100000000200000040000000040c0000000000400040000000000000000000000000000000020000000000000000000400400000000	24	0	24	473	543	497	74.8	47.0	0.025722205
0x81484080400002140800212000240008000008010024464000001a000ca80a000000000000030240840100c04a8004902008ac1a5814080018667002000408000a008600110001000825206042220ca000000148c1400068005515146020052809c8a8000820000002010800a8580c93302400400050404400504120	873	473	400	0	167	400	91.5	37.0	0.0889847837
0x200000000000002000000000000000000000000000	2	0	2	473	565	475	78.2	81.0	0.2322388418
0x400000000000000200000000000002000000000000000000000000000	3	0	3	473	564	476	86.1	72.0	0.1491666376
0x80000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000200000000000002000000000000000000000000000	4	0	4	473	563	477	77.7	49.0	0.0831132211
0xc00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	98.9	99.0	0.2031781097
0xc00000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	87.6	74.0	0.0698705128
0xc00000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000	4	0	4	473	563	477	99.6	99.0	0.3469597451
0x80000000000000000000000000000000000000000000000000000000000c00000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000400000000000000200000000001002000000000000000000000000000	8	0	8	473	559	481	62.1	12.0	0.0312427551
0x81484080400002140880212000240008000008010024464000001a000ca80a000000000000030e40840100c04a8004902008ac1a5814080018667002000408000a008600110001080825206042220ca000000148c1400068005515146020052c09c8a8000820002002010800a9582c93302400400050404400504120	865	473	392	0	175	392	78.3	40.0	0.0372889406
0x20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000	2	0	2	473	565	475	82.3	63.0	0.1086059575
0x100000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	80.2	70.0	0.1131326462
0x120000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000	4	0	4	473	563	477	97.2	96.0	0.269425639
0x814840804000021409a0212000240008000008010024464000001a000ca80a800000000000030e40840100c04a8004902008ac1a5814080018667002000408000a008600110001080825206042220ca000000148c1400068005515146020052c09c8a8000820002002010800a9582c93302400400050404c00504120	861	473	388	0	179	388	54.1	45.0	0.0654767563
0x2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000	2	0	2	473	565	475	89.3	100.0	0.0971978382
0x2000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000	3	0	3	473	564	476	99.3	100.0	0.4076914459
0x400000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	99.8	100.0	0.2015703708
0x400000000000000000000000400000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	61.2	52.0	0.0128052101
0x100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	94.6	99.0	0.0865075554
0x400000000000000000000000500001000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	5	0	5	473	562	478	98.7	100.0	0.3154814897
0x400000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	20.8	39.0	0.0470777859
0x400000000000200000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	91.8	93.0	0.1800283546
0x400000000000000000000000500001000000400000000000200000000002000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8	0	8	473	559	481	97.6	99.0	0.2471967744
0x400000000000000000000000500001000000400000000000200000000002000000000000000020002000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000	11	0	11	473	556	484	79.4	49.0	0.0806546558
0x814840804000025409a0212000240008000008510025464000401a000ca80aa00000000002030e40840100c04aa004b02008ac1a5814080019667002000408000a008600110001080825206042220ca000000148c1400068005515146020052c09c8a8000820002002010800a9582c93302400400050404d00504120	850	473	377	0	190	377	96.1	99.0	0.1813891254
0x100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	97.4	100.0	0.2124574534
0x814840804000025409a0212000240008000008510025464000401a000ca80ab00000000002030e40840100c04aa004b02008ac1a5814080019667002000408100a008600110001080825206042220ca000000148c1400068005515146020052c09c8a8000820002002010800a9582c93302400400050404d00504120	848	473	375	0	192	375	79.4	69.0	0.0822163448
0x20000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	91.1	94.0	0.0773848764
0x60000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	92.8	95.0	0.1556816615
0x100000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	0.0	100.0	2.527e-06
0x100000000400000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	99.6	100.0	0.273518914
0x60000000100000000400000000000000000000000000000000000000000000000000002000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6	0	6	473	561	479	92.0	87.0	0.1454191817
0x814840804000025409a0212000240008000008510025464000401a000ca80ab00060000002130e40840500c04aa004b02008ac1a5814080019667002000408100a008600310005080825206042220ca000000148c1400068005515146020052c09c8a8000820002002010800a9582c93302400400050404d00504120	842	473	369	0	198	369	84.9	77.0	0.0858256892
0x40000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000	2	0	2	473	565	475	100.0	100.0	0.6071980799
0x814840804000025409a0212000240008000008510065464000401a000ca80ab00060000002130e40840500c04aa004b02008ac1a5814080019667002000408100a008600310005080825206042220ca000000148c1400068005515146020052c09c8a8000820002002010800a9582c93302400480050404d00504120	840	473	367	0	200	367	49.0	49.0	0.0212112159
0x814840804000025409a0212000240008000008510065464000401a000ca80ab00060800002130e40840500c04aa004b02008ac1a5814080019667002000408100a008600310005080825206042220ca000000148c1400068005515146020052c09c8a8000820002002010800a9582c93302400480050404d00504120	839	473	366	0	201	366	93.7	66.0	0.1264088819
0x40894865825200025409aca3200024800800700851456566400043bb258cac0ab80060855502534e58840528cc4aa92cb02009ac1a58542a99196670a214842c152a00a604b132858a8c2520674b2a0ca2944d054cc150106a5555151462250d2c09c8a801586600214251082aa9582c93702c444840504d4d32d04162	707	473	234	0	333	234	78.1	24.0	0.0456701601
0x20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	96.7	100.0	0.0936618755
0x220000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	73.1	68.0	0.0212030843
0x220000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000400	4	0	4	473	563	477	0.0	37.0	2.7824e-06
0x220000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000001400	5	0	5	473	562	478	87.9	59.0	0.0284042117
0x400000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	32.7	40.0	0.0120060927
0x400000000000000000000000220000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000001400	7	0	7	473	560	480	59.6	31.0	0.0062832177
0x400000000000000000000000220000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000001000000000000000000000000000000000000001400	8	0	8	473	559	481	87.4	50.0	0.0466691165
0x400000000000000000000000220000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000003000000000000000000000000000000000000001400	9	0	9	473	558	482	0.0	32.0	2.6669e-06
0x1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000	2	0	2	473	565	475	82.9	78.0	0.0395852435
0x1200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000	3	0	3	473	564	476	83.4	61.0	0.027333253
0x1600000000000000000000000220000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000004000003000000000000000000000000000000000000001400	12	0	12	473	555	485	78.2	46.0	0.0268905349
0x160000000000000000000000022000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000000000000000c000003000000000000000000000000000000000000001400	13	0	13	473	554	486	37.2	67.0	0.0166328958
0x160000000000000000000000022000000080000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000000000000000c000003000000000000000000000000000000000000001400	14	0	14	473	553	487	54.8	39.0	0.0233825071
0x30000000000000000000000000000000000000000000	2	0	2	473	565	475	67.6	62.0	0.0104144227
0x800000000000000000000000000000000000000000000000000000000000000000000000000030000000000000000000000000000000000000000000	3	0	3	473	564	476	96.0	96.0	0.0644892444
0x800000000000000000000000000000000000000000000000000000000000000000000000000030000000000000000000000002000000000000000000	4	0	4	473	563	477	0.0	25.0	2.1977e-06
0x180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	96.2	97.0	0.0700230709
0x800000000000180000000000000000000000000000000000000000000000000000000000000030000000000000000000000002000000000000000000	6	0	6	473	561	479	0.0	43.0	0.0031727038
0x80000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	85.1	99.0	0.0397494589
0x80000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000180000000000000000000000000000000000000000000000000000000000000030000000000000000000000002000000000000000000	8	0	8	473	559	481	98.4	100.0	0.1457135994
0x280000000000000000000000000000000000000000000000000	2	0	2	473	565	475	98.1	100.0	0.135063632
0x80000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000180000000000000000000000000000000000000000000000000000000280000030000000000000000000000002000000000000000000	10	0	10	473	557	483	47.0	44.0	0.0303383375
0x20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000	2	0	2	473	565	475	91.3	68.0	0.0811898061
0x800000000000000200000000000000000000000200000000000000000000000000000000000000000000000000000000000000000008000000000001800000000000000000000000000000000000000000000000000000002c0000030000000000000000000000002000000000000000000	12	0	12	473	555	485	92.0	47.0	0.0732514039
0x100000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475			1e-06
0x100000000000000000000100000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	63.1	100.0	0.0072496538
0x100000000000000000000100000000000000000000000000000000000000000000000000000002000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	4	0	4	473	563	477	98.4	100.0	0.1534909927
0x1000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	52.8	19.0	0.0126531545
0x4000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	74.3	49.0	0.0137075109
0x4000000000000000000002000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	78.2	40.0	0.0158369066
0x4000001000000000000002000000000000000000000000000000000028000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	5	0	5	473	562	478	76.8	64.0	0.0228957294
0x10000000000000000000000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	51.4	48.0	0.0129764246
0x140000010000000000000020000000000000000000000000000000000a8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	7	0	7	473	560	480	70.4	75.0	0.028248283
0x1000000000000140000011000000000000020000000000000000000000000000000000a8000002000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	11	0	11	473	556	484	88.3	90.0	0.0638145917
0x10000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	77.6	95.0	0.0372221986
0x100001100000000000140000011000000000000020000000000000000000000000000000000a8000002000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	13	0	13	473	554	486	99.0	97.0	0.1518100234
0x100001100000000000140000811000000000000220000000000000000000000200000000000a80000020000020000000000000000000000000000000000000000008000000000001800000000000000000000000000000000000000000000000000000002c0000030000000000000000000000002000000000000000000	25	0	25	473	542	498	37.9	22.0	0.0189850516
0x1000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	92.7	88.0	0.0267055998
0x2000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	0.0	68.0	2.6322e-06
0x3000000000000000900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	4	0	4	473	563	477	95.5	98.0	0.0767216562
0x100001100000000000140000811000000000000220000000000000000000000200000000000a80000020030020000000000009000000000000000000000000000008000000000001800000000000000000000000000000000000000000000000000000002c0000030000000000000000000000002000000000000000000	29	0	29	473	538	502	85.5	34.0	0.0622663937
0x116001100000000000140000813200000008000220000000000000000000000600000000000a80000020030020000000000009000000000000000000000000000008000000000001800000000000000000008000000000000000000000000000000000002cc000033000000000000000000000002000000000000001400	43	0	43	473	524	516	91.2	66.0	0.105933241
0x2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000	2	0	2	473	565	475			0.0
0x3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000	3	0	3	473	564	476			1e-06
0x3000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000060000000000000000000000000000000000000000	4	0	4	473	563	477	98.3	100.0	0.1908130092
0x30000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e0000000000000000000000000000000000000000	5	0	5	473	562	478	97.0	100.0	0.2511778473
0x200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	99.2	100.0	0.3110207052
0xc00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	96.4	95.0	0.3043512259
0xe00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	49.9	26.0	0.0977302826
0x180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	92.8	29.0	0.1105375891
0x180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	5	0	5	473	562	478	98.1	96.0	0.1855203797
0x180000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	6	0	6	473	561	479	74.6	59.0	0.0162265703
0x1a0000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	7	0	7	473	560	480	99.8	99.0	0.347789794
0x3a0000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	9	0	9	473	558	482	86.8	81.0	0.1154772853
0x33a0000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000f000000000000000000000000000000000000000000000000000000000000000000000000e0000000000000000000000000000000000000000	14	0	14	473	553	487	91.2	91.0	0.1387544192
0x116001100000000000140000813200033a08000220000000000000000000000600000004000a8000002003002000000000000900000000000000000000000000000800000f000001800000000000000000008000000000000000000000000000000000002cc0000330e0000000000000000000002000000000000001400	983	473	510	0	57	510	42.8	20.0	0.033437022
0x280000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	95.2	98.0	0.131554391
0x400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000280000000000000000000000000000000000000000000000000000000000000000000000000000000000	3	0	3	473	564	476	75.5	80.0	0.0601650941
0x400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000280000000000000000000000000000000000000000000000400000000000000000000000000000000000	4	0	4	473	563	477	91.0	94.0	0.1422807072
0x400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000280000000000000000000000000100000000000000000000400000000000000000000000000000000000	5	0	5	473	562	478	79.7	35.0	0.0729843292
0x116001100000004000140000813200033a08000220000000000000000000000600000004000a8000002003002000000000000900000000000000000000000000000800000f000001800000000000000000008002800000000000000000000000001000002cc0000330e0000400000000000000002000000000000001400	978	473	505	0	62	505	0.0	11.0	2.552e-06
0x200000000000000000000000000000000000008000000000000000000000000000	2	0	2	473	565	475	36.7	49.0	0.0492040921
0x200000000000000000000000000000000000008000000000000000000000040000	3	0	3	473	564	476	82.7	76.0	0.060034589
0x100000000000000000000000000000000000000000000000000000000000002000000000000	2	0	2	473	565	475	85.4	91.0	0.1022619121
0x100000000000000000000000000000000000008000000000000000000000002000000000000	3	0	3	473	564	476	83.4	79.0	0.1272397442
0x100000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	87.3	94.0	0.1400730769
0x40000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	94.8	100.0	0.1054260365
0x140000000000000000000000000000000000000000000000000000000000000000000000000040000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	4	0	4	473	563	477	46.8	45.0	0.0277801997
0x140000000000000000000000000000000000000000000000000000000000000000000000000040000000020000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000008000000000000000000000002000000000000	7	0	7	473	560	480	94.4	90.0	0.149216
0x140000000000000000000000000000000000000000000000000000000000000000000000000040000000020000000000000000000000000000000000000000000000000000000100000000200000000000000000000000000008000000008000000000000002000000040000	10	0	10	473	557	483	80.9	76.0	0.0575039216
0x400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000	2	0	2	473	565	475	38.1	59.0	0.0714334835
0x400000000000000140000000000000000000000000000000000000000000000000000000000000000000000000040000000020000000000000000000000000000000000000000000000000000000500000000200000000000000000000000000008000000008000000000000002000000040000	12	0	12	473	555	485	90.5	90.0	0.1684949851
0x400000000000000140000000000000000000000000000000000000000000000000000000000000000000000000040000000020000100000000000000000000000000000000000000000000000000500000000200000000000000000000000000008000000008000000000000002000000040000	13	0	13	473	554	486	62.5	63.0	0.0953053852
0x400000000000000140000000000000000000000000000000000000000000000000000000000000000000000000040000000020000100000000000000000000000000000000000000000000000000500000000200000000000000000000000000008008000008000000000000002000000040000	14	0	14	473	553	487	86.4	72.0	0.1046661546
