taxon_id	species_name	study_role	manifest_lineage_group	total_markers	recovered_sequence_markers	markers_with_source_model	reuse_candidate_outside_catalog	no_candidate_in_query_snapshot	sequence_present_model_missing	sequence_missing	model_fraction_of_recovered_markers	model_fraction_of_all_markers
F48563	Suillus bovinus	ingroup	Basidiomycota	125	124	0	2	122	124	1	0.0	0.0
F48565	Suillus brevipes	ingroup	Basidiomycota	125	122	0	3	119	122	3	0.0	0.0
F1904413	Suillus clintonianus	ingroup	Basidiomycota	125	123	0	2	121	123	2	0.0	0.0
F1912936	Suillus discolor	ingroup	Basidiomycota	125	123	8	113	2	115	2	0.06504065040650407	0.064
F1912939	Suillus fuscotomentosus	ingroup	Basidiomycota	125	117	8	106	3	109	8	0.06837606837606838	0.064
F48578	Suillus paluster	ingroup	Basidiomycota	125	121	0	1	120	121	4	0.0	0.0
F116603	Suillus plorans	ingroup	Basidiomycota	125	121	8	110	3	113	4	0.06611570247933884	0.064
F48586	Suillus subalutaceus	ingroup	Basidiomycota	125	120	0	3	117	120	5	0.0	0.0
F48587	Suillus subaureus	ingroup	Basidiomycota	125	116	7	106	3	109	9	0.0603448275862069	0.056
F48593	Suillus weaverae	ingroup	Basidiomycota	125	123	0	3	120	123	2	0.0	0.0
F264124	Botryobasidium botryosum	ingroup	Basidiomycota	125	123	8	113	2	115	2	0.06504065040650407	0.064
F1750568	Cantharellus anzutake	ingroup	Basidiomycota	125	106	0	0	106	106	19	0.0	0.0
F170446	Ceratobasidium sp. AG-Ba	ingroup	Basidiomycota	125	19	0	0	19	19	106	0.0	0.0
F139363	Hydnum rufescens	ingroup	Basidiomycota	125	118	8	108	2	110	7	0.06779661016949153	0.064
F456999	Rhizoctonia solani	ingroup	Basidiomycota	125	116	0	0	116	116	9	0.0	0.0
F156515	Tulasnella calospora	ingroup	Basidiomycota	125	105	8	96	1	97	20	0.0761904761904762	0.064
F401625	Ceraceosorus bombacis	ingroup	Basidiomycota	125	111	7	101	3	104	14	0.06306306306306306	0.056
F1522189	Ceraceosorus guamensis	ingroup	Basidiomycota	125	123	8	111	4	115	2	0.06504065040650407	0.064
F203533	Classicula fluitans	ingroup	Basidiomycota	125	116	0	0	116	116	9	0.0	0.0
F202698	Punctularia strigosozonata	ingroup	Basidiomycota	125	123	8	8	107	115	2	0.06504065040650407	0.064
F2778381	Cyphobasidiales sp. Tagirdzhanova-0007	ingroup	Basidiomycota	125	118	0	0	118	118	7	0.0	0.0
F29899	Cystobasidium minutum	ingroup	Basidiomycota	125	125	0	0	125	125	0	0.0	0.0
F29902	Mrakia frigida	ingroup	Basidiomycota	125	125	0	0	125	125	0	0.0	0.0
F264483	Phaffia rhodozyma	ingroup	Basidiomycota	125	124	0	0	124	124	1	0.0	0.0
F29889	Calocera cornea	ingroup	Basidiomycota	125	124	8	113	3	116	1	0.06451612903225806	0.064
F63146	Calocera viscosa	ingroup	Basidiomycota	125	122	6	114	2	116	3	0.04918032786885246	0.048
F1858805	Dacryopinax primogenitus	ingroup	Basidiomycota	125	120	8	109	3	112	5	0.06666666666666667	0.064
F58919	Tilletiopsis washingtonensis	ingroup	Basidiomycota	125	121	6	113	2	115	4	0.049586776859504134	0.048
F5414	Erythrobasidium hasegawianum	ingroup	Basidiomycota	125	124	0	0	124	124	1	0.0	0.0
F215250	Acaromyces ingoldii	ingroup	Basidiomycota	125	124	8	114	2	116	1	0.06451612903225806	0.064
F63378	Exobasidium rhododendri	ingroup	Basidiomycota	125	125	0	0	125	125	0	0.0	0.0
F1280837	Meira miltonrushii	ingroup	Basidiomycota	125	123	8	113	2	115	2	0.06504065040650407	0.064
F5210	Filobasidium floriforme	ingroup	Basidiomycota	125	124	7	35	82	117	1	0.056451612903225805	0.056
F610337	Naganishia cerealis	ingroup	Basidiomycota	125	86	0	0	86	86	39	0.0	0.0
F89922	Naganishia friedmannii	ingroup	Basidiomycota	125	121	0	0	121	121	4	0.0	0.0
F104408	Naganishia liquefaciens	ingroup	Basidiomycota	125	125	8	114	3	117	0	0.064	0.064
F1424756	Naganishia vaughanmartiniae	ingroup	Basidiomycota	125	101	0	0	101	101	24	0.0	0.0
F68786	Sphaerobolus stellatus	ingroup	Basidiomycota	125	101	6	51	44	95	24	0.0594059405940594	0.048
F1230402	Basidioascus undulatus	ingroup	Basidiomycota	125	125	0	0	125	125	0	0.0	0.0
F5281	Tilletiaria anomala	ingroup	Basidiomycota	125	123	7	113	3	116	2	0.056910569105691054	0.056
F104355	Gloeophyllum trabeum	ingroup	Basidiomycota	125	125	8	114	3	117	0	0.064	0.064
F5364	Heliocybe sulcata	ingroup	Basidiomycota	125	124	6	114	4	118	1	0.04838709677419355	0.048
F38799	Neolentinus lepideus	ingroup	Basidiomycota	125	122	7	112	3	115	3	0.05737704918032787	0.056
F112417	Gautieria morchelliformis	ingroup	Basidiomycota	125	120	0	0	120	120	5	0.0	0.0
F113071	Ramaria rubella	ingroup	Basidiomycota	125	118	0	0	118	118	7	0.0	0.0
F45228	Heterogastridium pycnidioideum	ingroup	Basidiomycota	125	124	0	0	124	124	1	0.0	0.0
F257869	Holtermanniella festucosa	ingroup	Basidiomycota	125	124	0	0	124	124	1	0.0	0.0
F135589	Coniferiporia weirii	ingroup	Basidiomycota	125	120	0	0	120	120	5	0.0	0.0
F208960	Fomitiporia mediterranea	ingroup	Basidiomycota	125	119	2	0	117	117	6	0.01680672268907563	0.016
F2282107	Pyrrhoderma noxium	ingroup	Basidiomycota	125	122	8	111	3	114	3	0.06557377049180328	0.064
F50990	Rickenella mellea	ingroup	Basidiomycota	125	122	7	112	3	115	3	0.05737704918032787	0.056
F27342	Schizopora paradoxa	ingroup	Basidiomycota	125	124	8	113	3	116	1	0.06451612903225806	0.064
F150792	Hysterangium stoloniferum	ingroup	Basidiomycota	125	124	0	0	124	124	1	0.0	0.0
F202697	Jaapia argillacea	ingroup	Basidiomycota	125	121	8	109	4	113	4	0.06611570247933884	0.064
F1323573	Meredithblackwellia eburnea	ingroup	Basidiomycota	125	124	0	0	124	124	1	0.0	0.0
F418498	Phenoliferia psychrophenolica	ingroup	Basidiomycota	125	122	0	0	122	122	3	0.0	0.0
F3038894	Phenoliferia sp. Uapishka_3	ingroup	Basidiomycota	125	103	0	0	103	103	22	0.0	0.0
F106004	Leucosporidium creatinivorum	ingroup	Basidiomycota	125	121	8	111	2	113	4	0.06611570247933884	0.064
F223818	Malassezia japonica	ingroup	Basidiomycota	125	121	8	108	5	113	4	0.06611570247933884	0.064
F77020	Malassezia pachydermatis	ingroup	Basidiomycota	125	120	6	112	2	114	5	0.05	0.048
F76775	Malassezia restricta	ingroup	Basidiomycota	125	122	6	42	74	116	3	0.04918032786885246	0.048
F76777	Malassezia sympodialis	ingroup	Basidiomycota	125	111	6	55	50	105	14	0.05405405405405406	0.048
F2020962	Malassezia vespertilionis	ingroup	Basidiomycota	125	119	8	57	54	111	6	0.06722689075630252	0.064
F269621	Microbotryum intermedium	ingroup	Basidiomycota	125	124	8	113	3	116	1	0.06451612903225806	0.064
F288795	Microbotryum lychnidis-dioicae	ingroup	Basidiomycota	125	121	8	108	5	113	4	0.06611570247933884	0.064
F289078	Microbotryum saponariae	ingroup	Basidiomycota	125	122	8	104	10	114	3	0.06557377049180328	0.064
F796604	Microbotryum silenes-dioicae	ingroup	Basidiomycota	125	121	6	112	3	115	4	0.049586776859504134	0.048
F2878321	Jaminaea pallidilutea	ingroup	Basidiomycota	125	124	0	0	124	124	1	0.0	0.0
F1569628	Jaminaea rosea	ingroup	Basidiomycota	125	123	8	113	2	115	2	0.06504065040650407	0.064
F1684307	Microstroma glucosiphilum	ingroup	Basidiomycota	125	125	8	115	2	117	0	0.064	0.064
F1463510	Parajaminaea phylloscopi	ingroup	Basidiomycota	125	125	0	0	125	125	0	0.0	0.0
F574677	Sympodiomycopsis kandeliae	ingroup	Basidiomycota	125	125	0	0	125	125	0	0.0	0.0
F34349	Mixia osmundae	ingroup	Basidiomycota	125	124	7	89	28	117	1	0.056451612903225805	0.056
F112072	Naohidea sebacea	ingroup	Basidiomycota	125	123	0	0	123	123	2	0.0	0.0
F1419009	Clathrus columnatus	ingroup	Basidiomycota	125	117	8	101	8	109	8	0.06837606837606838	0.064
F378194	Epithele typhae	ingroup	Basidiomycota	125	119	0	0	119	119	6	0.0	0.0
F599839	Fibroporia radiculosa	ingroup	Basidiomycota	125	117	6	106	5	111	8	0.05128205128205128	0.048
F5630	Laetiporus sulphureus	ingroup	Basidiomycota	125	123	6	113	4	117	2	0.04878048780487805	0.048
F5365	Lentinus tigrinus	ingroup	Basidiomycota	125	122	6	83	33	116	3	0.04918032786885246	0.048
F231932	Phanerochaete carnosa	ingroup	Basidiomycota	125	114	8	104	2	106	11	0.07017543859649122	0.064
F104341	Rhodonia placenta	ingroup	Basidiomycota	125	122	8	111	3	114	3	0.06557377049180328	0.064
F181123	Austropuccinia psidii	ingroup	Basidiomycota	125	122	8	111	3	114	3	0.06557377049180328	0.064
F60197	Cronartium quercuum	ingroup	Basidiomycota	125	120	6	112	2	114	5	0.05	0.048
F203908	Melampsora laricis-populina	ingroup	Basidiomycota	125	122	8	113	1	114	3	0.06557377049180328	0.064
F170000	Phakopsora pachyrhizi	ingroup	Basidiomycota	125	99	8	36	55	91	26	0.08080808080808081	0.064
F208348	Puccinia triticina	ingroup	Basidiomycota	125	117	8	42	67	109	8	0.06837606837606838	0.064
F48021	Artomyces pyxidatus	ingroup	Basidiomycota	125	123	0	0	123	123	2	0.0	0.0
F135208	Hericium alpestre	ingroup	Basidiomycota	125	102	8	82	12	94	23	0.0784313725490196	0.064
F984962	Heterobasidion irregulare	ingroup	Basidiomycota	125	120	6	113	1	114	5	0.05	0.048
F152956	Russula decolorans	ingroup	Basidiomycota	125	121	0	0	121	121	4	0.0	0.0
F40492	Stereum hirsutum	ingroup	Basidiomycota	125	120	6	0	114	114	5	0.05	0.048
F1314805	Vararia minispora	ingroup	Basidiomycota	125	124	0	0	124	124	1	0.0	0.0
F65672	Serendipita indica	ingroup	Basidiomycota	125	118	6	33	79	112	7	0.05084745762711865	0.048
F2600213	Serendipita sp. 400	ingroup	Basidiomycota	125	93	0	0	93	93	32	0.0	0.0
F2600215	Serendipita sp. 405	ingroup	Basidiomycota	125	105	0	0	105	105	20	0.0	0.0
F2600216	Serendipita sp. 411	ingroup	Basidiomycota	125	102	0	0	102	102	23	0.0	0.0
F109899	Serendipita vermifera	ingroup	Basidiomycota	125	115	8	105	2	107	10	0.06956521739130435	0.064
F2834505	Sertulicium niveocremeum	ingroup	Basidiomycota	125	122	10	110	2	112	3	0.08196721311475409	0.08
F467971	Sistotremastrum suecicum	ingroup	Basidiomycota	125	121	10	109	2	111	4	0.08264462809917356	0.08
F69979	Phyllozyma linderae	ingroup	Basidiomycota	125	125	0	0	125	125	0	0.0	0.0
F100910	Rhodosporidiobolus nylandii	ingroup	Basidiomycota	125	123	0	0	123	123	2	0.0	0.0
F29898	Rhodotorula graminis	ingroup	Basidiomycota	125	123	8	113	2	115	2	0.06504065040650407	0.064
F5286	Rhodotorula toruloides	ingroup	Basidiomycota	125	125	6	115	4	119	0	0.048	0.048
F500713	Sporobolomyces koalae	ingroup	Basidiomycota	125	125	0	0	125	125	0	0.0	0.0
F183962	Sporobolomyces salmoneus	ingroup	Basidiomycota	125	124	0	0	124	124	1	0.0	0.0
F370292	Thelephora ganbajun	ingroup	Basidiomycota	125	125	0	0	125	125	0	0.0	0.0
F56493	Thelephora terrestris	ingroup	Basidiomycota	125	121	6	113	2	115	4	0.049586776859504134	0.048
F13290	Tilletia caries	ingroup	Basidiomycota	125	121	19	79	23	102	4	0.15702479338842976	0.152
F13291	Tilletia controversa	ingroup	Basidiomycota	125	120	18	59	43	102	5	0.15	0.144
F157183	Tilletia laevis	ingroup	Basidiomycota	125	122	19	96	7	103	3	0.1557377049180328	0.152
F1031713	Tilletia maclaganii	ingroup	Basidiomycota	125	124	0	0	124	124	1	0.0	0.0
F117179	Tilletia walkeri	ingroup	Basidiomycota	125	124	8	46	70	116	1	0.06451612903225806	0.064
F104669	Cryptococcus amylolentus	ingroup	Basidiomycota	125	106	8	96	2	98	19	0.07547169811320754	0.064
F552467	Cryptococcus bacillisporus	ingroup	Basidiomycota	125	124	0	10	114	124	1	0.0	0.0
F1859122	Cryptococcus decagattii	ingroup	Basidiomycota	125	125	1	9	115	124	0	0.008	0.008
F40410	Cryptococcus deneoformans	ingroup	Basidiomycota	125	125	6	117	2	119	0	0.048	0.048
F5208	Cryptococcus depauperatus	ingroup	Basidiomycota	125	124	7	113	4	117	1	0.056451612903225805	0.056
F1859096	Cryptococcus deuterogattii	ingroup	Basidiomycota	125	123	8	69	46	115	2	0.06504065040650407	0.064
F37769	Cryptococcus gattii	ingroup	Basidiomycota	125	124	7	114	3	117	1	0.056451612903225805	0.056
F5207	Cryptococcus neoformans	ingroup	Basidiomycota	125	123	7	114	2	116	2	0.056910569105691054	0.056
F1859121	Cryptococcus tetragattii	ingroup	Basidiomycota	125	124	0	7	117	124	1	0.0	0.0
F5619	Cryptococcus wingfieldii	ingroup	Basidiomycota	125	124	6	116	2	118	1	0.04838709677419355	0.048
F105984	Apiotrichum porosum	ingroup	Basidiomycota	125	124	8	112	4	116	1	0.06451612903225806	0.064
F1890679	Cryptotrichosporon argae	ingroup	Basidiomycota	125	125	0	0	125	125	0	0.0	0.0
F279322	Cutaneotrichosporon cavernicola	ingroup	Basidiomycota	125	124	8	113	3	116	1	0.06451612903225806	0.064
F82508	Trichosporon asahii	ingroup	Basidiomycota	125	118	6	40	72	112	7	0.05084745762711865	0.048
F143232	Vanrija pseudolonga	ingroup	Basidiomycota	125	121	8	108	5	113	4	0.06611570247933884	0.064
F1055551	Tritirachium sp. CBS 265.96	ingroup	Basidiomycota	125	123	0	0	123	123	2	0.0	0.0
F1269715	Thecaphora frezii	ingroup	Basidiomycota	125	117	0	0	117	117	8	0.0	0.0
F84753	Moesziomyces antarcticus	ingroup	Basidiomycota	125	122	6	100	16	116	3	0.04918032786885246	0.048
F84751	Pseudozyma flocculosa	ingroup	Basidiomycota	125	124	6	84	34	118	1	0.04838709677419355	0.048
F280036	Sporisorium graminicola	ingroup	Basidiomycota	125	122	8	108	6	114	3	0.06557377049180328	0.064
F1882483	Testicularia cyperi	ingroup	Basidiomycota	125	125	8	110	7	117	0	0.064	0.064
F120017	Ustilago hordei	ingroup	Basidiomycota	125	124	8	105	11	116	1	0.06451612903225806	0.064
F1673888	Violaceomyces palustris	ingroup	Basidiomycota	125	121	0	0	121	121	4	0.0	0.0
F1708542	Wallemia canadensis	ingroup	Basidiomycota	125	124	0	10	114	124	1	0.0	0.0
F1540922	Wallemia hederae	ingroup	Basidiomycota	125	122	8	104	10	114	3	0.06557377049180328	0.064
F245174	Wallemia ichthyophaga	ingroup	Basidiomycota	125	122	8	110	4	114	3	0.06557377049180328	0.064
F1708541	Wallemia mellicola	ingroup	Basidiomycota	125	124	8	114	2	116	1	0.06451612903225806	0.064
F64504	Allomyces arbusculus	ingroup	Blastocladiomycota	125	125	0	9	116	125	0	0.0	0.0
F64505	Allomyces javanicus	ingroup	Blastocladiomycota	125	106	0	7	99	106	19	0.0	0.0
F28583	Allomyces macrogynus	ingroup	Blastocladiomycota	125	25	8	17	0	17	100	0.32	0.064
F64508	Blastocladiella britannica	ingroup	Blastocladiomycota	125	122	0	0	122	122	3	0.0	0.0
F4808	Blastocladiella emersonii	ingroup	Blastocladiomycota	125	123	0	0	123	123	2	0.0	0.0
F109876	Catenaria anguillulae	ingroup	Blastocladiomycota	125	116	8	105	3	108	9	0.06896551724137931	0.064
F945690	Coelomomyces lativittatus	ingroup	Blastocladiomycota	125	108	0	0	108	108	17	0.0	0.0
F3075319	Sorochytrium milnesiophthora	ingroup	Blastocladiomycota	125	120	0	0	120	120	5	0.0	0.0
F1500003	Paraphysoderma sedebokerense	ingroup	Blastocladiomycota	125	118	0	0	118	118	7	0.0	0.0
F911321	Calcarisporiella thermophila	ingroup	Calcarisporiellomycota	125	121	0	0	121	121	4	0.0	0.0
F1555241	Caulochytrium protostelioides	ingroup	Chytridiomycota	125	123	8	113	2	115	2	0.06504065040650407	0.064
F1774096	Dinochytrium kinnereticum	ingroup	Chytridiomycota	125	107	0	0	107	107	18	0.0	0.0
F109932	Entophlyctis luteolus	ingroup	Chytridiomycota	125	115	0	0	115	115	10	0.0	0.0
F1604274	Cladochytrium tenue	ingroup	Chytridiomycota	125	69	0	0	69	69	56	0.0	0.0
F109889	Lobulomyces angularis	ingroup	Chytridiomycota	125	117	0	0	117	117	8	0.0	0.0
F110093	Polychytrium aggregatum	ingroup	Chytridiomycota	125	122	0	0	122	122	3	0.0	0.0
F2735257	Borealophlyctis nickersoniae	ingroup	Chytridiomycota	125	117	0	0	117	117	8	0.0	0.0
F64517	Rhizophlyctis rosea	ingroup	Chytridiomycota	125	123	0	0	123	123	2	0.0	0.0
F382532	Globomyces pollinis-pini	ingroup	Chytridiomycota	125	124	0	0	124	124	1	0.0	0.0
F1396493	Fimicolochytrium jonesii	ingroup	Chytridiomycota	125	119	0	0	119	119	6	0.0	0.0
F109760	Spizellomyces punctatus	ingroup	Chytridiomycota	125	120	8	111	1	112	5	0.06666666666666667	0.064
F1806994	Synchytrium microbalum	ingroup	Chytridiomycota	125	122	8	111	3	114	3	0.06557377049180328	0.064
F34488	Conidiobolus coronatus	ingroup	Entomophthoromycota	125	121	7	112	2	114	4	0.05785123966942149	0.056
F34485	Entomophthora muscae	ingroup	Entomophthoromycota	125	29	0	0	29	29	96	0.0	0.0
F348617	Massospora cicadina	ingroup	Entomophthoromycota	125	81	0	0	81	81	44	0.0	0.0
F76012	Neoconidiobolus thromboides	ingroup	Entomophthoromycota	125	120	0	0	120	120	5	0.0	0.0
F144530	Ambispora gerdemannii	ingroup	Glomeromycota	125	123	8	111	4	115	2	0.06504065040650407	0.064
F144679	Ambispora leptoticha	ingroup	Glomeromycota	125	121	8	109	4	113	4	0.06611570247933884	0.064
F50956	Geosiphon pyriformis	ingroup	Glomeromycota	125	120	0	0	120	120	5	0.0	0.0
F27376	Acaulospora colombiana	ingroup	Glomeromycota	125	86	0	0	86	86	39	0.0	0.0
F1348612	Diversispora epigaea	ingroup	Glomeromycota	125	120	8	111	1	112	5	0.06666666666666667	0.064
F4874	Gigaspora margarita	ingroup	Glomeromycota	125	98	7	89	2	91	27	0.07142857142857142	0.056
F2562287	Entrophospora sp. SA101	ingroup	Glomeromycota	125	116	0	0	116	116	9	0.0	0.0
F1117311	Funneliformis geosporum	ingroup	Glomeromycota	125	121	8	109	4	113	4	0.06611570247933884	0.064
F658196	Glomus cerebriforme	ingroup	Glomeromycota	125	124	6	116	2	118	1	0.04838709677419355	0.048
F588596	Rhizophagus irregularis	ingroup	Glomeromycota	125	118	6	90	22	112	7	0.05084745762711865	0.048
F144538	Paraglomus brasilianum	ingroup	Glomeromycota	125	121	8	112	1	113	4	0.06611570247933884	0.064
F144539	Paraglomus occultum	ingroup	Glomeromycota	125	114	8	105	1	106	11	0.07017543859649122	0.064
F215637	Dimargaris cristalligena	ingroup	Kickxellomycota	125	121	8	26	87	113	4	0.06611570247933884	0.064
F1520584	Dispira parvispora	ingroup	Kickxellomycota	125	100	8	88	4	92	25	0.08	0.064
F78921	Tieghemiomyces parasiticus	ingroup	Kickxellomycota	125	23	6	17	0	17	102	0.2608695652173913	0.048
F61424	Furculomyces boomerangus	ingroup	Kickxellomycota	125	97	7	87	3	90	28	0.07216494845360824	0.056
F133377	Smittium angustum	ingroup	Kickxellomycota	125	88	10	73	5	78	37	0.11363636363636363	0.08
F133385	Smittium simulii	ingroup	Kickxellomycota	125	93	8	82	3	85	32	0.08602150537634409	0.064
F1213189	Zancudomyces culisetae	ingroup	Kickxellomycota	125	57	8	47	2	49	68	0.14035087719298245	0.064
F2650707	Coemansia brasiliensis	ingroup	Kickxellomycota	125	97	8	84	5	89	28	0.08247422680412371	0.064
F4866	Dipsacomyces acuminosporus	ingroup	Kickxellomycota	125	101	0	0	101	101	24	0.0	0.0
F61397	Kickxella alabastrina	ingroup	Kickxellomycota	125	117	0	0	117	117	8	0.0	0.0
F61395	Linderina pennispora	ingroup	Kickxellomycota	125	117	6	110	1	111	8	0.05128205128205128	0.048
F304332	Ramicandelaber brevisporus	ingroup	Kickxellomycota	125	113	0	0	113	113	12	0.0	0.0
F164912	Astathelohania contejeani	ingroup	Microsporidia	125	64	0	0	64	64	61	0.0	0.0
F70536	Edhazardia aedis	ingroup	Microsporidia	125	54	6	48	0	48	71	0.1111111111111111	0.048
F6035	Encephalitozoon cuniculi	ingroup	Microsporidia	125	62	6	55	1	56	63	0.0967741935483871	0.048
F174680	Glugoides intestinalis	ingroup	Microsporidia	125	49	0	0	49	49	76	0.0	0.0
F174688	Gurleya vavrai	ingroup	Microsporidia	125	42	0	0	42	42	83	0.0	0.0
F1176355	Hamiltosporidium tvaerminnensis	ingroup	Microsporidia	125	46	8	8	30	38	79	0.17391304347826086	0.064
F1081669	Hepatospora eriocheir	ingroup	Microsporidia	125	36	8	25	3	28	89	0.2222222222222222	0.064
F1300064	Nucleospora cyclopteri	ingroup	Microsporidia	125	51	0	0	51	51	74	0.0	0.0
F3039483	Ordospora pajunii	ingroup	Microsporidia	125	60	0	0	60	60	65	0.0	0.0
F291195	Tubulinosema ratisbonensis	ingroup	Microsporidia	125	49	8	14	27	41	76	0.16326530612244897	0.064
F6039	Vairimorpha necatrix	ingroup	Microsporidia	125	60	6	53	1	54	65	0.1	0.048
F103449	Vavraia culicis	ingroup	Microsporidia	125	52	8	43	1	44	73	0.15384615384615385	0.064
F82268	Hyaloraphidium curvatum	ingroup	Monoblepharomycota	125	123	0	0	123	123	2	0.0	0.0
F1123529	Gonapodya prolifera	ingroup	Monoblepharomycota	125	122	8	108	6	114	3	0.06557377049180328	0.064
F2725673	Gonapodya sp. JEL0774	ingroup	Monoblepharomycota	125	104	0	0	104	104	21	0.0	0.0
F1343610	Actinomortierella ambigua	ingroup	Mortierellomycota	125	125	8	113	4	117	0	0.064	0.064
F979620	Dissophora ornata	ingroup	Mortierellomycota	125	119	0	1	118	119	6	0.0	0.0
F101097	Entomortierella chlamydospora	ingroup	Mortierellomycota	125	120	8	56	56	112	5	0.06666666666666667	0.064
F101098	Gamsiella multidivaricata	ingroup	Mortierellomycota	125	118	0	1	117	118	7	0.0	0.0
F979690	Gryganskiella cystojenkinii	ingroup	Mortierellomycota	125	119	0	0	119	119	6	0.0	0.0
F1897645	Haplosporangium bisporale	ingroup	Mortierellomycota	125	100	0	2	98	100	25	0.0	0.0
F604196	Linnemannia exigua	ingroup	Mortierellomycota	125	114	6	104	4	108	11	0.05263157894736842	0.048
F64571	Lobosporangium transversale	ingroup	Mortierellomycota	125	121	6	114	1	115	4	0.049586776859504134	0.048
F979761	Lunasporangiospora selenospora	ingroup	Mortierellomycota	125	116	6	107	3	110	9	0.05172413793103448	0.048
F1440133	Modicella reniformis	ingroup	Mortierellomycota	125	107	8	95	4	99	18	0.07476635514018691	0.064
F1343614	Mortierella claussenii	ingroup	Mortierellomycota	125	121	0	1	120	121	4	0.0	0.0
F64525	Podila minutissima	ingroup	Mortierellomycota	125	118	6	10	102	112	7	0.05084745762711865	0.048
F1938954	Bifiguratus adelaidae	ingroup	Mucoromycota	125	98	8	80	10	90	27	0.08163265306122448	0.064
F2340872	Endogone sp. FLAS-F59071	ingroup	Mucoromycota	125	91	0	0	91	91	34	0.0	0.0
F994334	Jimgerdemannia flammicorona	ingroup	Mucoromycota	125	85	6	76	3	79	40	0.07058823529411765	0.048
F708070	Mucor velutinosus	ingroup	Mucoromycota	125	121	6	113	2	115	4	0.049586776859504134	0.048
F64632	Mycotypha africana	ingroup	Mucoromycota	125	122	0	0	122	122	3	0.0	0.0
F4837	Phycomyces blakesleeanus	ingroup	Mucoromycota	125	113	7	106	0	106	12	0.061946902654867256	0.056
F4840	Rhizomucor pusillus	ingroup	Mucoromycota	125	125	0	0	125	125	0	0.0	0.0
F58291	Rhizopus microsporus	ingroup	Mucoromycota	125	121	6	113	2	115	4	0.049586776859504134	0.048
F91625	Umbelopsis isabellina	ingroup	Mucoromycota	125	122	6	112	4	116	3	0.04918032786885246	0.048
F64526	Umbelopsis nana	ingroup	Mucoromycota	125	122	0	0	122	122	3	0.0	0.0
F41833	Umbelopsis ramanniana	ingroup	Mucoromycota	125	120	7	112	1	113	5	0.058333333333333334	0.056
F44442	Umbelopsis vinacea	ingroup	Mucoromycota	125	123	0	0	123	123	2	0.0	0.0
F1754192	Anaeromyces robustus	ingroup	Neocallimastigomycota	125	109	8	100	1	101	16	0.07339449541284404	0.064
F1754190	Neocallimastix californiae	ingroup	Neocallimastigomycota	125	65	0	0	65	65	60	0.0	0.0
F2767002	Neocallimastix lanati (nom. inval.)	ingroup	Neocallimastigomycota	125	63	0	0	63	63	62	0.0	0.0
F3108450	Neocallimastix sp. 'constans'	ingroup	Neocallimastigomycota	125	68	0	0	68	68	57	0.0	0.0
F1754191	Piromyces finnis	ingroup	Neocallimastigomycota	125	117	8	108	1	109	8	0.06837606837606838	0.064
F73868	Piromyces sp. E2	ingroup	Neocallimastigomycota	125	70	0	0	70	70	55	0.0	0.0
F278681	Olpidium bornovanus	ingroup	Olpidiomycota	125	52	8	44	0	44	73	0.15384615384615385	0.064
F1246581	Paramicrosporidium saccamoebae	ingroup	Rozellomycota	125	108	8	93	7	100	17	0.07407407407407407	0.064
F281847	Rozella allomycis	ingroup	Rozellomycota	125	117	8	104	5	109	8	0.06837606837606838	0.064
F1907219	Piptocephalis cylindrospora	ingroup	Zoopagomycota	125	65	8	57	0	57	60	0.12307692307692308	0.064
F1286916	Piptocephalis tieghemiana	ingroup	Zoopagomycota	125	111	0	0	111	111	14	0.0	0.0
F1851187	Syncephalis fuscata	ingroup	Zoopagomycota	125	123	0	0	123	123	2	0.0	0.0
F1851185	Syncephalis plumigaleata	ingroup	Zoopagomycota	125	120	0	0	120	120	5	0.0	0.0
F1712513	Syncephalis pseudoplumigaleata	ingroup	Zoopagomycota	125	80	8	71	1	72	45	0.1	0.064
F78915	Thamnocephalis sphaerospora	ingroup	Zoopagomycota	125	96	6	89	1	90	29	0.0625	0.048
F2109901	Amoeboradix gromovi	ingroup	Sanchytriomycota	125	98	0	0	98	98	27	0.0	0.0
F2020955	Sanchytrium tribonematis	ingroup	Sanchytriomycota	125	91	0	0	91	91	34	0.0	0.0
O691883	Fonticula alba	outgroup	Nucleariida	125	109	6	100	3	103	16	0.05504587155963303	0.048
O81824	Monosiga brevicollis	outgroup	Choanoflagellatea	125	115	6	105	4	109	10	0.05217391304347826	0.048
O946362	Salpingoeca rosetta	outgroup	Choanoflagellatea	125	118	6	109	3	112	7	0.05084745762711865	0.048
O192875	Capsaspora owczarzaki	outgroup	Filasterea	125	119	6	78	35	113	6	0.05042016806722689	0.048
O72019	Sphaeroforma arctica	outgroup	Ichthyosporea	125	87	6	79	2	81	38	0.06896551724137931	0.048
O529818	Thecamonas trahens	outgroup	Apusomonadida	125	115	6	106	3	109	10	0.05217391304347826	0.048
O5755	Acanthamoeba castellanii	outgroup	Amoebozoa	125	104	6	95	3	98	21	0.057692307692307696	0.048
O44689	Dictyostelium discoideum	outgroup	Amoebozoa	125	121	6	115	0	115	4	0.049586776859504134	0.048
O5786	Dictyostelium purpureum	outgroup	Amoebozoa	125	118	6	109	3	112	7	0.05084745762711865	0.048
O133409	Polysphondylium violaceum	outgroup	Amoebozoa	125	122	6	114	2	116	3	0.04918032786885246	0.048
O1890364	Planoprotostelium fungivorum	outgroup	Amoebozoa	125	116	6	100	10	110	9	0.05172413793103448	0.048
