model_id	alphabet_model	rate_model	rsa_scale	controls	term	coefficient	marker_cluster_standard_error	t_statistic	p_value_conditional_cluster_t	ci95_lower	ci95_upper	bh_q_across_all_72_focal_tests
3di_af_empirical__gamma__miller1987__composition_adjusted	3di_af_empirical	gamma	miller1987	composition_adjusted	aa_by_rsa	0.0698348045328676	0.045335312978526096	1.5404063619445207	0.1279066457605154	-0.020561242109870204	0.1602308511756054	0.18794445907667567
3di_af_empirical__freerate__tien2013__coverage_confidence	3di_af_empirical	freerate	tien2013	coverage_confidence	aa_log1p_rate	0.17127999238178332	0.016110524258414964	10.631559199094289	2.472224281612707e-16	0.13915651938420076	0.20340346537936588	8.366377293030148e-15
3di_af_empirical__freerate__tien2013__coverage_confidence	3di_af_empirical	freerate	tien2013	coverage_confidence	rsa_centered	-0.1859663131969086	0.04196842349758504	-4.431100758588407	3.336207006262558e-05	-0.2696489728888548	-0.10228365350496241	8.282996705203592e-05
3di_af_empirical__freerate__tien2013__coverage_confidence	3di_af_empirical	freerate	tien2013	coverage_confidence	aa_by_rsa	0.05440375445088655	0.05492823112535317	0.9904516008667801	0.3253169411029979	-0.05512002770900305	0.16392753661077614	0.37497228446486475
3di_af_empirical__freerate__tien2013__composition_adjusted	3di_af_empirical	freerate	tien2013	composition_adjusted	aa_log1p_rate	0.05243652519071896	0.02503737940318431	2.09432961598409	0.039800977383423496	0.00251340858150495	0.10235964179993297	0.06097171003418067
3di_af_empirical__freerate__tien2013__composition_adjusted	3di_af_empirical	freerate	tien2013	composition_adjusted	rsa_centered	-0.2179835471126105	0.04095493225040501	-5.3225224688402415	1.1397292311621913e-06	-0.2996453626538725	-0.13632173157134853	4.558916924648765e-06
3di_af_empirical__freerate__tien2013__composition_adjusted	3di_af_empirical	freerate	tien2013	composition_adjusted	aa_by_rsa	0.0728879705243403	0.054560444325810684	1.3359123340177692	0.1858443034069997	-0.03590246558582037	0.18167840663450097	0.25732288164046113
3di_af_empirical__freerate__miller1987__coverage_confidence	3di_af_empirical	freerate	miller1987	coverage_confidence	aa_log1p_rate	0.16748500019885124	0.016767245042173664	9.98882045187424	3.595955110393806e-15	0.13405206314996662	0.20091793724773585	3.2363595993544256e-14
3di_af_empirical__freerate__miller1987__coverage_confidence	3di_af_empirical	freerate	miller1987	coverage_confidence	rsa_centered	-0.15782817168723043	0.036376027962937665	-4.338796194241888	4.655986037589639e-05	-0.230359911392497	-0.08529643198196386	0.00011174366490215133
3di_af_empirical__freerate__miller1987__coverage_confidence	3di_af_empirical	freerate	miller1987	coverage_confidence	aa_by_rsa	0.054556533749059805	0.04711365897653478	1.157977005696628	0.2507539116412385	-0.03938543410214222	0.14849850160026185	0.3112807178994685
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	aa_log1p_rate	0.04849849283180466	0.025660963244631928	1.889971641729005	0.06284412586068255	-0.00266801464235953	0.09966500030596884	0.09426618879102383
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	rsa_centered	-0.18809787191946697	0.03495925808531015	-5.380488094468617	9.072540764813836e-07	-0.2578046527234747	-0.11839109111545926	3.842487853332919e-06
3di_af_empirical__freerate__miller1987__composition_adjusted	3di_af_empirical	freerate	miller1987	composition_adjusted	aa_by_rsa	0.06859385519522533	0.04663324972292939	1.4709216192904093	0.14573058677362233	-0.02439020381089857	0.16157791420134923	0.20573729897452564
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	aa_log1p_rate	0.16252466477955954	0.015720582282543222	10.338336192548898	8.34800375474108e-16	0.13117871399861103	0.19387061556050805	1.2021125406827154e-14
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	rsa_centered	-0.17088482126889226	0.04107929904248356	-4.159876756713056	8.794805059637433e-05	-0.25279461715039947	-0.08897502538738504	0.00019188665584663492
3di_llm__gamma__tien2013__coverage_confidence	3di_llm	gamma	tien2013	coverage_confidence	aa_by_rsa	0.050866206446954006	0.05383853775391348	0.9447917526931084	0.34796937448194687	-0.056484788841968066	0.15821720173587608	0.39146554629219027
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	aa_log1p_rate	0.05990120122312162	0.025895814799209372	2.3131614775430998	0.023614781408194348	0.008266413049279504	0.11153598939696374	0.039304631809331234
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	rsa_centered	-0.20177807464319628	0.03918594551125009	-5.14924603733925	2.2414978005061735e-06	-0.27991263080811346	-0.12364351847827912	7.685135316021165e-06
3di_llm__gamma__tien2013__composition_adjusted	3di_llm	gamma	tien2013	composition_adjusted	aa_by_rsa	0.06441568405768242	0.05227953942925115	1.2321394710229776	0.2219619118555406	-0.039826756861296775	0.1686581249766616	0.2830645690639816
3di_llm__gamma__miller1987__coverage_confidence	3di_llm	gamma	miller1987	coverage_confidence	aa_log1p_rate	0.15936684572425774	0.016430340715632773	9.699546009574041	1.2131187930876985e-14	0.12660567682287782	0.19212801462563767	8.734455310231429e-14
3di_llm__gamma__miller1987__coverage_confidence	3di_llm	gamma	miller1987	coverage_confidence	rsa_centered	-0.14272810479583667	0.03567511101123431	-4.0007753515018	0.0001530182406648072	-0.21386225579384374	-0.0715939537978296	0.0003060364813296144
3di_llm__gamma__miller1987__coverage_confidence	3di_llm	gamma	miller1987	coverage_confidence	aa_by_rsa	0.04740373792071685	0.04639940035660417	1.0216454858552872	0.3104172526102058	-0.045114038692347966	0.13992151453378165	0.36639413422843964
3di_llm__gamma__miller1987__composition_adjusted	3di_llm	gamma	miller1987	composition_adjusted	aa_log1p_rate	0.05681082055658822	0.02622671418063835	2.1661432753374927	0.03365930407794079	0.004516237755721575	0.10910540335745486	0.05344555942274605
3di_llm__gamma__miller1987__composition_adjusted	3di_llm	gamma	miller1987	composition_adjusted	rsa_centered	-0.17168329378059544	0.033583297808324655	-5.11216303891509	2.587674124215669e-06	-0.2386464877158889	-0.10472009984530198	8.468751679251279e-06
3di_llm__gamma__miller1987__composition_adjusted	3di_llm	gamma	miller1987	composition_adjusted	aa_by_rsa	0.05762659623353595	0.044933006147239905	1.2825003527407162	0.20383857729048518	-0.03196727337111976	0.14722046583819165	0.2717847697206469
3di_llm__freerate__tien2013__coverage_confidence	3di_llm	freerate	tien2013	coverage_confidence	aa_log1p_rate	0.16339830138106132	0.01620823513546769	10.08119021074076	2.442153642575276e-15	0.13107999842821308	0.19571660433390956	2.5119294609345697e-14
3di_llm__freerate__tien2013__coverage_confidence	3di_llm	freerate	tien2013	coverage_confidence	rsa_centered	-0.1786690159032875	0.04351330361582382	-4.1060779360892665	0.00010619566143084593	-0.26543207906111244	-0.09190595274546252	0.0002248849300888502
3di_llm__freerate__tien2013__coverage_confidence	3di_llm	freerate	tien2013	coverage_confidence	aa_by_rsa	0.040846769633480946	0.053874494289374415	0.7581838154077503	0.4508503254196303	-0.06657592095085418	0.14826946021781606	0.4773709327972557
3di_llm__freerate__tien2013__composition_adjusted	3di_llm	freerate	tien2013	composition_adjusted	aa_log1p_rate	0.05871040842851006	0.024993522520007496	2.3490249676295907	0.021609657807032258	0.008874739960640837	0.10854607689637928	0.037948667368446896
3di_llm__freerate__tien2013__composition_adjusted	3di_llm	freerate	tien2013	composition_adjusted	rsa_centered	-0.21491982140993077	0.042554702508062446	-5.050436467490565	3.283441855367148e-06	-0.29977148824652544	-0.13006815457333606	9.456312543457387e-06
3di_llm__freerate__tien2013__composition_adjusted	3di_llm	freerate	tien2013	composition_adjusted	aa_by_rsa	0.06007795356193239	0.05341576723939691	1.1247232168860766	0.26449436258152365	-0.04643006126344869	0.1665859683873135	0.3227727814554187
3di_llm__freerate__miller1987__coverage_confidence	3di_llm	freerate	miller1987	coverage_confidence	aa_log1p_rate	0.16031861451795681	0.0169974053520624	9.431946299880668	3.7555318601203837e-14	0.12642675084562827	0.19421047819028536	2.2533191160722302e-13
3di_llm__freerate__miller1987__coverage_confidence	3di_llm	freerate	miller1987	coverage_confidence	rsa_centered	-0.15111884307765333	0.037694158396196144	-4.009078581600678	0.000148701137781488	-0.22627886021827112	-0.07595882593703554	0.00030589948343620393
3di_llm__freerate__miller1987__coverage_confidence	3di_llm	freerate	miller1987	coverage_confidence	aa_by_rsa	0.0416816688273539	0.046031488375551766	0.9055033912284239	0.3682613760213459	-0.05010251213114053	0.13346584978584833	0.4079202934390293
3di_llm__freerate__miller1987__composition_adjusted	3di_llm	freerate	miller1987	composition_adjusted	aa_log1p_rate	0.05545024757531721	0.025670750878578726	2.1600555370426795	0.03414577407564331	0.00426422411335791	0.10663627103727652	0.05344555942274605
3di_llm__freerate__miller1987__composition_adjusted	3di_llm	freerate	miller1987	composition_adjusted	rsa_centered	-0.18497368582235837	0.03639835721089401	-5.081924020653213	2.9082830642021145e-06	-0.25754994878349646	-0.11239742286122029	9.104190461850098e-06
3di_llm__freerate__miller1987__composition_adjusted	3di_llm	freerate	miller1987	composition_adjusted	aa_by_rsa	0.05637120579241552	0.045421869615372985	1.241058685381298	0.2186690021634782	-0.03419742988230615	0.1469398414671372	0.2830645690639816
