protein_id	protein_length	mapping_basis	candidate_transcripts_json	status	transcript_id	cds_length	terminal_stop_in_cds	ordered_segments_json
CFRG1555T1	353	exact_transcript_id	"[""CFRG1555T1""]"	translation_mismatch	CFRG1555T1	1062	True	"[{""sequence"": ""scaffold02"", ""start"": 3509347, ""end"": 3509461, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG1555"", ""gtf_line"": 40503}, {""sequence"": ""scaffold02"", ""start"": 3508174, ""end"": 3508331, ""strand"": ""-"", ""phase"": ""2"", ""gene_id"": ""CFRG1555"", ""gtf_line"": 40500}, {""sequence"": ""scaffold02"", ""start"": 3507679, ""end"": 3507760, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG1555"", ""gtf_line"": 40497}, {""sequence"": ""scaffold02"", ""start"": 3507172, ""end"": 3507236, ""strand"": ""-"", ""phase"": ""2"", ""gene_id"": ""CFRG1555"", ""gtf_line"": 40494}, {""sequence"": ""scaffold02"", ""start"": 3506831, ""end"": 3506941, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG1555"", ""gtf_line"": 40491}, {""sequence"": ""scaffold02"", ""start"": 3506579, ""end"": 3506722, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG1555"", ""gtf_line"": 40488}, {""sequence"": ""scaffold02"", ""start"": 3506038, ""end"": 3506152, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG1555"", ""gtf_line"": 40485}, {""sequence"": ""scaffold02"", ""start"": 3505407, ""end"": 3505557, ""strand"": ""-"", ""phase"": ""2"", ""gene_id"": ""CFRG1555"", ""gtf_line"": 40482}, {""sequence"": ""scaffold02"", ""start"": 3504893, ""end"": 3505013, ""strand"": ""-"", ""phase"": ""1"", ""gene_id"": ""CFRG1555"", ""gtf_line"": 40477}]"
CFRG1607T1	50	exact_transcript_id	"[""CFRG1607T1""]"	nonzero_or_missing_initial_phase	CFRG1607T1			
CFRG1623T1	720	exact_transcript_id	"[""CFRG1623T1""]"	translation_mismatch	CFRG1623T1	2163	True	"[{""sequence"": ""scaffold03"", ""start"": 84872, ""end"": 86901, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG1623"", ""gtf_line"": 42201}, {""sequence"": ""scaffold03"", ""start"": 84348, ""end"": 84480, ""strand"": ""-"", ""phase"": ""1"", ""gene_id"": ""CFRG1623"", ""gtf_line"": 42196}]"
CFRG1879T1	460	exact_transcript_id	"[""CFRG1879T1""]"	translation_mismatch	CFRG1879T1	1383	True	"[{""sequence"": ""scaffold03"", ""start"": 1378166, ""end"": 1378235, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG1879"", ""gtf_line"": 48764}, {""sequence"": ""scaffold03"", ""start"": 1378655, ""end"": 1379336, ""strand"": ""+"", ""phase"": ""2"", ""gene_id"": ""CFRG1879"", ""gtf_line"": 48769}, {""sequence"": ""scaffold03"", ""start"": 1380033, ""end"": 1380115, ""strand"": ""+"", ""phase"": ""1"", ""gene_id"": ""CFRG1879"", ""gtf_line"": 48772}, {""sequence"": ""scaffold03"", ""start"": 1380367, ""end"": 1380473, ""strand"": ""+"", ""phase"": ""2"", ""gene_id"": ""CFRG1879"", ""gtf_line"": 48775}, {""sequence"": ""scaffold03"", ""start"": 1380921, ""end"": 1381034, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG1879"", ""gtf_line"": 48778}, {""sequence"": ""scaffold03"", ""start"": 1381481, ""end"": 1381573, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG1879"", ""gtf_line"": 48781}, {""sequence"": ""scaffold03"", ""start"": 1381941, ""end"": 1382049, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG1879"", ""gtf_line"": 48784}, {""sequence"": ""scaffold03"", ""start"": 1382681, ""end"": 1382777, ""strand"": ""+"", ""phase"": ""2"", ""gene_id"": ""CFRG1879"", ""gtf_line"": 48787}, {""sequence"": ""scaffold03"", ""start"": 1382904, ""end"": 1382931, ""strand"": ""+"", ""phase"": ""1"", ""gene_id"": ""CFRG1879"", ""gtf_line"": 48790}]"
CFRG1909T1	93	exact_transcript_id	"[""CFRG1909T1""]"	translation_mismatch	CFRG1909T1	282	True	"[{""sequence"": ""scaffold03"", ""start"": 1509166, ""end"": 1509191, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG1909"", ""gtf_line"": 49513}, {""sequence"": ""scaffold03"", ""start"": 1508782, ""end"": 1508912, ""strand"": ""-"", ""phase"": ""1"", ""gene_id"": ""CFRG1909"", ""gtf_line"": 49510}, {""sequence"": ""scaffold03"", ""start"": 1508574, ""end"": 1508698, ""strand"": ""-"", ""phase"": ""2"", ""gene_id"": ""CFRG1909"", ""gtf_line"": 49505}]"
CFRG1910T1	250	exact_transcript_id	"[""CFRG1910T1""]"	translation_mismatch	CFRG1910T1	753	True	"[{""sequence"": ""scaffold03"", ""start"": 1509793, ""end"": 1509799, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG1910"", ""gtf_line"": 49517}, {""sequence"": ""scaffold03"", ""start"": 1510010, ""end"": 1510281, ""strand"": ""+"", ""phase"": ""2"", ""gene_id"": ""CFRG1910"", ""gtf_line"": 49522}, {""sequence"": ""scaffold03"", ""start"": 1510497, ""end"": 1510574, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG1910"", ""gtf_line"": 49525}, {""sequence"": ""scaffold03"", ""start"": 1510683, ""end"": 1510826, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG1910"", ""gtf_line"": 49528}, {""sequence"": ""scaffold03"", ""start"": 1510923, ""end"": 1511048, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG1910"", ""gtf_line"": 49531}, {""sequence"": ""scaffold03"", ""start"": 1511294, ""end"": 1511419, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG1910"", ""gtf_line"": 49534}]"
CFRG1943T1	824	exact_transcript_id	"[""CFRG1943T1""]"	translation_mismatch	CFRG1943T1	2475	True	"[{""sequence"": ""scaffold03"", ""start"": 1680531, ""end"": 1680637, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG1943"", ""gtf_line"": 50497}, {""sequence"": ""scaffold03"", ""start"": 1679621, ""end"": 1680137, ""strand"": ""-"", ""phase"": ""1"", ""gene_id"": ""CFRG1943"", ""gtf_line"": 50494}, {""sequence"": ""scaffold03"", ""start"": 1677770, ""end"": 1679188, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG1943"", ""gtf_line"": 50491}, {""sequence"": ""scaffold03"", ""start"": 1677432, ""end"": 1677612, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG1943"", ""gtf_line"": 50488}, {""sequence"": ""scaffold03"", ""start"": 1677079, ""end"": 1677329, ""strand"": ""-"", ""phase"": ""2"", ""gene_id"": ""CFRG1943"", ""gtf_line"": 50483}]"
CFRG1990T1	137	exact_transcript_id	"[""CFRG1990T1""]"	translation_mismatch	CFRG1990T1	414	True	"[{""sequence"": ""scaffold03"", ""start"": 1929388, ""end"": 1929582, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG1990"", ""gtf_line"": 51743}, {""sequence"": ""scaffold03"", ""start"": 1930279, ""end"": 1930370, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG1990"", ""gtf_line"": 51748}, {""sequence"": ""scaffold03"", ""start"": 1930779, ""end"": 1930854, ""strand"": ""+"", ""phase"": ""1"", ""gene_id"": ""CFRG1990"", ""gtf_line"": 51751}, {""sequence"": ""scaffold03"", ""start"": 1931033, ""end"": 1931083, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG1990"", ""gtf_line"": 51754}]"
CFRG2215T1	509	exact_transcript_id	"[""CFRG2215T1""]"	translation_mismatch	CFRG2215T1	1530	True	"[{""sequence"": ""scaffold04"", ""start"": 52488, ""end"": 52605, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2215"", ""gtf_line"": 57632}, {""sequence"": ""scaffold04"", ""start"": 52777, ""end"": 52875, ""strand"": ""+"", ""phase"": ""2"", ""gene_id"": ""CFRG2215"", ""gtf_line"": 57637}, {""sequence"": ""scaffold04"", ""start"": 52965, ""end"": 53149, ""strand"": ""+"", ""phase"": ""2"", ""gene_id"": ""CFRG2215"", ""gtf_line"": 57640}, {""sequence"": ""scaffold04"", ""start"": 53379, ""end"": 53472, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2215"", ""gtf_line"": 57643}, {""sequence"": ""scaffold04"", ""start"": 53623, ""end"": 53749, ""strand"": ""+"", ""phase"": ""2"", ""gene_id"": ""CFRG2215"", ""gtf_line"": 57646}, {""sequence"": ""scaffold04"", ""start"": 53995, ""end"": 54116, ""strand"": ""+"", ""phase"": ""1"", ""gene_id"": ""CFRG2215"", ""gtf_line"": 57649}, {""sequence"": ""scaffold04"", ""start"": 54252, ""end"": 54439, ""strand"": ""+"", ""phase"": ""2"", ""gene_id"": ""CFRG2215"", ""gtf_line"": 57652}, {""sequence"": ""scaffold04"", ""start"": 54631, ""end"": 54732, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2215"", ""gtf_line"": 57655}, {""sequence"": ""scaffold04"", ""start"": 54873, ""end"": 55112, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2215"", ""gtf_line"": 57658}, {""sequence"": ""scaffold04"", ""start"": 55297, ""end"": 55541, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2215"", ""gtf_line"": 57661}, {""sequence"": ""scaffold04"", ""start"": 55715, ""end"": 55724, ""strand"": ""+"", ""phase"": ""1"", ""gene_id"": ""CFRG2215"", ""gtf_line"": 57664}]"
CFRG2282T1	502	exact_transcript_id	"[""CFRG2282T1""]"	translation_mismatch	CFRG2282T1	1509	True	"[{""sequence"": ""scaffold04"", ""start"": 387772, ""end"": 388047, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2282"", ""gtf_line"": 59285}, {""sequence"": ""scaffold04"", ""start"": 388436, ""end"": 388663, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2282"", ""gtf_line"": 59290}, {""sequence"": ""scaffold04"", ""start"": 389354, ""end"": 389390, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2282"", ""gtf_line"": 59293}, {""sequence"": ""scaffold04"", ""start"": 389666, ""end"": 389793, ""strand"": ""+"", ""phase"": ""2"", ""gene_id"": ""CFRG2282"", ""gtf_line"": 59296}, {""sequence"": ""scaffold04"", ""start"": 390152, ""end"": 390255, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2282"", ""gtf_line"": 59299}, {""sequence"": ""scaffold04"", ""start"": 390739, ""end"": 390805, ""strand"": ""+"", ""phase"": ""1"", ""gene_id"": ""CFRG2282"", ""gtf_line"": 59302}, {""sequence"": ""scaffold04"", ""start"": 391228, ""end"": 391386, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2282"", ""gtf_line"": 59305}, {""sequence"": ""scaffold04"", ""start"": 391785, ""end"": 391873, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2282"", ""gtf_line"": 59308}, {""sequence"": ""scaffold04"", ""start"": 392004, ""end"": 392150, ""strand"": ""+"", ""phase"": ""1"", ""gene_id"": ""CFRG2282"", ""gtf_line"": 59311}, {""sequence"": ""scaffold04"", ""start"": 392797, ""end"": 392912, ""strand"": ""+"", ""phase"": ""1"", ""gene_id"": ""CFRG2282"", ""gtf_line"": 59314}, {""sequence"": ""scaffold04"", ""start"": 393088, ""end"": 393187, ""strand"": ""+"", ""phase"": ""2"", ""gene_id"": ""CFRG2282"", ""gtf_line"": 59317}, {""sequence"": ""scaffold04"", ""start"": 393387, ""end"": 393444, ""strand"": ""+"", ""phase"": ""1"", ""gene_id"": ""CFRG2282"", ""gtf_line"": 59320}]"
CFRG2367T1	83	exact_transcript_id	"[""CFRG2367T1""]"	translation_mismatch	CFRG2367T1	252	True	"[{""sequence"": ""scaffold04"", ""start"": 803820, ""end"": 803881, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2367"", ""gtf_line"": 61385}, {""sequence"": ""scaffold04"", ""start"": 803996, ""end"": 804048, ""strand"": ""+"", ""phase"": ""1"", ""gene_id"": ""CFRG2367"", ""gtf_line"": 61390}, {""sequence"": ""scaffold04"", ""start"": 804523, ""end"": 804659, ""strand"": ""+"", ""phase"": ""2"", ""gene_id"": ""CFRG2367"", ""gtf_line"": 61393}]"
CFRG2570T1	191	exact_transcript_id	"[""CFRG2570T1""]"	translation_mismatch	CFRG2570T1	576	True	"[{""sequence"": ""scaffold04"", ""start"": 1758478, ""end"": 1758491, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG2570"", ""gtf_line"": 66040}, {""sequence"": ""scaffold04"", ""start"": 1756939, ""end"": 1757107, ""strand"": ""-"", ""phase"": ""1"", ""gene_id"": ""CFRG2570"", ""gtf_line"": 66037}, {""sequence"": ""scaffold04"", ""start"": 1756512, ""end"": 1756692, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG2570"", ""gtf_line"": 66034}, {""sequence"": ""scaffold04"", ""start"": 1755786, ""end"": 1755997, ""strand"": ""-"", ""phase"": ""2"", ""gene_id"": ""CFRG2570"", ""gtf_line"": 66029}]"
CFRG2634T1	704	exact_transcript_id	"[""CFRG2634T1""]"	translation_mismatch	CFRG2634T1	2115	True	"[{""sequence"": ""scaffold04"", ""start"": 2133192, ""end"": 2133294, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG2634"", ""gtf_line"": 67810}, {""sequence"": ""scaffold04"", ""start"": 2131182, ""end"": 2132990, ""strand"": ""-"", ""phase"": ""2"", ""gene_id"": ""CFRG2634"", ""gtf_line"": 67807}, {""sequence"": ""scaffold04"", ""start"": 2130923, ""end"": 2131004, ""strand"": ""-"", ""phase"": ""2"", ""gene_id"": ""CFRG2634"", ""gtf_line"": 67804}, {""sequence"": ""scaffold04"", ""start"": 2129992, ""end"": 2130003, ""strand"": ""-"", ""phase"": ""1"", ""gene_id"": ""CFRG2634"", ""gtf_line"": 67801}, {""sequence"": ""scaffold04"", ""start"": 2129296, ""end"": 2129337, ""strand"": ""-"", ""phase"": ""1"", ""gene_id"": ""CFRG2634"", ""gtf_line"": 67798}, {""sequence"": ""scaffold04"", ""start"": 2128865, ""end"": 2128890, ""strand"": ""-"", ""phase"": ""1"", ""gene_id"": ""CFRG2634"", ""gtf_line"": 67795}, {""sequence"": ""scaffold04"", ""start"": 2128724, ""end"": 2128764, ""strand"": ""-"", ""phase"": ""2"", ""gene_id"": ""CFRG2634"", ""gtf_line"": 67790}]"
CFRG2701T1	1189	exact_transcript_id	"[""CFRG2701T1""]"	translation_mismatch	CFRG2701T1	3570	True	"[{""sequence"": ""scaffold04"", ""start"": 2463181, ""end"": 2463839, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2701"", ""gtf_line"": 69282}, {""sequence"": ""scaffold04"", ""start"": 2464031, ""end"": 2464208, ""strand"": ""+"", ""phase"": ""1"", ""gene_id"": ""CFRG2701"", ""gtf_line"": 69287}, {""sequence"": ""scaffold04"", ""start"": 2464424, ""end"": 2464524, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2701"", ""gtf_line"": 69290}, {""sequence"": ""scaffold04"", ""start"": 2464839, ""end"": 2465316, ""strand"": ""+"", ""phase"": ""1"", ""gene_id"": ""CFRG2701"", ""gtf_line"": 69293}, {""sequence"": ""scaffold04"", ""start"": 2465456, ""end"": 2465636, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2701"", ""gtf_line"": 69296}, {""sequence"": ""scaffold04"", ""start"": 2465916, ""end"": 2466084, ""strand"": ""+"", ""phase"": ""2"", ""gene_id"": ""CFRG2701"", ""gtf_line"": 69299}, {""sequence"": ""scaffold04"", ""start"": 2466321, ""end"": 2466747, ""strand"": ""+"", ""phase"": ""1"", ""gene_id"": ""CFRG2701"", ""gtf_line"": 69302}, {""sequence"": ""scaffold04"", ""start"": 2466942, ""end"": 2467023, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2701"", ""gtf_line"": 69305}, {""sequence"": ""scaffold04"", ""start"": 2467249, ""end"": 2467478, ""strand"": ""+"", ""phase"": ""2"", ""gene_id"": ""CFRG2701"", ""gtf_line"": 69308}, {""sequence"": ""scaffold04"", ""start"": 2467771, ""end"": 2468098, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2701"", ""gtf_line"": 69311}, {""sequence"": ""scaffold04"", ""start"": 2468278, ""end"": 2468501, ""strand"": ""+"", ""phase"": ""2"", ""gene_id"": ""CFRG2701"", ""gtf_line"": 69314}, {""sequence"": ""scaffold04"", ""start"": 2468714, ""end"": 2468859, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2701"", ""gtf_line"": 69317}, {""sequence"": ""scaffold04"", ""start"": 2469050, ""end"": 2469204, ""strand"": ""+"", ""phase"": ""1"", ""gene_id"": ""CFRG2701"", ""gtf_line"": 69320}, {""sequence"": ""scaffold04"", ""start"": 2469430, ""end"": 2469548, ""strand"": ""+"", ""phase"": ""2"", ""gene_id"": ""CFRG2701"", ""gtf_line"": 69323}, {""sequence"": ""scaffold04"", ""start"": 2469685, ""end"": 2469777, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2701"", ""gtf_line"": 69326}]"
CFRG2797T1	499	exact_transcript_id	"[""CFRG2797T1""]"	translation_mismatch	CFRG2797T1	1500	True	"[{""sequence"": ""scaffold05"", ""start"": 312665, ""end"": 312697, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2797"", ""gtf_line"": 71769}, {""sequence"": ""scaffold05"", ""start"": 312831, ""end"": 313028, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2797"", ""gtf_line"": 71774}, {""sequence"": ""scaffold05"", ""start"": 313322, ""end"": 313440, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2797"", ""gtf_line"": 71777}, {""sequence"": ""scaffold05"", ""start"": 313576, ""end"": 313666, ""strand"": ""+"", ""phase"": ""1"", ""gene_id"": ""CFRG2797"", ""gtf_line"": 71780}, {""sequence"": ""scaffold05"", ""start"": 313897, ""end"": 314140, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2797"", ""gtf_line"": 71783}, {""sequence"": ""scaffold05"", ""start"": 314245, ""end"": 314418, ""strand"": ""+"", ""phase"": ""2"", ""gene_id"": ""CFRG2797"", ""gtf_line"": 71786}, {""sequence"": ""scaffold05"", ""start"": 314750, ""end"": 314920, ""strand"": ""+"", ""phase"": ""2"", ""gene_id"": ""CFRG2797"", ""gtf_line"": 71789}, {""sequence"": ""scaffold05"", ""start"": 315021, ""end"": 315107, ""strand"": ""+"", ""phase"": ""2"", ""gene_id"": ""CFRG2797"", ""gtf_line"": 71792}, {""sequence"": ""scaffold05"", ""start"": 315413, ""end"": 315541, ""strand"": ""+"", ""phase"": ""2"", ""gene_id"": ""CFRG2797"", ""gtf_line"": 71795}, {""sequence"": ""scaffold05"", ""start"": 315729, ""end"": 315825, ""strand"": ""+"", ""phase"": ""2"", ""gene_id"": ""CFRG2797"", ""gtf_line"": 71798}, {""sequence"": ""scaffold05"", ""start"": 316407, ""end"": 316488, ""strand"": ""+"", ""phase"": ""1"", ""gene_id"": ""CFRG2797"", ""gtf_line"": 71801}, {""sequence"": ""scaffold05"", ""start"": 316577, ""end"": 316614, ""strand"": ""+"", ""phase"": ""0"", ""gene_id"": ""CFRG2797"", ""gtf_line"": 71804}, {""sequence"": ""scaffold05"", ""start"": 316845, ""end"": 316881, ""strand"": ""+"", ""phase"": ""1"", ""gene_id"": ""CFRG2797"", ""gtf_line"": 71807}]"
CFRG3152T1	700	exact_transcript_id	"[""CFRG3152T1""]"	translation_mismatch	CFRG3152T1	2103	True	"[{""sequence"": ""scaffold05"", ""start"": 2003163, ""end"": 2003244, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG3152"", ""gtf_line"": 80427}, {""sequence"": ""scaffold05"", ""start"": 2002875, ""end"": 2002904, ""strand"": ""-"", ""phase"": ""2"", ""gene_id"": ""CFRG3152"", ""gtf_line"": 80424}, {""sequence"": ""scaffold05"", ""start"": 2002679, ""end"": 2002722, ""strand"": ""-"", ""phase"": ""2"", ""gene_id"": ""CFRG3152"", ""gtf_line"": 80421}, {""sequence"": ""scaffold05"", ""start"": 2002217, ""end"": 2002301, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG3152"", ""gtf_line"": 80418}, {""sequence"": ""scaffold05"", ""start"": 2001483, ""end"": 2001616, ""strand"": ""-"", ""phase"": ""2"", ""gene_id"": ""CFRG3152"", ""gtf_line"": 80415}, {""sequence"": ""scaffold05"", ""start"": 2001080, ""end"": 2001208, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG3152"", ""gtf_line"": 80412}, {""sequence"": ""scaffold05"", ""start"": 2000559, ""end"": 2000775, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG3152"", ""gtf_line"": 80409}, {""sequence"": ""scaffold05"", ""start"": 2000055, ""end"": 2000191, ""strand"": ""-"", ""phase"": ""2"", ""gene_id"": ""CFRG3152"", ""gtf_line"": 80406}, {""sequence"": ""scaffold05"", ""start"": 1999265, ""end"": 1999354, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG3152"", ""gtf_line"": 80403}, {""sequence"": ""scaffold05"", ""start"": 1998725, ""end"": 1998812, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG3152"", ""gtf_line"": 80400}, {""sequence"": ""scaffold05"", ""start"": 1998080, ""end"": 1998342, ""strand"": ""-"", ""phase"": ""2"", ""gene_id"": ""CFRG3152"", ""gtf_line"": 80397}, {""sequence"": ""scaffold05"", ""start"": 1997190, ""end"": 1997400, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG3152"", ""gtf_line"": 80394}, {""sequence"": ""scaffold05"", ""start"": 1996503, ""end"": 1996639, ""strand"": ""-"", ""phase"": ""2"", ""gene_id"": ""CFRG3152"", ""gtf_line"": 80391}, {""sequence"": ""scaffold05"", ""start"": 1996143, ""end"": 1996204, ""strand"": ""-"", ""phase"": ""0"", ""gene_id"": ""CFRG3152"", ""gtf_line"": 80388}, {""sequence"": ""scaffold05"", ""start"": 1995526, ""end"": 1995919, ""strand"": ""-"", ""phase"": ""1"", ""gene_id"": ""CFRG3152"", ""gtf_line"": 80383}]"
