cohort	warning	fit_occurrences
paired-site-rates-audit-esmfold-combined-v1	WARNING: 5 near-zero internal branches (<0.0069) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 74 near-zero internal branches (<0.0069) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 5 near-zero internal branches (<0.0030) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 1 near-zero internal branches (<0.0043) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 3 near-zero internal branches (<0.0058) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 39 near-zero internal branches (<0.0058) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 37 near-zero internal branches (<0.0058) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 38 near-zero internal branches (<0.0058) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 1 near-zero internal branches (<0.0041) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 30 near-zero internal branches (<0.0093) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 101 near-zero internal branches (<0.0093) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 115 near-zero internal branches (<0.0093) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 118 near-zero internal branches (<0.0093) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 8 near-zero internal branches (<0.0035) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 16 near-zero internal branches (<0.0030) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 14 near-zero internal branches (<0.0030) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 13 near-zero internal branches (<0.0030) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 4 near-zero internal branches (<0.0032) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 20 near-zero internal branches (<0.0083) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 125 near-zero internal branches (<0.0083) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 116 near-zero internal branches (<0.0083) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 124 near-zero internal branches (<0.0083) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 2 near-zero internal branches (<0.0045) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 31 near-zero internal branches (<0.0045) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 12 near-zero internal branches (<0.0060) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 76 near-zero internal branches (<0.0060) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 73 near-zero internal branches (<0.0060) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 23 near-zero internal branches (<0.0059) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 82 near-zero internal branches (<0.0059) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 74 near-zero internal branches (<0.0059) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 94 near-zero internal branches (<0.0059) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: Too low -mem, automatically increased to 1.076 MB	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 6 near-zero internal branches (<0.0032) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 5 near-zero internal branches (<0.0022) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 5 near-zero internal branches (<0.0034) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 16 near-zero internal branches (<0.0071) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 29 near-zero internal branches (<0.0044) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 51 near-zero internal branches (<0.0044) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 45 near-zero internal branches (<0.0044) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 56 near-zero internal branches (<0.0044) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 2 near-zero internal branches (<0.0039) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 18 near-zero internal branches (<0.0039) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 17 near-zero internal branches (<0.0039) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 15 near-zero internal branches (<0.0039) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 7 near-zero internal branches (<0.0025) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 5 near-zero internal branches (<0.0025) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 8 near-zero internal branches (<0.0025) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 8 near-zero internal branches (<0.0045) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 28 near-zero internal branches (<0.0045) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 5 near-zero internal branches (<0.0043) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 3 near-zero internal branches (<0.0035) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 17 near-zero internal branches (<0.0035) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 6 near-zero internal branches (<0.0043) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 42 near-zero internal branches (<0.0043) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 2 near-zero internal branches (<0.0031) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 7 near-zero internal branches (<0.0031) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 2 near-zero internal branches (<0.0041) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 7 near-zero internal branches (<0.0041) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 8 near-zero internal branches (<0.0030) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 5 near-zero internal branches (<0.0038) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 24 near-zero internal branches (<0.0065) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 75 near-zero internal branches (<0.0065) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 76 near-zero internal branches (<0.0065) should be treated with caution	1
paired-site-rates-audit-esmfold-combined-v1	WARNING: 78 near-zero internal branches (<0.0065) should be treated with caution	1
