taxon_id	species_name	study_role	lineage_group	marker_slots	markers_with_model	eligible_markers	usable_markers	matrix_columns	observed	noncanonical_or_missing_sequence	no_structural_mapping	invalid_native_feature	low_feature_plddt	high_feature_pae	observed_fraction_of_matrix
F2939408	Vezdaea acicularis	ingroup	Ascomycota	125	0	0	0	49027	0	1811	47216	0	0	0	0.0
F2939405	Vezdaea aestivalis	ingroup	Ascomycota	125	0	0	0	49027	0	1937	47090	0	0	0	0.0
F326681	Hypoxylon trugodes	ingroup	Ascomycota	125	0	0	0	49027	0	845	48182	0	0	0	0.0
F1682393	Microdochium trichocladiopsis	ingroup	Ascomycota	125	0	0	0	49027	0	1127	47900	0	0	0	0.0
F326684	Xylaria bambusicola	ingroup	Ascomycota	125	0	0	0	49027	0	1038	47989	0	0	0	0.0
F1130053	Cirrosporium novae-zelandiae	ingroup	Ascomycota	125	0	0	0	49027	0	2807	46220	0	0	0	0.0
F1217826	Xylona heveae	ingroup	Ascomycota	125	0	0	0	49027	0	708	48319	0	0	0	0.0
F423460	Basidiobolus meristosporus	ingroup	Basidiobolomycota	125	0	0	0	49027	0	6540	42487	0	0	0	0.0
F34480	Basidiobolus ranarum	ingroup	Basidiobolomycota	125	0	0	0	49027	0	13034	35993	0	0	0	0.0
F87326	Amanita brunnescens	ingroup	Basidiomycota	125	0	0	0	49027	0	12130	36897	0	0	0	0.0
F933333	Amanita inopinata	ingroup	Basidiomycota	125	0	0	0	49027	0	2294	46733	0	0	0	0.0
F41956	Amanita muscaria	ingroup	Basidiomycota	125	0	0	0	49027	0	2506	46521	0	0	0	0.0
F67723	Amanita phalloides	ingroup	Basidiomycota	125	0	0	0	49027	0	675	48352	0	0	0	0.0
F1004511	Amanita polypyramis	ingroup	Basidiomycota	125	0	0	0	49027	0	9480	39547	0	0	0	0.0
F71933	Amanita rubescens	ingroup	Basidiomycota	125	0	0	0	49027	0	5603	43424	0	0	0	0.0
F235537	Amanita thiersii	ingroup	Basidiomycota	125	0	0	0	49027	0	867	48160	0	0	0	0.0
F89243	Laccaria amethystina	ingroup	Basidiomycota	125	0	0	0	49027	0	2103	46924	0	0	0	0.0
F29883	Laccaria bicolor	ingroup	Basidiomycota	125	0	0	0	49027	0	6872	42155	0	0	0	0.0
F44565	Sterigmatomyces hyphaenes	ingroup	Basidiomycota	125	0	0	0	49027	0	1171	47856	0	0	0	0.0
F2831993	Plicatura crispa	ingroup	Basidiomycota	125	0	0	0	49027	0	1332	47695	0	0	0	0.0
F1759441	Athelia psychrophila	ingroup	Basidiomycota	125	0	0	0	49027	0	3402	45625	0	0	0	0.0
F2748771	Athelia sp. TMB	ingroup	Basidiomycota	125	0	0	0	49027	0	32547	16480	0	0	0	0.0
F80663	Piloderma croceum	ingroup	Basidiomycota	125	0	0	0	49027	0	2578	46449	0	0	0	0.0
F1938712	Atractiella rhizophila	ingroup	Basidiomycota	125	0	0	0	49027	0	10245	38782	0	0	0	0.0
F1331295	Auricularia subglabra	ingroup	Basidiomycota	125	0	0	0	49027	0	3813	45214	0	0	0	0.0
F2829486	Auriculariales sp. MPI-PUGE-AT-0066	ingroup	Basidiomycota	125	0	0	0	49027	0	2063	46964	0	0	0	0.0
F5219	Exidia glandulosa	ingroup	Basidiomycota	125	0	0	0	49027	0	13896	35131	0	0	0	0.0
F48563	Suillus bovinus	ingroup	Basidiomycota	125	0	0	0	49027	0	1043	47984	0	0	0	0.0
F48565	Suillus brevipes	ingroup	Basidiomycota	125	0	0	0	49027	0	1865	47162	0	0	0	0.0
F1904413	Suillus clintonianus	ingroup	Basidiomycota	125	0	0	0	49027	0	1329	47698	0	0	0	0.0
F1912936	Suillus discolor	ingroup	Basidiomycota	125	0	0	0	49027	0	1456	47571	0	0	0	0.0
F1912939	Suillus fuscotomentosus	ingroup	Basidiomycota	125	0	0	0	49027	0	3806	45221	0	0	0	0.0
F48578	Suillus paluster	ingroup	Basidiomycota	125	0	0	0	49027	0	2820	46207	0	0	0	0.0
F116603	Suillus plorans	ingroup	Basidiomycota	125	0	0	0	49027	0	1445	47582	0	0	0	0.0
F48586	Suillus subalutaceus	ingroup	Basidiomycota	125	0	0	0	49027	0	2613	46414	0	0	0	0.0
F48587	Suillus subaureus	ingroup	Basidiomycota	125	0	0	0	49027	0	4287	44740	0	0	0	0.0
F48593	Suillus weaverae	ingroup	Basidiomycota	125	0	0	0	49027	0	1635	47392	0	0	0	0.0
F264124	Botryobasidium botryosum	ingroup	Basidiomycota	125	0	0	0	49027	0	1573	47454	0	0	0	0.0
F1750568	Cantharellus anzutake	ingroup	Basidiomycota	125	0	0	0	49027	0	8559	40468	0	0	0	0.0
F170446	Ceratobasidium sp. AG-Ba	ingroup	Basidiomycota	125	0	0	0	49027	0	41916	7111	0	0	0	0.0
F139363	Hydnum rufescens	ingroup	Basidiomycota	125	0	0	0	49027	0	4778	44249	0	0	0	0.0
F456999	Rhizoctonia solani	ingroup	Basidiomycota	125	0	0	0	49027	0	5176	43851	0	0	0	0.0
F156515	Tulasnella calospora	ingroup	Basidiomycota	125	0	0	0	49027	0	12828	36199	0	0	0	0.0
F401625	Ceraceosorus bombacis	ingroup	Basidiomycota	125	0	0	0	49027	0	10449	38578	0	0	0	0.0
F1522189	Ceraceosorus guamensis	ingroup	Basidiomycota	125	0	0	0	49027	0	2498	46529	0	0	0	0.0
F203533	Classicula fluitans	ingroup	Basidiomycota	125	0	0	0	49027	0	5286	43741	0	0	0	0.0
F202698	Punctularia strigosozonata	ingroup	Basidiomycota	125	0	0	0	49027	0	1706	47321	0	0	0	0.0
F2778381	Cyphobasidiales sp. Tagirdzhanova-0007	ingroup	Basidiomycota	125	0	0	0	49027	0	3642	45385	0	0	0	0.0
F29899	Cystobasidium minutum	ingroup	Basidiomycota	125	0	0	0	49027	0	1409	47618	0	0	0	0.0
F29902	Mrakia frigida	ingroup	Basidiomycota	125	0	0	0	49027	0	1312	47715	0	0	0	0.0
F264483	Phaffia rhodozyma	ingroup	Basidiomycota	125	0	0	0	49027	0	2062	46965	0	0	0	0.0
F29889	Calocera cornea	ingroup	Basidiomycota	125	0	0	0	49027	0	1168	47859	0	0	0	0.0
F63146	Calocera viscosa	ingroup	Basidiomycota	125	0	0	0	49027	0	1722	47305	0	0	0	0.0
F1858805	Dacryopinax primogenitus	ingroup	Basidiomycota	125	0	0	0	49027	0	2679	46348	0	0	0	0.0
F58919	Tilletiopsis washingtonensis	ingroup	Basidiomycota	125	0	0	0	49027	0	2533	46494	0	0	0	0.0
F5414	Erythrobasidium hasegawianum	ingroup	Basidiomycota	125	0	0	0	49027	0	1171	47856	0	0	0	0.0
F215250	Acaromyces ingoldii	ingroup	Basidiomycota	125	0	0	0	49027	0	2650	46377	0	0	0	0.0
F63378	Exobasidium rhododendri	ingroup	Basidiomycota	125	0	0	0	49027	0	1604	47423	0	0	0	0.0
F1280837	Meira miltonrushii	ingroup	Basidiomycota	125	0	0	0	49027	0	1886	47141	0	0	0	0.0
F5210	Filobasidium floriforme	ingroup	Basidiomycota	125	0	0	0	49027	0	1495	47532	0	0	0	0.0
F610337	Naganishia cerealis	ingroup	Basidiomycota	125	0	0	0	49027	0	20070	28957	0	0	0	0.0
F89922	Naganishia friedmannii	ingroup	Basidiomycota	125	0	0	0	49027	0	3554	45473	0	0	0	0.0
F104408	Naganishia liquefaciens	ingroup	Basidiomycota	125	0	0	0	49027	0	1123	47904	0	0	0	0.0
F1424756	Naganishia vaughanmartiniae	ingroup	Basidiomycota	125	0	0	0	49027	0	10692	38335	0	0	0	0.0
F68786	Sphaerobolus stellatus	ingroup	Basidiomycota	125	0	0	0	49027	0	11173	37854	0	0	0	0.0
F1230402	Basidioascus undulatus	ingroup	Basidiomycota	125	0	0	0	49027	0	693	48334	0	0	0	0.0
F5281	Tilletiaria anomala	ingroup	Basidiomycota	125	0	0	0	49027	0	3330	45697	0	0	0	0.0
F104355	Gloeophyllum trabeum	ingroup	Basidiomycota	125	0	0	0	49027	0	1228	47799	0	0	0	0.0
F5364	Heliocybe sulcata	ingroup	Basidiomycota	125	0	0	0	49027	0	892	48135	0	0	0	0.0
F38799	Neolentinus lepideus	ingroup	Basidiomycota	125	0	0	0	49027	0	1828	47199	0	0	0	0.0
F112417	Gautieria morchelliformis	ingroup	Basidiomycota	125	0	0	0	49027	0	1786	47241	0	0	0	0.0
F113071	Ramaria rubella	ingroup	Basidiomycota	125	0	0	0	49027	0	5195	43832	0	0	0	0.0
F45228	Heterogastridium pycnidioideum	ingroup	Basidiomycota	125	0	0	0	49027	0	1073	47954	0	0	0	0.0
F257869	Holtermanniella festucosa	ingroup	Basidiomycota	125	0	0	0	49027	0	1137	47890	0	0	0	0.0
F135589	Coniferiporia weirii	ingroup	Basidiomycota	125	0	0	0	49027	0	2588	46439	0	0	0	0.0
F208960	Fomitiporia mediterranea	ingroup	Basidiomycota	125	0	0	0	49027	0	2895	46132	0	0	0	0.0
F2282107	Pyrrhoderma noxium	ingroup	Basidiomycota	125	0	0	0	49027	0	1657	47370	0	0	0	0.0
F50990	Rickenella mellea	ingroup	Basidiomycota	125	0	0	0	49027	0	4310	44717	0	0	0	0.0
F27342	Schizopora paradoxa	ingroup	Basidiomycota	125	0	0	0	49027	0	811	48216	0	0	0	0.0
F150792	Hysterangium stoloniferum	ingroup	Basidiomycota	125	0	0	0	49027	0	750	48277	0	0	0	0.0
F202697	Jaapia argillacea	ingroup	Basidiomycota	125	0	0	0	49027	0	3112	45915	0	0	0	0.0
F1323573	Meredithblackwellia eburnea	ingroup	Basidiomycota	125	0	0	0	49027	0	1250	47777	0	0	0	0.0
F418498	Phenoliferia psychrophenolica	ingroup	Basidiomycota	125	0	0	0	49027	0	2465	46562	0	0	0	0.0
F3038894	Phenoliferia sp. Uapishka_3	ingroup	Basidiomycota	125	0	0	0	49027	0	10211	38816	0	0	0	0.0
F106004	Leucosporidium creatinivorum	ingroup	Basidiomycota	125	0	0	0	49027	0	2437	46590	0	0	0	0.0
F223818	Malassezia japonica	ingroup	Basidiomycota	125	0	0	0	49027	0	2722	46305	0	0	0	0.0
F77020	Malassezia pachydermatis	ingroup	Basidiomycota	125	0	0	0	49027	0	3391	45636	0	0	0	0.0
F76775	Malassezia restricta	ingroup	Basidiomycota	125	0	0	0	49027	0	2555	46472	0	0	0	0.0
F76777	Malassezia sympodialis	ingroup	Basidiomycota	125	0	0	0	49027	0	5488	43539	0	0	0	0.0
F2020962	Malassezia vespertilionis	ingroup	Basidiomycota	125	0	0	0	49027	0	2952	46075	0	0	0	0.0
F269621	Microbotryum intermedium	ingroup	Basidiomycota	125	0	0	0	49027	0	1760	47267	0	0	0	0.0
F288795	Microbotryum lychnidis-dioicae	ingroup	Basidiomycota	125	0	0	0	49027	0	3372	45655	0	0	0	0.0
F289078	Microbotryum saponariae	ingroup	Basidiomycota	125	0	0	0	49027	0	3290	45737	0	0	0	0.0
F796604	Microbotryum silenes-dioicae	ingroup	Basidiomycota	125	0	0	0	49027	0	3611	45416	0	0	0	0.0
F2878321	Jaminaea pallidilutea	ingroup	Basidiomycota	125	0	0	0	49027	0	2279	46748	0	0	0	0.0
F1569628	Jaminaea rosea	ingroup	Basidiomycota	125	0	0	0	49027	0	2326	46701	0	0	0	0.0
F1684307	Microstroma glucosiphilum	ingroup	Basidiomycota	125	0	0	0	49027	0	2153	46874	0	0	0	0.0
F1463510	Parajaminaea phylloscopi	ingroup	Basidiomycota	125	0	0	0	49027	0	2179	46848	0	0	0	0.0
F574677	Sympodiomycopsis kandeliae	ingroup	Basidiomycota	125	0	0	0	49027	0	1784	47243	0	0	0	0.0
F34349	Mixia osmundae	ingroup	Basidiomycota	125	0	0	0	49027	0	2446	46581	0	0	0	0.0
F112072	Naohidea sebacea	ingroup	Basidiomycota	125	0	0	0	49027	0	1422	47605	0	0	0	0.0
F1419009	Clathrus columnatus	ingroup	Basidiomycota	125	0	0	0	49027	0	5420	43607	0	0	0	0.0
F378194	Epithele typhae	ingroup	Basidiomycota	125	0	0	0	49027	0	2477	46550	0	0	0	0.0
F599839	Fibroporia radiculosa	ingroup	Basidiomycota	125	0	0	0	49027	0	4186	44841	0	0	0	0.0
F5630	Laetiporus sulphureus	ingroup	Basidiomycota	125	0	0	0	49027	0	1980	47047	0	0	0	0.0
F5365	Lentinus tigrinus	ingroup	Basidiomycota	125	0	0	0	49027	0	2076	46951	0	0	0	0.0
F231932	Phanerochaete carnosa	ingroup	Basidiomycota	125	0	0	0	49027	0	4274	44753	0	0	0	0.0
F104341	Rhodonia placenta	ingroup	Basidiomycota	125	0	0	0	49027	0	2867	46160	0	0	0	0.0
F181123	Austropuccinia psidii	ingroup	Basidiomycota	125	0	0	0	49027	0	2387	46640	0	0	0	0.0
F60197	Cronartium quercuum	ingroup	Basidiomycota	125	0	0	0	49027	0	3126	45901	0	0	0	0.0
F203908	Melampsora laricis-populina	ingroup	Basidiomycota	125	0	0	0	49027	0	3175	45852	0	0	0	0.0
F170000	Phakopsora pachyrhizi	ingroup	Basidiomycota	125	0	0	0	49027	0	11400	37627	0	0	0	0.0
F208348	Puccinia triticina	ingroup	Basidiomycota	125	0	0	0	49027	0	4122	44905	0	0	0	0.0
F48021	Artomyces pyxidatus	ingroup	Basidiomycota	125	0	0	0	49027	0	1066	47961	0	0	0	0.0
F135208	Hericium alpestre	ingroup	Basidiomycota	125	0	0	0	49027	0	11773	37254	0	0	0	0.0
F984962	Heterobasidion irregulare	ingroup	Basidiomycota	125	0	0	0	49027	0	2814	46213	0	0	0	0.0
F152956	Russula decolorans	ingroup	Basidiomycota	125	0	0	0	49027	0	2049	46978	0	0	0	0.0
F40492	Stereum hirsutum	ingroup	Basidiomycota	125	0	0	0	49027	0	2339	46688	0	0	0	0.0
F1314805	Vararia minispora	ingroup	Basidiomycota	125	0	0	0	49027	0	1399	47628	0	0	0	0.0
F65672	Serendipita indica	ingroup	Basidiomycota	125	0	0	0	49027	0	4012	45015	0	0	0	0.0
F2600213	Serendipita sp. 400	ingroup	Basidiomycota	125	0	0	0	49027	0	19379	29648	0	0	0	0.0
F2600215	Serendipita sp. 405	ingroup	Basidiomycota	125	0	0	0	49027	0	12742	36285	0	0	0	0.0
F2600216	Serendipita sp. 411	ingroup	Basidiomycota	125	0	0	0	49027	0	11230	37797	0	0	0	0.0
F109899	Serendipita vermifera	ingroup	Basidiomycota	125	0	0	0	49027	0	4448	44579	0	0	0	0.0
F2834505	Sertulicium niveocremeum	ingroup	Basidiomycota	125	0	0	0	49027	0	1961	47066	0	0	0	0.0
F467971	Sistotremastrum suecicum	ingroup	Basidiomycota	125	0	0	0	49027	0	2009	47018	0	0	0	0.0
F69979	Phyllozyma linderae	ingroup	Basidiomycota	125	0	0	0	49027	0	1088	47939	0	0	0	0.0
F100910	Rhodosporidiobolus nylandii	ingroup	Basidiomycota	125	0	0	0	49027	0	1861	47166	0	0	0	0.0
F29898	Rhodotorula graminis	ingroup	Basidiomycota	125	0	0	0	49027	0	2510	46517	0	0	0	0.0
F5286	Rhodotorula toruloides	ingroup	Basidiomycota	125	0	0	0	49027	0	1326	47701	0	0	0	0.0
F500713	Sporobolomyces koalae	ingroup	Basidiomycota	125	0	0	0	49027	0	1437	47590	0	0	0	0.0
F183962	Sporobolomyces salmoneus	ingroup	Basidiomycota	125	0	0	0	49027	0	1785	47242	0	0	0	0.0
F370292	Thelephora ganbajun	ingroup	Basidiomycota	125	0	0	0	49027	0	577	48450	0	0	0	0.0
F56493	Thelephora terrestris	ingroup	Basidiomycota	125	0	0	0	49027	0	2281	46746	0	0	0	0.0
F13290	Tilletia caries	ingroup	Basidiomycota	125	0	0	0	49027	0	4955	44072	0	0	0	0.0
F13291	Tilletia controversa	ingroup	Basidiomycota	125	0	0	0	49027	0	5668	43359	0	0	0	0.0
F157183	Tilletia laevis	ingroup	Basidiomycota	125	0	0	0	49027	0	5111	43916	0	0	0	0.0
F1031713	Tilletia maclaganii	ingroup	Basidiomycota	125	0	0	0	49027	0	2599	46428	0	0	0	0.0
F117179	Tilletia walkeri	ingroup	Basidiomycota	125	0	0	0	49027	0	3194	45833	0	0	0	0.0
F104669	Cryptococcus amylolentus	ingroup	Basidiomycota	125	0	0	0	49027	0	7241	41786	0	0	0	0.0
F552467	Cryptococcus bacillisporus	ingroup	Basidiomycota	125	0	0	0	49027	0	1213	47814	0	0	0	0.0
F1859122	Cryptococcus decagattii	ingroup	Basidiomycota	125	0	0	0	49027	0	1004	48023	0	0	0	0.0
F40410	Cryptococcus deneoformans	ingroup	Basidiomycota	125	0	0	0	49027	0	936	48091	0	0	0	0.0
F5208	Cryptococcus depauperatus	ingroup	Basidiomycota	125	0	0	0	49027	0	1480	47547	0	0	0	0.0
F1859096	Cryptococcus deuterogattii	ingroup	Basidiomycota	125	0	0	0	49027	0	1786	47241	0	0	0	0.0
F37769	Cryptococcus gattii	ingroup	Basidiomycota	125	0	0	0	49027	0	1292	47735	0	0	0	0.0
F5207	Cryptococcus neoformans	ingroup	Basidiomycota	125	0	0	0	49027	0	1359	47668	0	0	0	0.0
F1859121	Cryptococcus tetragattii	ingroup	Basidiomycota	125	0	0	0	49027	0	1220	47807	0	0	0	0.0
F5619	Cryptococcus wingfieldii	ingroup	Basidiomycota	125	0	0	0	49027	0	1366	47661	0	0	0	0.0
F105984	Apiotrichum porosum	ingroup	Basidiomycota	125	0	0	0	49027	0	1081	47946	0	0	0	0.0
F1890679	Cryptotrichosporon argae	ingroup	Basidiomycota	125	0	0	0	49027	0	1041	47986	0	0	0	0.0
F279322	Cutaneotrichosporon cavernicola	ingroup	Basidiomycota	125	0	0	0	49027	0	890	48137	0	0	0	0.0
F82508	Trichosporon asahii	ingroup	Basidiomycota	125	0	0	0	49027	0	5809	43218	0	0	0	0.0
F143232	Vanrija pseudolonga	ingroup	Basidiomycota	125	0	0	0	49027	0	2977	46050	0	0	0	0.0
F1055551	Tritirachium sp. CBS 265.96	ingroup	Basidiomycota	125	0	0	0	49027	0	1931	47096	0	0	0	0.0
F1269715	Thecaphora frezii	ingroup	Basidiomycota	125	0	0	0	49027	0	5053	43974	0	0	0	0.0
F84753	Moesziomyces antarcticus	ingroup	Basidiomycota	125	0	0	0	49027	0	2263	46764	0	0	0	0.0
F84751	Pseudozyma flocculosa	ingroup	Basidiomycota	125	0	0	0	49027	0	2685	46342	0	0	0	0.0
F280036	Sporisorium graminicola	ingroup	Basidiomycota	125	0	0	0	49027	0	2749	46278	0	0	0	0.0
F1882483	Testicularia cyperi	ingroup	Basidiomycota	125	0	0	0	49027	0	1806	47221	0	0	0	0.0
F120017	Ustilago hordei	ingroup	Basidiomycota	125	0	0	0	49027	0	1992	47035	0	0	0	0.0
F1673888	Violaceomyces palustris	ingroup	Basidiomycota	125	0	0	0	49027	0	5311	43716	0	0	0	0.0
F1708542	Wallemia canadensis	ingroup	Basidiomycota	125	0	0	0	49027	0	1213	47814	0	0	0	0.0
F1540922	Wallemia hederae	ingroup	Basidiomycota	125	0	0	0	49027	0	2434	46593	0	0	0	0.0
F245174	Wallemia ichthyophaga	ingroup	Basidiomycota	125	0	0	0	49027	0	2008	47019	0	0	0	0.0
F1708541	Wallemia mellicola	ingroup	Basidiomycota	125	0	0	0	49027	0	1227	47800	0	0	0	0.0
F64504	Allomyces arbusculus	ingroup	Blastocladiomycota	125	0	0	0	49027	0	1779	47248	0	0	0	0.0
F64505	Allomyces javanicus	ingroup	Blastocladiomycota	125	0	0	0	49027	0	8175	40852	0	0	0	0.0
F28583	Allomyces macrogynus	ingroup	Blastocladiomycota	125	0	0	0	49027	0	40659	8368	0	0	0	0.0
F64508	Blastocladiella britannica	ingroup	Blastocladiomycota	125	0	0	0	49027	0	3542	45485	0	0	0	0.0
F4808	Blastocladiella emersonii	ingroup	Blastocladiomycota	125	0	0	0	49027	0	1725	47302	0	0	0	0.0
F109876	Catenaria anguillulae	ingroup	Blastocladiomycota	125	0	0	0	49027	0	6790	42237	0	0	0	0.0
F945690	Coelomomyces lativittatus	ingroup	Blastocladiomycota	125	0	0	0	49027	0	10183	38844	0	0	0	0.0
F3075319	Sorochytrium milnesiophthora	ingroup	Blastocladiomycota	125	0	0	0	49027	0	4257	44770	0	0	0	0.0
F1500003	Paraphysoderma sedebokerense	ingroup	Blastocladiomycota	125	0	0	0	49027	0	3417	45610	0	0	0	0.0
F911321	Calcarisporiella thermophila	ingroup	Calcarisporiellomycota	125	0	0	0	49027	0	2054	46973	0	0	0	0.0
F1555241	Caulochytrium protostelioides	ingroup	Chytridiomycota	125	0	0	0	49027	0	3941	45086	0	0	0	0.0
F1774096	Dinochytrium kinnereticum	ingroup	Chytridiomycota	125	0	0	0	49027	0	8317	40710	0	0	0	0.0
F109932	Entophlyctis luteolus	ingroup	Chytridiomycota	125	0	0	0	49027	0	7830	41197	0	0	0	0.0
F1604274	Cladochytrium tenue	ingroup	Chytridiomycota	125	0	0	0	49027	0	26169	22858	0	0	0	0.0
F109889	Lobulomyces angularis	ingroup	Chytridiomycota	125	0	0	0	49027	0	3552	45475	0	0	0	0.0
F110093	Polychytrium aggregatum	ingroup	Chytridiomycota	125	0	0	0	49027	0	1329	47698	0	0	0	0.0
F2735257	Borealophlyctis nickersoniae	ingroup	Chytridiomycota	125	0	0	0	49027	0	3692	45335	0	0	0	0.0
F64517	Rhizophlyctis rosea	ingroup	Chytridiomycota	125	0	0	0	49027	0	2932	46095	0	0	0	0.0
F382532	Globomyces pollinis-pini	ingroup	Chytridiomycota	125	0	0	0	49027	0	1702	47325	0	0	0	0.0
F1396493	Fimicolochytrium jonesii	ingroup	Chytridiomycota	125	0	0	0	49027	0	3386	45641	0	0	0	0.0
F109760	Spizellomyces punctatus	ingroup	Chytridiomycota	125	0	0	0	49027	0	2010	47017	0	0	0	0.0
F1806994	Synchytrium microbalum	ingroup	Chytridiomycota	125	0	0	0	49027	0	1801	47226	0	0	0	0.0
F34488	Conidiobolus coronatus	ingroup	Entomophthoromycota	125	0	0	0	49027	0	2275	46752	0	0	0	0.0
F34485	Entomophthora muscae	ingroup	Entomophthoromycota	125	0	0	0	49027	0	40444	8583	0	0	0	0.0
F348617	Massospora cicadina	ingroup	Entomophthoromycota	125	0	0	0	49027	0	12330	36697	0	0	0	0.0
F76012	Neoconidiobolus thromboides	ingroup	Entomophthoromycota	125	0	0	0	49027	0	3781	45246	0	0	0	0.0
F144530	Ambispora gerdemannii	ingroup	Glomeromycota	125	0	0	0	49027	0	2294	46733	0	0	0	0.0
F144679	Ambispora leptoticha	ingroup	Glomeromycota	125	0	0	0	49027	0	3681	45346	0	0	0	0.0
F50956	Geosiphon pyriformis	ingroup	Glomeromycota	125	0	0	0	49027	0	3669	45358	0	0	0	0.0
F27376	Acaulospora colombiana	ingroup	Glomeromycota	125	0	0	0	49027	0	21915	27112	0	0	0	0.0
F1348612	Diversispora epigaea	ingroup	Glomeromycota	125	0	0	0	49027	0	2964	46063	0	0	0	0.0
F4874	Gigaspora margarita	ingroup	Glomeromycota	125	0	0	0	49027	0	12513	36514	0	0	0	0.0
F2562287	Entrophospora sp. SA101	ingroup	Glomeromycota	125	0	0	0	49027	0	6592	42435	0	0	0	0.0
F1117311	Funneliformis geosporum	ingroup	Glomeromycota	125	0	0	0	49027	0	3764	45263	0	0	0	0.0
F658196	Glomus cerebriforme	ingroup	Glomeromycota	125	0	0	0	49027	0	1688	47339	0	0	0	0.0
F588596	Rhizophagus irregularis	ingroup	Glomeromycota	125	0	0	0	49027	0	5910	43117	0	0	0	0.0
F144538	Paraglomus brasilianum	ingroup	Glomeromycota	125	0	0	0	49027	0	3003	46024	0	0	0	0.0
F144539	Paraglomus occultum	ingroup	Glomeromycota	125	0	0	0	49027	0	8827	40200	0	0	0	0.0
F215637	Dimargaris cristalligena	ingroup	Kickxellomycota	125	0	0	0	49027	0	4408	44619	0	0	0	0.0
F1520584	Dispira parvispora	ingroup	Kickxellomycota	125	0	0	0	49027	0	15280	33747	0	0	0	0.0
F78921	Tieghemiomyces parasiticus	ingroup	Kickxellomycota	125	0	0	0	49027	0	43414	5613	0	0	0	0.0
F61424	Furculomyces boomerangus	ingroup	Kickxellomycota	125	0	0	0	49027	0	12848	36179	0	0	0	0.0
F133377	Smittium angustum	ingroup	Kickxellomycota	125	0	0	0	49027	0	16246	32781	0	0	0	0.0
F133385	Smittium simulii	ingroup	Kickxellomycota	125	0	0	0	49027	0	13132	35895	0	0	0	0.0
F1213189	Zancudomyces culisetae	ingroup	Kickxellomycota	125	0	0	0	49027	0	31719	17308	0	0	0	0.0
F2650707	Coemansia brasiliensis	ingroup	Kickxellomycota	125	0	0	0	49027	0	15452	33575	0	0	0	0.0
F4866	Dipsacomyces acuminosporus	ingroup	Kickxellomycota	125	0	0	0	49027	0	11915	37112	0	0	0	0.0
F61397	Kickxella alabastrina	ingroup	Kickxellomycota	125	0	0	0	49027	0	8941	40086	0	0	0	0.0
F61395	Linderina pennispora	ingroup	Kickxellomycota	125	0	0	0	49027	0	5543	43484	0	0	0	0.0
F304332	Ramicandelaber brevisporus	ingroup	Kickxellomycota	125	0	0	0	49027	0	7288	41739	0	0	0	0.0
F164912	Astathelohania contejeani	ingroup	Microsporidia	125	0	0	0	49027	0	27785	21242	0	0	0	0.0
F70536	Edhazardia aedis	ingroup	Microsporidia	125	0	0	0	49027	0	35197	13830	0	0	0	0.0
F6035	Encephalitozoon cuniculi	ingroup	Microsporidia	125	0	0	0	49027	0	28411	20616	0	0	0	0.0
F174680	Glugoides intestinalis	ingroup	Microsporidia	125	0	0	0	49027	0	33112	15915	0	0	0	0.0
F174688	Gurleya vavrai	ingroup	Microsporidia	125	0	0	0	49027	0	35946	13081	0	0	0	0.0
F1176355	Hamiltosporidium tvaerminnensis	ingroup	Microsporidia	125	0	0	0	49027	0	34896	14131	0	0	0	0.0
F1081669	Hepatospora eriocheir	ingroup	Microsporidia	125	0	0	0	49027	0	38227	10800	0	0	0	0.0
F1300064	Nucleospora cyclopteri	ingroup	Microsporidia	125	0	0	0	49027	0	33167	15860	0	0	0	0.0
F3039483	Ordospora pajunii	ingroup	Microsporidia	125	0	0	0	49027	0	29016	20011	0	0	0	0.0
F291195	Tubulinosema ratisbonensis	ingroup	Microsporidia	125	0	0	0	49027	0	33956	15071	0	0	0	0.0
F6039	Vairimorpha necatrix	ingroup	Microsporidia	125	0	0	0	49027	0	29092	19935	0	0	0	0.0
F103449	Vavraia culicis	ingroup	Microsporidia	125	0	0	0	49027	0	34209	14818	0	0	0	0.0
F82268	Hyaloraphidium curvatum	ingroup	Monoblepharomycota	125	0	0	0	49027	0	1548	47479	0	0	0	0.0
F1123529	Gonapodya prolifera	ingroup	Monoblepharomycota	125	0	0	0	49027	0	3101	45926	0	0	0	0.0
F2725673	Gonapodya sp. JEL0774	ingroup	Monoblepharomycota	125	0	0	0	49027	0	12999	36028	0	0	0	0.0
F1343610	Actinomortierella ambigua	ingroup	Mortierellomycota	125	0	0	0	49027	0	857	48170	0	0	0	0.0
F979620	Dissophora ornata	ingroup	Mortierellomycota	125	0	0	0	49027	0	3270	45757	0	0	0	0.0
F101097	Entomortierella chlamydospora	ingroup	Mortierellomycota	125	0	0	0	49027	0	2605	46422	0	0	0	0.0
F101098	Gamsiella multidivaricata	ingroup	Mortierellomycota	125	0	0	0	49027	0	2519	46508	0	0	0	0.0
F979690	Gryganskiella cystojenkinii	ingroup	Mortierellomycota	125	0	0	0	49027	0	2359	46668	0	0	0	0.0
F1897645	Haplosporangium bisporale	ingroup	Mortierellomycota	125	0	0	0	49027	0	10628	38399	0	0	0	0.0
F604196	Linnemannia exigua	ingroup	Mortierellomycota	125	0	0	0	49027	0	5710	43317	0	0	0	0.0
