taxon_id	species_name	study_role	assembly_accession	match_status	queried_genus	source_genus	source_rank	source_record_id	source_excel_rows	source_doi	source_phylum	source_class	source_family	taxon_identity_flags	source_genus_comment_present	source_lifestyle_comment_present	species_verified	eligible_for_confirmatory_tests	candidate_primary_lifestyle	candidate_secondary_lifestyle	candidate_endophytic_capability	candidate_plant_pathogenic_capacity	candidate_decay_substrate	candidate_decay_type	candidate_aquatic_habitat	candidate_animal_biotrophic_capacity	candidate_growth_form	candidate_fruitbody_type
F474922	Colletotrichum gloeosporioides	ingroup	GCF_011800055.1	genus_candidate_requires_species_verification	Colletotrichum	Colletotrichum	genus	jrk01963	6636	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Glomerellaceae		False	False	False	False	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed				filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F80884	Colletotrichum higginsianum	ingroup	GCF_001672515.1	genus_candidate_requires_species_verification	Colletotrichum	Colletotrichum	genus	jrk01963	6636	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Glomerellaceae		False	False	False	False	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed				filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F2283408	Colletotrichum jinshuiense	ingroup	GCF_051148585.1	genus_candidate_requires_species_verification	Colletotrichum	Colletotrichum	genus	jrk01963	6636	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Glomerellaceae		False	False	False	False	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed				filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F1095194	Colletotrichum karsti	ingroup	GCF_011947395.1	genus_candidate_requires_species_verification	Colletotrichum	Colletotrichum	genus	jrk01963	6636	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Glomerellaceae		False	False	False	False	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed				filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F145971	Colletotrichum lupini	ingroup	GCF_023278565.1	genus_candidate_requires_species_verification	Colletotrichum	Colletotrichum	genus	jrk01963	6636	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Glomerellaceae		False	False	False	False	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed				filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F1209934	Colletotrichum tamarilloi	ingroup	GCF_030869305.1	genus_candidate_requires_species_verification	Colletotrichum	Colletotrichum	genus	jrk01963	6636	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Glomerellaceae		False	False	False	False	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed				filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F5570	Cenococcum geophilum	ingroup	GCF_001692895.1	genus_candidate_requires_species_verification	Cenococcum	Cenococcum	genus	jrk01521	3151	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Dothideomycetes	Gloniaceae		False	False	False	False	ectomycorrhizal						non-aquatic		filamentous_mycelium	None
F574774	Glonium stellatum	ingroup	GCA_001692915.1	genus_candidate_requires_species_verification	Glonium	Glonium	genus	jrk03478	3152	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Dothideomycetes	Gloniaceae		False	False	False	False	wood_saprotroph	soil_saprotroph			wood,leaf/fruit/seed,soil		non-aquatic		filamentous_mycelium	
F5101	Amorphotheca resinae	ingroup	GCF_003019875.1	genus_candidate_requires_species_verification	Amorphotheca	Amorphotheca	genus	jrk00309	475	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Leotiomycetes	Amorphothecaceae		False	True	False	False	unspecified_saprotroph				hydrocarbon-rich_substrates_(fuel)		partly_aquatic		filamentous_mycelium	
F40559	Botrytis cinerea	ingroup	GCF_000143535.2	genus_candidate_requires_species_verification	Botrytis	Botrytis	genus	jrk01136	711	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Leotiomycetes	Sclerotiniaceae		False	False	False	False	plant_pathogen	litter_saprotroph		leaf/fruit/seed_pathogen	leaf/fruit/seed		partly_aquatic		filamentous_mycelium	none
F2656787	Venustampulla echinocandica	ingroup	GCF_003357145.1	no_exact_genus_match	Venustampulla										False	False	False	False										
F195108	Fusarium falciforme	ingroup	GCF_026873545.1	genus_candidate_requires_species_verification	Fusarium	Fusarium	genus	jrk03281	6896	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Nectriaceae		False	True	False	False	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,soil,animal_material	soft_rot	partly_aquatic	opportunistic_human_parasite	filamentous_mycelium	
F5127	Fusarium fujikuroi	ingroup	GCF_900079805.1	genus_candidate_requires_species_verification	Fusarium	Fusarium	genus	jrk03281	6896	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Nectriaceae		False	True	False	False	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,soil,animal_material	soft_rot	partly_aquatic	opportunistic_human_parasite	filamentous_mycelium	
F5518	Fusarium graminearum	ingroup	GCF_000240135.3	genus_candidate_requires_species_verification	Fusarium	Fusarium	genus	jrk03281	6896	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Nectriaceae		False	True	False	False	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,soil,animal_material	soft_rot	partly_aquatic	opportunistic_human_parasite	filamentous_mycelium	
F1328300	Fusarium keratoplasticum	ingroup	GCF_025433545.1	genus_candidate_requires_species_verification	Fusarium	Fusarium	genus	jrk03281	6896	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Nectriaceae		False	True	False	False	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,soil,animal_material	soft_rot	partly_aquatic	opportunistic_human_parasite	filamentous_mycelium	
F1042133	Fusarium musae	ingroup	GCF_019915245.1	genus_candidate_requires_species_verification	Fusarium	Fusarium	genus	jrk03281	6896	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Nectriaceae		False	True	False	False	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,soil,animal_material	soft_rot	partly_aquatic	opportunistic_human_parasite	filamentous_mycelium	
F5507	Fusarium oxysporum	ingroup	GCF_013085055.1	genus_candidate_requires_species_verification	Fusarium	Fusarium	genus	jrk03281	6896	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Nectriaceae		False	True	False	False	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,soil,animal_material	soft_rot	partly_aquatic	opportunistic_human_parasite	filamentous_mycelium	
F36050	Fusarium poae	ingroup	GCF_019609905.1	genus_candidate_requires_species_verification	Fusarium	Fusarium	genus	jrk03281	6896	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Nectriaceae		False	True	False	False	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,soil,animal_material	soft_rot	partly_aquatic	opportunistic_human_parasite	filamentous_mycelium	
F101028	Fusarium pseudograminearum	ingroup	GCF_000303195.2	genus_candidate_requires_species_verification	Fusarium	Fusarium	genus	jrk03281	6896	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Nectriaceae		False	True	False	False	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,soil,animal_material	soft_rot	partly_aquatic	opportunistic_human_parasite	filamentous_mycelium	
F5128	Fusarium sambucinum	ingroup	GCF_050947815.1	genus_candidate_requires_species_verification	Fusarium	Fusarium	genus	jrk03281	6896	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Nectriaceae		False	True	False	False	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,soil,animal_material	soft_rot	partly_aquatic	opportunistic_human_parasite	filamentous_mycelium	
F117187	Fusarium verticillioides	ingroup	GCF_000149555.1	genus_candidate_requires_species_verification	Fusarium	Fusarium	genus	jrk03281	6896	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Nectriaceae		False	True	False	False	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,soil,animal_material	soft_rot	partly_aquatic	opportunistic_human_parasite	filamentous_mycelium	
F173216	Trichoderma aggressivum	ingroup	GCF_033847375.1	genus_candidate_requires_species_verification	Trichoderma	Trichoderma	genus	jrk08977	6812	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Hypocreaceae		False	True	False	False	mycoparasite	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,soil,fungal_material	soft_rot			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F101201	Trichoderma asperellum	ingroup	GCF_020647865.1	genus_candidate_requires_species_verification	Trichoderma	Trichoderma	genus	jrk08977	6812	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Hypocreaceae		False	True	False	False	mycoparasite	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,soil,fungal_material	soft_rot			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F63577	Trichoderma atroviride	ingroup	GCF_020647795.1	genus_candidate_requires_species_verification	Trichoderma	Trichoderma	genus	jrk08977	6812	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Hypocreaceae		False	True	False	False	mycoparasite	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,soil,fungal_material	soft_rot			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F2034170	Trichoderma breve	ingroup	GCF_028502605.1	genus_candidate_requires_species_verification	Trichoderma	Trichoderma	genus	jrk08977	6812	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Hypocreaceae		False	True	False	False	mycoparasite	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,soil,fungal_material	soft_rot			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F1738374	Trichoderma camerunense	ingroup	GCF_050948025.1	genus_candidate_requires_species_verification	Trichoderma	Trichoderma	genus	jrk08977	6812	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Hypocreaceae		False	True	False	False	mycoparasite	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,soil,fungal_material	soft_rot			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F58853	Trichoderma citrinoviride	ingroup	GCF_003025115.1	genus_candidate_requires_species_verification	Trichoderma	Trichoderma	genus	jrk08977	6812	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Hypocreaceae		False	True	False	False	mycoparasite	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,soil,fungal_material	soft_rot			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F549676	Trichoderma evansii	ingroup	GCF_050947405.1	genus_candidate_requires_species_verification	Trichoderma	Trichoderma	genus	jrk08977	6812	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Hypocreaceae		False	True	False	False	mycoparasite	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,soil,fungal_material	soft_rot			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F398673	Trichoderma gamsii	ingroup	GCF_001481775.2	genus_candidate_requires_species_verification	Trichoderma	Trichoderma	genus	jrk08977	6812	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Hypocreaceae		False	True	False	False	mycoparasite	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,soil,fungal_material	soft_rot			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F65468	Trichoderma ghanense	ingroup	GCF_004382785.1	genus_candidate_requires_species_verification	Trichoderma	Trichoderma	genus	jrk08977	6812	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Hypocreaceae		False	True	False	False	mycoparasite	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,soil,fungal_material	soft_rot			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F5544	Trichoderma harzianum	ingroup	GCF_003025095.1	genus_candidate_requires_species_verification	Trichoderma	Trichoderma	genus	jrk08977	6812	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Hypocreaceae		False	True	False	False	mycoparasite	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,soil,fungal_material	soft_rot			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F2732470	Bacidia gigantensis	ingroup	GCF_019456465.1	genus_candidate_requires_species_verification	Bacidia	Bacidia	genus	jrk00854	4936	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Lecanoromycetes	Ramalinaceae		False	False	False	False	lichenized						non-aquatic		thallus_photosynthetic	apothecium_(hymenium_on_surface)
F209136	Lepraria neglecta	ingroup	GCA_033220425.1	genus_candidate_requires_species_verification	Lepraria	Lepraria	genus	jrk04590	4727	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Lecanoromycetes	Cladoniaceae		False	False	False	False	lichenized						non-aquatic		thallus_photosynthetic	none
F560253	Letharia lupina	ingroup	GCF_014066315.1	genus_candidate_requires_species_verification	Letharia	Letharia	genus	jrk04638	4843	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Lecanoromycetes	Parmeliaceae		False	False	False	False	lichenized						non-aquatic		thallus_photosynthetic	apothecium_(hymenium_on_surface)
F2939399	Claussenomyces sp. TS43310	ingroup	GCA_026023515.1	genus_candidate_requires_species_verification	Claussenomyces	Claussenomyces	genus	jrk01830	5573	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Leotiomycetes	Tympanidaceae	incompletely_identified_species_label	False	False	False	False	wood_saprotroph				wood		non-aquatic		filamentous_mycelium	apothecium_(hymenium_on_surface)
F3384825	Phaeococcomyces sp. EXF-18165	ingroup	GCA_056506435.1	genus_candidate_requires_species_verification	Phaeococcomyces	Phaeococcomyces	genus	jrk06377	1002	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Arthoniomycetes	Phaeococcomycetaceae	incompletely_identified_species_label	False	False	False	False	unspecified_saprotroph						non-aquatic		dimorphic_yeast	
F174425	Lichina confinis	ingroup	GCA_026054655.1	genus_candidate_requires_species_verification	Lichina	Lichina	genus	jrk04698	5711	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Lichinomycetes	Lichinaceae		False	False	False	False	lichenized						partly_marine_(partly_non-aquatic)		thallus_photosynthetic	apothecium_(hymenium_on_surface)
F318774	Phylliscum demangeonii	ingroup	GCA_026026795.1	genus_candidate_requires_species_verification	Phylliscum	Phylliscum	genus	jrk06563	5721	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Lichinomycetes	Lichinaceae		False	False	False	False	lichenized						non-aquatic		thallus_photosynthetic	apothecium_(hymenium_on_surface)
F2796175	Watsoniomyces obsoletus	ingroup	GCA_026025055.1	no_exact_genus_match	Watsoniomyces										False	False	False	False										
F578093	Lineolata rhizophorae	ingroup	GCA_010093515.1	genus_candidate_requires_species_verification	Lineolata	Lineolata	genus	jrk04728	2930	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Dothideomycetes	Dothideomycetes family incertae sedis		False	False	False	False	unspecified_saprotroph		no_endophytic_capacity				marine		filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
F1125753	Limtongia smithiae	ingroup	GCF_038497785.1	genus_candidate_requires_species_verification	Limtongia	Limtongia	genus	jrk04722	6051	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Saccharomycetes	Lipomycetaceae		False	False	False	False	nectar/tap_saprotroph				sugar-rich_substrates		non-aquatic	arthropod-associated	yeast	none
F383834	Lipomyces doorenjongii	ingroup	GCF_038497915.1	genus_candidate_requires_species_verification	Lipomyces	Lipomyces	genus	jrk04737	6052	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Saccharomycetes	Lipomycetaceae		False	False	False	False	nectar/tap_saprotroph				sugar-rich_substrates		non-aquatic	arthropod-associated	yeast	none
F44089	Neoaidaea tothii	ingroup	GCF_038497935.1	no_exact_genus_match	Neoaidaea										False	False	False	False										
F339359	Zalerion maritima	ingroup	GCA_022664585.2	genus_candidate_requires_species_verification	Zalerion	Zalerion	genus	jrk08580	7037	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Lulworthiaceae		False	True	False	False	litter_saprotroph				leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)		filamentous_mycelium	none
F36779	Gaeumannomyces tritici	ingroup	GCF_000145635.1	genus_candidate_requires_species_verification	Gaeumannomyces	Gaeumannomyces	genus	jrk03307	7050	https://doi.org/10.1007/s13225-020-00466-2	Ascomycota	Sordariomycetes	Magnaporthaceae		False	False	False	False	plant_pathogen			leaf/fruit/seed_pathogen			partly_freshwater_(partly_non-aquatic)		filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)
