cohort	model_id	contrast	point	lower	upper
omission	3di_llm__freerate__miller1987__composition_adjusted	rsa_at_baseline_mean_aa_log_rate	-0.0015101914281879514	-0.003043758103107049	-8.604390064666073e-05
full	3di_af__gamma__tien2013__coverage_confidence	interaction	-0.0011638581131644815	-0.008351007317316863	0.005055145986603955
omission	3di_af__gamma__tien2013__coverage_confidence	interaction	-0.001165388869324123	-0.008618789683660835	0.005113191271988963
full	3di_af__gamma__tien2013__composition_adjusted	interaction	-4.821990055806774e-05	-0.006918271816104217	0.006465444889849994
omission	3di_af__gamma__tien2013__composition_adjusted	interaction	-1.4691811016683334e-05	-0.007075734165993306	0.006527823988433139
full	3di_af__gamma__miller1987__coverage_confidence	interaction	-0.0013045503943711761	-0.007319032561204592	0.003922414426033795
omission	3di_af__gamma__miller1987__coverage_confidence	interaction	-0.0013080133058434723	-0.007545762938891943	0.003963360657923732
full	3di_af__gamma__miller1987__composition_adjusted	interaction	-0.00042672555021194044	-0.006239652790324587	0.005077093333124797
omission	3di_af__gamma__miller1987__composition_adjusted	interaction	-0.000402664862897131	-0.0063907776475900045	0.0049847830763231895
full	3di_af__freerate__tien2013__coverage_confidence	interaction	0.006944134223049625	-0.0004684024064264145	0.017652616172265916
omission	3di_af__freerate__tien2013__coverage_confidence	interaction	0.006981660449212192	-0.0007433684903092024	0.016696056561000264
full	3di_af__freerate__tien2013__composition_adjusted	interaction	0.007971274088897556	-3.539804037904802e-05	0.01915706573649797
omission	3di_af__freerate__tien2013__composition_adjusted	interaction	0.008018281139662445	-0.00011213547781526077	0.018346027477438284
full	3di_af__freerate__miller1987__coverage_confidence	interaction	0.005491185963440101	-0.0007456070342033188	0.014432507277875758
omission	3di_af__freerate__miller1987__coverage_confidence	interaction	0.005520324717997517	-0.0009648565522396141	0.013570609702188598
full	3di_af__freerate__miller1987__composition_adjusted	interaction	0.006373362801464794	-0.0003621586125080489	0.0157345860575694
omission	3di_af__freerate__miller1987__composition_adjusted	interaction	0.006410374252857502	-0.00043947378681416684	0.01496732221114139
full	3di_af_empirical__gamma__tien2013__coverage_confidence	interaction	0.003607146666301249	-0.0011178730358910815	0.009673798807492738
omission	3di_af_empirical__gamma__tien2013__coverage_confidence	interaction	0.0036600228782524367	-0.0013157132420736324	0.009534033567004975
full	3di_af_empirical__gamma__tien2013__composition_adjusted	interaction	0.003704917568358214	-0.0012678343556242987	0.010249120317539488
omission	3di_af_empirical__gamma__tien2013__composition_adjusted	interaction	0.0037642013100278246	-0.0013857172216257551	0.010028922552444067
full	3di_af_empirical__gamma__miller1987__coverage_confidence	interaction	0.0025678413865931745	-0.0013949865217270725	0.007701711883102073
omission	3di_af_empirical__gamma__miller1987__coverage_confidence	interaction	0.002608215652423019	-0.0016270603700683573	0.007408060871200671
full	3di_af_empirical__gamma__miller1987__composition_adjusted	interaction	0.0026175186509415057	-0.0015009084986091752	0.008058693481420218
omission	3di_af_empirical__gamma__miller1987__composition_adjusted	interaction	0.002661652163186994	-0.0016968783688066909	0.007650461131609017
full	3di_af_empirical__freerate__tien2013__coverage_confidence	interaction	0.009048467572717735	0.0008492894776515868	0.021673658708762936
omission	3di_af_empirical__freerate__tien2013__coverage_confidence	interaction	0.009092131765365278	0.0007004812280650721	0.021285679366645074
full	3di_af_empirical__freerate__tien2013__composition_adjusted	interaction	0.009783346049376501	0.001210169662083174	0.022903447615727445
omission	3di_af_empirical__freerate__tien2013__composition_adjusted	interaction	0.009826202643024199	0.0010917848880282021	0.022326192673512383
full	3di_af_empirical__freerate__miller1987__coverage_confidence	interaction	0.007366795363843135	0.0005264529664567808	0.017876771774116076
omission	3di_af_empirical__freerate__miller1987__coverage_confidence	interaction	0.007401902118798077	0.0003337334588108486	0.017689003072349906
full	3di_af_empirical__freerate__miller1987__composition_adjusted	interaction	0.007991412183885657	0.000676312031308885	0.01921676797551339
omission	3di_af_empirical__freerate__miller1987__composition_adjusted	interaction	0.00802520984668783	0.0006243855801717288	0.018673737301875482
full	3di_llm__gamma__tien2013__coverage_confidence	interaction	0.004031059049174951	-0.0029128938717350155	0.010733786104026397
omission	3di_llm__gamma__tien2013__coverage_confidence	interaction	0.004082790094169141	-0.0026675881168694822	0.01115065216462238
full	3di_llm__gamma__tien2013__composition_adjusted	interaction	0.004132779561341716	-0.0029041507764547706	0.010916048272007465
omission	3di_llm__gamma__tien2013__composition_adjusted	interaction	0.004189078508055307	-0.0026793875995706185	0.01145789879884968
full	3di_llm__gamma__miller1987__coverage_confidence	interaction	0.0031377695250244053	-0.0029054596724243206	0.008920022333424416
omission	3di_llm__gamma__miller1987__coverage_confidence	interaction	0.0031792083965953427	-0.0025949413437832097	0.009305665528373884
full	3di_llm__gamma__miller1987__composition_adjusted	interaction	0.0032454927605208364	-0.0028279609019969533	0.00930359038164359
omission	3di_llm__gamma__miller1987__composition_adjusted	interaction	0.0032901070361816692	-0.0026298277657777046	0.009575794052981276
full	3di_llm__freerate__tien2013__coverage_confidence	interaction	0.007152638959809547	-0.000808794564815922	0.01893511995372728
omission	3di_llm__freerate__tien2013__coverage_confidence	interaction	0.007193595699115941	-0.001038407175171243	0.018043554898259637
full	3di_llm__freerate__tien2013__composition_adjusted	interaction	0.007797253824244578	-0.0006810062972683252	0.019957322187870344
omission	3di_llm__freerate__tien2013__composition_adjusted	interaction	0.00783973891198971	-0.00040598858238074235	0.018738281548328267
full	3di_llm__freerate__miller1987__coverage_confidence	interaction	0.005620589894957069	-0.0011332048442902433	0.01560418912647927
omission	3di_llm__freerate__miller1987__coverage_confidence	interaction	0.005652581984674315	-0.001302162801490017	0.014673095858142006
full	3di_llm__freerate__miller1987__composition_adjusted	interaction	0.00618038419998687	-0.0008402099203865798	0.01640895726003946
omission	3di_llm__freerate__miller1987__composition_adjusted	interaction	0.00621317161054449	-0.0008464550017444681	0.01540379436112007
