taxon_id	annotation_status	proteins	modeled	without_model	modeled_fraction
O7227	with_pfam_hit	11256	723	10533	0.06423240938166311
O7227	without_pfam_hit	2730	244	2486	0.08937728937728938
O81824	with_pfam_hit	6733	111	6622	0.01648596465171543
O81824	without_pfam_hit	2469	0	2469	0.0
O946362	with_pfam_hit	8175	115	8060	0.014067278287461774
O946362	without_pfam_hit	3443	0	3443	0.0
OFS1403592	with_pfam_hit	6643	9	6634	0.0013548095739876562
OFS1403592	without_pfam_hit	2051	0	2051	0.0
OFS5426458	with_pfam_hit	4160	1	4159	0.0002403846153846154
OFS5426458	without_pfam_hit	13123	0	13123	0.0
OFS5426470	with_pfam_hit	5843	4	5839	0.0006845798391237378
OFS5426470	without_pfam_hit	1692	0	1692	0.0
OFS5426494	with_pfam_hit	8107	1	8106	0.00012335019119279634
OFS5426494	without_pfam_hit	4356	0	4356	0.0
OFS5426506	with_pfam_hit	5180	0	5180	0.0
OFS5426506	without_pfam_hit	16655	0	16655	0.0
