source_tier	cohort	joint_predicted_plddt_cutoff	metric	proteins	proteins_with_metric	median	q25	q75	positive	negative	approximately_zero
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	0	paired_delta_local_mean_absolute_difference_angstrom	1	1	1.7607224969848752	1.7607224969848752	1.7607224969848752	1	0	0
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	0	paired_delta_local_rms_difference_angstrom	1	1	7.949194833279762	7.949194833279762	7.949194833279762	1	0	0
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	70	af_experiment_rmsd_angstrom	1	1	1.386457602061525	1.386457602061525	1.386457602061525			
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	70	af_experiment_local_mean_absolute_difference_angstrom	1	1	0.37605163260026137	0.37605163260026137	0.37605163260026137			
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	70	af_experiment_local_rms_difference_angstrom	1	1	0.644879976413735	0.644879976413735	0.644879976413735			
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	70	esm_experiment_rmsd_angstrom	1	1	22.87817830515762	22.87817830515762	22.87817830515762			
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	70	esm_experiment_local_mean_absolute_difference_angstrom	1	1	1.260988794497945	1.260988794497945	1.260988794497945			
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	70	esm_experiment_local_rms_difference_angstrom	1	1	6.17369018364225	6.17369018364225	6.17369018364225			
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	70	af_esm_rmsd_angstrom	1	1	23.128323112955673	23.128323112955673	23.128323112955673			
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	70	af_esm_local_mean_absolute_difference_angstrom	1	1	1.1220267547798861	1.1220267547798861	1.1220267547798861			
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	70	af_esm_local_rms_difference_angstrom	1	1	6.157714495311457	6.157714495311457	6.157714495311457			
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	70	paired_delta_rmsd_angstrom	1	1	21.584792599661494	21.584792599661494	21.584792599661494	1	0	0
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	70	paired_delta_local_mean_absolute_difference_angstrom	1	1	0.8848103730637668	0.8848103730637668	0.8848103730637668	1	0	0
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	70	paired_delta_local_rms_difference_angstrom	1	1	5.466335244598694	5.466335244598694	5.466335244598694	1	0	0
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	90	af_experiment_rmsd_angstrom	1	1	1.1345583593622606	1.1345583593622606	1.1345583593622606			
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	90	af_experiment_local_mean_absolute_difference_angstrom	1	1	0.30004411812942844	0.30004411812942844	0.30004411812942844			
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	90	af_experiment_local_rms_difference_angstrom	1	1	0.38589968415403597	0.38589968415403597	0.38589968415403597			
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	90	esm_experiment_rmsd_angstrom	1	1	22.03627413721388	22.03627413721388	22.03627413721388			
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	90	esm_experiment_local_mean_absolute_difference_angstrom	1	1	0.4077257482490882	0.4077257482490882	0.4077257482490882			
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	90	esm_experiment_local_rms_difference_angstrom	1	1	1.590589737788411	1.590589737788411	1.590589737788411			
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	90	af_esm_rmsd_angstrom	1	1	22.296889611481557	22.296889611481557	22.296889611481557			
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	90	af_esm_local_mean_absolute_difference_angstrom	1	1	0.23430978749745707	0.23430978749745707	0.23430978749745707			
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	90	af_esm_local_rms_difference_angstrom	1	1	1.5809338761700051	1.5809338761700051	1.5809338761700051			
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	90	paired_delta_rmsd_angstrom	1	1	20.898718841958466	20.898718841958466	20.898718841958466	1	0	0
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	90	paired_delta_local_mean_absolute_difference_angstrom	1	1	0.10202182793807102	0.10202182793807102	0.10202182793807102	1	0	0
predictor-controls-summary-513-768-v1	same_proteins_all_thresholds	90	paired_delta_local_rms_difference_angstrom	1	1	1.195811692377475	1.195811692377475	1.195811692377475	1	0	0
predictor-controls-summary-769-1152-v1	all_available	0	af_experiment_rmsd_angstrom	18	18	4.770589102258556	3.6641336474761173	9.04425803687023			
predictor-controls-summary-769-1152-v1	all_available	0	af_experiment_local_mean_absolute_difference_angstrom	18	18	0.8431861746252453	0.6724360952743351	1.5634475875346738			
predictor-controls-summary-769-1152-v1	all_available	0	af_experiment_local_rms_difference_angstrom	18	18	1.9039953160519754	1.236508406383892	5.166964056815785			
predictor-controls-summary-769-1152-v1	all_available	0	esm_experiment_rmsd_angstrom	18	18	9.27426123662074	6.69516477930471	22.729589707856654			
predictor-controls-summary-769-1152-v1	all_available	0	esm_experiment_local_mean_absolute_difference_angstrom	18	18	1.5249845355040725	0.9908345339911852	2.976024633484381			
predictor-controls-summary-769-1152-v1	all_available	0	esm_experiment_local_rms_difference_angstrom	18	18	3.8042076598226844	2.413643764505298	6.888059751319113			
predictor-controls-summary-769-1152-v1	all_available	0	af_esm_rmsd_angstrom	18	18	6.646166984899246	5.127665941927507	15.562505356328762			
predictor-controls-summary-769-1152-v1	all_available	0	af_esm_local_mean_absolute_difference_angstrom	18	18	0.766572369985977	0.4371583703007176	0.9933528602406273			
predictor-controls-summary-769-1152-v1	all_available	0	af_esm_local_rms_difference_angstrom	18	18	2.0270679996932524	1.2945834609485714	3.7729479906763026			
predictor-controls-summary-769-1152-v1	all_available	0	paired_delta_rmsd_angstrom	18	18	3.1471938902873444	0.13027539365315766	5.006745389899204	14	4	0
predictor-controls-summary-769-1152-v1	all_available	0	paired_delta_local_mean_absolute_difference_angstrom	18	18	0.21389364721309967	0.05010891406121082	0.5644852337389366	16	2	0
predictor-controls-summary-769-1152-v1	all_available	0	paired_delta_local_rms_difference_angstrom	18	18	0.5436483841775688	-0.054282691770817904	1.4312149585667617	13	5	0
predictor-controls-summary-769-1152-v1	all_available	70	af_experiment_rmsd_angstrom	16	16	3.152162952783482	2.040273776426414	7.719357908383376			
predictor-controls-summary-769-1152-v1	all_available	70	af_experiment_local_mean_absolute_difference_angstrom	16	16	0.6811133527992433	0.5118139060588132	0.9509847313979529			
predictor-controls-summary-769-1152-v1	all_available	70	af_experiment_local_rms_difference_angstrom	16	16	1.1621616985123295	0.7872278078022803	2.714171557329779			
predictor-controls-summary-769-1152-v1	all_available	70	esm_experiment_rmsd_angstrom	16	16	6.668568922058651	3.7966686733207675	16.443977538917856			
predictor-controls-summary-769-1152-v1	all_available	70	esm_experiment_local_mean_absolute_difference_angstrom	16	16	0.9144434701315196	0.6263257609951005	1.4146310247167897			
predictor-controls-summary-769-1152-v1	all_available	70	esm_experiment_local_rms_difference_angstrom	16	16	1.7713388244511261	0.9074682676229578	3.724549320671025			
predictor-controls-summary-769-1152-v1	all_available	70	af_esm_rmsd_angstrom	16	16	5.272414785771392	2.4442912832531087	12.412396307133971			
predictor-controls-summary-769-1152-v1	all_available	70	af_esm_local_mean_absolute_difference_angstrom	16	16	0.2978680352410783	0.2417766108722758	0.5674997785682221			
predictor-controls-summary-769-1152-v1	all_available	70	af_esm_local_rms_difference_angstrom	16	16	0.7004528978784538	0.42812221494066	1.265579738090027			
predictor-controls-summary-769-1152-v1	all_available	70	paired_delta_rmsd_angstrom	16	16	1.741810602694788	0.42600093514746773	4.118714347450088	12	4	0
predictor-controls-summary-769-1152-v1	all_available	70	paired_delta_local_mean_absolute_difference_angstrom	16	16	0.06013874133324021	0.03833546918456143	0.22150682098395452	15	1	0
predictor-controls-summary-769-1152-v1	all_available	70	paired_delta_local_rms_difference_angstrom	16	16	0.08591175334544904	0.051262449890259104	0.6375492229289493	14	2	0
predictor-controls-summary-769-1152-v1	all_available	90	af_experiment_rmsd_angstrom	1	1	7.255209473082721	7.255209473082721	7.255209473082721			
predictor-controls-summary-769-1152-v1	all_available	90	af_experiment_local_mean_absolute_difference_angstrom	1	1	0.24015346614602057	0.24015346614602057	0.24015346614602057			
predictor-controls-summary-769-1152-v1	all_available	90	af_experiment_local_rms_difference_angstrom	1	1	0.3444516268815497	0.3444516268815497	0.3444516268815497			
predictor-controls-summary-769-1152-v1	all_available	90	esm_experiment_rmsd_angstrom	1	1	5.779296872472734	5.779296872472734	5.779296872472734			
predictor-controls-summary-769-1152-v1	all_available	90	esm_experiment_local_mean_absolute_difference_angstrom	1	1	0.2933433551256826	0.2933433551256826	0.2933433551256826			
predictor-controls-summary-769-1152-v1	all_available	90	esm_experiment_local_rms_difference_angstrom	1	1	0.4566374648889689	0.4566374648889689	0.4566374648889689			
predictor-controls-summary-769-1152-v1	all_available	90	af_esm_rmsd_angstrom	1	1	5.243188098714027	5.243188098714027	5.243188098714027			
predictor-controls-summary-769-1152-v1	all_available	90	af_esm_local_mean_absolute_difference_angstrom	1	1	0.18633443382760811	0.18633443382760811	0.18633443382760811			
predictor-controls-summary-769-1152-v1	all_available	90	af_esm_local_rms_difference_angstrom	1	1	0.326849950075882	0.326849950075882	0.326849950075882			
predictor-controls-summary-769-1152-v1	all_available	90	paired_delta_rmsd_angstrom	1	1	-1.4759126006099876	-1.4759126006099876	-1.4759126006099876	0	1	0
predictor-controls-summary-769-1152-v1	all_available	90	paired_delta_local_mean_absolute_difference_angstrom	1	1	0.05318988897966204	0.05318988897966204	0.05318988897966204	1	0	0
predictor-controls-summary-769-1152-v1	all_available	90	paired_delta_local_rms_difference_angstrom	1	1	0.11218583800741921	0.11218583800741921	0.11218583800741921	1	0	0
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	0	af_experiment_rmsd_angstrom	1	1	7.601588566979821	7.601588566979821	7.601588566979821			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	0	af_experiment_local_mean_absolute_difference_angstrom	1	1	0.5605316114777764	0.5605316114777764	0.5605316114777764			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	0	af_experiment_local_rms_difference_angstrom	1	1	1.945321963431111	1.945321963431111	1.945321963431111			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	0	esm_experiment_rmsd_angstrom	1	1	6.67425783366585	6.67425783366585	6.67425783366585			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	0	esm_experiment_local_mean_absolute_difference_angstrom	1	1	0.5652207107168071	0.5652207107168071	0.5652207107168071			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	0	esm_experiment_local_rms_difference_angstrom	1	1	1.546341093167844	1.546341093167844	1.546341093167844			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	0	af_esm_rmsd_angstrom	1	1	5.465942900944621	5.465942900944621	5.465942900944621			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	0	af_esm_local_mean_absolute_difference_angstrom	1	1	0.36108853668162116	0.36108853668162116	0.36108853668162116			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	0	af_esm_local_rms_difference_angstrom	1	1	1.026062348465106	1.026062348465106	1.026062348465106			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	0	paired_delta_rmsd_angstrom	1	1	-0.9273307333139709	-0.9273307333139709	-0.9273307333139709	0	1	0
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	0	paired_delta_local_mean_absolute_difference_angstrom	1	1	0.004689099239030714	0.004689099239030714	0.004689099239030714	1	0	0
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	0	paired_delta_local_rms_difference_angstrom	1	1	-0.3989808702632669	-0.3989808702632669	-0.3989808702632669	0	1	0
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	70	af_experiment_rmsd_angstrom	1	1	7.401135170858531	7.401135170858531	7.401135170858531			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	70	af_experiment_local_mean_absolute_difference_angstrom	1	1	0.377897183603852	0.377897183603852	0.377897183603852			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	70	af_experiment_local_rms_difference_angstrom	1	1	1.4045943069754134	1.4045943069754134	1.4045943069754134			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	70	esm_experiment_rmsd_angstrom	1	1	6.457688078095666	6.457688078095666	6.457688078095666			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	70	esm_experiment_local_mean_absolute_difference_angstrom	1	1	0.4020225838057856	0.4020225838057856	0.4020225838057856			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	70	esm_experiment_local_rms_difference_angstrom	1	1	0.908518322340636	0.908518322340636	0.908518322340636			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	70	af_esm_rmsd_angstrom	1	1	5.421803719109117	5.421803719109117	5.421803719109117			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	70	af_esm_local_mean_absolute_difference_angstrom	1	1	0.2797259117382771	0.2797259117382771	0.2797259117382771			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	70	af_esm_local_rms_difference_angstrom	1	1	0.8477090477438814	0.8477090477438814	0.8477090477438814			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	70	paired_delta_rmsd_angstrom	1	1	-0.9434470927628649	-0.9434470927628649	-0.9434470927628649	0	1	0
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	70	paired_delta_local_mean_absolute_difference_angstrom	1	1	0.0241254002019336	0.0241254002019336	0.0241254002019336	1	0	0
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	70	paired_delta_local_rms_difference_angstrom	1	1	-0.4960759846347774	-0.4960759846347774	-0.4960759846347774	0	1	0
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	90	af_experiment_rmsd_angstrom	1	1	7.255209473082721	7.255209473082721	7.255209473082721			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	90	af_experiment_local_mean_absolute_difference_angstrom	1	1	0.24015346614602057	0.24015346614602057	0.24015346614602057			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	90	af_experiment_local_rms_difference_angstrom	1	1	0.3444516268815497	0.3444516268815497	0.3444516268815497			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	90	esm_experiment_rmsd_angstrom	1	1	5.779296872472734	5.779296872472734	5.779296872472734			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	90	esm_experiment_local_mean_absolute_difference_angstrom	1	1	0.2933433551256826	0.2933433551256826	0.2933433551256826			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	90	esm_experiment_local_rms_difference_angstrom	1	1	0.4566374648889689	0.4566374648889689	0.4566374648889689			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	90	af_esm_rmsd_angstrom	1	1	5.243188098714027	5.243188098714027	5.243188098714027			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	90	af_esm_local_mean_absolute_difference_angstrom	1	1	0.18633443382760811	0.18633443382760811	0.18633443382760811			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	90	af_esm_local_rms_difference_angstrom	1	1	0.326849950075882	0.326849950075882	0.326849950075882			
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	90	paired_delta_rmsd_angstrom	1	1	-1.4759126006099876	-1.4759126006099876	-1.4759126006099876	0	1	0
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	90	paired_delta_local_mean_absolute_difference_angstrom	1	1	0.05318988897966204	0.05318988897966204	0.05318988897966204	1	0	0
predictor-controls-summary-769-1152-v1	same_proteins_all_thresholds	90	paired_delta_local_rms_difference_angstrom	1	1	0.11218583800741921	0.11218583800741921	0.11218583800741921	1	0	0
