taxon_id	species_name	study_role	unambiguous_residues	unambiguous_fraction
F574677	Sympodiomycopsis kandeliae	ingroup	47243	0.963611887327391
F574774	Glonium stellatum	ingroup	46773	0.9540253329797866
F574789	Mytilinidion resinicola	ingroup	48200	0.983131743733045
F578093	Lineolata rhizophorae	ingroup	47008	0.9588186101535888
F58291	Rhizopus microsporus	ingroup	47473	0.968303179880474
F58853	Trichoderma citrinoviride	ingroup	48285	0.9848654822852714
F588596	Rhizophagus irregularis	ingroup	43117	0.8794541783099109
F58919	Tilletiopsis washingtonensis	ingroup	46494	0.9483345911436556
F599730	Waltiozyma pijperi	ingroup	45698	0.9320986395251596
F599839	Fibroporia radiculosa	ingroup	44841	0.9146184755338895
F60197	Cronartium quercuum	ingroup	45901	0.936239215126359
F6035	Encephalitozoon cuniculi	ingroup	20616	0.4205029881493871
F6039	Vairimorpha necatrix	ingroup	19935	0.4066126828074326
F604196	Linnemannia exigua	ingroup	43317	0.8835335631386787
F610337	Naganishia cerealis	ingroup	28957	0.5906337324331491
F61273	Ophiostoma piceae	ingroup	47081	0.9603075856160891
F61395	Linderina pennispora	ingroup	43484	0.8869398494706998
F61397	Kickxella alabastrina	ingroup	40086	0.8176311012299345
F61424	Furculomyces boomerangus	ingroup	36179	0.7379403185999551
F63146	Calocera viscosa	ingroup	47305	0.9648764966243091
F63378	Exobasidium rhododendri	ingroup	47423	0.9672833336732821
F63402	Nannizzia gypsea	ingroup	47206	0.962857201134069
F63577	Trichoderma atroviride	ingroup	44773	0.9132314846921085
F64504	Allomyces arbusculus	ingroup	47248	0.9637138719481102
F64505	Allomyces javanicus	ingroup	40852	0.8332551451241152
F64508	Blastocladiella britannica	ingroup	45485	0.9277540946825219
F64517	Rhizophlyctis rosea	ingroup	46095	0.9401962184102637
F64525	Podila minutissima	ingroup	45535	0.9287739408897139
F64526	Umbelopsis nana	ingroup	46983	0.9583086870499928
F64571	Lobosporangium transversale	ingroup	47563	0.9701389030534195
F64632	Mycotypha africana	ingroup	47117	0.9610418748852673
F65468	Trichoderma ghanense	ingroup	47649	0.9718930385297897
F655981	Pseudogymnoascus destructans	ingroup	47174	0.9622044995614661
F65672	Serendipita indica	ingroup	45015	0.9181675403349175
F658196	Glomus cerebriforme	ingroup	47339	0.9655699920451996
F669869	Lobaria immixta	ingroup	46981	0.9582678932017051
F67723	Amanita phalloides	ingroup	48352	0.9862320762029086
F68786	Sphaerobolus stellatus	ingroup	37854	0.7721051665408857
F69979	Phyllozyma linderae	ingroup	47939	0.977808146531503
F703497	Microthyrium microscopicum	ingroup	48413	0.9874762885756828
F703506	Patellaria atrata	ingroup	46780	0.9541681114487935
F703511	Trichodelitschia bisporula	ingroup	48216	0.9834580945193465
F70536	Edhazardia aedis	ingroup	13830	0.2820894609092949
F705562	Polychaeton citri	ingroup	47733	0.9736063801578722
F706196	Saccharomyces arboricola	ingroup	37964	0.7743488281967079
F708070	Mucor velutinosus	ingroup	47484	0.9685275460460563
F710243	Colletotrichum fioriniae	ingroup	47007	0.958798213229445
F71933	Amanita rubescens	ingroup	43424	0.8857160340220694
F72144	Remersonia thermophila	ingroup	47698	0.9728924878128378
F73868	Piromyces sp. E2	ingroup	27270	0.5562241214024926
F741139	Lepidopterella palustris	ingroup	48265	0.9844575438023946
F746128	Aspergillus fumigatus	ingroup	48338	0.9859465192648948
F76012	Neoconidiobolus thromboides	ingroup	45246	0.9228792298121443
F76775	Malassezia restricta	ingroup	46472	0.9478858588124911
F76777	Malassezia sympodialis	ingroup	43539	0.888061680298611
F77020	Malassezia pachydermatis	ingroup	45636	0.9308340302282416
F78915	Thamnocephalis sphaerospora	ingroup	34978	0.7134436127032043
F78921	Tieghemiomyces parasiticus	ingroup	5613	0.11448793521936892
F796027	Sugiyamaella lignohabitans	ingroup	43544	0.8881636649193302
F796604	Microbotryum silenes-dioicae	ingroup	45416	0.9263467069165969
F80663	Piloderma croceum	ingroup	46449	0.9474167295571828
F80884	Colletotrichum higginsianum	ingroup	47268	0.964121810430987
F82268	Hyaloraphidium curvatum	ingroup	47479	0.9684255614253371
F82508	Trichosporon asahii	ingroup	43218	0.8815142676484387
F84751	Pseudozyma flocculosa	ingroup	46342	0.945234258673792
F84753	Moesziomyces antarcticus	ingroup	46764	0.953841760662492
F87287	Umbilicaria vellea	ingroup	43850	0.8944051237073449
F87326	Amanita brunnescens	ingroup	36897	0.7525853101352316
F89243	Laccaria amethystina	ingroup	46924	0.9571052685255064
F89922	Naganishia friedmannii	ingroup	45473	0.9275093315927958
F90408	Icmadophila ericetorum	ingroup	47420	0.9672221429008505
F911321	Calcarisporiella thermophila	ingroup	46973	0.9581047178085544
F91480	Alyxoria varia	ingroup	46151	0.9413384461623188
F91625	Umbelopsis isabellina	ingroup	47542	0.969710567646399
F91930	Coniochaeta hoffmannii	ingroup	48305	0.9852734207681482
F92988	Neophaeotheca triangularis	ingroup	46371	0.9458257694739634
F933333	Amanita inopinata	ingroup	46733	0.9532094560140331
F945690	Coelomomyces lativittatus	ingroup	38844	0.7922981214432864
F97331	Arthrobotrys flagrans	ingroup	48010	0.9792563281457156
F979620	Dissophora ornata	ingroup	45757	0.9333020580496462
F979690	Gryganskiella cystojenkinii	ingroup	46668	0.9518836559446835
F979761	Lunasporangiospora selenospora	ingroup	43724	0.8918351112652212
F984962	Heterobasidion irregulare	ingroup	46213	0.9426030554592367
F994334	Jimgerdemannia flammicorona	ingroup	31061	0.6335488608317865
O10228	Trichoplax adhaerens	outgroup	45878	0.9357700858710506
O133409	Polysphondylium violaceum	outgroup	47387	0.9665490444041038
O1890364	Planoprotostelium fungivorum	outgroup	43643	0.8901829604095702
O192875	Capsaspora owczarzaki	outgroup	44062	0.8987292716258388
O225164	Lottia gigantea	outgroup	46487	0.9481918126746487
O2700040	Branchiostoma floridae	outgroup	38962	0.7947049584922594
O27923	Mnemiopsis leidyi	outgroup	39250	0.8005792726456851
O283909	Capitella teleta	outgroup	44313	0.9038488995859424
O400682	Amphimedon queenslandica	outgroup	42983	0.8767209904746365
O44689	Dictyostelium discoideum	outgroup	46930	0.9572276500703694
O45351	Nematostella vectensis	outgroup	36244	0.7392661186693047
O529818	Thecamonas trahens	outgroup	43334	0.883880310849124
O5755	Acanthamoeba castellanii	outgroup	38808	0.7915638321741082
O5786	Dictyostelium purpureum	outgroup	45761	0.9333836457462215
O6239	Caenorhabditis elegans	outgroup	44303	0.903644930344504
O691883	Fonticula alba	outgroup	39533	0.8063516021783915
O72019	Sphaeroforma arctica	outgroup	30100	0.6139474167295572
O7227	Drosophila melanogaster	outgroup	30296	0.6179452138617496
O81824	Monosiga brevicollis	outgroup	41840	0.8534073061782284
O946362	Salpingoeca rosetta	outgroup	45134	0.9205947743080344
OFS1403592	Creolimax fragrantissima	outgroup	47404	0.9668957921145491
OFS5426458	Abeoforma whisleri	outgroup	1804	0.03679605115548575
OFS5426470	Corallochytrium limacisporum	outgroup	47211	0.9629591857547882
OFS5426494	Chromosphaera perkinsii	outgroup	47175	0.9622248964856099
OFS5426506	Pirum gemmata	outgroup	1224	0.02496583515205907
