marker	taxon_set_sha256	split_taxa	split_taxon_count	aa_branch_length	3di_af_branch_length	3di_af_empirical_branch_length	3di_llm_branch_length
129234at2759	28f654de324a892717627eda27363be9e1fa446ff665134bc01a7703e17557f9	F1116844	1	0.0740514966	0.1244253479	0.0928069336	0.0757332606
129234at2759	28f654de324a892717627eda27363be9e1fa446ff665134bc01a7703e17557f9	F1116844,F2486360	2	0.0174944082	0.0333088909	0.0406978408	0.0226247271
129234at2759	28f654de324a892717627eda27363be9e1fa446ff665134bc01a7703e17557f9	F1116844,F2486360,F318774	3	0.0189720914	0.0339083473	0.0325448498	0.0206948248
129234at2759	28f654de324a892717627eda27363be9e1fa446ff665134bc01a7703e17557f9	F112417	1	0.0358155601	0.0095968175	0.0081882775	0.0061695042
129234at2759	28f654de324a892717627eda27363be9e1fa446ff665134bc01a7703e17557f9	F112417,F113071	2	0.0281317993	0.0467286236	0.0362557948	0.0324049428
129234at2759	28f654de324a892717627eda27363be9e1fa446ff665134bc01a7703e17557f9	F112417,F113071,F150792,F68786	4	0.0745025702	0.0316279199	0.0202517211	0.0216683869
129234at2759	28f654de324a892717627eda27363be9e1fa446ff665134bc01a7703e17557f9	F112417,F113071,F68786	3	0.0206183039	0.0471797141	0.0406558234	0.0314229658
129234at2759	28f654de324a892717627eda27363be9e1fa446ff665134bc01a7703e17557f9	F1125753	1	2.2709e-06	2.2709e-06	2.2709e-06	2.2709e-06
129234at2759	28f654de324a892717627eda27363be9e1fa446ff665134bc01a7703e17557f9	F1125753,F383834,F44089	3	0.0504232618	0.1147043081	0.1082269669	0.0848443954
129234at2759	28f654de324a892717627eda27363be9e1fa446ff665134bc01a7703e17557f9	F1125753,F44089	2	0.0144778829	0.0154564863	0.0127503185	0.0103257445
129234at2759	28f654de324a892717627eda27363be9e1fa446ff665134bc01a7703e17557f9	F1130053	1	0.3848916333	0.1905096943	0.1515120409	0.1200570407
129234at2759	28f654de324a892717627eda27363be9e1fa446ff665134bc01a7703e17557f9	F1130053,F1542792,F273283,F2871812,F2939400,F318763,F3384825,F91480	8	0.0073239348	2.7878e-06	0.0042830581	2.7878e-06
129234at2759	28f654de324a892717627eda27363be9e1fa446ff665134bc01a7703e17557f9	F1130053,F318763	2	0.0121179912	0.0712182054	0.0700819848	0.0431195841
129234at2759	28f654de324a892717627eda27363be9e1fa446ff665134bc01a7703e17557f9	F113071	1	0.0322842536	0.0156265036	0.0137495359	0.0111111621
